AtomicUnitID,LocalSeq,UnitStatement,SourceRef,ContentHash,InOutStatus,SectionID,DispatchUnitID,Corrects,Notes
HBA-PD028-00001,1,"This scope-change brief describes how OpenPipeStress_PRD_v0.2.md differs from the earlier PRD.md, written for software-development agents changing OpenPipeStress's scope of work.",@repo/docs/_ScopeChange/OpenPipeStress_PRD_v0.2_Scope_Change_Brief.md:L3|domains/chirality-piping/_Decomposition/source_review_html/SRC-DOCS-SCOPECHANGE-OPENPIPESTRESS-PRD-V0-2-SCOPE-CHANGE-BRIEF.html#SEC-PD028-0001,2558546061dd,IN,SEC-PD028-0001,UNIT-PD028-0001,,
HBA-PD028-00057,57,"The new PRD adds a generic deterministic comparison tool that compares two model states and optionally two analysis runs using stable IDs, manual mappings, unit-normalized quantities, and tolerance profiles.",@repo/docs/_ScopeChange/OpenPipeStress_PRD_v0.2_Scope_Change_Brief.md:L297|domains/chirality-piping/_Decomposition/source_review_html/SRC-DOCS-SCOPECHANGE-OPENPIPESTRESS-PRD-V0-2-SCOPE-CHANGE-BRIEF.html#SEC-PD028-0033,3266b01fa595,IN,SEC-PD028-0033,UNIT-PD028-0001,,
HBA-PD028-00058,58,The comparison tool is explicitly not a comprehensive external-prover result ingestion platform in the MVP.,@repo/docs/_ScopeChange/OpenPipeStress_PRD_v0.2_Scope_Change_Brief.md:L297|domains/chirality-piping/_Decomposition/source_review_html/SRC-DOCS-SCOPECHANGE-OPENPIPESTRESS-PRD-V0-2-SCOPE-CHANGE-BRIEF.html#SEC-PD028-0033,c3c53cd3db7c,IN,SEC-PD028-0033,UNIT-PD028-0001,,
HBA-PD028-00059,59,"Add a compare subsystem responsible for state diffs covering added/removed/changed entities, geometry changes, topology changes, support changes, load changes, material changes, solver-setting changes, and warning/assumption changes.",@repo/docs/_ScopeChange/OpenPipeStress_PRD_v0.2_Scope_Change_Brief.md:L301|domains/chirality-piping/_Decomposition/source_review_html/SRC-DOCS-SCOPECHANGE-OPENPIPESTRESS-PRD-V0-2-SCOPE-CHANGE-BRIEF.html#SEC-PD028-0034,d51e58a6ac7e,IN,SEC-PD028-0034,UNIT-PD028-0001,,
HBA-PD028-00060,60,"The compare subsystem must produce result diffs covering displacement, rotation, force/moment, support reaction, equipment terminal load, stress/result, and diagnostics deltas.",@repo/docs/_ScopeChange/OpenPipeStress_PRD_v0.2_Scope_Change_Brief.md:L314|domains/chirality-piping/_Decomposition/source_review_html/SRC-DOCS-SCOPECHANGE-OPENPIPESTRESS-PRD-V0-2-SCOPE-CHANGE-BRIEF.html#SEC-PD028-0034,3f4cd75db0bd,IN,SEC-PD028-0034,UNIT-PD028-0001,,
HBA-PD028-00061,61,"Entity mapping must support at least stable ID match, manual user mapping, and unmatched/added/deleted classification.",@repo/docs/_ScopeChange/OpenPipeStress_PRD_v0.2_Scope_Change_Brief.md:L326|domains/chirality-piping/_Decomposition/source_review_html/SRC-DOCS-SCOPECHANGE-OPENPIPESTRESS-PRD-V0-2-SCOPE-CHANGE-BRIEF.html#SEC-PD028-0034,020f2fccd4a0,IN,SEC-PD028-0034,UNIT-PD028-0001,,
HBA-PD028-00062,62,Future external result comparison should be accommodated architecturally but not implemented as an MVP dependency.,@repo/docs/_ScopeChange/OpenPipeStress_PRD_v0.2_Scope_Change_Brief.md:L332|domains/chirality-piping/_Decomposition/source_review_html/SRC-DOCS-SCOPECHANGE-OPENPIPESTRESS-PRD-V0-2-SCOPE-CHANGE-BRIEF.html#SEC-PD028-0034,b637a8487419,IN,SEC-PD028-0034,UNIT-PD028-0001,,
HBA-PD028-00063,63,"In the original PRD, import/export was a secondary goal or Could requirement, and CAD/BIM/CAE exchange and commercial software comparisons were future or open-ended topics.",@repo/docs/_ScopeChange/OpenPipeStress_PRD_v0.2_Scope_Change_Brief.md:L340|domains/chirality-piping/_Decomposition/source_review_html/SRC-DOCS-SCOPECHANGE-OPENPIPESTRESS-PRD-V0-2-SCOPE-CHANGE-BRIEF.html#SEC-PD028-0036,c5513af58e80,IN,SEC-PD028-0036,UNIT-PD028-0001,,
HBA-PD028-00064,64,The new PRD defines an external prover tool as an accepted professional stress-analysis platform used outside OpenPipeStress to validate results for project reliance.,@repo/docs/_ScopeChange/OpenPipeStress_PRD_v0.2_Scope_Change_Brief.md:L344|domains/chirality-piping/_Decomposition/source_review_html/SRC-DOCS-SCOPECHANGE-OPENPIPESTRESS-PRD-V0-2-SCOPE-CHANGE-BRIEF.html#SEC-PD028-0037,e78adaba8dce,IN,SEC-PD028-0037,UNIT-PD028-0001,,
HBA-PD028-00065,65,"The new PRD defines a handoff package containing canonical model data, units manifest, entity IDs, library references, rule references, unresolved assumptions, warnings, hashes, and target mapping metadata.",@repo/docs/_ScopeChange/OpenPipeStress_PRD_v0.2_Scope_Change_Brief.md:L344|domains/chirality-piping/_Decomposition/source_review_html/SRC-DOCS-SCOPECHANGE-OPENPIPESTRESS-PRD-V0-2-SCOPE-CHANGE-BRIEF.html#SEC-PD028-0037,ac769b028dec,IN,SEC-PD028-0037,UNIT-PD028-0001,,
HBA-PD028-00066,66,"The MVP explicitly does not include comprehensive external commercial tool result ingestion, forced prover status lifecycle, or automatic professional acceptance records.",@repo/docs/_ScopeChange/OpenPipeStress_PRD_v0.2_Scope_Change_Brief.md:L346|domains/chirality-piping/_Decomposition/source_review_html/SRC-DOCS-SCOPECHANGE-OPENPIPESTRESS-PRD-V0-2-SCOPE-CHANGE-BRIEF.html#SEC-PD028-0037,0638230ac549,IN,SEC-PD028-0037,UNIT-PD028-0001,,
HBA-PD028-00067,67,Implement export/handoff infrastructure before building target-specific commercial-tool parsers.,@repo/docs/_ScopeChange/OpenPipeStress_PRD_v0.2_Scope_Change_Brief.md:L350|domains/chirality-piping/_Decomposition/source_review_html/SRC-DOCS-SCOPECHANGE-OPENPIPESTRESS-PRD-V0-2-SCOPE-CHANGE-BRIEF.html#SEC-PD028-0038,f051b9ef9ed8,IN,SEC-PD028-0038,UNIT-PD028-0001,,
HBA-PD028-00068,68,"Near-term handoff scope: canonical schema export, handoff manifest, model hash, units manifest, entity ID manifest, library/rule references, warnings, unresolved assumptions, target mapping metadata where known, and unsupported-target flags.",@repo/docs/_ScopeChange/OpenPipeStress_PRD_v0.2_Scope_Change_Brief.md:L354|domains/chirality-piping/_Decomposition/source_review_html/SRC-DOCS-SCOPECHANGE-OPENPIPESTRESS-PRD-V0-2-SCOPE-CHANGE-BRIEF.html#SEC-PD028-0038,3afc5b6c2ad7,IN,SEC-PD028-0038,UNIT-PD028-0001,,
HBA-PD028-00069,69,"Deferred handoff scope: CAESAR II output parser, AutoPIPE output parser, automatic prover validation status, formal approval lifecycle, and commercial-tool result reconciliation.",@repo/docs/_ScopeChange/OpenPipeStress_PRD_v0.2_Scope_Change_Brief.md:L369|domains/chirality-piping/_Decomposition/source_review_html/SRC-DOCS-SCOPECHANGE-OPENPIPESTRESS-PRD-V0-2-SCOPE-CHANGE-BRIEF.html#SEC-PD028-0038,723036da0f7b,IN,SEC-PD028-0038,UNIT-PD028-0001,,
HBA-PD028-00070,70,Future agents should not overbuild external integration prematurely.,@repo/docs/_ScopeChange/OpenPipeStress_PRD_v0.2_Scope_Change_Brief.md:L377|domains/chirality-piping/_Decomposition/source_review_html/SRC-DOCS-SCOPECHANGE-OPENPIPESTRESS-PRD-V0-2-SCOPE-CHANGE-BRIEF.html#SEC-PD028-0038,b0b3a79572dd,IN,SEC-PD028-0038,UNIT-PD028-0001,,
HBA-PD028-00071,71,"The original PRD had no prover-status lifecycle but did have report signoff, disclaimers, and professional limitations.",@repo/docs/_ScopeChange/OpenPipeStress_PRD_v0.2_Scope_Change_Brief.md:L385|domains/chirality-piping/_Decomposition/source_review_html/SRC-DOCS-SCOPECHANGE-OPENPIPESTRESS-PRD-V0-2-SCOPE-CHANGE-BRIEF.html#SEC-PD028-0040,09b8903047df,IN,SEC-PD028-0040,UNIT-PD028-0001,,
HBA-PD028-00072,72,"The new PRD explicitly says the MVP shall not force a formal prover-status vocabulary or lifecycle; instead users can use model names, state names, tags, notes, external reference fields, attachments/links, and comparison reports.",@repo/docs/_ScopeChange/OpenPipeStress_PRD_v0.2_Scope_Change_Brief.md:L389|domains/chirality-piping/_Decomposition/source_review_html/SRC-DOCS-SCOPECHANGE-OPENPIPESTRESS-PRD-V0-2-SCOPE-CHANGE-BRIEF.html#SEC-PD028-0041,577e81fd1b04,IN,SEC-PD028-0041,UNIT-PD028-0001,,
HBA-PD028-00073,73,Do not build a rigid approval workflow in the MVP.,@repo/docs/_ScopeChange/OpenPipeStress_PRD_v0.2_Scope_Change_Brief.md:L393|domains/chirality-piping/_Decomposition/source_review_html/SRC-DOCS-SCOPECHANGE-OPENPIPESTRESS-PRD-V0-2-SCOPE-CHANGE-BRIEF.html#SEC-PD028-0042,dc311d6ffbe5,IN,SEC-PD028-0042,UNIT-PD028-0001,,
HBA-PD028-00074,74,"Implement flexible metadata instead: state.name, state.tags, state.notes, state.external_references, comparison.name, and report.notes.",@repo/docs/_ScopeChange/OpenPipeStress_PRD_v0.2_Scope_Change_Brief.md:L397|domains/chirality-piping/_Decomposition/source_review_html/SRC-DOCS-SCOPECHANGE-OPENPIPESTRESS-PRD-V0-2-SCOPE-CHANGE-BRIEF.html#SEC-PD028-0042,eea17562490c,IN,SEC-PD028-0042,UNIT-PD028-0001,,
HBA-PD028-00075,75,"Avoid hard-coded statuses such as PROVER_VALIDATED, APPROVED, CERTIFIED, CODE_COMPLIANT, and READY_FOR_CONSTRUCTION because they create professional-boundary risk and are contrary to the chosen scope.",@repo/docs/_ScopeChange/OpenPipeStress_PRD_v0.2_Scope_Change_Brief.md:L407|domains/chirality-piping/_Decomposition/source_review_html/SRC-DOCS-SCOPECHANGE-OPENPIPESTRESS-PRD-V0-2-SCOPE-CHANGE-BRIEF.html#SEC-PD028-0042,aa48f1fc25c8,IN,SEC-PD028-0042,UNIT-PD028-0001,,
HBA-PD028-00076,76,"The original PRD used a single functional requirements table FR-001 through FR-025 covering project files, units, modeling, solver, rule packs, GUI, reports, components, nonlinear supports, import/export, dynamic modules, and local FEA export.",@repo/docs/_ScopeChange/OpenPipeStress_PRD_v0.2_Scope_Change_Brief.md:L424|domains/chirality-piping/_Decomposition/source_review_html/SRC-DOCS-SCOPECHANGE-OPENPIPESTRESS-PRD-V0-2-SCOPE-CHANGE-BRIEF.html#SEC-PD028-0044,7b019fb71b2f,IN,SEC-PD028-0044,UNIT-PD028-0001,,
HBA-PD028-00077,77,"The new PRD reorganizes requirements into domain groups: FR-MOD model and schema, FR-KNOW design knowledge and constraints, FR-GUI graphical interface, FR-SOL analytical engine, FR-RULE rule packs and private data, FR-CMP model state/analysis run/comparison, FR-HAND handoff and export, FR-AGENT agent-assisted design, and FR-REP reporting.",@repo/docs/_ScopeChange/OpenPipeStress_PRD_v0.2_Scope_Change_Brief.md:L430|domains/chirality-piping/_Decomposition/source_review_html/SRC-DOCS-SCOPECHANGE-OPENPIPESTRESS-PRD-V0-2-SCOPE-CHANGE-BRIEF.html#SEC-PD028-0045,7e66982c0253,IN,SEC-PD028-0045,UNIT-PD028-0001,,
HBA-PD028-00078,78,Future work breakdown should follow these subsystem boundaries; the new PRD is better suited for modular architecture and backlog creation.,@repo/docs/_ScopeChange/OpenPipeStress_PRD_v0.2_Scope_Change_Brief.md:L444|domains/chirality-piping/_Decomposition/source_review_html/SRC-DOCS-SCOPECHANGE-OPENPIPESTRESS-PRD-V0-2-SCOPE-CHANGE-BRIEF.html#SEC-PD028-0046,a875bb300647,IN,SEC-PD028-0046,UNIT-PD028-0001,,
HBA-PD028-00079,79,"The likely repository/module structure should expand beyond the original core, rules, gui, reports, and validation directories.",@repo/docs/_ScopeChange/OpenPipeStress_PRD_v0.2_Scope_Change_Brief.md:L446|domains/chirality-piping/_Decomposition/source_review_html/SRC-DOCS-SCOPECHANGE-OPENPIPESTRESS-PRD-V0-2-SCOPE-CHANGE-BRIEF.html#SEC-PD028-0046,44a85cf563a4,IN,SEC-PD028-0046,UNIT-PD028-0001,,
HBA-PD028-00080,80,"The expanded module structure should include schema, physical_model, analytical_model, model_transform, design_knowledge, constraints, operations, states, runs, comparison, handoff, and agents.",@repo/docs/_ScopeChange/OpenPipeStress_PRD_v0.2_Scope_Change_Brief.md:L448|domains/chirality-piping/_Decomposition/source_review_html/SRC-DOCS-SCOPECHANGE-OPENPIPESTRESS-PRD-V0-2-SCOPE-CHANGE-BRIEF.html#SEC-PD028-0046,88d87def61a8,IN,SEC-PD028-0046,UNIT-PD028-0001,,
HBA-PD028-00081,81,"The new PRD retains core solver commitments: six-degree-of-freedom nodes, 3D frame/line-element analysis, straight pipe elements, rigid elements, and linear supports/restraints.",@repo/docs/_ScopeChange/OpenPipeStress_PRD_v0.2_Scope_Change_Brief.md:L469|domains/chirality-piping/_Decomposition/source_review_html/SRC-DOCS-SCOPECHANGE-OPENPIPESTRESS-PRD-V0-2-SCOPE-CHANGE-BRIEF.html#SEC-PD028-0048,8701b41dd83b,IN,SEC-PD028-0048,UNIT-PD028-0001,,
HBA-PD028-00082,82,"The new PRD retains load cases, weight/thermal/pressure-metadata/imposed-displacement loads, force/moment recovery, and fundamental stress recovery.",@repo/docs/_ScopeChange/OpenPipeStress_PRD_v0.2_Scope_Change_Brief.md:L476|domains/chirality-piping/_Decomposition/source_review_html/SRC-DOCS-SCOPECHANGE-OPENPIPESTRESS-PRD-V0-2-SCOPE-CHANGE-BRIEF.html#SEC-PD028-0048,c2aa2153fd05,IN,SEC-PD028-0048,UNIT-PD028-0001,,
HBA-PD028-00083,83,"The new PRD retains bends, branches, valves, flanges, reducers, expansion joints, nonlinear restraints, and singularity and ill-conditioning diagnostics.",@repo/docs/_ScopeChange/OpenPipeStress_PRD_v0.2_Scope_Change_Brief.md:L480|domains/chirality-piping/_Decomposition/source_review_html/SRC-DOCS-SCOPECHANGE-OPENPIPESTRESS-PRD-V0-2-SCOPE-CHANGE-BRIEF.html#SEC-PD028-0048,90a082aacfb1,IN,SEC-PD028-0048,UNIT-PD028-0001,,
HBA-PD028-00084,84,"The solver is now explicitly embedded in a broader design workflow: the analytical model is derived from the physical model, and results attach to analysis runs tied to immutable model states.",@repo/docs/_ScopeChange/OpenPipeStress_PRD_v0.2_Scope_Change_Brief.md:L486|domains/chirality-piping/_Decomposition/source_review_html/SRC-DOCS-SCOPECHANGE-OPENPIPESTRESS-PRD-V0-2-SCOPE-CHANGE-BRIEF.html#SEC-PD028-0049,ccb99ece2483,IN,SEC-PD028-0049,UNIT-PD028-0001,,
HBA-PD028-00085,85,Do not interpret v0.2 as reducing solver seriousness.,@repo/docs/_ScopeChange/OpenPipeStress_PRD_v0.2_Scope_Change_Brief.md:L490|domains/chirality-piping/_Decomposition/source_review_html/SRC-DOCS-SCOPECHANGE-OPENPIPESTRESS-PRD-V0-2-SCOPE-CHANGE-BRIEF.html#SEC-PD028-0050,369502704fed,IN,SEC-PD028-0050,UNIT-PD028-0001,,
HBA-PD028-00086,86,"Implementation priority: solver correctness remains mandatory, and solver inputs/outputs must be state-bound, traceable, comparable, and exportable.",@repo/docs/_ScopeChange/OpenPipeStress_PRD_v0.2_Scope_Change_Brief.md:L494|domains/chirality-piping/_Decomposition/source_review_html/SRC-DOCS-SCOPECHANGE-OPENPIPESTRESS-PRD-V0-2-SCOPE-CHANGE-BRIEF.html#SEC-PD028-0050,496f8ea03720,IN,SEC-PD028-0050,UNIT-PD028-0001,,
HBA-PD028-00087,87,"The analytical engine should be developed with stable serialization, result schemas, reproducibility, comparison, and handoff in mind from the beginning.",@repo/docs/_ScopeChange/OpenPipeStress_PRD_v0.2_Scope_Change_Brief.md:L500|domains/chirality-piping/_Decomposition/source_review_html/SRC-DOCS-SCOPECHANGE-OPENPIPESTRESS-PRD-V0-2-SCOPE-CHANGE-BRIEF.html#SEC-PD028-0050,1b823be38bf9,IN,SEC-PD028-0050,UNIT-PD028-0001,,
HBA-PD028-00088,88,"The original post-MVP scope included dynamic modules (modal, response spectrum, harmonic, time-history) and dynamic analysis was a Could requirement in the functional requirements table.",@repo/docs/_ScopeChange/OpenPipeStress_PRD_v0.2_Scope_Change_Brief.md:L508|domains/chirality-piping/_Decomposition/source_review_html/SRC-DOCS-SCOPECHANGE-OPENPIPESTRESS-PRD-V0-2-SCOPE-CHANGE-BRIEF.html#SEC-PD028-0052,807d2124befe,IN,SEC-PD028-0052,UNIT-PD028-0001,,
HBA-PD028-00089,89,"The new PRD does not emphasize dynamic analysis in the main roadmap; later modules may add dynamics, but release milestones focus on schema, solver, GUI, states/runs/comparison, rule packs/private libraries, piping components/nonlinear supports, design knowledge/handoff, and agent-assisted design.",@repo/docs/_ScopeChange/OpenPipeStress_PRD_v0.2_Scope_Change_Brief.md:L512|domains/chirality-piping/_Decomposition/source_review_html/SRC-DOCS-SCOPECHANGE-OPENPIPESTRESS-PRD-V0-2-SCOPE-CHANGE-BRIEF.html#SEC-PD028-0053,c1c6892f9ca6,IN,SEC-PD028-0053,UNIT-PD028-0001,,
HBA-PD028-00090,90,Dynamic analysis should be deferred unless specifically reprioritized.,@repo/docs/_ScopeChange/OpenPipeStress_PRD_v0.2_Scope_Change_Brief.md:L516|domains/chirality-piping/_Decomposition/source_review_html/SRC-DOCS-SCOPECHANGE-OPENPIPESTRESS-PRD-V0-2-SCOPE-CHANGE-BRIEF.html#SEC-PD028-0054,bf85b1e460a2,IN,SEC-PD028-0054,UNIT-PD028-0001,,
HBA-PD028-00091,91,"Near-term development should favor state/run infrastructure, comparison, physical-to-analytical transformation, handoff manifests, design constraints, and GUI model authoring over modal analysis, response spectrum, harmonic response, and time history.",@repo/docs/_ScopeChange/OpenPipeStress_PRD_v0.2_Scope_Change_Brief.md:L518|domains/chirality-piping/_Decomposition/source_review_html/SRC-DOCS-SCOPECHANGE-OPENPIPESTRESS-PRD-V0-2-SCOPE-CHANGE-BRIEF.html#SEC-PD028-0054,28c3d0184a33,IN,SEC-PD028-0054,UNIT-PD028-0001,,
HBA-PD028-00092,92,"The original release path was R0 Architecture Prototype, R1 Core Solver MVP, R2 GUI MVP, R3 Rule-Pack and Private Libraries, R4 Piping Components and Nonlinear Supports, and R5 Engineering Beta.",@repo/docs/_ScopeChange/OpenPipeStress_PRD_v0.2_Scope_Change_Brief.md:L546|domains/chirality-piping/_Decomposition/source_review_html/SRC-DOCS-SCOPECHANGE-OPENPIPESTRESS-PRD-V0-2-SCOPE-CHANGE-BRIEF.html#SEC-PD028-0056,90e306ea1e92,IN,SEC-PD028-0056,UNIT-PD028-0001,,
HBA-PD028-00093,93,"The new roadmap is R0 Schema and Solver Prototype, R1 Core Analytical Engine MVP, R2 GUI and Physical Model MVP, R3 States/Runs/Generic Comparison, R4 Rule Packs and Private Libraries, R5 Piping Components and Nonlinear Supports, R6 Design Knowledge and Handoff Beta, and R7 Agent-Assisted Design and Candidate Generation.",@repo/docs/_ScopeChange/OpenPipeStress_PRD_v0.2_Scope_Change_Brief.md:L559|domains/chirality-piping/_Decomposition/source_review_html/SRC-DOCS-SCOPECHANGE-OPENPIPESTRESS-PRD-V0-2-SCOPE-CHANGE-BRIEF.html#SEC-PD028-0057,ef6d91eb578f,IN,SEC-PD028-0057,UNIT-PD028-0001,,
HBA-PD028-00094,94,"Two new major releases were inserted: R3 states/runs/comparison, R6 design knowledge/handoff, and R7 agents/candidate generation.",@repo/docs/_ScopeChange/OpenPipeStress_PRD_v0.2_Scope_Change_Brief.md:L572|domains/chirality-piping/_Decomposition/source_review_html/SRC-DOCS-SCOPECHANGE-OPENPIPESTRESS-PRD-V0-2-SCOPE-CHANGE-BRIEF.html#SEC-PD028-0058,22a1ff8159b6,IN,SEC-PD028-0058,UNIT-PD028-0001,,
HBA-PD028-00095,95,Rule packs move later relative to comparison; the project should not rush from solver/GUI into rule packs and components without first establishing model-state persistence and comparison infrastructure.,@repo/docs/_ScopeChange/OpenPipeStress_PRD_v0.2_Scope_Change_Brief.md:L580|domains/chirality-piping/_Decomposition/source_review_html/SRC-DOCS-SCOPECHANGE-OPENPIPESTRESS-PRD-V0-2-SCOPE-CHANGE-BRIEF.html#SEC-PD028-0058,b430fa6818f5,IN,SEC-PD028-0058,UNIT-PD028-0001,,
HBA-PD028-00096,96,"The new MVP adds canonical project schema, local-first storage, named immutable model states, analysis runs tied to states, basic model-state comparison, basic analysis-run comparison, export of a canonical schema-compliant model package, IP/data-boundary notices, and professional-boundary notices.",@repo/docs/_ScopeChange/OpenPipeStress_PRD_v0.2_Scope_Change_Brief.md:L588|domains/chirality-piping/_Decomposition/source_review_html/SRC-DOCS-SCOPECHANGE-OPENPIPESTRESS-PRD-V0-2-SCOPE-CHANGE-BRIEF.html#SEC-PD028-0060,4b0796bf6a79,IN,SEC-PD028-0060,UNIT-PD028-0001,,
HBA-PD028-00097,97,"The MVP still includes 3D six-degree-of-freedom nodes, straight pipe/beam elements, rigid elements, anchors and linear restraints, weight loads, thermal loads, pressure metadata, and imposed displacements.",@repo/docs/_ScopeChange/OpenPipeStress_PRD_v0.2_Scope_Change_Brief.md:L604|domains/chirality-piping/_Decomposition/source_review_html/SRC-DOCS-SCOPECHANGE-OPENPIPESTRESS-PRD-V0-2-SCOPE-CHANGE-BRIEF.html#SEC-PD028-0061,e458dd5efbde,IN,SEC-PD028-0061,UNIT-PD028-0001,,
HBA-PD028-00098,98,"The MVP still includes a linear static solver, force/moment recovery, fundamental stress recovery, a basic GUI modeler, a private rule-pack schema with non-code examples, missing-data blockers, report generation, and a validation suite.",@repo/docs/_ScopeChange/OpenPipeStress_PRD_v0.2_Scope_Change_Brief.md:L613|domains/chirality-piping/_Decomposition/source_review_html/SRC-DOCS-SCOPECHANGE-OPENPIPESTRESS-PRD-V0-2-SCOPE-CHANGE-BRIEF.html#SEC-PD028-0061,13a34470e6ad,IN,SEC-PD028-0061,UNIT-PD028-0001,,
HBA-PD028-00099,99,"The new PRD explicitly excludes from MVP: comprehensive external commercial tool result ingestion, forced prover-status lifecycle, protected standards data, automatic professional acceptance records, and advanced nonlinear/dynamic modules unless otherwise prioritized.",@repo/docs/_ScopeChange/OpenPipeStress_PRD_v0.2_Scope_Change_Brief.md:L623|domains/chirality-piping/_Decomposition/source_review_html/SRC-DOCS-SCOPECHANGE-OPENPIPESTRESS-PRD-V0-2-SCOPE-CHANGE-BRIEF.html#SEC-PD028-0062,0e616c638c04,IN,SEC-PD028-0062,UNIT-PD028-0001,,
HBA-PD028-00100,100,"The MVP is now more architecture-heavy, needing durable data modeling and reproducibility earlier; the main added implementation burden is model lifecycle infrastructure rather than numerical work.",@repo/docs/_ScopeChange/OpenPipeStress_PRD_v0.2_Scope_Change_Brief.md:L633|domains/chirality-piping/_Decomposition/source_review_html/SRC-DOCS-SCOPECHANGE-OPENPIPESTRESS-PRD-V0-2-SCOPE-CHANGE-BRIEF.html#SEC-PD028-0063,46986d1ccb24,IN,SEC-PD028-0063,UNIT-PD028-0001,,
HBA-PD028-00101,101,"The original PRD focused on calculation reports with model summaries, load cases, rule-pack checksums, warnings, results, and signoff blocks.",@repo/docs/_ScopeChange/OpenPipeStress_PRD_v0.2_Scope_Change_Brief.md:L641|domains/chirality-piping/_Decomposition/source_review_html/SRC-DOCS-SCOPECHANGE-OPENPIPESTRESS-PRD-V0-2-SCOPE-CHANGE-BRIEF.html#SEC-PD028-0065,432362bea803,IN,SEC-PD028-0065,UNIT-PD028-0001,,
HBA-PD028-00102,102,"The new PRD expands reports to include model summary reports, analysis result reports, warning and assumption reports, user-rule check reports, model state comparison reports, analysis run comparison reports, and handoff package manifests.",@repo/docs/_ScopeChange/OpenPipeStress_PRD_v0.2_Scope_Change_Brief.md:L645|domains/chirality-piping/_Decomposition/source_review_html/SRC-DOCS-SCOPECHANGE-OPENPIPESTRESS-PRD-V0-2-SCOPE-CHANGE-BRIEF.html#SEC-PD028-0066,494eff4c49a0,IN,SEC-PD028-0066,UNIT-PD028-0001,,
HBA-PD028-00103,103,"The new PRD includes a stronger report notice identifying the software as decision-support software that does not certify, seal, approve, authenticate, or determine code compliance for professional reliance.",@repo/docs/_ScopeChange/OpenPipeStress_PRD_v0.2_Scope_Change_Brief.md:L655|domains/chirality-piping/_Decomposition/source_review_html/SRC-DOCS-SCOPECHANGE-OPENPIPESTRESS-PRD-V0-2-SCOPE-CHANGE-BRIEF.html#SEC-PD028-0066,bed9d30005d1,IN,SEC-PD028-0066,UNIT-PD028-0001,,
HBA-PD028-00104,104,"Reports should be generated from state/run/comparison/handoff records, not only from the current mutable project model.",@repo/docs/_ScopeChange/OpenPipeStress_PRD_v0.2_Scope_Change_Brief.md:L659|domains/chirality-piping/_Decomposition/source_review_html/SRC-DOCS-SCOPECHANGE-OPENPIPESTRESS-PRD-V0-2-SCOPE-CHANGE-BRIEF.html#SEC-PD028-0067,4b61520f59c9,IN,SEC-PD028-0067,UNIT-PD028-0001,,
HBA-PD028-00105,105,"Report generator inputs should include model_state_id, analysis_run_id, optional comparison_id, optional handoff_package_id, rule_pack checksum, library references, warnings, assumptions, and hashes.",@repo/docs/_ScopeChange/OpenPipeStress_PRD_v0.2_Scope_Change_Brief.md:L663|domains/chirality-piping/_Decomposition/source_review_html/SRC-DOCS-SCOPECHANGE-OPENPIPESTRESS-PRD-V0-2-SCOPE-CHANGE-BRIEF.html#SEC-PD028-0067,be19fd5eba63,IN,SEC-PD028-0067,UNIT-PD028-0001,,
HBA-PD028-00106,106,"The original PRD included solver benchmarks, stress recovery benchmarks, regression testing, and a validation manual.",@repo/docs/_ScopeChange/OpenPipeStress_PRD_v0.2_Scope_Change_Brief.md:L681|domains/chirality-piping/_Decomposition/source_review_html/SRC-DOCS-SCOPECHANGE-OPENPIPESTRESS-PRD-V0-2-SCOPE-CHANGE-BRIEF.html#SEC-PD028-0069,cade8e5f4674,IN,SEC-PD028-0069,UNIT-PD028-0001,,
HBA-PD028-00107,107,"The new PRD adds tests for schema round-trip, model state hashing, analysis run reproducibility, comparison output determinism, and report reproducibility.",@repo/docs/_ScopeChange/OpenPipeStress_PRD_v0.2_Scope_Change_Brief.md:L685|domains/chirality-piping/_Decomposition/source_review_html/SRC-DOCS-SCOPECHANGE-OPENPIPESTRESS-PRD-V0-2-SCOPE-CHANGE-BRIEF.html#SEC-PD028-0070,6e373c2c19e0,IN,SEC-PD028-0070,UNIT-PD028-0001,,
HBA-PD028-00108,108,"The new PRD reframes external professional tool comparisons as optional validation evidence, not automatic professional acceptance.",@repo/docs/_ScopeChange/OpenPipeStress_PRD_v0.2_Scope_Change_Brief.md:L693|domains/chirality-piping/_Decomposition/source_review_html/SRC-DOCS-SCOPECHANGE-OPENPIPESTRESS-PRD-V0-2-SCOPE-CHANGE-BRIEF.html#SEC-PD028-0070,226cd85b801d,IN,SEC-PD028-0070,UNIT-PD028-0001,,
HBA-PD028-00109,109,"CI/test planning must cover persistence and lifecycle behavior, not just solver math.",@repo/docs/_ScopeChange/OpenPipeStress_PRD_v0.2_Scope_Change_Brief.md:L697|domains/chirality-piping/_Decomposition/source_review_html/SRC-DOCS-SCOPECHANGE-OPENPIPESTRESS-PRD-V0-2-SCOPE-CHANGE-BRIEF.html#SEC-PD028-0071,f1beabf80906,IN,SEC-PD028-0071,UNIT-PD028-0001,,
