PackageID,DeliverableID,Title,FolderPath,LifecycleState,RequirementIDScheme,RequirementIDs,RemainingPresent,RemainingItemCount,BootstrapItemPresent,NonBootstrapItems,GateSuffixes,SelectableUnderCurrentLoop
PKG-08,DEL-08-03,"Warnings, assumptions, and provenance report section","execution/PKG-08_Reporting, Audit, and Reproducibility/1_Working/DEL-08-03_Warnings, assumptions, and provenance report section",IN_PROGRESS,DEL-08-03-REQ-*,DEL-08-03-REQ-001;DEL-08-03-REQ-002;DEL-08-03-REQ-003;DEL-08-03-REQ-004;DEL-08-03-REQ-005;DEL-08-03-REQ-006;DEL-08-03-REQ-007;DEL-08-03-REQ-008;DEL-08-03-REQ-009;DEL-08-03-REQ-010;DEL-08-03-REQ-011;DEL-08-03-REQ-012,PRESENT,1,YES,NONE,NONE,NO
PKG-08,DEL-08-04,Result export format,"execution/PKG-08_Reporting, Audit, and Reproducibility/1_Working/DEL-08-04_Result export format",IN_PROGRESS,DEL-08-04-R*,DEL-08-04-R1;DEL-08-04-R2;DEL-08-04-R3;DEL-08-04-R4;DEL-08-04-R5;DEL-08-04-R6;DEL-08-04-R7;DEL-08-04-R8;DEL-08-04-R9;DEL-08-04-R10;DEL-08-04-R11;DEL-08-04-R12,PRESENT,2,YES,[Add remaining target-format unit-conversion witnesses outside the already-covered export boundaries (residual hardening)] src=PRD plan §3 Phase B-tail row / FR-002,UNGATED,YES
PKG-08,DEL-08-05,Report protected-content linter,"execution/PKG-08_Reporting, Audit, and Reproducibility/1_Working/DEL-08-05_Report protected-content linter",IN_PROGRESS,DEL-08-05-REQ-*,DEL-08-05-REQ-001;DEL-08-05-REQ-002;DEL-08-05-REQ-003;DEL-08-05-REQ-004;DEL-08-05-REQ-005;DEL-08-05-REQ-006;DEL-08-05-REQ-007;DEL-08-05-REQ-008;DEL-08-05-REQ-009;DEL-08-05-REQ-010;DEL-08-05-REQ-011;DEL-08-05-REQ-012,PRESENT,2,YES,"[Execute the AC-1–AC-6 release-candidate scan act with owner sign-off — tooling landed (TP-E7-SCANEXT-001, PR #152: unsig] src=PRD plan §3 E7 row / DEC-058 / TP-E7-SCANEXT-001","gated: owner sole signatory per DEC-058, stage-gated: first release candidate",NO
PKG-08,DEL-08-06,"State, comparison, and handoff report sections","execution/PKG-08_Reporting, Audit, and Reproducibility/1_Working/DEL-08-06_State, comparison, and handoff report sections",IN_PROGRESS,DEL-08-06-R*,DEL-08-06-R1;DEL-08-06-R2;DEL-08-06-R3;DEL-08-06-R4;DEL-08-06-R5;DEL-08-06-R6;DEL-08-06-R7;DEL-08-06-R8;DEL-08-06-R9;DEL-08-06-R10;DEL-08-06-R11;DEL-08-06-R12;DEL-08-06-R13;DEL-08-06-R14,PRESENT,1,YES,NONE,NONE,NO
PKG-09,DEL-09-01,Mechanics benchmark suite,"execution/PKG-09_Verification, Validation, and Quality Oracles/1_Working/DEL-09-01_Mechanics benchmark suite",IN_PROGRESS,DEL-09-01-RQ-*,DEL-09-01-RQ-001;DEL-09-01-RQ-002;DEL-09-01-RQ-003;DEL-09-01-RQ-004;DEL-09-01-RQ-005;DEL-09-01-RQ-006;DEL-09-01-RQ-007,PRESENT,2,YES,[Complete the PRD §16.2 benchmark evidence system named residual by the conditional R4 gate (see also DEL-09-04 for §16.5] src=PRD plan §3 D9 exit-refresh row / DEC-054,UNGATED,YES
PKG-09,DEL-09-02,Stress recovery benchmark suite,"execution/PKG-09_Verification, Validation, and Quality Oracles/1_Working/DEL-09-02_Stress recovery benchmark suite",IN_PROGRESS,DEL-09-02-RQ-*,DEL-09-02-RQ-001;DEL-09-02-RQ-002;DEL-09-02-RQ-003;DEL-09-02-RQ-004;DEL-09-02-RQ-005;DEL-09-02-RQ-006;DEL-09-02-RQ-007;DEL-09-02-RQ-008,PRESENT,1,YES,NONE,NONE,NO
PKG-09,DEL-09-03,Nonlinear support regression suite,"execution/PKG-09_Verification, Validation, and Quality Oracles/1_Working/DEL-09-03_Nonlinear support regression suite",IN_PROGRESS,REQ-09-03-*,REQ-09-03-001;REQ-09-03-002;REQ-09-03-003;REQ-09-03-004;REQ-09-03-005;REQ-09-03-006;REQ-09-03-007;REQ-09-03-008,PRESENT,1,YES,NONE,NONE,NO
PKG-09,DEL-09-04,Validation manual skeleton,"execution/PKG-09_Verification, Validation, and Quality Oracles/1_Working/DEL-09-04_Validation manual skeleton",IN_PROGRESS,VAL-REQ-*,VAL-REQ-001;VAL-REQ-002;VAL-REQ-003;VAL-REQ-004;VAL-REQ-005;VAL-REQ-006;VAL-REQ-007;VAL-REQ-008;VAL-REQ-009;VAL-REQ-010,PRESENT,4,YES,"[Close E2 manual residuals (first assembly landed TP-E2-VALMANUAL-001, PR #154): runner benchmark/regression payload bind] src=TP-E2-VALMANUAL-001 residuals / Receipt 10; [Promote final public-benchmark release tolerances under the DEC-046 convention (gated: owner threshold promotion) (sourc] src=PRD plan §3 E2 row / RGAP-004; [Demonstrate external reproduction on a clean environment via the E1 runner (stage-gated: R5 exit evidence) (source: PRD ] src=PRD plan §3 Phase E exit evidence / Receipt 1 parked items",UNGATED; gated: owner threshold promotion; stage-gated: R5 exit evidence,YES
PKG-09,DEL-09-05,Release quality gate checklist,"execution/PKG-09_Verification, Validation, and Quality Oracles/1_Working/DEL-09-05_Release quality gate checklist",IN_PROGRESS,RQG-*,RQG-001;RQG-002;RQG-003;RQG-004;RQG-005;RQG-006;RQG-007;RQG-008;RQG-009;RQG-010;RQG-011;RQG-012,PRESENT,4,YES,"[Restrict release labels to maturity/evidence vocabulary with no reliance/compliance language (gated: PB-TBD-003, human) ] src=PRD plan §3 E8 row / RGAP-007; [Propose coverage-floor promotion once ≥5 clean-head telemetry artifacts span ≥2 commits per lane (gated: new D-XX row pe] src=DEC-060 / Receipt 7; [F1: prepare W1–W7 issuance wave review packets for the CHECKING deliverables to the DEC-062 five-point evidence bar; eac] src=PRD plan §3 F1 row / DEC-062","gated: PB-TBD-003, human; gated: new D-XX row per DEC-060; gated: D-11 waves, owner-paced, DEL-01-01 is the ISSUED precedent",NO
PKG-10,DEL-10-01,Public API and plugin boundary,"execution/PKG-10_Build, Packaging, API, and Interoperability/1_Working/DEL-10-01_Public API and plugin boundary",IN_PROGRESS,DEL-10-01-REQ-*,DEL-10-01-REQ-01;DEL-10-01-REQ-02;DEL-10-01-REQ-03;DEL-10-01-REQ-04;DEL-10-01-REQ-05;DEL-10-01-REQ-06;DEL-10-01-REQ-07;DEL-10-01-REQ-08;DEL-10-01-REQ-09;DEL-10-01-REQ-10;DEL-10-01-REQ-11;DEL-10-01-REQ-12;DEL-10-01-REQ-13;DEL-10-01-REQ-14;DEL-10-01-REQ-15,PRESENT,1,YES,NONE,NONE,NO
PKG-10,DEL-10-02,Import-export adapter framework,"execution/PKG-10_Build, Packaging, API, and Interoperability/1_Working/DEL-10-02_Import-export adapter framework",IN_PROGRESS,REQ-10-02-*,REQ-10-02-01;REQ-10-02-02;REQ-10-02-03;REQ-10-02-04;REQ-10-02-05;REQ-10-02-06;REQ-10-02-07;REQ-10-02-08;REQ-10-02-09;REQ-10-02-10,PRESENT,2,YES,"[Close the FR-023 residual GUI import/export round-trip, dispositioned with the handoff work or D-12 (gated: D-12; stage-] src=PRD plan §4 FR-023 row","gated: D-12, stage-gated: v0.2 R6 handoff",NO
PKG-10,DEL-10-03,Local FEA handoff data contract,"execution/PKG-10_Build, Packaging, API, and Interoperability/1_Working/DEL-10-03_Local FEA handoff data contract",IN_PROGRESS,DEL-10-03-REQ-*,DEL-10-03-REQ-01;DEL-10-03-REQ-02;DEL-10-03-REQ-03;DEL-10-03-REQ-04;DEL-10-03-REQ-05;DEL-10-03-REQ-06;DEL-10-03-REQ-07;DEL-10-03-REQ-08;DEL-10-03-REQ-09;DEL-10-03-REQ-10;DEL-10-03-REQ-11;DEL-10-03-REQ-12,PRESENT,2,YES,"[Implement the distinct FR-025 local FEA submodel export, or record its explicit deferral (gated: D-12, R5 gate) (source:] src=PRD plan §4 FR-025 row / register row D-12","gated: D-12, R5 gate",NO
PKG-10,DEL-10-04,"Build, packaging, and CI-CD pipeline","execution/PKG-10_Build, Packaging, API, and Interoperability/1_Working/DEL-10-04_Build, packaging, and CI-CD pipeline",IN_PROGRESS,REQ-10-04-*,REQ-10-04-01;REQ-10-04-02;REQ-10-04-03;REQ-10-04-04;REQ-10-04-05;REQ-10-04-06;REQ-10-04-07;REQ-10-04-08,PRESENT,5,YES,[Activate public sanitized-export repo CI at the DEC-059 conditions: pipeline landed pending owner review (TP-E5-EXPORTPI] src=PRD plan §3 E5 row / DEC-059 / TP-E5-EXPORTPIPE-001 residuals; [Sign/notarize release artifacts or record the explicit PRD §22.6 deviation (gated: D-06b) (source: PRD plan §3 E5 row / ] src=PRD plan §3 E5 row / register row D-06b / DEC-057; [Record the CI browser-provisioning policy for Playwright surfaces (source: seam plan §9.5 roll-forward)] src=seam plan §9.5 roll-forward; [Map provider CI workflows to the provider-neutral phases in docs/BUILD_AND_RELEASE.md §7 (RGAP-003) (source: PRD plan §3] src=PRD plan §3 E5 row remaining scope / TP-E5-PACKAGING-001,"gated: D-05b, stage-gated: first public publication; gated: D-06b; UNGATED; UNGATED",YES
PKG-10,DEL-10-05,Headless CLI and structured I-O analysis runner,"execution/PKG-10_Build, Packaging, API, and Interoperability/1_Working/DEL-10-05_Headless CLI and structured I-O analysis runner",IN_PROGRESS,R-*,R-01;R-02;R-03;R-04;R-05;R-06;R-07;R-08;R-09,PRESENT,4,YES,[Bind the openpipestress-runner export-results downstream payload (HEADLESS_RUNNER_OPERATION_STUB_REQUIRES_DOWNSTREAM_PAY] src=Receipt 10 named remainder / TP-E3-CONTAINER-001; [Bind benchmark/regression runner payloads (E2 per-case reproduction currently runs through suite tests) (source: TP-E2-V] src=TP-E2-VALMANUAL-001 residuals; [Refresh the TP-RUNNER-015 witness — live runner solve emits 830 result_refs vs 822 in the witness (source: Receipt 9 del] src=Receipt 9 delta,UNGATED; UNGATED; UNGATED,YES
PKG-11,DEL-11-01,User guide skeleton,"execution/PKG-11_Documentation, Examples, and Education/1_Working/DEL-11-01_User guide skeleton",IN_PROGRESS,UG-REQ-*,UG-REQ-001;UG-REQ-002;UG-REQ-003;UG-REQ-004;UG-REQ-005;UG-REQ-006;UG-REQ-007;UG-REQ-008;UG-REQ-009;UG-REQ-010,PRESENT,1,YES,NONE,NONE,NO
PKG-11,DEL-11-02,Developer guide for solver and rule packs,"execution/PKG-11_Documentation, Examples, and Education/1_Working/DEL-11-02_Developer guide for solver and rule packs",IN_PROGRESS,REQ-11-02-*,REQ-11-02-001;REQ-11-02-002;REQ-11-02-003;REQ-11-02-004;REQ-11-02-005;REQ-11-02-006;REQ-11-02-007;REQ-11-02-008;REQ-11-02-009;REQ-11-02-010;REQ-11-02-011;REQ-11-02-012;REQ-11-02-013;REQ-11-02-014,PRESENT,1,YES,NONE,NONE,NO
PKG-11,DEL-11-03,Theory notes- classical to modern centerline analysis,"execution/PKG-11_Documentation, Examples, and Education/1_Working/DEL-11-03_Theory notes- classical to modern centerline analysis",IN_PROGRESS,REQ-11-03-*,REQ-11-03-01;REQ-11-03-02;REQ-11-03-03;REQ-11-03-04;REQ-11-03-05;REQ-11-03-06;REQ-11-03-07;REQ-11-03-08;REQ-11-03-09;REQ-11-03-10;REQ-11-03-11;REQ-11-03-12,PRESENT,1,YES,NONE,NONE,NO
PKG-11,DEL-11-04,Invented educational example models,"execution/PKG-11_Documentation, Examples, and Education/1_Working/DEL-11-04_Invented educational example models",IN_PROGRESS,R-DEL-11-04-*,R-DEL-11-04-001;R-DEL-11-04-002;R-DEL-11-04-003;R-DEL-11-04-004;R-DEL-11-04-005;R-DEL-11-04-006;R-DEL-11-04-007,PRESENT,1,YES,NONE,NONE,NO
PKG-11,DEL-11-05,Contributor tutorial and onboarding,"execution/PKG-11_Documentation, Examples, and Education/1_Working/DEL-11-05_Contributor tutorial and onboarding",IN_PROGRESS,REQ-11-05-*,REQ-11-05-01;REQ-11-05-02;REQ-11-05-03;REQ-11-05-04;REQ-11-05-05;REQ-11-05-06;REQ-11-05-07;REQ-11-05-08;REQ-11-05-09,PRESENT,1,YES,NONE,NONE,NO
PKG-12,DEL-12-01,Local-first storage and private data paths,"execution/PKG-12_Security, Privacy, and Private Data Handling/1_Working/DEL-12-01_Local-first storage and private data paths",IN_PROGRESS,LFSP-REQ-*,LFSP-REQ-001;LFSP-REQ-002;LFSP-REQ-003;LFSP-REQ-004;LFSP-REQ-005;LFSP-REQ-006;LFSP-REQ-007;LFSP-REQ-008;LFSP-REQ-009;LFSP-REQ-010;LFSP-REQ-011;LFSP-REQ-012,PRESENT,1,YES,NONE,NONE,NO
PKG-12,DEL-12-02,Private data redaction and export controls,"execution/PKG-12_Security, Privacy, and Private Data Handling/1_Working/DEL-12-02_Private data redaction and export controls",IN_PROGRESS,REXC-REQ-*,REXC-REQ-001;REXC-REQ-002;REXC-REQ-003;REXC-REQ-004;REXC-REQ-005;REXC-REQ-006;REXC-REQ-007;REXC-REQ-008;REXC-REQ-009;REXC-REQ-010;REXC-REQ-011;REXC-REQ-012;REXC-REQ-013;REXC-REQ-014;REXC-REQ-015,PRESENT,2,YES,"[Extend the redaction seam beyond the export-workflow surface (REXC-REQ-012 breadth: adapters, plugins, CLI exports, repo] src=Receipt 11 named remainder / TP-E4-REDACTION-001 residuals",UNGATED,YES
PKG-12,DEL-12-03,Telemetry off-by-default design,"execution/PKG-12_Security, Privacy, and Private Data Handling/1_Working/DEL-12-03_Telemetry off-by-default design",IN_PROGRESS,TEL-REQ-*,TEL-REQ-001;TEL-REQ-002;TEL-REQ-003;TEL-REQ-004;TEL-REQ-005;TEL-REQ-006;TEL-REQ-007;TEL-REQ-008;TEL-REQ-009;TEL-REQ-010,PRESENT,1,YES,NONE,NONE,NO
PKG-12,DEL-12-04,Secret and private-library handling,"execution/PKG-12_Security, Privacy, and Private Data Handling/1_Working/DEL-12-04_Secret and private-library handling",IN_PROGRESS,DEL-12-04-R*,DEL-12-04-R1;DEL-12-04-R2;DEL-12-04-R3;DEL-12-04-R4;DEL-12-04-R5;DEL-12-04-R6;DEL-12-04-R7;DEL-12-04-R8;DEL-12-04-R9;DEL-12-04-R10,PRESENT,1,YES,NONE,NONE,NO
PKG-12,DEL-12-05,Security threat model,"execution/PKG-12_Security, Privacy, and Private Data Handling/1_Working/DEL-12-05_Security threat model",IN_PROGRESS,STM-REQ-*,STM-REQ-001;STM-REQ-002;STM-REQ-003;STM-REQ-004;STM-REQ-005;STM-REQ-006;STM-REQ-007;STM-REQ-008;STM-REQ-009;STM-REQ-010;STM-REQ-011;STM-REQ-012,PRESENT,1,YES,NONE,NONE,NO
PKG-13,DEL-13-01,Design knowledge schema and provenance model,execution/PKG-13_Physical Design Knowledge and Constraint Engine/1_Working/DEL-13-01_Design knowledge schema and provenance model,IN_PROGRESS,REQ-13-01-*,REQ-13-01-001;REQ-13-01-002;REQ-13-01-003;REQ-13-01-004;REQ-13-01-005;REQ-13-01-006;REQ-13-01-007;REQ-13-01-008;REQ-13-01-009;REQ-13-01-010;REQ-13-01-011,PRESENT,1,YES,NONE,NONE,NO
PKG-13,DEL-13-02,Constraint entity and provenance model,execution/PKG-13_Physical Design Knowledge and Constraint Engine/1_Working/DEL-13-02_Constraint entity and provenance model,IN_PROGRESS,R-13-02-*,R-13-02-001;R-13-02-002;R-13-02-003;R-13-02-004;R-13-02-005;R-13-02-006;R-13-02-007;R-13-02-008;R-13-02-009;R-13-02-010,PRESENT,1,YES,NONE,NONE,NO
PKG-13,DEL-13-03,Constraint validation engine,execution/PKG-13_Physical Design Knowledge and Constraint Engine/1_Working/DEL-13-03_Constraint validation engine,IN_PROGRESS,DEL-13-03-R*,DEL-13-03-R1;DEL-13-03-R2;DEL-13-03-R3;DEL-13-03-R4;DEL-13-03-R5;DEL-13-03-R6;DEL-13-03-R7;DEL-13-03-R8,PRESENT,1,YES,NONE,NONE,NO
PKG-13,DEL-13-04,Physical-to-analytical transformation contract,execution/PKG-13_Physical Design Knowledge and Constraint Engine/1_Working/DEL-13-04_Physical-to-analytical transformation contract,IN_PROGRESS,DEL-13-04-REQ-*,DEL-13-04-REQ-001;DEL-13-04-REQ-002;DEL-13-04-REQ-003;DEL-13-04-REQ-004;DEL-13-04-REQ-005;DEL-13-04-REQ-006;DEL-13-04-REQ-007;DEL-13-04-REQ-008;DEL-13-04-REQ-009;DEL-13-04-REQ-010;DEL-13-04-REQ-011;DEL-13-04-REQ-012,PRESENT,1,YES,NONE,NONE,NO
PKG-14,DEL-14-01,Immutable model state records,"execution/PKG-14_Model States, Analysis Runs, and Comparison/1_Working/DEL-14-01_Immutable model state records",IN_PROGRESS,DEL-14-01-R*,DEL-14-01-R1;DEL-14-01-R2;DEL-14-01-R3;DEL-14-01-R4;DEL-14-01-R5;DEL-14-01-R6;DEL-14-01-R7;DEL-14-01-R8;DEL-14-01-R9;DEL-14-01-R10,PRESENT,2,YES,"[Phase G program: build immutable model-state records, analysis-run records, state/run comparison engines, mapping/tolera] src=PRD plan §3 Forward Horizon row G / DEC-056/SCA-005",stage-gated: v0.2 R3,NO
PKG-14,DEL-14-02,Analysis run records,"execution/PKG-14_Model States, Analysis Runs, and Comparison/1_Working/DEL-14-02_Analysis run records",IN_PROGRESS,DEL-14-02-R*,DEL-14-02-R001;DEL-14-02-R002;DEL-14-02-R003;DEL-14-02-R004;DEL-14-02-R005;DEL-14-02-R006;DEL-14-02-R007;DEL-14-02-R008;DEL-14-02-R009;DEL-14-02-R010;DEL-14-02-R011,PRESENT,1,YES,NONE,NONE,NO
PKG-14,DEL-14-03,Model-state comparison engine,"execution/PKG-14_Model States, Analysis Runs, and Comparison/1_Working/DEL-14-03_Model-state comparison engine",IN_PROGRESS,REQ-14-03-*,REQ-14-03-001;REQ-14-03-002;REQ-14-03-003;REQ-14-03-004;REQ-14-03-005;REQ-14-03-006;REQ-14-03-007;REQ-14-03-008;REQ-14-03-009;REQ-14-03-010,PRESENT,1,YES,NONE,NONE,NO
PKG-14,DEL-14-04,Analysis-run comparison engine,"execution/PKG-14_Model States, Analysis Runs, and Comparison/1_Working/DEL-14-04_Analysis-run comparison engine",IN_PROGRESS,R-14-04-*,R-14-04-001;R-14-04-002;R-14-04-003;R-14-04-004;R-14-04-005;R-14-04-006;R-14-04-007;R-14-04-008;R-14-04-009,PRESENT,1,YES,NONE,NONE,NO
PKG-14,DEL-14-05,"Comparison mapping, tolerance, and export contracts","execution/PKG-14_Model States, Analysis Runs, and Comparison/1_Working/DEL-14-05_Comparison mapping, tolerance, and export contracts",IN_PROGRESS,DEL-14-05-R*,DEL-14-05-R001;DEL-14-05-R002;DEL-14-05-R003;DEL-14-05-R004;DEL-14-05-R005;DEL-14-05-R006;DEL-14-05-R007;DEL-14-05-R008;DEL-14-05-R009;DEL-14-05-R010;DEL-14-05-R011,PRESENT,1,YES,NONE,NONE,NO
PKG-15,DEL-15-01,Canonical handoff package schema and manifest,execution/PKG-15_Handoff and External Prover Workflow/1_Working/DEL-15-01_Canonical handoff package schema and manifest,IN_PROGRESS,DEL-15-01-R*,DEL-15-01-R01;DEL-15-01-R02;DEL-15-01-R03;DEL-15-01-R04;DEL-15-01-R05;DEL-15-01-R06;DEL-15-01-R07;DEL-15-01-R08;DEL-15-01-R09;DEL-15-01-R10;DEL-15-01-R11;DEL-15-01-R12,PRESENT,2,YES,"[Phase H program: design-knowledge schema/entry and constraint engine, physical-to-analytical transform contract, canonic] src=PRD plan §3 Forward Horizon row H / DEC-056","stage-gated: v0.2 R6, DEL-17-01 vendor questions gate CAEPIPE MBF-specific claims",NO
PKG-15,DEL-15-02,Target mapping and unsupported-behavior contract,execution/PKG-15_Handoff and External Prover Workflow/1_Working/DEL-15-02_Target mapping and unsupported-behavior contract,IN_PROGRESS,DEL-15-02-R*,DEL-15-02-R001;DEL-15-02-R002;DEL-15-02-R003;DEL-15-02-R004;DEL-15-02-R005;DEL-15-02-R006;DEL-15-02-R007;DEL-15-02-R008;DEL-15-02-R009;DEL-15-02-R010;DEL-15-02-R011;DEL-15-02-R012,PRESENT,1,YES,NONE,NONE,NO
PKG-15,DEL-15-03,Downstream modeling export workflow,execution/PKG-15_Handoff and External Prover Workflow/1_Working/DEL-15-03_Downstream modeling export workflow,IN_PROGRESS,DEL-15-03-REQ-*,DEL-15-03-REQ-001;DEL-15-03-REQ-002;DEL-15-03-REQ-003;DEL-15-03-REQ-004;DEL-15-03-REQ-005;DEL-15-03-REQ-006;DEL-15-03-REQ-007;DEL-15-03-REQ-008;DEL-15-03-REQ-009;DEL-15-03-REQ-010,PRESENT,1,YES,NONE,NONE,NO
PKG-15,DEL-15-04,External prover boundary metadata,execution/PKG-15_Handoff and External Prover Workflow/1_Working/DEL-15-04_External prover boundary metadata,IN_PROGRESS,DEL-15-04-R*,DEL-15-04-R1;DEL-15-04-R2;DEL-15-04-R3;DEL-15-04-R4;DEL-15-04-R5;DEL-15-04-R6;DEL-15-04-R7;DEL-15-04-R8;DEL-15-04-R9;DEL-15-04-R10,PRESENT,1,YES,NONE,NONE,NO
PKG-16,DEL-16-01,Structured model operation schema,execution/PKG-16_Model Operation and Agent Proposal Framework/1_Working/DEL-16-01_Structured model operation schema,IN_PROGRESS,DEL-16-01-R*,DEL-16-01-R001;DEL-16-01-R002;DEL-16-01-R003;DEL-16-01-R004;DEL-16-01-R005;DEL-16-01-R006;DEL-16-01-R007;DEL-16-01-R008;DEL-16-01-R009;DEL-16-01-R010,PRESENT,1,YES,NONE,NONE,NO
PKG-16,DEL-16-02,Operation validation and diff preview,execution/PKG-16_Model Operation and Agent Proposal Framework/1_Working/DEL-16-02_Operation validation and diff preview,IN_PROGRESS,REQ-16-02-*,REQ-16-02-001;REQ-16-02-002;REQ-16-02-003;REQ-16-02-004;REQ-16-02-005;REQ-16-02-006;REQ-16-02-007;REQ-16-02-008,PRESENT,3,YES,"[Obtain a design ruling for Component.geometry.center_of_gravity vector-payload application semantics before the path can] src=Receipt 10 named remainder / TP-APP-R5-FIELDRULES-001 residual; [Record a human review entry for contract-corpus cases 66–75, blessed from the Rust contract reference (prior acceptances] src=Receipt 10 parked gates",gated: new D-XX if sought; gated: owner review,NO
PKG-16,DEL-16-03,User acceptance and operation audit trail,execution/PKG-16_Model Operation and Agent Proposal Framework/1_Working/DEL-16-03_User acceptance and operation audit trail,IN_PROGRESS,DEL-16-03-REQ-*,DEL-16-03-REQ-001;DEL-16-03-REQ-002;DEL-16-03-REQ-003;DEL-16-03-REQ-004;DEL-16-03-REQ-005;DEL-16-03-REQ-006;DEL-16-03-REQ-007;DEL-16-03-REQ-008;DEL-16-03-REQ-009;DEL-16-03-REQ-010;DEL-16-03-REQ-011;DEL-16-03-REQ-012,PRESENT,1,YES,NONE,NONE,NO
PKG-16,DEL-16-04,Agent rationale and professional-boundary controls,execution/PKG-16_Model Operation and Agent Proposal Framework/1_Working/DEL-16-04_Agent rationale and professional-boundary controls,IN_PROGRESS,REQ-16-04-*,REQ-16-04-01;REQ-16-04-02;REQ-16-04-03;REQ-16-04-04;REQ-16-04-05;REQ-16-04-06;REQ-16-04-07;REQ-16-04-08;REQ-16-04-09;REQ-16-04-10,PRESENT,2,YES,"[Phase I program: agent rationale + FR-AGENT-005 professional-boundary hard gate over the existing operation seam, plus r] src=PRD plan §3 Forward Horizon row I / DEC-056/DEC-063","stage-gated: v0.2 R7, gated: app-dev F3 live-binding per DEC-063 remaining gate set",NO
PKG-17,DEL-17-01,CAEPIPE and export-format source basis,execution/PKG-17_Export Format Interoperability/1_Working/DEL-17-01_CAEPIPE and export-format source basis,IN_PROGRESS,DEL-17-01-REQ-*,DEL-17-01-REQ-001;DEL-17-01-REQ-002;DEL-17-01-REQ-002A;DEL-17-01-REQ-003;DEL-17-01-REQ-004;DEL-17-01-REQ-005;DEL-17-01-REQ-010;DEL-17-01-REQ-011;DEL-17-01-REQ-012;DEL-17-01-REQ-013;DEL-17-01-REQ-014,PRESENT,1,YES,NONE,NONE,NO
PKG-17,DEL-17-02,"Export package, profile, and stable ID map contracts","execution/PKG-17_Export Format Interoperability/1_Working/DEL-17-02_Export package, profile, and stable ID map contracts",IN_PROGRESS,DEL-17-02-REQ-*,DEL-17-02-REQ-001;DEL-17-02-REQ-002;DEL-17-02-REQ-003;DEL-17-02-REQ-004;DEL-17-02-REQ-005;DEL-17-02-REQ-006;DEL-17-02-REQ-007;DEL-17-02-REQ-008;DEL-17-02-REQ-010;DEL-17-02-REQ-011;DEL-17-02-REQ-012;DEL-17-02-REQ-013;DEL-17-02-REQ-014;DEL-17-02-REQ-020;DEL-17-02-REQ-021;DEL-17-02-REQ-022;DEL-17-02-REQ-023;DEL-17-02-REQ-024;DEL-17-02-REQ-025;DEL-17-02-REQ-026;DEL-17-02-REQ-030;DEL-17-02-REQ-031;DEL-17-02-REQ-032;DEL-17-02-REQ-033;DEL-17-02-REQ-034;DEL-17-02-REQ-035;DEL-17-02-REQ-036;DEL-17-02-REQ-037;DEL-17-02-REQ-040;DEL-17-02-REQ-041;DEL-17-02-REQ-042;DEL-17-02-REQ-043;DEL-17-02-REQ-050;DEL-17-02-REQ-051;DEL-17-02-REQ-052;DEL-17-02-REQ-053;DEL-17-02-REQ-054;DEL-17-02-REQ-055;DEL-17-02-REQ-056;DEL-17-02-REQ-090;DEL-17-02-REQ-091;DEL-17-02-REQ-092;DEL-17-02-REQ-093;DEL-17-02-REQ-094,PRESENT,1,YES,NONE,NONE,NO
PKG-17,DEL-17-03,Native open JSON export package,execution/PKG-17_Export Format Interoperability/1_Working/DEL-17-03_Native open JSON export package,IN_PROGRESS,DEL-17-03-REQ-*,DEL-17-03-REQ-001;DEL-17-03-REQ-002;DEL-17-03-REQ-003;DEL-17-03-REQ-004;DEL-17-03-REQ-005;DEL-17-03-REQ-006;DEL-17-03-REQ-007;DEL-17-03-REQ-008,PRESENT,1,YES,NONE,NONE,NO
PKG-17,DEL-17-04,CAEPIPE MBF export profile and deterministic writer,execution/PKG-17_Export Format Interoperability/1_Working/DEL-17-04_CAEPIPE MBF export profile and deterministic writer,IN_PROGRESS,DEL-17-04-REQ-*,DEL-17-04-REQ-001;DEL-17-04-REQ-002;DEL-17-04-REQ-003;DEL-17-04-REQ-004;DEL-17-04-REQ-005;DEL-17-04-REQ-006;DEL-17-04-REQ-007;DEL-17-04-REQ-008;DEL-17-04-REQ-009;DEL-17-04-REQ-010;DEL-17-04-REQ-011,PRESENT,1,YES,NONE,NONE,NO
PKG-17,DEL-17-05,CAEPIPE external run harness and CSV parser,execution/PKG-17_Export Format Interoperability/1_Working/DEL-17-05_CAEPIPE external run harness and CSV parser,IN_PROGRESS,DEL-17-05-REQ-*,DEL-17-05-REQ-001;DEL-17-05-REQ-002;DEL-17-05-REQ-003;DEL-17-05-REQ-004;DEL-17-05-REQ-005;DEL-17-05-REQ-006;DEL-17-05-REQ-007;DEL-17-05-REQ-008;DEL-17-05-REQ-009;DEL-17-05-REQ-010;DEL-17-05-REQ-011;DEL-17-05-REQ-012;DEL-17-05-REQ-013;DEL-17-05-REQ-014;DEL-17-05-REQ-015;DEL-17-05-REQ-016,PRESENT,1,YES,NONE,NONE,NO
