AtomicUnitID,SourceDoc,SourcePrefix,LocalSeq,UnitStatement,SourceRef,ContentHash,InOutStatus,SectionID,DispatchUnitID,Corrects,Notes,CategoryID,CategoryAssignmentStatus,CategoryAssignmentMethod,CategoryAssignmentConfidence,CategoryCandidateIDs,CategoryAssignmentRationale,KnowledgeTypeIDs,SubjectIDs,DecisionRef,OpenIssue,PrimaryKnowledgeTypeID,PrimarySubjectID,Gate4AssignmentStatus,Gate4AssignmentMethod,Gate4AssignmentConfidence,Gate4CandidateSubjectIDs,Gate4AssignmentRationale
HBA-ED099-00001,SRC-DEL-DEL-17-07-CONSERVATIVE-PCF-SUBSET-EXPORTER,ED099,1,DEL-17-07 has Deliverable ID DEL-17-07 within Package ID PKG-17 (Export Format Interoperability).,@repo/execution/PKG-17_Export Format Interoperability/1_Working/DEL-17-07_Conservative PCF subset exporter/Datasheet.md:L6|_Decomposition/source_review_html/SRC-DEL-DEL-17-07-CONSERVATIVE-PCF-SUBSET-EXPORTER.html#SEC-ED099-0004,ce76ee9708d1,IN,SEC-ED099-0004,UNIT-ED099-0001,,,CAT-018,PROPOSED_GATE3,SOURCE_ROUTING,HIGH,CAT-018:1,Assigned by G3BR-001: PKG-17 deliverable -> CAT-018.,KTY-18-01_Datasheet-Reference,SUB-18-01-07_DEL-17-07,GATE3_CATEGORY_PROPOSAL;GATE4_KTY_PROPOSAL,FALSE,KTY-18-01_Datasheet-Reference,SUB-18-01-07_DEL-17-07,ACCEPTED_GATE4,SOURCE_ROUTING,HIGH,SUB-18-01-07_DEL-17-07:1,Source-routing: doc/content-kind -> KTY-18-01_Datasheet-Reference; unit -> SUB-18-01-07_DEL-17-07.
HBA-ED099-00041,SRC-DEL-DEL-17-07-CONSERVATIVE-PCF-SUBSET-EXPORTER,ED099,41,"CAEPIPE-PCF (https://www.sstusa.com/pdfs/PCF.pdf) is public evidence for PCF translator behavior, defaults, mappings, and caveats.",@repo/execution/PKG-17_Export Format Interoperability/1_Working/DEL-17-07_Conservative PCF subset exporter/Datasheet.md:L82|_Decomposition/source_review_html/SRC-DEL-DEL-17-07-CONSERVATIVE-PCF-SUBSET-EXPORTER.html#SEC-ED099-0009,5ad2d631190a,IN,SEC-ED099-0009,UNIT-ED099-0001,,,CAT-018,PROPOSED_GATE3,SOURCE_ROUTING,HIGH,CAT-018:1,Assigned by G3BR-001: PKG-17 deliverable -> CAT-018.,KTY-18-01_Datasheet-Reference,SUB-18-01-07_DEL-17-07,GATE3_CATEGORY_PROPOSAL;GATE4_KTY_PROPOSAL,FALSE,KTY-18-01_Datasheet-Reference,SUB-18-01-07_DEL-17-07,ACCEPTED_GATE4,SOURCE_ROUTING,HIGH,SUB-18-01-07_DEL-17-07:1,Source-routing: doc/content-kind -> KTY-18-01_Datasheet-Reference; unit -> SUB-18-01-07_DEL-17-07.
HBA-ED099-00042,SRC-DEL-DEL-17-07-CONSERVATIVE-PCF-SUBSET-EXPORTER,ED099,42,"The exporter should help users exchange plant-design geometry and component context while making every unsupported, approximate, delegated, or unknown behavior visible.",@repo/execution/PKG-17_Export Format Interoperability/1_Working/DEL-17-07_Conservative PCF subset exporter/Guidance.md:L5|_Decomposition/source_review_html/SRC-DEL-DEL-17-07-CONSERVATIVE-PCF-SUBSET-EXPORTER.html#SEC-ED099-0012,6cf5c1f8799b,IN,SEC-ED099-0012,UNIT-ED099-0001,,,CAT-018,PROPOSED_GATE3,SOURCE_ROUTING,HIGH,CAT-018:1,Assigned by G3BR-001: PKG-17 deliverable -> CAT-018.,KTY-18-03_Guidance,SUB-18-03-07_DEL-17-07,GATE3_CATEGORY_PROPOSAL;GATE4_KTY_PROPOSAL,FALSE,KTY-18-03_Guidance,SUB-18-03-07_DEL-17-07,ACCEPTED_GATE4,SOURCE_ROUTING,HIGH,SUB-18-03-07_DEL-17-07:1,Source-routing: doc/content-kind -> KTY-18-03_Guidance; unit -> SUB-18-03-07_DEL-17-07.
HBA-ED099-00043,SRC-DEL-DEL-17-07-CONSERVATIVE-PCF-SUBSET-EXPORTER,ED099,43,"PCF is a secondary interoperability path in the PKG-17 strategy and should not be treated as the first deterministic solver-validation backbone, given documented translator fallback and mapping behavior.",@repo/execution/PKG-17_Export Format Interoperability/1_Working/DEL-17-07_Conservative PCF subset exporter/Guidance.md:L7|_Decomposition/source_review_html/SRC-DEL-DEL-17-07-CONSERVATIVE-PCF-SUBSET-EXPORTER.html#SEC-ED099-0012,b652a7563d76,IN,SEC-ED099-0012,UNIT-ED099-0001,,,CAT-018,PROPOSED_GATE3,SOURCE_ROUTING,HIGH,CAT-018:1,Assigned by G3BR-001: PKG-17 deliverable -> CAT-018.,KTY-18-03_Guidance,SUB-18-03-07_DEL-17-07,GATE3_CATEGORY_PROPOSAL;GATE4_KTY_PROPOSAL,FALSE,KTY-18-03_Guidance,SUB-18-03-07_DEL-17-07,ACCEPTED_GATE4,SOURCE_ROUTING,HIGH,SUB-18-03-07_DEL-17-07:1,Source-routing: doc/content-kind -> KTY-18-03_Guidance; unit -> SUB-18-03-07_DEL-17-07.
HBA-ED099-00044,SRC-DEL-DEL-17-07-CONSERVATIVE-PCF-SUBSET-EXPORTER,ED099,44,"Start from the plan-listed conservative subset: straight pipe, elbows/bends, tees, reducers, flanges, valves, end connections, line numbers, nominal size, OD/wall-thickness where supported, basic spec/material labels, coordinates, component identifiers, and stable ID sidecar mapping.",@repo/execution/PKG-17_Export Format Interoperability/1_Working/DEL-17-07_Conservative PCF subset exporter/Guidance.md:L13|_Decomposition/source_review_html/SRC-DEL-DEL-17-07-CONSERVATIVE-PCF-SUBSET-EXPORTER.html#SEC-ED099-0014,63f1c5620c0f,IN,SEC-ED099-0014,UNIT-ED099-0001,,,CAT-018,PROPOSED_GATE3,SOURCE_ROUTING,HIGH,CAT-018:1,Assigned by G3BR-001: PKG-17 deliverable -> CAT-018.,KTY-18-03_Guidance,SUB-18-03-07_DEL-17-07,GATE3_CATEGORY_PROPOSAL;GATE4_KTY_PROPOSAL,FALSE,KTY-18-03_Guidance,SUB-18-03-07_DEL-17-07,ACCEPTED_GATE4,SOURCE_ROUTING,HIGH,SUB-18-03-07_DEL-17-07:1,Source-routing: doc/content-kind -> KTY-18-03_Guidance; unit -> SUB-18-03-07_DEL-17-07.
HBA-ED099-00045,SRC-DEL-DEL-17-07-CONSERVATIVE-PCF-SUBSET-EXPORTER,ED099,45,"Do not expand the subset because a downstream translator might infer something; if source evidence does not confirm the behavior, mark it TBD, unsupported, or delegated.",@repo/execution/PKG-17_Export Format Interoperability/1_Working/DEL-17-07_Conservative PCF subset exporter/Guidance.md:L15|_Decomposition/source_review_html/SRC-DEL-DEL-17-07-CONSERVATIVE-PCF-SUBSET-EXPORTER.html#SEC-ED099-0014,d19b83dafffc,IN,SEC-ED099-0014,UNIT-ED099-0001,,,CAT-018,PROPOSED_GATE3,SOURCE_ROUTING,HIGH,CAT-018:1,Assigned by G3BR-001: PKG-17 deliverable -> CAT-018.,KTY-18-03_Guidance,SUB-18-03-07_DEL-17-07,GATE3_CATEGORY_PROPOSAL;GATE4_KTY_PROPOSAL,FALSE,KTY-18-03_Guidance,SUB-18-03-07_DEL-17-07,ACCEPTED_GATE4,SOURCE_ROUTING,HIGH,SUB-18-03-07_DEL-17-07:1,Source-routing: doc/content-kind -> KTY-18-03_Guidance; unit -> SUB-18-03-07_DEL-17-07.
HBA-ED099-00046,SRC-DEL-DEL-17-07-CONSERVATIVE-PCF-SUBSET-EXPORTER,ED099,46,"CAEPIPE PCF translator default or external behaviors (units, load data, specific gravity, weight, OD/wall thickness, support/material mapping, boundary conditions, component simulation) are target-path facts, not OpenPipeStress exporter defaults.",@repo/execution/PKG-17_Export Format Interoperability/1_Working/DEL-17-07_Conservative PCF subset exporter/Guidance.md:L19|_Decomposition/source_review_html/SRC-DEL-DEL-17-07-CONSERVATIVE-PCF-SUBSET-EXPORTER.html#SEC-ED099-0015,fe7454826fd7,IN,SEC-ED099-0015,UNIT-ED099-0001,,,CAT-018,PROPOSED_GATE3,SOURCE_ROUTING,HIGH,CAT-018:1,Assigned by G3BR-001: PKG-17 deliverable -> CAT-018.,KTY-18-03_Guidance,SUB-18-03-07_DEL-17-07,GATE3_CATEGORY_PROPOSAL;GATE4_KTY_PROPOSAL,FALSE,KTY-18-03_Guidance,SUB-18-03-07_DEL-17-07,ACCEPTED_GATE4,SOURCE_ROUTING,HIGH,SUB-18-03-07_DEL-17-07:1,Source-routing: doc/content-kind -> KTY-18-03_Guidance; unit -> SUB-18-03-07_DEL-17-07.
HBA-ED099-00047,SRC-DEL-DEL-17-07-CONSERVATIVE-PCF-SUBSET-EXPORTER,ED099,47,For this deliverable a hidden default is a reportable condition.,@repo/execution/PKG-17_Export Format Interoperability/1_Working/DEL-17-07_Conservative PCF subset exporter/Guidance.md:L21|_Decomposition/source_review_html/SRC-DEL-DEL-17-07-CONSERVATIVE-PCF-SUBSET-EXPORTER.html#SEC-ED099-0015,e764f67bf17a,IN,SEC-ED099-0015,UNIT-ED099-0001,,,CAT-018,PROPOSED_GATE3,SOURCE_ROUTING,HIGH,CAT-018:1,Assigned by G3BR-001: PKG-17 deliverable -> CAT-018.,KTY-18-03_Guidance,SUB-18-03-07_DEL-17-07,GATE3_CATEGORY_PROPOSAL;GATE4_KTY_PROPOSAL,FALSE,KTY-18-03_Guidance,SUB-18-03-07_DEL-17-07,ACCEPTED_GATE4,SOURCE_ROUTING,HIGH,SUB-18-03-07_DEL-17-07:1,Source-routing: doc/content-kind -> KTY-18-03_Guidance; unit -> SUB-18-03-07_DEL-17-07.
HBA-ED099-00048,SRC-DEL-DEL-17-07-CONSERVATIVE-PCF-SUBSET-EXPORTER,ED099,48,"If OpenPipeStress has explicit source data and the PCF profile can carry it, export it.",@repo/execution/PKG-17_Export Format Interoperability/1_Working/DEL-17-07_Conservative PCF subset exporter/Guidance.md:L23|_Decomposition/source_review_html/SRC-DEL-DEL-17-07-CONSERVATIVE-PCF-SUBSET-EXPORTER.html#SEC-ED099-0015,3cf63cc3f6e9,IN,SEC-ED099-0015,UNIT-ED099-0001,,,CAT-018,PROPOSED_GATE3,SOURCE_ROUTING,HIGH,CAT-018:1,Assigned by G3BR-001: PKG-17 deliverable -> CAT-018.,KTY-18-03_Guidance,SUB-18-03-07_DEL-17-07,GATE3_CATEGORY_PROPOSAL;GATE4_KTY_PROPOSAL,FALSE,KTY-18-03_Guidance,SUB-18-03-07_DEL-17-07,ACCEPTED_GATE4,SOURCE_ROUTING,HIGH,SUB-18-03-07_DEL-17-07:1,Source-routing: doc/content-kind -> KTY-18-03_Guidance; unit -> SUB-18-03-07_DEL-17-07.
HBA-ED099-00049,SRC-DEL-DEL-17-07-CONSERVATIVE-PCF-SUBSET-EXPORTER,ED099,49,"If the target path may infer behavior from translator configuration, record delegated behavior.",@repo/execution/PKG-17_Export Format Interoperability/1_Working/DEL-17-07_Conservative PCF subset exporter/Guidance.md:L24|_Decomposition/source_review_html/SRC-DEL-DEL-17-07-CONSERVATIVE-PCF-SUBSET-EXPORTER.html#SEC-ED099-0015,7aff3f9cb64d,IN,SEC-ED099-0015,UNIT-ED099-0001,,,CAT-018,PROPOSED_GATE3,SOURCE_ROUTING,HIGH,CAT-018:1,Assigned by G3BR-001: PKG-17 deliverable -> CAT-018.,KTY-18-03_Guidance,SUB-18-03-07_DEL-17-07,GATE3_CATEGORY_PROPOSAL;GATE4_KTY_PROPOSAL,FALSE,KTY-18-03_Guidance,SUB-18-03-07_DEL-17-07,ACCEPTED_GATE4,SOURCE_ROUTING,HIGH,SUB-18-03-07_DEL-17-07:1,Source-routing: doc/content-kind -> KTY-18-03_Guidance; unit -> SUB-18-03-07_DEL-17-07.
HBA-ED099-00050,SRC-DEL-DEL-17-07-CONSERVATIVE-PCF-SUBSET-EXPORTER,ED099,50,"If a behavior affects solver-ready interpretation and is not source-confirmed, block or mark TBD.",@repo/execution/PKG-17_Export Format Interoperability/1_Working/DEL-17-07_Conservative PCF subset exporter/Guidance.md:L25|_Decomposition/source_review_html/SRC-DEL-DEL-17-07-CONSERVATIVE-PCF-SUBSET-EXPORTER.html#SEC-ED099-0015,3f82f3d3f687,IN,SEC-ED099-0015,UNIT-ED099-0001,,,CAT-018,PROPOSED_GATE3,SOURCE_ROUTING,HIGH,CAT-018:1,Assigned by G3BR-001: PKG-17 deliverable -> CAT-018.,KTY-18-03_Guidance,SUB-18-03-07_DEL-17-07,GATE3_CATEGORY_PROPOSAL;GATE4_KTY_PROPOSAL,FALSE,KTY-18-03_Guidance,SUB-18-03-07_DEL-17-07,ACCEPTED_GATE4,SOURCE_ROUTING,HIGH,SUB-18-03-07_DEL-17-07:1,Source-routing: doc/content-kind -> KTY-18-03_Guidance; unit -> SUB-18-03-07_DEL-17-07.
HBA-ED099-00051,SRC-DEL-DEL-17-07-CONSERVATIVE-PCF-SUBSET-EXPORTER,ED099,51,"If a component is represented by a target-side approximation, record the approximation and affected canonical IDs.",@repo/execution/PKG-17_Export Format Interoperability/1_Working/DEL-17-07_Conservative PCF subset exporter/Guidance.md:L26|_Decomposition/source_review_html/SRC-DEL-DEL-17-07-CONSERVATIVE-PCF-SUBSET-EXPORTER.html#SEC-ED099-0015,6d6201368ed7,IN,SEC-ED099-0015,UNIT-ED099-0001,,,CAT-018,PROPOSED_GATE3,SOURCE_ROUTING,HIGH,CAT-018:1,Assigned by G3BR-001: PKG-17 deliverable -> CAT-018.,KTY-18-03_Guidance,SUB-18-03-07_DEL-17-07,GATE3_CATEGORY_PROPOSAL;GATE4_KTY_PROPOSAL,FALSE,KTY-18-03_Guidance,SUB-18-03-07_DEL-17-07,ACCEPTED_GATE4,SOURCE_ROUTING,HIGH,SUB-18-03-07_DEL-17-07:1,Source-routing: doc/content-kind -> KTY-18-03_Guidance; unit -> SUB-18-03-07_DEL-17-07.
HBA-ED099-00052,SRC-DEL-DEL-17-07-CONSERVATIVE-PCF-SUBSET-EXPORTER,ED099,52,"Stable ID sidecars are expected for this slice unless direct PCF identity carriage is later source-confirmed, connecting canonical model IDs to target records, omitted entries, diagnostics, and loss-report rows.",@repo/execution/PKG-17_Export Format Interoperability/1_Working/DEL-17-07_Conservative PCF subset exporter/Guidance.md:L30|_Decomposition/source_review_html/SRC-DEL-DEL-17-07-CONSERVATIVE-PCF-SUBSET-EXPORTER.html#SEC-ED099-0016,6d61ab6e9ed9,IN,SEC-ED099-0016,UNIT-ED099-0001,,,CAT-018,PROPOSED_GATE3,SOURCE_ROUTING,HIGH,CAT-018:1,Assigned by G3BR-001: PKG-17 deliverable -> CAT-018.,KTY-18-03_Guidance,SUB-18-03-07_DEL-17-07,GATE3_CATEGORY_PROPOSAL;GATE4_KTY_PROPOSAL,FALSE,KTY-18-03_Guidance,SUB-18-03-07_DEL-17-07,ACCEPTED_GATE4,SOURCE_ROUTING,HIGH,SUB-18-03-07_DEL-17-07:1,Source-routing: doc/content-kind -> KTY-18-03_Guidance; unit -> SUB-18-03-07_DEL-17-07.
HBA-ED099-00053,SRC-DEL-DEL-17-07-CONSERVATIVE-PCF-SUBSET-EXPORTER,ED099,53,"Support/restraint semantics should be reviewed separately from geometry/component export, and the first exporter should not imply reliable support preservation unless the profile explicitly proves it.",@repo/execution/PKG-17_Export Format Interoperability/1_Working/DEL-17-07_Conservative PCF subset exporter/Guidance.md:L34|_Decomposition/source_review_html/SRC-DEL-DEL-17-07-CONSERVATIVE-PCF-SUBSET-EXPORTER.html#SEC-ED099-0017,089180d67029,IN,SEC-ED099-0017,UNIT-ED099-0001,,,CAT-018,PROPOSED_GATE3,SOURCE_ROUTING,HIGH,CAT-018:1,Assigned by G3BR-001: PKG-17 deliverable -> CAT-018.,KTY-18-03_Guidance,SUB-18-03-07_DEL-17-07,GATE3_CATEGORY_PROPOSAL;GATE4_KTY_PROPOSAL,FALSE,KTY-18-03_Guidance,SUB-18-03-07_DEL-17-07,ACCEPTED_GATE4,SOURCE_ROUTING,HIGH,SUB-18-03-07_DEL-17-07:1,Source-routing: doc/content-kind -> KTY-18-03_Guidance; unit -> SUB-18-03-07_DEL-17-07.
HBA-ED099-00054,SRC-DEL-DEL-17-07-CONSERVATIVE-PCF-SUBSET-EXPORTER,ED099,54,"Public PCF translator evidence indicates support transfer can depend on PCF attributes, SKEY values, mapping databases, options, stiffness/gap/friction customization, or default hanger behavior.",@repo/execution/PKG-17_Export Format Interoperability/1_Working/DEL-17-07_Conservative PCF subset exporter/Guidance.md:L34|_Decomposition/source_review_html/SRC-DEL-DEL-17-07-CONSERVATIVE-PCF-SUBSET-EXPORTER.html#SEC-ED099-0017,e7c6e2ccb978,IN,SEC-ED099-0017,UNIT-ED099-0001,,,CAT-018,PROPOSED_GATE3,SOURCE_ROUTING,HIGH,CAT-018:1,Assigned by G3BR-001: PKG-17 deliverable -> CAT-018.,KTY-18-03_Guidance,SUB-18-03-07_DEL-17-07,GATE3_CATEGORY_PROPOSAL;GATE4_KTY_PROPOSAL,FALSE,KTY-18-03_Guidance,SUB-18-03-07_DEL-17-07,ACCEPTED_GATE4,SOURCE_ROUTING,HIGH,SUB-18-03-07_DEL-17-07:1,Source-routing: doc/content-kind -> KTY-18-03_Guidance; unit -> SUB-18-03-07_DEL-17-07.
HBA-ED099-00055,SRC-DEL-DEL-17-07-CONSERVATIVE-PCF-SUBSET-EXPORTER,ED099,55,"Support/restraint is Reliably preserved when the profile has source-confirmed PCF attributes, mapping rules, units, coordinates, support type, stiffness/gap/friction semantics, and stable ID traceability for the class.",@repo/execution/PKG-17_Export Format Interoperability/1_Working/DEL-17-07_Conservative PCF subset exporter/Guidance.md:L40|_Decomposition/source_review_html/SRC-DEL-DEL-17-07-CONSERVATIVE-PCF-SUBSET-EXPORTER.html#SEC-ED099-0017,5d91103806e2,IN,SEC-ED099-0017,UNIT-ED099-0001,,,CAT-018,PROPOSED_GATE3,SOURCE_ROUTING,HIGH,CAT-018:1,Assigned by G3BR-001: PKG-17 deliverable -> CAT-018.,KTY-18-03_Guidance,SUB-18-03-07_DEL-17-07,GATE3_CATEGORY_PROPOSAL;GATE4_KTY_PROPOSAL,FALSE,KTY-18-03_Guidance,SUB-18-03-07_DEL-17-07,ACCEPTED_GATE4,SOURCE_ROUTING,HIGH,SUB-18-03-07_DEL-17-07:1,Source-routing: doc/content-kind -> KTY-18-03_Guidance; unit -> SUB-18-03-07_DEL-17-07.
HBA-ED099-00056,SRC-DEL-DEL-17-07-CONSERVATIVE-PCF-SUBSET-EXPORTER,ED099,56,Support/restraint is Delegated when the downstream translator or user-owned mapping database may decide final support type or properties without local support preservation.,@repo/execution/PKG-17_Export Format Interoperability/1_Working/DEL-17-07_Conservative PCF subset exporter/Guidance.md:L41|_Decomposition/source_review_html/SRC-DEL-DEL-17-07-CONSERVATIVE-PCF-SUBSET-EXPORTER.html#SEC-ED099-0017,73f1ae84a799,IN,SEC-ED099-0017,UNIT-ED099-0001,,,CAT-018,PROPOSED_GATE3,SOURCE_ROUTING,HIGH,CAT-018:1,Assigned by G3BR-001: PKG-17 deliverable -> CAT-018.,KTY-18-03_Guidance,SUB-18-03-07_DEL-17-07,GATE3_CATEGORY_PROPOSAL;GATE4_KTY_PROPOSAL,FALSE,KTY-18-03_Guidance,SUB-18-03-07_DEL-17-07,ACCEPTED_GATE4,SOURCE_ROUTING,HIGH,SUB-18-03-07_DEL-17-07:1,Source-routing: doc/content-kind -> KTY-18-03_Guidance; unit -> SUB-18-03-07_DEL-17-07.
HBA-ED099-00057,SRC-DEL-DEL-17-07-CONSERVATIVE-PCF-SUBSET-EXPORTER,ED099,57,Support/restraint is TBD when public/project-owned evidence does not yet resolve whether the profile can preserve the class.,@repo/execution/PKG-17_Export Format Interoperability/1_Working/DEL-17-07_Conservative PCF subset exporter/Guidance.md:L42|_Decomposition/source_review_html/SRC-DEL-DEL-17-07-CONSERVATIVE-PCF-SUBSET-EXPORTER.html#SEC-ED099-0017,ce3efc3ab78f,IN,SEC-ED099-0017,UNIT-ED099-0001,,,CAT-018,PROPOSED_GATE3,SOURCE_ROUTING,HIGH,CAT-018:1,Assigned by G3BR-001: PKG-17 deliverable -> CAT-018.,KTY-18-03_Guidance,SUB-18-03-07_DEL-17-07,GATE3_CATEGORY_PROPOSAL;GATE4_KTY_PROPOSAL,FALSE,KTY-18-03_Guidance,SUB-18-03-07_DEL-17-07,ACCEPTED_GATE4,SOURCE_ROUTING,HIGH,SUB-18-03-07_DEL-17-07:1,Source-routing: doc/content-kind -> KTY-18-03_Guidance; unit -> SUB-18-03-07_DEL-17-07.
HBA-ED099-00058,SRC-DEL-DEL-17-07-CONSERVATIVE-PCF-SUBSET-EXPORTER,ED099,58,Support/restraint is Unsupported when the profile cannot carry the required semantics or the project intentionally excludes the class.,@repo/execution/PKG-17_Export Format Interoperability/1_Working/DEL-17-07_Conservative PCF subset exporter/Guidance.md:L43|_Decomposition/source_review_html/SRC-DEL-DEL-17-07-CONSERVATIVE-PCF-SUBSET-EXPORTER.html#SEC-ED099-0017,cd97c5635e4f,IN,SEC-ED099-0017,UNIT-ED099-0001,,,CAT-018,PROPOSED_GATE3,SOURCE_ROUTING,HIGH,CAT-018:1,Assigned by G3BR-001: PKG-17 deliverable -> CAT-018.,KTY-18-03_Guidance,SUB-18-03-07_DEL-17-07,GATE3_CATEGORY_PROPOSAL;GATE4_KTY_PROPOSAL,FALSE,KTY-18-03_Guidance,SUB-18-03-07_DEL-17-07,ACCEPTED_GATE4,SOURCE_ROUTING,HIGH,SUB-18-03-07_DEL-17-07:1,Source-routing: doc/content-kind -> KTY-18-03_Guidance; unit -> SUB-18-03-07_DEL-17-07.
HBA-ED099-00059,SRC-DEL-DEL-17-07-CONSERVATIVE-PCF-SUBSET-EXPORTER,ED099,59,Support/restraint is Blocked when loss of support/restraint meaning would make the package misleading for solver-ready or compatibility-sensitive use.,@repo/execution/PKG-17_Export Format Interoperability/1_Working/DEL-17-07_Conservative PCF subset exporter/Guidance.md:L44|_Decomposition/source_review_html/SRC-DEL-DEL-17-07-CONSERVATIVE-PCF-SUBSET-EXPORTER.html#SEC-ED099-0017,b96860023977,IN,SEC-ED099-0017,UNIT-ED099-0001,,,CAT-018,PROPOSED_GATE3,SOURCE_ROUTING,HIGH,CAT-018:1,Assigned by G3BR-001: PKG-17 deliverable -> CAT-018.,KTY-18-03_Guidance,SUB-18-03-07_DEL-17-07,GATE3_CATEGORY_PROPOSAL;GATE4_KTY_PROPOSAL,FALSE,KTY-18-03_Guidance,SUB-18-03-07_DEL-17-07,ACCEPTED_GATE4,SOURCE_ROUTING,HIGH,SUB-18-03-07_DEL-17-07:1,Source-routing: doc/content-kind -> KTY-18-03_Guidance; unit -> SUB-18-03-07_DEL-17-07.
HBA-ED099-00060,SRC-DEL-DEL-17-07-CONSERVATIVE-PCF-SUBSET-EXPORTER,ED099,60,"Support/restraint classification belongs in the profile and loss report, not in hidden writer defaults.",@repo/execution/PKG-17_Export Format Interoperability/1_Working/DEL-17-07_Conservative PCF subset exporter/Guidance.md:L46|_Decomposition/source_review_html/SRC-DEL-DEL-17-07-CONSERVATIVE-PCF-SUBSET-EXPORTER.html#SEC-ED099-0017,5c412e7421d7,IN,SEC-ED099-0017,UNIT-ED099-0001,,,CAT-018,PROPOSED_GATE3,SOURCE_ROUTING,HIGH,CAT-018:1,Assigned by G3BR-001: PKG-17 deliverable -> CAT-018.,KTY-18-03_Guidance,SUB-18-03-07_DEL-17-07,GATE3_CATEGORY_PROPOSAL;GATE4_KTY_PROPOSAL,FALSE,KTY-18-03_Guidance,SUB-18-03-07_DEL-17-07,ACCEPTED_GATE4,SOURCE_ROUTING,HIGH,SUB-18-03-07_DEL-17-07:1,Source-routing: doc/content-kind -> KTY-18-03_Guidance; unit -> SUB-18-03-07_DEL-17-07.
HBA-ED099-00061,SRC-DEL-DEL-17-07-CONSERVATIVE-PCF-SUBSET-EXPORTER,ED099,61,"Successful PCF file creation is export evidence only, not proof of correct downstream import, complete stress-model semantics, code compliance, or professional acceptance.",@repo/execution/PKG-17_Export Format Interoperability/1_Working/DEL-17-07_Conservative PCF subset exporter/Guidance.md:L50|_Decomposition/source_review_html/SRC-DEL-DEL-17-07-CONSERVATIVE-PCF-SUBSET-EXPORTER.html#SEC-ED099-0018,4ed1260cdd36,IN,SEC-ED099-0018,UNIT-ED099-0001,,,CAT-018,PROPOSED_GATE3,SOURCE_ROUTING,HIGH,CAT-018:1,Assigned by G3BR-001: PKG-17 deliverable -> CAT-018.,KTY-18-03_Guidance,SUB-18-03-07_DEL-17-07,GATE3_CATEGORY_PROPOSAL;GATE4_KTY_PROPOSAL,FALSE,KTY-18-03_Guidance,SUB-18-03-07_DEL-17-07,ACCEPTED_GATE4,SOURCE_ROUTING,HIGH,SUB-18-03-07_DEL-17-07:1,Source-routing: doc/content-kind -> KTY-18-03_Guidance; unit -> SUB-18-03-07_DEL-17-07.
HBA-ED099-00062,SRC-DEL-DEL-17-07-CONSERVATIVE-PCF-SUBSET-EXPORTER,ED099,62,Require explicit unit policy; do not use dimensionless or missing unit metadata as fallback.,@repo/execution/PKG-17_Export Format Interoperability/1_Working/DEL-17-07_Conservative PCF subset exporter/Guidance.md:L56|_Decomposition/source_review_html/SRC-DEL-DEL-17-07-CONSERVATIVE-PCF-SUBSET-EXPORTER.html#SEC-ED099-0019,985804cc76ab,IN,SEC-ED099-0019,UNIT-ED099-0001,,,CAT-018,PROPOSED_GATE3,SOURCE_ROUTING,HIGH,CAT-018:1,Assigned by G3BR-001: PKG-17 deliverable -> CAT-018.,KTY-18-03_Guidance,SUB-18-03-07_DEL-17-07,GATE3_CATEGORY_PROPOSAL;GATE4_KTY_PROPOSAL,FALSE,KTY-18-03_Guidance,SUB-18-03-07_DEL-17-07,ACCEPTED_GATE4,SOURCE_ROUTING,HIGH,SUB-18-03-07_DEL-17-07:1,Source-routing: doc/content-kind -> KTY-18-03_Guidance; unit -> SUB-18-03-07_DEL-17-07.
HBA-ED099-00063,SRC-DEL-DEL-17-07-CONSERVATIVE-PCF-SUBSET-EXPORTER,ED099,63,"Prefer explicit source OD and wall thickness attributes where supported; external mapping database fallback is delegated target behavior, not local data.",@repo/execution/PKG-17_Export Format Interoperability/1_Working/DEL-17-07_Conservative PCF subset exporter/Guidance.md:L57|_Decomposition/source_review_html/SRC-DEL-DEL-17-07-CONSERVATIVE-PCF-SUBSET-EXPORTER.html#SEC-ED099-0019,221b4ed55d7c,IN,SEC-ED099-0019,UNIT-ED099-0001,,,CAT-018,PROPOSED_GATE3,SOURCE_ROUTING,HIGH,CAT-018:1,Assigned by G3BR-001: PKG-17 deliverable -> CAT-018.,KTY-18-03_Guidance,SUB-18-03-07_DEL-17-07,GATE3_CATEGORY_PROPOSAL;GATE4_KTY_PROPOSAL,FALSE,KTY-18-03_Guidance,SUB-18-03-07_DEL-17-07,ACCEPTED_GATE4,SOURCE_ROUTING,HIGH,SUB-18-03-07_DEL-17-07:1,Source-routing: doc/content-kind -> KTY-18-03_Guidance; unit -> SUB-18-03-07_DEL-17-07.
