ClaimKey,DeliverableID,UnitKind,ClaimType,ClaimClass,ClaimSummary,NormativeSource,DecisionBasis,DeclaredState,RecordedRemaining,ImplementationEvidence,VerificationEvidence,VerificationClass,ValidationEvidence,SourceReliability,LifecycleState,Disposition,Confidence,CauseTag,AuthorityTier,BaselineClass,DivergenceLayers,FindingGroup,CanonicalSituation,AdoptedByReference,ContextRefs,RemainingWork,AuthorityNeeded,SelectableUnderCurrentLoop,Notes,SourceStateSHA
DEL-03-05:SOW#CLM-013,DEL-03-05,BLOCK,DECLARED_STATE,VALIDATION,"Verification signals: schema validation, protected-content review of fixtures and public examples, unit tests, architecture no-bypass checks, fixture tests, adapter/API acceptance checks",SOW surface of DEL-03-05,NONE,IN_PROGRESS,NONE,schemas/component.schema.yaml;fixtures/component/invented_component_library_valid.json;fixtures/product_preview/invented_preview_model.json,tests/test_component_section_schema.py;GATE:GATE_EVIDENCE/B4_4_SWEEP_9D55/SUMMARY.json,UNIT,NONE_FOUND,NOT_APPLICABLE,IN_PROGRESS,UNKNOWN,MEDIUM,EVIDENCE_NOT_LOCATED,INVARIANT,NONE,IP_DATA;RECORD,,,,NONE_FOUND,"Smallest check: locate a protected-content review record covering the public component fixtures and the preview component:C-130 values, and an architecture/acceptance check for adapter and API bypass; if none exists, run them.",REVIEW,NOT_APPLICABLE,"Schema validation, unit tests and fixture tests exist. The protected-content review of fixtures and public examples, and the adapter/API no-bypass acceptance checks named as current signals, were not located (only the keyword denylist). The C-130 invented values were added to a public fixture on 2026-06-21, which the listed per-value review signal covers. Follows the W1 resolution for DEL-07-02 CLM-026 (INVARIANT, IP_DATA;RECORD, REVIEW).",00115c71931bcae79909602d653740d3bb72dfa1
DEL-03-05:SOW#CLM-014,DEL-03-05,BLOCK,DECLARED_STATE,DOCUMENTATION,"Documentation retained for handoff: rigid model notes, reducer/flange/valve fixture provenance notes, explicit TBD list",SOW surface of DEL-03-05,NONE,IN_PROGRESS,NONE,NOT_APPLICABLE,NOT_APPLICABLE,NONE,NOT_APPLICABLE,NOT_APPLICABLE,IN_PROGRESS,UNKNOWN,MEDIUM,EVIDENCE_NOT_LOCATED,LOCAL_DESIGN,NONE,RECORD,,,,"projects/chirality-piping/execution/PKG-03_Piping Components, Materials, and Library Data Model/1_Working/DEL-03-05_Rigid component models for valves, flanges, reducers, and specialty items/ScopeOfWork.md","Smallest check: search the deliverable folder and fixture sidecars for reducer/flange/valve fixture provenance notes; if absent, drop the item or author the notes.",NO,NOT_APPLICABLE,"Model notes and the TBD list exist inside the SOW itself (CLM-003, CLM-020 step 4). Separate reducer/flange/valve fixture provenance notes were not located in the frozen folder or beside the fixtures. Text first present at 7bee9ae41.",00115c71931bcae79909602d653740d3bb72dfa1
DEL-03-05:SOW#CLM-015,DEL-03-05,BLOCK,DECLARED_STATE,GOVERNANCE,D-41 R5 T2B PDU-013 disposition: R10 held; COG slots define no axis convention and are not mechanics-acceptance evidence; E2/E4/E8 evidence requirements only,SOW surface of DEL-03-05,NONE,IN_PROGRESS,NONE,schemas/component.schema.yaml,core/model_operations/operation_applier/src/lib.rs::center_of_gravity_stays_unsupported_pending_payload_ruling,UNIT,NOT_APPLICABLE,NOT_APPLICABLE,IN_PROGRESS,ALIGNED,HIGH,,,,NONE,,CP-03,,"projects/chirality-piping/execution/PKG-03_Piping Components, Materials, and Library Data Model/1_Working/DEL-03-05_Rigid component models for valves, flanges, reducers, and specialty items/_run_records/WORKING_ITEMS_RUN_2026-07-12_D41-R5-T2B-PDU013.md;projects/chirality-piping/execution/_Coordination/_DECISIONS/D-41_R4_RULING_2026-07-12.md",,NO,NOT_APPLICABLE,CP-03 row; true as written. The governing open work is on CLM-010.r10.,00115c71931bcae79909602d653740d3bb72dfa1
DEL-03-05:SOW#CLM-016,DEL-03-05,BLOCK,DECLARED_STATE,SCHEMA,D-41 R5 T2C PDU-023 E6 evidence: REQ-008 has bounded schema/transform evidence for paired scalar field paths; not runtime envelope integration,SOW surface of DEL-03-05,NONE,IN_PROGRESS,NONE,schemas/model.schema.yaml;core/model_transform/physical_to_analytical/contract.py,tests/test_physical_to_analytical_transform.py;GATE:GATE_EVIDENCE/B4_4_SWEEP_9D55/SUMMARY.json,UNIT,NOT_APPLICABLE,NOT_APPLICABLE,IN_PROGRESS,STALE_REVIEW_OR_EVIDENCE,MEDIUM,BASIS_POINTER_STALE,LOCAL_DESIGN,NONE,RECORD,,CP-02,,"projects/chirality-piping/execution/PKG-03_Piping Components, Materials, and Library Data Model/1_Working/DEL-03-05_Rigid component models for valves, flanges, reducers, and specialty items/_run_records/WORKING_ITEMS_RUN_2026-07-12_D41-R5-T2C-PDU023.md","Replace the REQ-008 pointer with the requirement the scalar-trace evidence actually supports, or drop it.",NO,NOT_APPLICABLE,"The evidence statement is true (paired source/target scalar paths in the model schema and transform, tested; runtime envelope held). The requirement pointer does not resolve: this SOW has no REQ-008, and its R08 row is persistence, which the scalar trace does not evidence. Pointer drift, so CP-02. Text first present 0aad0068e (2026-07-12).",00115c71931bcae79909602d653740d3bb72dfa1
DEL-03-05:SOW#completion-and-reliance-basis-epistemology/AC-001,DEL-03-05,ITEM,ACCEPTANCE,SCHEMA,"Contract keeps rigid requirements, data boundaries, explicit absent-value diagnostics, provenance and units, resolved findings, open coordinate and solver decisions",SOW surface of DEL-03-05,NONE,IN_PROGRESS,NONE,schemas/component.schema.yaml;fixtures/component/invented_component_library_valid.json,tests/test_component_section_schema.py;GATE:GATE_EVIDENCE/B4_4_SWEEP_9D55/SUMMARY.json,UNIT,NOT_APPLICABLE,NOT_APPLICABLE,IN_PROGRESS,ALIGNED,MEDIUM,,,,NONE,,,,NONE_FOUND,,NO,NOT_APPLICABLE,The component contract invents no values; the preview example values are invented under DEC-045 and sit outside the component contract. Coordinate and solver-treatment decisions stay open.,00115c71931bcae79909602d653740d3bb72dfa1
DEL-03-05:SOW#production-and-verification-method-praxeology,DEL-03-05,BLOCK,NON_NORMATIVE,DOCUMENTATION,Praxeology section wrapper,SOW surface of DEL-03-05,NONE,IN_PROGRESS,NONE,NOT_APPLICABLE,NOT_APPLICABLE,NONE,NOT_APPLICABLE,NOT_APPLICABLE,IN_PROGRESS,NOT_ASSESSED,HIGH,,,,NONE,,,,NONE_FOUND,,NO,NOT_APPLICABLE,Pre-typed NON_NORMATIVE by extractor v2 (section wrapper or heading-only block); no override.,00115c71931bcae79909602d653740d3bb72dfa1
DEL-03-05:SOW#CLM-017,DEL-03-05,BLOCK,NON_NORMATIVE,DOCUMENTATION,Procedure heading block,SOW surface of DEL-03-05,NONE,IN_PROGRESS,NONE,NOT_APPLICABLE,NOT_APPLICABLE,NONE,NOT_APPLICABLE,NOT_APPLICABLE,IN_PROGRESS,NOT_ASSESSED,HIGH,,,,NONE,,,,NONE_FOUND,,NO,NOT_APPLICABLE,Pre-typed NON_NORMATIVE by extractor v2 (section wrapper or heading-only block); no override.,00115c71931bcae79909602d653740d3bb72dfa1
DEL-03-05:SOW#CLM-018,DEL-03-05,BLOCK,CONTEXT,DOCUMENTATION,"Procedure purpose: keep documentation aligned with schema evidence within the data, unit and architecture constraints",SOW surface of DEL-03-05,NONE,IN_PROGRESS,NONE,NOT_APPLICABLE,NOT_APPLICABLE,NONE,NOT_APPLICABLE,NOT_APPLICABLE,IN_PROGRESS,ALIGNED,HIGH,,,,NONE,,,,NONE_FOUND,,NO,NOT_APPLICABLE,Method statement.,00115c71931bcae79909602d653740d3bb72dfa1
DEL-03-05:SOW#CLM-019,DEL-03-05,BLOCK,CONTEXT,DOCUMENTATION,"Prerequisites: sealed brief, context and register rows, contract invariants, no protected data, read-only schema/fixture/test/memory/review evidence",SOW surface of DEL-03-05,NONE,IN_PROGRESS,NONE,NOT_APPLICABLE,projects/chirality-piping/docs/CONTRACT.md,STATIC_CHECK,NOT_APPLICABLE,NOT_APPLICABLE,IN_PROGRESS,ALIGNED,HIGH,,,,NONE,,,,NONE_FOUND,,NO,NOT_APPLICABLE,Procedure prerequisites; referenced sources exist.,00115c71931bcae79909602d653740d3bb72dfa1
DEL-03-05:SOW#CLM-020,DEL-03-05,BLOCK,DECLARED_STATE,DOCUMENTATION,"Steps: confirm families and slots, fixture behaviour, preserve TBDs and controls, keep Gate C semantics, run the schema test and a stale-language search over the four docs",SOW surface of DEL-03-05,NONE,IN_PROGRESS,NONE,NOT_APPLICABLE,NOT_APPLICABLE,NONE,NOT_APPLICABLE,NOT_APPLICABLE,IN_PROGRESS,STALE_REVIEW_OR_EVIDENCE,HIGH,REPRESENTATION_MIGRATED,LOCAL_DESIGN,NONE,RECORD,,CP-01,,NONE_FOUND,Retarget step 9 at ScopeOfWork.md.,NO,NOT_APPLICABLE,"CP-01: step 9 names Datasheet.md, Specification.md, Guidance.md and Procedure.md as current surfaces. Text first present in 1b62eb5b8, so STALE_REVIEW_OR_EVIDENCE (F3). Steps 1 to 8 are consistent with the evidence.",00115c71931bcae79909602d653740d3bb72dfa1
DEL-03-05:SOW#CLM-021,DEL-03-05,BLOCK,DECLARED_STATE,DOCUMENTATION,Verification: four local documents exist; no defaults or protected data; evidence distinguished from gaps; TBDs marked; dependency register valid; status not ISSUED,SOW surface of DEL-03-05,NONE,IN_PROGRESS,NONE,NOT_APPLICABLE,NOT_APPLICABLE,NONE,NOT_APPLICABLE,NOT_APPLICABLE,IN_PROGRESS,STALE_REVIEW_OR_EVIDENCE,HIGH,REPRESENTATION_MIGRATED,LOCAL_DESIGN,NONE,RECORD,,CP-01,,NONE_FOUND,Replace the four-document check with a ScopeOfWork.md check.,NO,NOT_APPLICABLE,"CP-01: the first check names four local reconciliation documents, which no longer exist. That text is first present in 1b62eb5b8, so STALE_REVIEW_OR_EVIDENCE (F3). _STATUS.md is not ISSUED.",00115c71931bcae79909602d653740d3bb72dfa1
DEL-03-05:SOW#CLM-022,DEL-03-05,BLOCK,DECLARED_STATE,DOCUMENTATION,"Records: Datasheet.md, Specification.md, Guidance.md, Procedure.md, semantic files, dependency files and run records",SOW surface of DEL-03-05,NONE,IN_PROGRESS,NONE,NOT_APPLICABLE,NOT_APPLICABLE,NONE,NOT_APPLICABLE,NOT_APPLICABLE,IN_PROGRESS,STALE_SETUP_SPECIFICATION,HIGH,REPRESENTATION_MIGRATED,LOCAL_DESIGN,NONE,RECORD,,CP-01,,NONE_FOUND,Replace the four-document records with ScopeOfWork.md.,NO,NOT_APPLICABLE,"CP-01: records list present in the initial migration 7bee9ae41 Procedure.md, so STALE_SETUP_SPECIFICATION (F3).",00115c71931bcae79909602d653740d3bb72dfa1
DEL-03-05:SOW#CLM-023,DEL-03-05,BLOCK,DECLARED_STATE,MECHANICS,D-41 R5 T2B/T2C check: verify an authorized COG convention before accepting COG values; validate paired scalar paths and reject incomplete quantity metadata,SOW surface of DEL-03-05,NONE,IN_PROGRESS,NONE,core/model_transform/physical_to_analytical/contract.py;core/model_operations/operation_applier/src/lib.rs,tests/test_physical_to_analytical_transform.py;core/model_operations/operation_applier/src/lib.rs::center_of_gravity_stays_unsupported_pending_payload_ruling;GATE:GATE_EVIDENCE/B4_4_SWEEP_9D55/SUMMARY.json,UNIT,NOT_APPLICABLE,NOT_APPLICABLE,IN_PROGRESS,ALIGNED,HIGH,,,,NONE,,CP-03,,NONE_FOUND,,NO,NOT_APPLICABLE,"CP-03 row. The check is honoured: no COG value reaches mechanics, and the transform emits no scalar link for incomplete quantity metadata.",00115c71931bcae79909602d653740d3bb72dfa1
DEL-03-05:SOW#production-and-verification-method-praxeology/VER-001,DEL-03-05,ITEM,ACCEPTANCE,VALIDATION,"Verification: source parity, family and field coverage, split stiffness, provenance and protected-content controls, explicit absent values, COG gaps, handoff limits, open decisions",SOW surface of DEL-03-05,NONE,IN_PROGRESS,NONE,NOT_APPLICABLE,execution/_Coordination/AgentRuns/SOW-STAGE2-EXEC-20260712-01/instances/WORKING-P1-PKG03/manager-validation/DEL-03-05/parity.md;execution/_Coordination/AgentRuns/SOW-STAGE2-EXEC-20260712-01/instances/WORKING-P1-PKG03/manager-validation/DEL-03-05/claim-map.csv;tests/test_component_section_schema.py,DOCUMENT_REVIEW;UNIT,NOT_APPLICABLE,NOT_APPLICABLE,IN_PROGRESS,ALIGNED,MEDIUM,,,,NONE,,CP-09,,NONE_FOUND,,NO,NOT_APPLICABLE,"CP-09: a PASS parity record matches the frozen SOW hash (EVIDENCE_MAP AnyPassMatchesFrozen=YES). Coverage, split stiffness, provenance controls and unset-value checks are exercised by the schema test.",00115c71931bcae79909602d653740d3bb72dfa1
DEL-03-05:SOW#governing-values-and-decisions-axiology,DEL-03-05,BLOCK,NON_NORMATIVE,DOCUMENTATION,Axiology section wrapper,SOW surface of DEL-03-05,NONE,IN_PROGRESS,NONE,NOT_APPLICABLE,NOT_APPLICABLE,NONE,NOT_APPLICABLE,NOT_APPLICABLE,IN_PROGRESS,NOT_ASSESSED,HIGH,,,,NONE,,,,NONE_FOUND,,NO,NOT_APPLICABLE,Pre-typed NON_NORMATIVE by extractor v2 (section wrapper or heading-only block); no override.,00115c71931bcae79909602d653740d3bb72dfa1
DEL-03-05:SOW#CLM-024,DEL-03-05,BLOCK,NON_NORMATIVE,DOCUMENTATION,Guidance heading block,SOW surface of DEL-03-05,NONE,IN_PROGRESS,NONE,NOT_APPLICABLE,NOT_APPLICABLE,NONE,NOT_APPLICABLE,NOT_APPLICABLE,IN_PROGRESS,NOT_ASSESSED,HIGH,,,,NONE,,,,NONE_FOUND,,NO,NOT_APPLICABLE,Pre-typed NON_NORMATIVE by extractor v2 (section wrapper or heading-only block); no override.,00115c71931bcae79909602d653740d3bb72dfa1
DEL-03-05:SOW#CLM-025,DEL-03-05,BLOCK,CONTEXT,GOVERNANCE,Purpose: structure and validate user-supplied component information; never ship hidden catalog knowledge as defaults,SOW surface of DEL-03-05,NONE,IN_PROGRESS,NONE,schemas/component.schema.yaml,tests/test_component_section_schema.py,UNIT,NOT_APPLICABLE,NOT_APPLICABLE,IN_PROGRESS,ALIGNED,HIGH,,,,NONE,,,,NONE_FOUND,,NO,NOT_APPLICABLE,Consistent with the schema and product path; no catalog defaults.,00115c71931bcae79909602d653740d3bb72dfa1
DEL-03-05:SOW#CLM-026,DEL-03-05,BLOCK,REQUIREMENT,GOVERNANCE,Principles: schema separates shape from protected data; inputs carry provenance; TBD over defaults; public examples synthetic and labelled; centerline-compatible data,SOW surface of DEL-03-05,NONE,IN_PROGRESS,NONE,schemas/component.schema.yaml;fixtures/product_preview/invented_preview_model.json,tests/test_component_section_schema.py,UNIT,NOT_APPLICABLE,NOT_APPLICABLE,IN_PROGRESS,ALIGNED,MEDIUM,,,,NONE,,,,NONE_FOUND,,NO,NOT_APPLICABLE,The C-130 preview example is synthetic and labelled invented; mechanics data stays centerline-compatible.,00115c71931bcae79909602d653740d3bb72dfa1
DEL-03-05:SOW#CLM-027,DEL-03-05,BLOCK,CONTEXT,GOVERNANCE,"Considerations: base contract for five families; authority must decide conventions, solver treatment, catalogs, fixture policy, import formats; vocabulary for downstream work",SOW surface of DEL-03-05,NONE,IN_PROGRESS,NONE,schemas/component.schema.yaml;fixtures/component/invented_component_library_valid.json,NOT_APPLICABLE,NONE,NOT_APPLICABLE,NOT_APPLICABLE,IN_PROGRESS,ALIGNED,MEDIUM,,,,NONE,,,,NONE_FOUND,,NO,NOT_APPLICABLE,The invented component-library fixture keeps actual values `missing`; decisions listed remain open at the freeze.,00115c71931bcae79909602d653740d3bb72dfa1
DEL-03-05:SOW#CLM-028,DEL-03-05,BLOCK,CONTEXT,GOVERNANCE,"Trade-offs: shared family contract, family-specific records, split stiffness, schema-shape public fixtures",SOW surface of DEL-03-05,NONE,IN_PROGRESS,NONE,schemas/component.schema.yaml,NOT_APPLICABLE,NONE,NOT_APPLICABLE,NOT_APPLICABLE,IN_PROGRESS,ALIGNED,MEDIUM,,,,NONE,,,,NONE_FOUND,,NO,NOT_APPLICABLE,"Assessed directly, with no split of the optional .rNN rows; guidance consistent with the frozen evidence.",00115c71931bcae79909602d653740d3bb72dfa1
DEL-03-05:SOW#CLM-029,DEL-03-05,BLOCK,CONTEXT,GOVERNANCE,Examples: comp.invented.rigid.alpha slots with values unset; public value examples must be synthetic or rights-documented; synthetic fixtures are validation examples only,SOW surface of DEL-03-05,NONE,IN_PROGRESS,NONE,fixtures/component/invented_component_library_valid.json;fixtures/product_preview/invented_preview_model.json,tests/test_component_section_schema.py,UNIT,NOT_APPLICABLE,NOT_APPLICABLE,IN_PROGRESS,ALIGNED,MEDIUM,,,,NONE,,,,NONE_FOUND,,NO,NOT_APPLICABLE,"The rigid fixture record matches; C-130 is a synthetic example labelled invented, consistent with the stated rule.",00115c71931bcae79909602d653740d3bb72dfa1
DEL-03-05:SOW#CLM-030,DEL-03-05,BLOCK,DECLARED_STATE,GOVERNANCE,Conflict table: the two PKG-02 findings with Gate C ACCEPT_AS_IS / RESOLVED rulings,SOW surface of DEL-03-05,NONE,IN_PROGRESS,NONE,NOT_APPLICABLE,NOT_APPLICABLE,DOCUMENT_REVIEW,NOT_APPLICABLE,REVIEWED,IN_PROGRESS,ALIGNED,HIGH,,,,NONE,,,,"projects/chirality-piping/execution/PKG-03_Piping Components, Materials, and Library Data Model/1_Working/DEL-03-05_Rigid component models for valves, flanges, reducers, and specialty items/Review_Findings.csv;projects/chirality-piping/execution/PKG-03_Piping Components, Materials, and Library Data Model/1_Working/DEL-03-05_Rigid component models for valves, flanges, reducers, and specialty items/MEMORY.md",,NO,NOT_APPLICABLE,"Assessed directly, with no split of the optional .rNN rows; matches Review_Findings.csv and the Gate C human ruling.",00115c71931bcae79909602d653740d3bb72dfa1
DEL-03-05:SOW#CLM-031,DEL-03-05,BLOCK,DECLARED_STATE,MECHANICS,"D-41 R5 T2B/T2C boundary: a COG magnitude alone would not close R10; scalar paths are copy-through only, not solver results",SOW surface of DEL-03-05,NONE,IN_PROGRESS,NONE,NOT_APPLICABLE,NOT_APPLICABLE,NONE,NOT_APPLICABLE,NOT_APPLICABLE,IN_PROGRESS,ALIGNED,HIGH,,,,NONE,,CP-03,,"projects/chirality-piping/execution/PKG-03_Piping Components, Materials, and Library Data Model/1_Working/DEL-03-05_Rigid component models for valves, flanges, reducers, and specialty items/_run_records/WORKING_ITEMS_RUN_2026-07-12_D41-R5-T2B-PDU013.md",,NO,NOT_APPLICABLE,CP-03 row; boundary statement holds.,00115c71931bcae79909602d653740d3bb72dfa1
DEL-03-05:SOW#output-and-evaluation-matrix,DEL-03-05,BLOCK,CONTAINER,SCHEMA,Output and evaluation matrix wrapper,SOW surface of DEL-03-05,NONE,IN_PROGRESS,NONE,NOT_APPLICABLE,NOT_APPLICABLE,NONE,NOT_APPLICABLE,NOT_APPLICABLE,IN_PROGRESS,COVERED_BY_CHILDREN,HIGH,,,,NONE,,,,NONE_FOUND,,NO,NOT_APPLICABLE,Substance is fully carried by the child rows keyed under this block (C1).,00115c71931bcae79909602d653740d3bb72dfa1
DEL-03-05:SOW#purpose-and-objective-traceability/OUT-001,DEL-03-05,ITEM,REQUIREMENT,SCHEMA,"Output: rigid and semi-rigid component-model contract covering the five families with geometry, mass, COG, stiffness, units, provenance and completeness fields",SOW surface of DEL-03-05,NONE,IN_PROGRESS,NONE,schemas/component.schema.yaml;fixtures/component/invented_component_library_valid.json,tests/test_component_section_schema.py;GATE:GATE_EVIDENCE/B4_4_SWEEP_9D55/SUMMARY.json,UNIT,NOT_APPLICABLE,NOT_APPLICABLE,IN_PROGRESS,ALIGNED,HIGH,,,,NONE,,,,NONE_FOUND,,NO,NOT_APPLICABLE,All named field groups exist in the component contract and fixture.,00115c71931bcae79909602d653740d3bb72dfa1
DEL-03-05:SOW#output-and-evaluation-matrix/OUT-001,DEL-03-05,ITEM,ACCEPTANCE,DOCUMENTATION,"Matrix row: OUT-001 traced to CLM-008, AC-001, VER-001 with claim map, parity report and verification evidence",SOW surface of DEL-03-05,NONE,IN_PROGRESS,NONE,NOT_APPLICABLE,execution/_Coordination/AgentRuns/SOW-STAGE2-EXEC-20260712-01/instances/WORKING-P1-PKG03/manager-validation/DEL-03-05/parity.md;execution/_Coordination/AgentRuns/SOW-STAGE2-EXEC-20260712-01/instances/WORKING-P1-PKG03/manager-validation/DEL-03-05/claim-map.csv,DOCUMENT_REVIEW,NOT_APPLICABLE,NOT_APPLICABLE,IN_PROGRESS,ALIGNED,HIGH,,,,NONE,,CP-09,,NONE_FOUND,,NO,NOT_APPLICABLE,CP-09: PASS parity record with production hash 97493f89... matching the frozen SOW (AnyPassMatchesFrozen=YES); claim map present.,00115c71931bcae79909602d653740d3bb72dfa1
DEL-03-05:STATUS,DEL-03-05,SURFACE,DECLARED_STATE,GOVERNANCE,"Status file: IN_PROGRESS, Last Updated 2026-07-12, one Remaining item, history",STATUS surface of DEL-03-05,NONE,IN_PROGRESS,NONE,NOT_APPLICABLE,NOT_APPLICABLE,NONE,NOT_APPLICABLE,NOT_APPLICABLE,IN_PROGRESS,ALIGNED,HIGH,,,,NONE,,,,"projects/chirality-piping/execution/PKG-03_Piping Components, Materials, and Library Data Model/1_Working/DEL-03-05_Rigid component models for valves, flanges, reducers, and specialty items/_STATUS.md",,NO,NOT_APPLICABLE,Last Updated equals the latest history date (2026-07-12); current state IN_PROGRESS is accurate. CP-05 does not apply.,00115c71931bcae79909602d653740d3bb72dfa1
DEL-03-05:STATUS#remaining,DEL-03-05,BLOCK,CONTAINER,GOVERNANCE,Remaining block with one item,STATUS surface of DEL-03-05,NONE,IN_PROGRESS,NONE,NOT_APPLICABLE,NOT_APPLICABLE,NONE,NOT_APPLICABLE,NOT_APPLICABLE,IN_PROGRESS,COVERED_BY_CHILDREN,HIGH,,,,NONE,,,,NONE_FOUND,,NO,NOT_APPLICABLE,Substance is fully carried by the child rows keyed under this block (C1).,00115c71931bcae79909602d653740d3bb72dfa1
DEL-03-05:STATUS#history,DEL-03-05,BLOCK,HISTORY,GOVERNANCE,Dated lifecycle and D-41 history entries,STATUS surface of DEL-03-05,NONE,IN_PROGRESS,NONE,NOT_APPLICABLE,NOT_APPLICABLE,NONE,NOT_APPLICABLE,NOT_APPLICABLE,IN_PROGRESS,ALIGNED,HIGH,,,,NONE,,,,"projects/chirality-piping/execution/PKG-03_Piping Components, Materials, and Library Data Model/1_Working/DEL-03-05_Rigid component models for valves, flanges, reducers, and specialty items/MEMORY.md",,NO,NOT_APPLICABLE,History rule (C1): entries agree with MEMORY and run records.,00115c71931bcae79909602d653740d3bb72dfa1
DEL-03-05:STATUS#remaining/R01,DEL-03-05,ITEM,DECLARED_STATE,MECHANICS,Hold PDU-013 COG mechanics acceptance until an authorized coordinate convention and reference frame are selected,STATUS surface of DEL-03-05,NONE,IN_PROGRESS,R01,schemas/component.schema.yaml,core/model_operations/operation_applier/src/lib.rs::center_of_gravity_stays_unsupported_pending_payload_ruling,UNIT,NOT_APPLICABLE,NOT_APPLICABLE,IN_PROGRESS,ALIGNED,HIGH,,,,NONE,,,,"projects/chirality-piping/execution/PKG-03_Piping Components, Materials, and Library Data Model/1_Working/DEL-03-05_Rigid component models for valves, flanges, reducers, and specialty items/_run_records/WORKING_ITEMS_RUN_2026-07-12_D41-R5-T2B-PDU013.md",,NO,NOT_APPLICABLE,Accurate: no convention exists and COG is not consumed by mechanics. OPEN_ACTION: DEL-03-05:SOW#CLM-010.r10 (F2). Not cited as evidence of open or done work (A4).,00115c71931bcae79909602d653740d3bb72dfa1
DEL-03-05:CONTEXT,DEL-03-05,SURFACE,DECLARED_STATE,GOVERNANCE,"Setup context file as a whole: identity, registers and scope still match; decomposition and architecture-basis pins still read revision 0.7 and PKG-00 SEMANTIC_READY",CONTEXT surface of DEL-03-05,NONE,IN_PROGRESS,NONE,NOT_APPLICABLE,projects/chirality-piping/execution/_Decomposition/SOFTWARE_DECOMP.md;projects/chirality-piping/docs/_Registers/Deliverables.csv,STATIC_CHECK,NOT_APPLICABLE,NOT_APPLICABLE,IN_PROGRESS,STALE_REVIEW_OR_EVIDENCE,HIGH,BASIS_POINTER_STALE,LOCAL_DESIGN,NONE,RECORD,FG-DEL-03-05-02,,,"projects/chirality-piping/execution/PKG-03_Piping Components, Materials, and Library Data Model/1_Working/DEL-03-05_Rigid component models for valves, flanges, reducers, and specialty items/_CONTEXT.md",Repin the decomposition reference and architecture-basis injection to SOFTWARE_DECOMP revision 0.12 and the consolidated PKG-00 basis; no decision needed.,NO,NOT_APPLICABLE,"Common defect of the surface recorded once here (C1): the revision 0.7 pins (CS-01, CS-04 rows) and the setup-era PKG-00 SEMANTIC_READY and Still-TBD statements (.s01/.s02 sub-claims). Identity, register, scope-coverage, objective and package-reference blocks match the frozen registers (CS-06 OK). Pins stay STALE_REVIEW_OR_EVIDENCE whatever their origin (F3).",00115c71931bcae79909602d653740d3bb72dfa1
DEL-03-05:CONTEXT#description,DEL-03-05,BLOCK,DECLARED_STATE,SCHEMA,"Implement rigid/semi-rigid data structures using user dimensions, weights, COG and stiffness behaviour",CONTEXT surface of DEL-03-05,NONE,IN_PROGRESS,NONE,schemas/component.schema.yaml;core/product_physics/src/lib.rs,tests/test_component_section_schema.py;GATE:GATE_EVIDENCE/B4_4_SWEEP_9D55/SUMMARY.json,UNIT,NOT_APPLICABLE,NOT_APPLICABLE,IN_PROGRESS,ALIGNED,HIGH,,,,NONE,,,,NONE_FOUND,,NO,NOT_APPLICABLE,Structures exist in the component schema and the product component input.,00115c71931bcae79909602d653740d3bb72dfa1
DEL-03-05:CONTEXT#anticipated-artifacts,DEL-03-05,BLOCK,DECLARED_STATE,SCHEMA,Anticipated artifacts: rigid component models; reducer/flange/valve fixtures,CONTEXT surface of DEL-03-05,NONE,IN_PROGRESS,NONE,schemas/component.schema.yaml;fixtures/component/invented_component_library_valid.json;fixtures/product_preview/invented_preview_model.json,tests/test_component_section_schema.py,UNIT,NOT_APPLICABLE,NOT_APPLICABLE,IN_PROGRESS,PARTIALLY_IMPLEMENTED,MEDIUM,PARTIAL_SLICE,LOCAL_DESIGN,NONE,RECORD,,,,NONE_FOUND,"Add schema-shape or invented fixture records for reducer and flange (and a component-library valve record), or restate the artifact as one shared rigid-family fixture.",NO,NOT_APPLICABLE,"Rigid component models exist. Fixtures: the component-library fixture has one record typed rigid under a contract listing all five families, and the preview fixture has one invented valve (C-130); no reducer or flange fixture record was found. R09 keeps concrete family values open, consistent with this partial state.",00115c71931bcae79909602d653740d3bb72dfa1
DEL-03-05:CONTEXT#scope-coverage,DEL-03-05,BLOCK,DECLARED_STATE,GOVERNANCE,"Scope coverage lists the single scope item, matching Deliverables.csv (CS-06 OK)",CONTEXT surface of DEL-03-05,NONE,IN_PROGRESS,NONE,NOT_APPLICABLE,NOT_APPLICABLE,NONE,NOT_APPLICABLE,NOT_APPLICABLE,IN_PROGRESS,ALIGNED,HIGH,,,,NONE,,CS-06,,NONE_FOUND,,NO,NOT_APPLICABLE,,00115c71931bcae79909602d653740d3bb72dfa1
DEL-03-05:CONTEXT#objective-support,DEL-03-05,BLOCK,DECLARED_STATE,GOVERNANCE,"Objective support lists OBJ-004, matching Deliverables.csv (CS-06 OK)",CONTEXT surface of DEL-03-05,NONE,IN_PROGRESS,NONE,NOT_APPLICABLE,NOT_APPLICABLE,NONE,NOT_APPLICABLE,NOT_APPLICABLE,IN_PROGRESS,ALIGNED,HIGH,,,,NONE,,CS-06,,NONE_FOUND,,NO,NOT_APPLICABLE,,00115c71931bcae79909602d653740d3bb72dfa1
