SourceScopeID,SourceInOut,SourceStatement,SourcePackages,SourceDeliverables,Successors,SourceObjectives,Disposition,ReplacementRule,OpenIssue,State,ExactPredicateSource
SOW-047,IN,Once adopted the PRD is amended only by a superseding instrument bound to a git SHA; the adopted bytes are never overwritten at their path and each revision is a new attributable act.,PKG-04_Developmental_Machinery_and_Change_Control,DEL-04-08_PRD_Amendment_and_Attributable_Change_Control,GOV-04-08,OBJ-003,TRANSFER_OR_REHOME,Once adopted the PRD is amended only by a superseding instrument bound to a git SHA; immutable accepted revision artifacts are never overwritten. The canonical docs/PRD_ROOT.md placement may be replaced only after its exact immediate predecessor is preserved at a named immutable revision path and the owner instrument binds prior and successor hashes; the migration predecessor is execution/_ScopeChange/SCA-005_2026-09-05_2344/ADDENDUM_REVIEW/ACCEPTED_ROOT_PRD_REV8.md. Each revision remains a new attributable act; no other immutable artifact path gains this exception.,FALSE,CANDIDATE_NOT_ACCEPTED,execution/_ScopeChange/SCA-005_2026-09-05_2344/ADDENDUM_REVIEW/D13_Amendment.md exact SOW-047 successor
SOW-048,IN,"An adopted PRD that incorporates accepted doctrine carries a standing source-currency check over nine declared classes, pairing the source-corpus basis with the containing commit of the adopted bytes; a currency failure is a REVIEW finding routed to the owner and never an automatic amendment.",PKG-04_Developmental_Machinery_and_Change_Control,DEL-04-09_PRD_Source_Currency_Check_Capability,GOV-04-09,OBJ-001,TRANSFER_OR_REHOME,"An adopted PRD that incorporates accepted doctrine carries a standing source-currency check over nine declared classes, pairing the source-corpus basis with the containing commit of the adopted bytes; a currency failure is a REVIEW finding routed to the owner and never an automatic amendment.",FALSE,CANDIDATE_NOT_ACCEPTED,CANON/SCOPE_PREDICATE_SUCCESSORS.csv SOW-048
SOW-049,IN,"The source-currency check is not built - no generator, schema, or executable check exists at the stated basis - and building it is a precondition of relying on it.",PKG-04_Developmental_Machinery_and_Change_Control,DEL-04-09_PRD_Source_Currency_Check_Capability,GOV-04-09,,TRANSFER_OR_REHOME,"The source-currency check is not built - no generator, schema, or executable check exists at the stated basis - and building it is a precondition of relying on it.",TRUE,CANDIDATE_NOT_ACCEPTED,CANON/SCOPE_PREDICATE_SUCCESSORS.csv SOW-049
SOW-050,IN,"The first root decomposition demonstrates coverage across all four functional categories, each having decomposition coverage or a recorded reasoned deferral; this constrains coverage demonstration only and does not prescribe the partition.",PKG-04_Developmental_Machinery_and_Change_Control,DEL-04-10_Decomposition_Pipeline_and_Root_Coverage_Demonstration,GOV-04-10,,TRANSFER_OR_REHOME,All four functional categories have traceable coverage in the 46 governance controls or a recorded reasoned unresolved disposition; all seven runtime responsibilities resolve to accepted runtime product truth. Coverage is not proof of performance.,FALSE,CANDIDATE_NOT_ACCEPTED,CANON/SCOPE_PREDICATE_SUCCESSORS.csv SOW-050
SOW-051,IN,"Any change to previously approved content requires a new attributable act bound to the resulting SHA with prior approved bytes recoverable in Git; only artifact classes explicitly declared immutable are never overwritten at their path, while living authoritative surfaces amend in place through accepted commits.",PKG-04_Developmental_Machinery_and_Change_Control,DEL-04-08_PRD_Amendment_and_Attributable_Change_Control,GOV-04-08,OBJ-003,TRANSFER_OR_REHOME,"Any change to previously approved content requires a new attributable act bound to the resulting SHA with prior approved bytes recoverable in Git; only artifact classes explicitly declared immutable are never overwritten at their path, while living authoritative surfaces amend in place through accepted commits.",FALSE,CANDIDATE_NOT_ACCEPTED,CANON/SCOPE_PREDICATE_SUCCESSORS.csv SOW-051
SOW-052,IN,"Every orchestration run persists a durable versioned record tree capturing plan, work graph, briefs, returns, notices, dispositions, amendments, and final handoff state; run IDs are created only when a real run begins, and placeholder runs or briefs presented as executed children are prohibited.",PKG-05_Evidence_Provenance_and_Audit,DEL-05-01_Run_Record_Tree_Conformance,GOV-05-01,OBJ-006,TRANSFER_OR_REHOME,"Every orchestration run persists a durable versioned record tree capturing plan, work graph, briefs, returns, notices, dispositions, amendments, and final handoff state; run IDs are created only when a real run begins, and placeholder runs or briefs presented as executed children are prohibited.",FALSE,CANDIDATE_NOT_ACCEPTED,CANON/SCOPE_PREDICATE_SUCCESSORS.csv SOW-052
SOW-053,IN,"Phase-boundary decisions terminate in immutable snapshots, stopping work emits an explicit handoff state, and each lawful tranche appends a minimal receipt.",PKG-05_Evidence_Provenance_and_Audit,DEL-05-02_Snapshot_Handoff_and_Receipt_Discipline;DEL-04-11_Root_Loop_Receipt_Validator,GOV-05-02;GOV-04-11,OBJ-003,TRANSFER_OR_REHOME,"Phase-boundary decisions terminate in immutable snapshots, stopping work emits an explicit handoff state, and each lawful tranche appends a minimal receipt.",FALSE,CANDIDATE_NOT_ACCEPTED,CANON/SCOPE_PREDICATE_SUCCESSORS.csv SOW-053
SOW-054,IN,"The three SHA roles are distinct and recorded distinctly: the owner act binds approved content to its candidate SHA, the publication SHA identifies the durable ruling record, and the effective SHA identifies applied state.",PKG-05_Evidence_Provenance_and_Audit,DEL-05-03_SHA_Role_Register,GOV-05-03,OBJ-003,TRANSFER_OR_REHOME,"The three SHA roles are distinct and recorded distinctly: the owner act binds approved content to its candidate SHA, the publication SHA identifies the durable ruling record, and the effective SHA identifies applied state.",FALSE,CANDIDATE_NOT_ACCEPTED,CANON/SCOPE_PREDICATE_SUCCESSORS.csv SOW-054
SOW-055,IN,"Claims carry epistemic labels and progress through the warrant lifecycle, and authentication is an accountable actor's scoped, purpose-specific, SHA-bound act that neither creates knowledge nor establishes truth.",PKG-05_Evidence_Provenance_and_Audit,DEL-05-04_Claim_Provenance_and_Warrant_Lifecycle,GOV-05-04,OBJ-003,TRANSFER_OR_REHOME,"Claims carry epistemic labels and progress through the warrant lifecycle, and authentication is an accountable actor's scoped, purpose-specific, SHA-bound act that neither creates knowledge nor establishes truth.",FALSE,CANDIDATE_NOT_ACCEPTED,CANON/SCOPE_PREDICATE_SUCCESSORS.csv SOW-055
SOW-056,IN,"Read-only audit and evaluation surfaces exist and are governed, with membership incorporated by reference to the live agent index.",PKG-05_Evidence_Provenance_and_Audit,DEL-05-05_Audit_and_Evaluation_Surface_Governance,GOV-05-05,OBJ-003,TRANSFER_OR_REHOME,"Read-only audit and evaluation surfaces exist and are governed, with membership incorporated by reference to the live agent index.",FALSE,CANDIDATE_NOT_ACCEPTED,CANON/SCOPE_PREDICATE_SUCCESSORS.csv SOW-056
SOW-057,IN,"Validation evidence is written only under declared generated paths under the mutation-control contract, the harness never writes governed authority files, and governed-file mutation by a validation command is an unconditional BLOCK.",PKG-05_Evidence_Provenance_and_Audit,DEL-05-06_Validation_Evidence_Mutation_Control,GOV-05-06,OBJ-004,TRANSFER_OR_REHOME,"Validation evidence is written only under declared generated paths under the mutation-control contract, the harness never writes governed authority files, and governed-file mutation by a validation command is an unconditional BLOCK.",FALSE,CANDIDATE_NOT_ACCEPTED,CANON/SCOPE_PREDICATE_SUCCESSORS.csv SOW-057
SOW-058,IN,"A scope unit or phase is not closed because files were written: closure requires accepted authoritative truth, regenerated or explicitly deferred derivatives, recorded audit status, and surfaced unresolved blockers.",PKG-05_Evidence_Provenance_and_Audit,DEL-05-07_Closure_Criteria_Conformance,GOV-05-07,OBJ-003,TRANSFER_OR_REHOME,"A scope unit or phase is not closed because files were written: closure requires accepted authoritative truth, regenerated or explicitly deferred derivatives, recorded audit status, and surfaced unresolved blockers.",FALSE,CANDIDATE_NOT_ACCEPTED,CANON/SCOPE_PREDICATE_SUCCESSORS.csv SOW-058
SOW-059,IN,"Evidence completeness is not evidence sufficiency: the provenance ladder measures whether warrant is present, never whether it is adequate for a given reliance purpose, which is a human judgment against scope and purpose.",PKG-05_Evidence_Provenance_and_Audit,DEL-05-04_Claim_Provenance_and_Warrant_Lifecycle,GOV-05-04,OBJ-003,TRANSFER_OR_REHOME,"Evidence completeness is not evidence sufficiency: the provenance ladder measures whether warrant is present, never whether it is adequate for a given reliance purpose, which is a human judgment against scope and purpose.",FALSE,CANDIDATE_NOT_ACCEPTED,CANON/SCOPE_PREDICATE_SUCCESSORS.csv SOW-059
SOW-060,IN,"Self-application is operationalized by the ruled D-GOV-21 §6 sequence, whose later steps - PRD adoption, first root decomposition with Project Setup, and materialization behind the §5.3 gate - are individually gated.",PKG-06_Self_Application_Variants_and_Release,DEL-06-01_Self_Application_Discipline_and_Falsifier_Observation,GOV-06-01,OBJ-004,TRANSFER_OR_REHOME,D-GOV-21 adoption/setup/materialization stages remain historical accepted state. Prospective governance self-maintenance follows individually accepted canon/scope/propagation/closure acts; no new Root product sequence is selected.,TRUE,CANDIDATE_NOT_ACCEPTED,CANON/SCOPE_PREDICATE_SUCCESSORS.csv SOW-060
SOW-061,IN,"Until the materialization gate closes, root execution/ holds control-plane records only.",PKG-03_Governed_Execution_Structure_and_Root_Containment,DEL-03-06_Root_Materialization_Readiness_and_Deliverable_Stream,GOV-03-06,OBJ-004,TRANSFER_OR_REHOME,"After effective retirement Root execution/ holds governance coordination and preserved historical product evidence, and is closed to new active Root product materialization. Until effect, temporary custody remains under accepted current authority.",FALSE,CANDIDATE_NOT_ACCEPTED,CANON/SCOPE_PREDICATE_SUCCESSORS.csv SOW-061
SOW-062,IN,A root node may not consume a capability produced by root development before that capability was accepted through the basis or an explicitly accepted predecessor.,PKG-06_Self_Application_Variants_and_Release,DEL-06-01_Self_Application_Discipline_and_Falsifier_Observation,GOV-06-01,OBJ-004,TRANSFER_OR_REHOME,A Root governance run may not consume its newly produced capability as accepted governing basis before actual accountable acceptance through the basis or an accepted predecessor.,FALSE,CANDIDATE_NOT_ACCEPTED,CANON/SCOPE_PREDICATE_SUCCESSORS.csv SOW-062
SOW-063,IN,Deterministic guards and human gates supply containment but neither supplies authorization; the instruction-surface gate does not itself grant authorization.,PKG-03_Governed_Execution_Structure_and_Root_Containment,DEL-03-04_Root_Working_Root_Exception_Conformance,GOV-03-04,OBJ-004,TRANSFER_OR_REHOME,Deterministic guards and human gates supply containment but neither supplies authorization; the instruction-surface gate does not itself grant authorization.,FALSE,CANDIDATE_NOT_ACCEPTED,CANON/SCOPE_PREDICATE_SUCCESSORS.csv SOW-063
SOW-064,IN,"The exact-candidate-SHA procedure is an observed practice exercised on substantial governance proposals rather than a governing rule; the actual invariant is that every approval binds to a specific git SHA, and vehicle selection is professional judgment.",PKG-06_Self_Application_Variants_and_Release,DEL-06-03_Approval_Vehicle_Practice_Record,GOV-06-03,OBJ-003,TRANSFER_OR_REHOME,"The exact-candidate-SHA procedure is an observed practice exercised on substantial governance proposals rather than a governing rule; the actual invariant is that every approval binds to a specific git SHA, and vehicle selection is professional judgment.",FALSE,CANDIDATE_NOT_ACCEPTED,CANON/SCOPE_PREDICATE_SUCCESSORS.csv SOW-064
SOW-065,IN,"Four accepted mechanisms make concurrent root development safe: fine-grained write ownership with disjoint or serialized targets, a frozen instruction basis per run, worktree isolation for concurrent children, and a pre-dispatch work-graph check validating declared and disjoint write targets.",PKG-06_Self_Application_Variants_and_Release,DEL-06-02_Concurrency_Mechanism_Legibility_and_Run_State_Reconstruction,GOV-06-02,OBJ-006,TRANSFER_OR_REHOME,"Root governance concurrency retains declared disjoint or serialized write ownership, a frozen instruction basis per run, applicable worktree isolation and pre-dispatch graph checks. These controls convey no project ownership.",FALSE,CANDIDATE_NOT_ACCEPTED,CANON/SCOPE_PREDICATE_SUCCESSORS.csv SOW-065
SOW-066,IN,"Legibility of concurrent work is a property of declared, file-recorded write ownership, so every active run's ownership and gates must remain reconstructible from coordination state and work graphs are recorded before dispatch rather than after.",PKG-06_Self_Application_Variants_and_Release,DEL-06-02_Concurrency_Mechanism_Legibility_and_Run_State_Reconstruction,GOV-06-02,OBJ-006,TRANSFER_OR_REHOME,"Legibility of concurrent work is a property of declared, file-recorded write ownership, so every active run's ownership and gates must remain reconstructible from coordination state and work graphs are recorded before dispatch rather than after.",FALSE,CANDIDATE_NOT_ACCEPTED,CANON/SCOPE_PREDICATE_SUCCESSORS.csv SOW-066
SOW-067,IN,One instruction root serves many working roots without per-workspace instruction drift.,PKG-06_Self_Application_Variants_and_Release,DEL-06-04_Downward_Variant_Service_and_Non_Weakening,GOV-06-04,OBJ-005,TRANSFER_OR_REHOME,One instruction root serves many working roots without per-workspace instruction drift.,FALSE,CANDIDATE_NOT_ACCEPTED,CANON/SCOPE_PREDICATE_SUCCESSORS.csv SOW-067
SOW-068,IN,"A working root may extend the invariant catalog and may overlay or specialize the agent suite, but must not weaken framework governance.",PKG-06_Self_Application_Variants_and_Release,DEL-06-04_Downward_Variant_Service_and_Non_Weakening,GOV-06-04,OBJ-005,TRANSFER_OR_REHOME,"A working root may extend the invariant catalog and may overlay or specialize the agent suite, but must not weaken framework governance.",FALSE,CANDIDATE_NOT_ACCEPTED,CANON/SCOPE_PREDICATE_SUCCESSORS.csv SOW-068
SOW-069,IN,"No variant inherits the root working-root exception, and the exception extends to no other working root.",PKG-06_Self_Application_Variants_and_Release,DEL-06-04_Downward_Variant_Service_and_Non_Weakening,GOV-06-04,OBJ-004,TRANSFER_OR_REHOME,No project inherits the former Root product exception. Explicit in-tree v1 and external v2 registrations keep their distinct accepted containment contracts.,FALSE,CANDIDATE_NOT_ACCEPTED,CANON/SCOPE_PREDICATE_SUCCESSORS.csv SOW-069
SOW-070,IN,Variants specialize root patterns for particular forms of knowledge work.,PKG-06_Self_Application_Variants_and_Release,DEL-06-06_Governed_Promotion_Pathway,GOV-06-06,OBJ-005,TRANSFER_OR_REHOME,Variants specialize root patterns for particular forms of knowledge work.,FALSE,CANDIDATE_NOT_ACCEPTED,CANON/SCOPE_PREDICATE_SUCCESSORS.csv SOW-070
SOW-071,IN,Observed friction and successful patterns in variants may return as evidence-linked root candidates.,PKG-06_Self_Application_Variants_and_Release,DEL-06-06_Governed_Promotion_Pathway,GOV-06-06,OBJ-005,TRANSFER_OR_REHOME,Observed friction and successful patterns in variants may return as evidence-linked root candidates.,FALSE,CANDIDATE_NOT_ACCEPTED,CANON/SCOPE_PREDICATE_SUCCESSORS.csv SOW-071
SOW-072,IN,"No variant automatically changes or weakens root; a pattern's success in a working root is evidence, not authority.",PKG-06_Self_Application_Variants_and_Release,DEL-06-06_Governed_Promotion_Pathway,GOV-06-06,OBJ-005,TRANSFER_OR_REHOME,"No variant automatically changes or weakens root; a pattern's success in a working root is evidence, not authority.",FALSE,CANDIDATE_NOT_ACCEPTED,CANON/SCOPE_PREDICATE_SUCCESSORS.csv SOW-072
SOW-073,IN,"Promotion occurs only through the root's human-governed developmental machinery - a candidate, a ruling, and an accepted tranche.",PKG-06_Self_Application_Variants_and_Release,DEL-06-06_Governed_Promotion_Pathway,GOV-06-06,OBJ-005,TRANSFER_OR_REHOME,"Promotion occurs only through the root's human-governed developmental machinery - a candidate, a ruling, and an accepted tranche.",FALSE,CANDIDATE_NOT_ACCEPTED,CANON/SCOPE_PREDICATE_SUCCESSORS.csv SOW-073
SOW-074,OUT,No change to the public-export boundary.,PKG-04_Developmental_Machinery_and_Change_Control,DEL-04-07_Public_Export_Boundary_Conformance,GOV-04-07,,PRESERVE_EXCLUSION,No change to the public-export boundary.,FALSE,CANDIDATE_NOT_ACCEPTED,CANON/SCOPE_PREDICATE_SUCCESSORS.csv SOW-074
SOW-075,OUT,No extension of the root working-root exception to any other working root or to desktop-selected folders.,PKG-06_Self_Application_Variants_and_Release,DEL-06-04_Downward_Variant_Service_and_Non_Weakening,GOV-06-04,,PRESERVE_EXCLUSION,No extension of the root working-root exception to any other working root or to desktop-selected folders.,FALSE,CANDIDATE_NOT_ACCEPTED,CANON/SCOPE_PREDICATE_SUCCESSORS.csv SOW-075
SOW-076,OUT,No waiver of the decomposition pipeline.,PKG-04_Developmental_Machinery_and_Change_Control,DEL-04-10_Decomposition_Pipeline_and_Root_Coverage_Demonstration,GOV-04-10,,PRESERVE_EXCLUSION,No waiver of the decomposition pipeline.,FALSE,CANDIDATE_NOT_ACCEPTED,CANON/SCOPE_PREDICATE_SUCCESSORS.csv SOW-076
SOW-077,OUT,No blanket authority for future root-structure changes.,PKG-01_Product_Definition_Normative_Basis_and_Authority,DEL-01-08_Non_Goal_Boundary_and_Open_Conflict_Register,GOV-01-08,,PRESERVE_EXCLUSION,No blanket authority for future root-structure changes.,FALSE,CANDIDATE_NOT_ACCEPTED,CANON/SCOPE_PREDICATE_SUCCESSORS.csv SOW-077
SOW-078,OUT,"No change to the named human-authority, binding, gate, and sealed-context invariants, or to any invariant or clause not named in the authorizing packet.",PKG-01_Product_Definition_Normative_Basis_and_Authority,DEL-01-08_Non_Goal_Boundary_and_Open_Conflict_Register,GOV-01-08,,PRESERVE_EXCLUSION,"No change to the named human-authority, binding, gate, and sealed-context invariants, or to any invariant or clause not named in the authorizing packet.",FALSE,CANDIDATE_NOT_ACCEPTED,CANON/SCOPE_PREDICATE_SUCCESSORS.csv SOW-078
SOW-079,OUT,"The PRD is not a roadmap; the roadmap surface remains separate, and no packages, deliverables, acceptance tests, or priority rankings are introduced by the PRD itself.",PKG-01_Product_Definition_Normative_Basis_and_Authority,DEL-01-08_Non_Goal_Boundary_and_Open_Conflict_Register,GOV-01-08,,PRESERVE_EXCLUSION,"The PRD is not a roadmap; the roadmap surface remains separate, and no packages, deliverables, acceptance tests, or priority rankings are introduced by the PRD itself.",FALSE,CANDIDATE_NOT_ACCEPTED,CANON/SCOPE_PREDICATE_SUCCESSORS.csv SOW-079
SOW-080,IN,"F1 - containment failure: root self-development corrupts a shared instruction surface out from under a situated loop in a way the superseded separation would have prevented, undetected and ungated by the containment mechanisms and guards.",PKG-06_Self_Application_Variants_and_Release,DEL-06-01_Self_Application_Discipline_and_Falsifier_Observation,GOV-06-01,OBJ-004,TRANSFER_OR_REHOME,F1: a Root governance/instruction change corrupts the shared instruction basis relied on by a project and applicable declared-scope/frozen-basis/G0–G4/M6 controls fail to detect or gate it.,FALSE,CANDIDATE_NOT_ACCEPTED,CANON/SCOPE_PREDICATE_SUCCESSORS.csv SOW-080
SOW-081,IN,"F2 - loop bypass: root development proceeds outside the root governed loop, materialized without a current workplan pointer, receipts, and the governance machinery engaged.",PKG-06_Self_Application_Variants_and_Release,DEL-06-01_Self_Application_Discipline_and_Falsifier_Observation,GOV-06-01,OBJ-004,TRANSFER_OR_REHOME,"F2: Root governance work proceeds without the standing session-init, deterministic intent-plan pointer, append-only receipts and applicable independently authorized M2/G4/M6 change machinery.",FALSE,CANDIDATE_NOT_ACCEPTED,CANON/SCOPE_PREDICATE_SUCCESSORS.csv SOW-081
SOW-082,IN,F3 - self-authorization: a root node consumes a capability produced by root development before that capability was accepted.,PKG-06_Self_Application_Variants_and_Release,DEL-06-01_Self_Application_Discipline_and_Falsifier_Observation,GOV-06-01,OBJ-004,TRANSFER_OR_REHOME,F3: a Root governance run consumes its newly produced capability as accepted governing basis before that capability is actually accepted.,FALSE,CANDIDATE_NOT_ACCEPTED,CANON/SCOPE_PREDICATE_SUCCESSORS.csv SOW-082
SOW-083,IN,"F4 - requirements drift: at the close of the first root decomposition, an accepted scope unit cannot be traced to a PRD requirement or objective, or a PRD requirement or objective has neither coverage nor a recorded deferral.",PKG-04_Developmental_Machinery_and_Change_Control,DEL-04-10_Decomposition_Pipeline_and_Root_Coverage_Demonstration,GOV-04-10,,TRANSFER_OR_REHOME,"F4: an accepted retained duty has no traceable governance successor or explicit unresolved disposition, or a transferred runtime row cannot be traced to its accepted charter. Historical first-decomposition coverage does not replace the current map.",FALSE,CANDIDATE_NOT_ACCEPTED,CANON/SCOPE_PREDICATE_SUCCESSORS.csv SOW-083
SOW-084,IN,"F5 - concordance failure: the adopted PRD and the ratified genus clause come to say incompatible things about what the root product is, without a recorded superseding act on one of them.",PKG-01_Product_Definition_Normative_Basis_and_Authority,DEL-01-01_Genus_Concordance_Closure_and_Standing_Map,GOV-01-01,OBJ-001,TRANSFER_OR_REHOME,F5: accepted Root charter and DIRECTIVE §1 contradict ownership or identity without an explicit superseding act.,FALSE,CANDIDATE_NOT_ACCEPTED,CANON/SCOPE_PREDICATE_SUCCESSORS.csv SOW-084
SOW-085,IN,"F6 - label decay: a provenance label changes without a superseding instrument, or a PROPOSED item is relied upon as though adopted.",PKG-04_Developmental_Machinery_and_Change_Control,DEL-04-08_PRD_Amendment_and_Attributable_Change_Control,GOV-04-08,OBJ-003,TRANSFER_OR_REHOME,"F6 - label decay: a provenance label changes without a superseding instrument, or a PROPOSED item is relied upon as though adopted.",TRUE,CANDIDATE_NOT_ACCEPTED,CANON/SCOPE_PREDICATE_SUCCESSORS.csv SOW-085
SOW-086,IN,"Release is a separately human-gated lifecycle judgment over whether the current product state may be released, drawing on both operative and developmental evidence and informed by validation results, decomposition coverage, and guard state, none of which releases the product mechanically or constitutes the judgment.",PKG-06_Self_Application_Variants_and_Release,DEL-06-07_Release_Authority_Gate,GOV-06-07,OBJ-004,TRANSFER_OR_REHOME,"Root instruction publication and runtime product release are separately human-gated judgments over their actual subjects, using operative/developmental evidence and applicable coverage/guards. Root retains universal release policy; runtime prepares runtime product release evidence. No migration, merge or validation is a release act.",FALSE,CANDIDATE_NOT_ACCEPTED,CANON/SCOPE_PREDICATE_SUCCESSORS.csv SOW-086
SOW-087,IN,"Release is not an iteration decision: it asks whether what exists may go out, and may be negative with no change proposed or positive with changes pending.",PKG-06_Self_Application_Variants_and_Release,DEL-06-07_Release_Authority_Gate,GOV-06-07,OBJ-004,TRANSFER_OR_REHOME,"Release is not an iteration decision: it asks whether what exists may go out, and may be negative with no change proposed or positive with changes pending.",FALSE,CANDIDATE_NOT_ACCEPTED,CANON/SCOPE_PREDICATE_SUCCESSORS.csv SOW-087
SOW-088,IN,The ruled genus settles what the product is for this PRD and does not by itself amend any governance surface.,PKG-01_Product_Definition_Normative_Basis_and_Authority,DEL-01-01_Genus_Concordance_Closure_and_Standing_Map,GOV-01-01,OBJ-001,TRANSFER_OR_REHOME,"Preserve the following as historical source state, interpreted with its later accepted disposition; it creates no new pending adoption, conflict or materialization authorization: The ruled genus settles what the product is for this PRD and does not by itself amend any governance surface.",FALSE,CANDIDATE_NOT_ACCEPTED,CANON/SCOPE_PREDICATE_SUCCESSORS.csv SOW-088
SOW-089,IN,"Obligation (a): supersede the ratified genus clause through an exact-prose, human-gated act, until which the ratified clause remains in force as written.",PKG-01_Product_Definition_Normative_Basis_and_Authority,DEL-01-01_Genus_Concordance_Closure_and_Standing_Map,GOV-01-01,OBJ-001,TRANSFER_OR_REHOME,"Preserve the following as historical source state, interpreted with its later accepted disposition; it creates no new pending adoption, conflict or materialization authorization: Obligation (a): supersede the ratified genus clause through an exact-prose, human-gated act, until which the ratified clause remains in force as written.",TRUE,CANDIDATE_NOT_ACCEPTED,CANON/SCOPE_PREDICATE_SUCCESSORS.csv SOW-089
SOW-090,IN,"Obligation (b): reword the non-binding derivative top-level description to the ruled genus, as propagation rather than supersession.",PKG-01_Product_Definition_Normative_Basis_and_Authority,DEL-01-01_Genus_Concordance_Closure_and_Standing_Map,GOV-01-01,OBJ-001,TRANSFER_OR_REHOME,"Preserve the following as historical source state, interpreted with its later accepted disposition; it creates no new pending adoption, conflict or materialization authorization: Obligation (b): reword the non-binding derivative top-level description to the ruled genus, as propagation rather than supersession.",TRUE,CANDIDATE_NOT_ACCEPTED,CANON/SCOPE_PREDICATE_SUCCESSORS.csv SOW-090
SOW-091,IN,"Obligation (c): survey the specification, vocabulary, and live-index prose that leans on the contained-level term and propagate where the ruled two-level formulation changes the sense; the survey's scope is its own output rather than assumed.",PKG-01_Product_Definition_Normative_Basis_and_Authority,DEL-01-01_Genus_Concordance_Closure_and_Standing_Map,GOV-01-01,OBJ-001,TRANSFER_OR_REHOME,"Preserve the following as historical source state, interpreted with its later accepted disposition; it creates no new pending adoption, conflict or materialization authorization: Obligation (c): survey the specification, vocabulary, and live-index prose that leans on the contained-level term and propagate where the ruled two-level formulation changes the sense; the survey's scope is its own output rather than assumed.",TRUE,CANDIDATE_NOT_ACCEPTED,CANON/SCOPE_PREDICATE_SUCCESSORS.csv SOW-091
SOW-092,IN,"Jurisdiction for v1 is a single root owner, and accountability is one accountable owner per root inherited by acts within it, with a declared scaling path that is expressly not current scope.",PKG-01_Product_Definition_Normative_Basis_and_Authority,DEL-01-07_Jurisdiction_Accountability_and_v1_User_Scope_Register,GOV-01-07,,TRANSFER_OR_REHOME,"Jurisdiction for v1 is a single root owner, and accountability is one accountable owner per root inherited by acts within it, with a declared scaling path that is expressly not current scope.",FALSE,CANDIDATE_NOT_ACCEPTED,CANON/SCOPE_PREDICATE_SUCCESSORS.csv SOW-092
SOW-093,IN,The identity allowlist stays owner-curated - additions and removals are owner edits published through change management and not extended programmatically.,PKG-04_Developmental_Machinery_and_Change_Control,DEL-04-02_Identity_Attribution_and_Refusal_Controls,GOV-04-02,,TRANSFER_OR_REHOME,The identity allowlist stays owner-curated - additions and removals are owner edits published through change management and not extended programmatically.,FALSE,CANDIDATE_NOT_ACCEPTED,CANON/SCOPE_PREDICATE_SUCCESSORS.csv SOW-093
SOW-094,OUT,"The database-backed multi-practitioner attribution interface named in the ruled evolution path is expressly not current scope, and its referent is TBD in the source rather than guessed.",PKG-01_Product_Definition_Normative_Basis_and_Authority,DEL-01-07_Jurisdiction_Accountability_and_v1_User_Scope_Register,GOV-01-07,,PRESERVE_EXCLUSION,"The database-backed multi-practitioner attribution interface named in the ruled evolution path is expressly not current scope, and its referent is TBD in the source rather than guessed.",TRUE,CANDIDATE_NOT_ACCEPTED,CANON/SCOPE_PREDICATE_SUCCESSORS.csv SOW-094
SOW-095,IN,"The adoption instrument is a decision record on the exact-candidate-SHA pattern, and the concordance map it carries is bidirectional with uncovered items on either side marked TBD - the artifact the concordance falsifier is checked against.",PKG-01_Product_Definition_Normative_Basis_and_Authority,DEL-01-01_Genus_Concordance_Closure_and_Standing_Map,GOV-01-01,OBJ-001,TRANSFER_OR_REHOME,"The adoption instrument is a decision record on the exact-candidate-SHA pattern, and the concordance map it carries is bidirectional with uncovered items on either side marked TBD - the artifact the concordance falsifier is checked against.",FALSE,CANDIDATE_NOT_ACCEPTED,CANON/SCOPE_PREDICATE_SUCCESSORS.csv SOW-095
SOW-096,IN,"Placement is a split with a pointer: the adopted bytes are placed on the doctrinal surface through the existing export allowlist with no boundary change, candidates and revision evidence remain immutable on the coordination surface, and future amendments are instruction-surface tranches.",PKG-04_Developmental_Machinery_and_Change_Control,DEL-04-08_PRD_Amendment_and_Attributable_Change_Control,GOV-04-08,,TRANSFER_OR_REHOME,"Placement is a split with a pointer: the adopted bytes are placed on the doctrinal surface through the existing export allowlist with no boundary change, candidates and revision evidence remain immutable on the coordination surface, and future amendments are instruction-surface tranches.",FALSE,CANDIDATE_NOT_ACCEPTED,CANON/SCOPE_PREDICATE_SUCCESSORS.csv SOW-096
SOW-097,IN,"The concordance annex is a derivative package and derived publication artifact - never itself adopted, never the amendment surface, specified for regeneration - and adoption binds the exact bytes of the main document only.",PKG-04_Developmental_Machinery_and_Change_Control,DEL-04-09_PRD_Source_Currency_Check_Capability,GOV-04-09,,TRANSFER_OR_REHOME,"The concordance annex is a derivative package and derived publication artifact - never itself adopted, never the amendment surface, specified for regeneration - and adoption binds the exact bytes of the main document only.",FALSE,CANDIDATE_NOT_ACCEPTED,CANON/SCOPE_PREDICATE_SUCCESSORS.csv SOW-097
