ClaimRowID,DeliverableID,ContractPath,Section,LocalID,ClaimClass,ClaimText,AcceptedSourceRefs,Disposition,RepairNeeded,RepairInstruction,SourceState,Notes
DEL-10-10-022,DEL-10-10,projects/pec/execution/PKG-10_Validation_Measurement/1_Working/DEL-10-10_Directed_bootstrap_self_ingest_validation/ScopeOfWork.md,Boundaries,TBD-001,TBD,"- TBD-001 — `ResponsibleParty` is unassigned; the register records `TBD`, with assignment at WORKING_ITEMS activation and not in this contract (`SOFTWARE_DECOMP.md` §5 preamble; `_CONTEXT.md`).",ScopeOfWork.md embedded citations; projects/pec/docs/PRD.md v2.2; projects/pec/execution/_Decomposition/SOFTWARE_DECOMP.md rev1.3; D-PEC-69 frozen basis,ALIGNED,NO,NONE,source_commit=404e47c16a88e7ffdc6d1fc5fac61ebb6864211e; contract_sha256=5e63c9ff6e2846e93c8e1941d79f7f64a9888c83f16074d7ff404c8806da2be5; status_sha256=24030ebc3d4badfce74149e729a67b6a525522ccd08f048dd4d31811d57905a3,No v2.2/SCA-003 incompatibility found at ScopeOfWork.md line 321.
DEL-10-10-023,DEL-10-10,projects/pec/execution/PKG-10_Validation_Measurement/1_Working/DEL-10-10_Directed_bootstrap_self_ingest_validation/ScopeOfWork.md,Boundaries,TBD-002,TBD,"- TBD-002 — What mechanism runs this standing validation — what re-runs it, on what occasions, and whether re-running is an automated check, a governed workflow act, or a human review pass — is fixed by no accepted source. `C-08` says standing nodes ""gate releases"", and the `Type` cell says `TEST_SUITE`, but neither states a runner. It is chosen during production within REQ-007 and REQ-008 and is part of CON-002; this contract does not choose it.",ScopeOfWork.md embedded citations; projects/pec/docs/PRD.md v2.2; projects/pec/execution/_Decomposition/SOFTWARE_DECOMP.md rev1.3; D-PEC-69 frozen basis,ALIGNED,NO,NONE,source_commit=404e47c16a88e7ffdc6d1fc5fac61ebb6864211e; contract_sha256=5e63c9ff6e2846e93c8e1941d79f7f64a9888c83f16074d7ff404c8806da2be5; status_sha256=24030ebc3d4badfce74149e729a67b6a525522ccd08f048dd4d31811d57905a3,No v2.2/SCA-003 incompatibility found at ScopeOfWork.md line 322.
DEL-10-10-024,DEL-10-10,projects/pec/execution/PKG-10_Validation_Measurement/1_Working/DEL-10-10_Directed_bootstrap_self_ingest_validation/ScopeOfWork.md,Boundaries,TBD-003,TBD,"- TBD-003 — Where the progression record lives — its path, its format, and whether it is one file or a directory of dated entries — is fixed by no accepted source. `AnticipatedArtifacts` names the record and its facets and no location; `ContextEnvelopeNotes` requires cohesion, not a filename. It is chosen during production within REQ-008 and REQ-009.",ScopeOfWork.md embedded citations; projects/pec/docs/PRD.md v2.2; projects/pec/execution/_Decomposition/SOFTWARE_DECOMP.md rev1.3; D-PEC-69 frozen basis,ALIGNED,NO,NONE,source_commit=404e47c16a88e7ffdc6d1fc5fac61ebb6864211e; contract_sha256=5e63c9ff6e2846e93c8e1941d79f7f64a9888c83f16074d7ff404c8806da2be5; status_sha256=24030ebc3d4badfce74149e729a67b6a525522ccd08f048dd4d31811d57905a3,No v2.2/SCA-003 incompatibility found at ScopeOfWork.md line 323.
DEL-10-10-025,DEL-10-10,projects/pec/execution/PKG-10_Validation_Measurement/1_Working/DEL-10-10_Directed_bootstrap_self_ingest_validation/ScopeOfWork.md,Boundaries,TBD-004,TBD,"- TBD-004 — What constitutes ""acceptance"" of a predecessor for the purposes of a capability cutover is fixed by no accepted source at this deliverable's level. `_DEPENDENCIES.md` records the Phase 1.3 owner-ruled dependency maturity threshold `INITIALIZED` for blocker computation, and `_STATUS.md` is the sole lifecycle authority; whether a cutover's evidence cites a lifecycle state, a review outcome, an owner ruling, or several is a production choice bounded by REQ-002. Nothing in this contract settles it, and no choice made under it may function as an authority over cutover order (CLM-019).",ScopeOfWork.md embedded citations; projects/pec/docs/PRD.md v2.2; projects/pec/execution/_Decomposition/SOFTWARE_DECOMP.md rev1.3; D-PEC-69 frozen basis,ALIGNED,NO,NONE,source_commit=404e47c16a88e7ffdc6d1fc5fac61ebb6864211e; contract_sha256=5e63c9ff6e2846e93c8e1941d79f7f64a9888c83f16074d7ff404c8806da2be5; status_sha256=24030ebc3d4badfce74149e729a67b6a525522ccd08f048dd4d31811d57905a3,No v2.2/SCA-003 incompatibility found at ScopeOfWork.md line 324.
DEL-10-10-026,DEL-10-10,projects/pec/execution/PKG-10_Validation_Measurement/1_Working/DEL-10-10_Directed_bootstrap_self_ingest_validation/ScopeOfWork.md,Boundaries,TBD-005,TBD,"- TBD-005 — The ""structurally different loop"" against which generality is validated after self-ingestion is named by no accepted source. `SOW-064`'s `Notes`, `PRD.md` §12, `D-PEC-61` item 1, and `C16` each state the obligation without naming a loop. REQ-010 obliges the record to carry the obligation and its unmet-or-met state; selecting the loop is not a production choice this contract authorizes.",ScopeOfWork.md embedded citations; projects/pec/docs/PRD.md v2.2; projects/pec/execution/_Decomposition/SOFTWARE_DECOMP.md rev1.3; D-PEC-69 frozen basis,ALIGNED,NO,NONE,source_commit=404e47c16a88e7ffdc6d1fc5fac61ebb6864211e; contract_sha256=5e63c9ff6e2846e93c8e1941d79f7f64a9888c83f16074d7ff404c8806da2be5; status_sha256=24030ebc3d4badfce74149e729a67b6a525522ccd08f048dd4d31811d57905a3,No v2.2/SCA-003 incompatibility found at ScopeOfWork.md line 325.
DEL-10-10-027,DEL-10-10,projects/pec/execution/PKG-10_Validation_Measurement/1_Working/DEL-10-10_Directed_bootstrap_self_ingest_validation/ScopeOfWork.md,Completion and Reliance Basis — Epistemology,REQ-001,REQ,"- REQ-001 — The record shall evidence that PEC's accepted full dependency DAG was ingested as P1's initial file-native coordination state, identifying the accepted DAG basis ingested, the loop it describes, and the point in the progression at which the ingestion occurred, per `SOW-064` (CLM-001), `PRD.md` §12 (CLM-002), and `C16` (CLM-004).",ScopeOfWork.md embedded citations; projects/pec/docs/PRD.md v2.2; projects/pec/execution/_Decomposition/SOFTWARE_DECOMP.md rev1.3; D-PEC-69 frozen basis,ALIGNED,NO,NONE,source_commit=404e47c16a88e7ffdc6d1fc5fac61ebb6864211e; contract_sha256=5e63c9ff6e2846e93c8e1941d79f7f64a9888c83f16074d7ff404c8806da2be5; status_sha256=24030ebc3d4badfce74149e729a67b6a525522ccd08f048dd4d31811d57905a3,No v2.2/SCA-003 incompatibility found at ScopeOfWork.md line 335.
DEL-10-10-028,DEL-10-10,projects/pec/execution/PKG-10_Validation_Measurement/1_Working/DEL-10-10_Directed_bootstrap_self_ingest_validation/ScopeOfWork.md,Completion and Reliance Basis — Epistemology,REQ-002,REQ,"- REQ-002 — The record shall evidence, for each capability cutover in the progression, that the consuming node consumed only PEC capabilities already produced and **accepted** by predecessor nodes, and that no node depended on the capability it was creating, per `C16` and `PRD.md` §12. Each cutover entry shall identify the capability, the predecessor whose acceptance it relied on, and the evidence of that acceptance (TBD-004). The record evidences this property; it does not schedule, authorize, or withhold a cutover (CLM-019, REQ-011).",ScopeOfWork.md embedded citations; projects/pec/docs/PRD.md v2.2; projects/pec/execution/_Decomposition/SOFTWARE_DECOMP.md rev1.3; D-PEC-69 frozen basis,ALIGNED,NO,NONE,source_commit=404e47c16a88e7ffdc6d1fc5fac61ebb6864211e; contract_sha256=5e63c9ff6e2846e93c8e1941d79f7f64a9888c83f16074d7ff404c8806da2be5; status_sha256=24030ebc3d4badfce74149e729a67b6a525522ccd08f048dd4d31811d57905a3,No v2.2/SCA-003 incompatibility found at ScopeOfWork.md line 336.
DEL-10-10-029,DEL-10-10,projects/pec/execution/PKG-10_Validation_Measurement/1_Working/DEL-10-10_Directed_bootstrap_self_ingest_validation/ScopeOfWork.md,Completion and Reliance Basis — Epistemology,REQ-003,REQ,"- REQ-003 — The record shall capture coordination friction observed during the progression, each observation attributed to the occasion on which it was observed and to the evidence that supports it, per `SOW-064` (""observed coordination friction is captured as evidence"") and `PRD.md` §12 (""Coordination friction observed during this progression may produce evidence-linked candidate functions, boundary decisions, and scope-change requests"").",ScopeOfWork.md embedded citations; projects/pec/docs/PRD.md v2.2; projects/pec/execution/_Decomposition/SOFTWARE_DECOMP.md rev1.3; D-PEC-69 frozen basis,ALIGNED,NO,NONE,source_commit=404e47c16a88e7ffdc6d1fc5fac61ebb6864211e; contract_sha256=5e63c9ff6e2846e93c8e1941d79f7f64a9888c83f16074d7ff404c8806da2be5; status_sha256=24030ebc3d4badfce74149e729a67b6a525522ccd08f048dd4d31811d57905a3,No v2.2/SCA-003 incompatibility found at ScopeOfWork.md line 337.
DEL-10-10-030,DEL-10-10,projects/pec/execution/PKG-10_Validation_Measurement/1_Working/DEL-10-10_Directed_bootstrap_self_ingest_validation/ScopeOfWork.md,Completion and Reliance Basis — Epistemology,REQ-004,REQ,"- REQ-004 — The record shall carry the **negative** dispositions as first-class content: functions proposed, functions rejected, and functions found unnecessary, each with the disposition and the basis for it. A disposition once recorded shall not be pruned from the record because it did not lead to work; the `AnticipatedArtifacts` cell names ""proposed, rejected, and unnecessary functions"" as facets of the record, and the `ContextEnvelopeNotes` cell names ""negative function dispositions"" among the reasons the envelope is `M` (CLM-007).",ScopeOfWork.md embedded citations; projects/pec/docs/PRD.md v2.2; projects/pec/execution/_Decomposition/SOFTWARE_DECOMP.md rev1.3; D-PEC-69 frozen basis,ALIGNED,NO,NONE,source_commit=404e47c16a88e7ffdc6d1fc5fac61ebb6864211e; contract_sha256=5e63c9ff6e2846e93c8e1941d79f7f64a9888c83f16074d7ff404c8806da2be5; status_sha256=24030ebc3d4badfce74149e729a67b6a525522ccd08f048dd4d31811d57905a3,No v2.2/SCA-003 incompatibility found at ScopeOfWork.md line 338.
DEL-10-10-031,DEL-10-10,projects/pec/execution/PKG-10_Validation_Measurement/1_Working/DEL-10-10_Directed_bootstrap_self_ingest_validation/ScopeOfWork.md,Completion and Reliance Basis — Epistemology,REQ-005,REQ,"- REQ-005 — The record shall evidence that the file-native fallback remained operable throughout the progression — that governed work proceeded without requiring a PEC read or write — per `SOW-064`'s `Notes` (""the file-native fallback remains operable""), `C16`, and `PEC-K-01` (""No governed act may require a PEC read or write. Deleting PEC blocks nothing.""). Operability shall be evidenced at the occasions the record covers rather than asserted once.",ScopeOfWork.md embedded citations; projects/pec/docs/PRD.md v2.2; projects/pec/execution/_Decomposition/SOFTWARE_DECOMP.md rev1.3; D-PEC-69 frozen basis,ALIGNED,NO,NONE,source_commit=404e47c16a88e7ffdc6d1fc5fac61ebb6864211e; contract_sha256=5e63c9ff6e2846e93c8e1941d79f7f64a9888c83f16074d7ff404c8806da2be5; status_sha256=24030ebc3d4badfce74149e729a67b6a525522ccd08f048dd4d31811d57905a3,No v2.2/SCA-003 incompatibility found at ScopeOfWork.md line 339.
DEL-10-10-032,DEL-10-10,projects/pec/execution/PKG-10_Validation_Measurement/1_Working/DEL-10-10_Directed_bootstrap_self_ingest_validation/ScopeOfWork.md,Completion and Reliance Basis — Epistemology,REQ-006,REQ,"- REQ-006 — For every observation the record carries that led anywhere, the record shall state the route it took — to a candidate function, a boundary decision, a scope-change request, or a human-gated decision or amendment — and the state of that route. The record shall state no observation as authorizing, granting, or changing anything: per `SOW-064`'s `Notes` ""observations grant no authority or scope"", and per `PRD.md` §12, friction ""grants no authority and changes no accepted scope without human approval"" (AX-002).",ScopeOfWork.md embedded citations; projects/pec/docs/PRD.md v2.2; projects/pec/execution/_Decomposition/SOFTWARE_DECOMP.md rev1.3; D-PEC-69 frozen basis,ALIGNED,NO,NONE,source_commit=404e47c16a88e7ffdc6d1fc5fac61ebb6864211e; contract_sha256=5e63c9ff6e2846e93c8e1941d79f7f64a9888c83f16074d7ff404c8806da2be5; status_sha256=24030ebc3d4badfce74149e729a67b6a525522ccd08f048dd4d31811d57905a3,No v2.2/SCA-003 incompatibility found at ScopeOfWork.md line 340.
DEL-10-10-033,DEL-10-10,projects/pec/execution/PKG-10_Validation_Measurement/1_Working/DEL-10-10_Directed_bootstrap_self_ingest_validation/ScopeOfWork.md,Completion and Reliance Basis — Epistemology,REQ-007,REQ,"- REQ-007 — The record shall be a standing validation with no terminal state: it shall remain re-runnable and appendable for as long as the progression continues, and each entry shall be evidence for the progression state it observed and for no later state. No entry, no passing check, and no completed facet shall be expressible as completion of this deliverable, per the `Description` (""Introduced in P1 and used as a standing validation thereafter"") and `C-08` (CLM-008).",ScopeOfWork.md embedded citations; projects/pec/docs/PRD.md v2.2; projects/pec/execution/_Decomposition/SOFTWARE_DECOMP.md rev1.3; D-PEC-69 frozen basis,ALIGNED,NO,NONE,source_commit=404e47c16a88e7ffdc6d1fc5fac61ebb6864211e; contract_sha256=5e63c9ff6e2846e93c8e1941d79f7f64a9888c83f16074d7ff404c8806da2be5; status_sha256=24030ebc3d4badfce74149e729a67b6a525522ccd08f048dd4d31811d57905a3,No v2.2/SCA-003 incompatibility found at ScopeOfWork.md line 341.
DEL-10-10-034,DEL-10-10,projects/pec/execution/PKG-10_Validation_Measurement/1_Working/DEL-10-10_Directed_bootstrap_self_ingest_validation/ScopeOfWork.md,Completion and Reliance Basis — Epistemology,REQ-008,REQ,"- REQ-008 — The record shall carry a declared maintenance-and-rerun statement — a readable component of OUT-001 — stating where the record lives, what appends to it, and at what occasions it is re-run. This requirement obliges the declaration; it does not choose the runner, the occasions, or the location, which are TBD-002 and TBD-003 and are production choices bounded by this requirement and by CON-002.",ScopeOfWork.md embedded citations; projects/pec/docs/PRD.md v2.2; projects/pec/execution/_Decomposition/SOFTWARE_DECOMP.md rev1.3; D-PEC-69 frozen basis,ALIGNED,NO,NONE,source_commit=404e47c16a88e7ffdc6d1fc5fac61ebb6864211e; contract_sha256=5e63c9ff6e2846e93c8e1941d79f7f64a9888c83f16074d7ff404c8806da2be5; status_sha256=24030ebc3d4badfce74149e729a67b6a525522ccd08f048dd4d31811d57905a3,No v2.2/SCA-003 incompatibility found at ScopeOfWork.md line 342.
DEL-10-10-035,DEL-10-10,projects/pec/execution/PKG-10_Validation_Measurement/1_Working/DEL-10-10_Directed_bootstrap_self_ingest_validation/ScopeOfWork.md,Completion and Reliance Basis — Epistemology,REQ-009,REQ,"- REQ-009 — The record shall be **one** cohesive validation record. The six facets named in `AnticipatedArtifacts` — DAG ingestion, capability cutovers, observed friction, proposed/rejected/unnecessary functions, fallback evidence, and amendment routes — shall be components of that one record and shall not be delivered as separate artifacts, per the `ContextEnvelopeNotes` direction ""keep one cohesive validation record"" (CLM-007).",ScopeOfWork.md embedded citations; projects/pec/docs/PRD.md v2.2; projects/pec/execution/_Decomposition/SOFTWARE_DECOMP.md rev1.3; D-PEC-69 frozen basis,ALIGNED,NO,NONE,source_commit=404e47c16a88e7ffdc6d1fc5fac61ebb6864211e; contract_sha256=5e63c9ff6e2846e93c8e1941d79f7f64a9888c83f16074d7ff404c8806da2be5; status_sha256=24030ebc3d4badfce74149e729a67b6a525522ccd08f048dd4d31811d57905a3,No v2.2/SCA-003 incompatibility found at ScopeOfWork.md line 343.
DEL-10-10-036,DEL-10-10,projects/pec/execution/PKG-10_Validation_Measurement/1_Working/DEL-10-10_Directed_bootstrap_self_ingest_validation/ScopeOfWork.md,Completion and Reliance Basis — Epistemology,REQ-010,REQ,"- REQ-010 — The record shall carry the generality obligation and its state: that generality is validated against a structurally different loop after self-ingestion, that the loop is named by no accepted source (TBD-005), and whether that validation has occurred. The record shall not present self-ingestion evidence as generality evidence, per `SOW-064`'s `Notes`, `PRD.md` §12, and `D-PEC-61` item 1.",ScopeOfWork.md embedded citations; projects/pec/docs/PRD.md v2.2; projects/pec/execution/_Decomposition/SOFTWARE_DECOMP.md rev1.3; D-PEC-69 frozen basis,ALIGNED,NO,NONE,source_commit=404e47c16a88e7ffdc6d1fc5fac61ebb6864211e; contract_sha256=5e63c9ff6e2846e93c8e1941d79f7f64a9888c83f16074d7ff404c8806da2be5; status_sha256=24030ebc3d4badfce74149e729a67b6a525522ccd08f048dd4d31811d57905a3,No v2.2/SCA-003 incompatibility found at ScopeOfWork.md line 344.
DEL-10-10-037,DEL-10-10,projects/pec/execution/PKG-10_Validation_Measurement/1_Working/DEL-10-10_Directed_bootstrap_self_ingest_validation/ScopeOfWork.md,Completion and Reliance Basis — Epistemology,REQ-011,REQ,"- REQ-011 — This deliverable shall perform no act owned by another deliverable or workflow. In particular it shall define no register or work-graph grammar and parse no dependency register or work graph itself (`DEL-02-05`); it shall implement no rebuild, no incremental reconcile, no drift classification, and no parity diff (`DEL-03-01`, `DEL-03-02`, `DEL-03-03`, `DEL-03-04`); it shall run no kill test (`DEL-10-02`) and no no-ruling-write verification (`DEL-10-03`); it shall assert no rebuild bound (`DEL-03-06`); it shall materialize no dependency edge, compute no blocker state, and scaffold nothing (`PROJECT_SETUP` under `D-PEC-62`); and it shall create, modify, or delete no register, decomposition, ledger, decision, or lifecycle file (CLM-018). `DL-11` states the boundary in the accepted record's own words: this scope item is ""a validation act, not a reconciler feature"" (CLM-017).",ScopeOfWork.md embedded citations; projects/pec/docs/PRD.md v2.2; projects/pec/execution/_Decomposition/SOFTWARE_DECOMP.md rev1.3; D-PEC-69 frozen basis,ALIGNED,NO,NONE,source_commit=404e47c16a88e7ffdc6d1fc5fac61ebb6864211e; contract_sha256=5e63c9ff6e2846e93c8e1941d79f7f64a9888c83f16074d7ff404c8806da2be5; status_sha256=24030ebc3d4badfce74149e729a67b6a525522ccd08f048dd4d31811d57905a3,No v2.2/SCA-003 incompatibility found at ScopeOfWork.md line 345.
DEL-10-10-038,DEL-10-10,projects/pec/execution/PKG-10_Validation_Measurement/1_Working/DEL-10-10_Directed_bootstrap_self_ingest_validation/ScopeOfWork.md,Completion and Reliance Basis — Epistemology,REQ-012,REQ,"- REQ-012 — The record shall bind to upstream **contracts**, not upstream artifacts, and shall assert nothing about upstream implementation state (CLM-010, CLM-011). Where an upstream contract conditions what it delivers, the record shall carry that conditioning rather than smooth it: it shall not present a rebuild that carried stated coverage limitations as an unqualified full rebuild (`DEL-03-01`/CON-005), and it shall not treat the instance set of generated views as settled (`DEL-03-01`/CON-001). Where an upstream unit reports a feed as absent, unreadable, malformed, stale, or grammar-unrecognized, the record shall carry that report as part of its DAG-ingestion evidence (CLM-012, CON-004).",ScopeOfWork.md embedded citations; projects/pec/docs/PRD.md v2.2; projects/pec/execution/_Decomposition/SOFTWARE_DECOMP.md rev1.3; D-PEC-69 frozen basis,ALIGNED,NO,NONE,source_commit=404e47c16a88e7ffdc6d1fc5fac61ebb6864211e; contract_sha256=5e63c9ff6e2846e93c8e1941d79f7f64a9888c83f16074d7ff404c8806da2be5; status_sha256=24030ebc3d4badfce74149e729a67b6a525522ccd08f048dd4d31811d57905a3,No v2.2/SCA-003 incompatibility found at ScopeOfWork.md line 346.
DEL-10-10-039,DEL-10-10,projects/pec/execution/PKG-10_Validation_Measurement/1_Working/DEL-10-10_Directed_bootstrap_self_ingest_validation/ScopeOfWork.md,Completion and Reliance Basis — Epistemology,REQ-013,REQ,"- REQ-013 — The validation shall be designed to block: for a release candidate on which the progression evidence required by REQ-001 through REQ-006 is absent, or on which the standing assertion fails, the mechanism shall return an explicit blocking verdict rather than a pass, a skip, or an absent result. This requirement binds the mechanism's design intent and the verdict it produces. It does not, by itself, establish that a blocking verdict binds a release: whether this validation carries release-gating authority follows the pending `C-08` confirmation recorded at CON-001 and is routed to the owner at AC-015.",ScopeOfWork.md embedded citations; projects/pec/docs/PRD.md v2.2; projects/pec/execution/_Decomposition/SOFTWARE_DECOMP.md rev1.3; D-PEC-69 frozen basis,ALIGNED,NO,NONE,source_commit=404e47c16a88e7ffdc6d1fc5fac61ebb6864211e; contract_sha256=5e63c9ff6e2846e93c8e1941d79f7f64a9888c83f16074d7ff404c8806da2be5; status_sha256=24030ebc3d4badfce74149e729a67b6a525522ccd08f048dd4d31811d57905a3,No v2.2/SCA-003 incompatibility found at ScopeOfWork.md line 347.
DEL-10-10-040,DEL-10-10,projects/pec/execution/PKG-10_Validation_Measurement/1_Working/DEL-10-10_Directed_bootstrap_self_ingest_validation/ScopeOfWork.md,Completion and Reliance Basis — Epistemology,REQ-014,REQ,"- REQ-014 — Checks and tests shall implement the verification methods declared in this contract; they shall not define scope, requirements, or acceptance criteria.",ScopeOfWork.md embedded citations; projects/pec/docs/PRD.md v2.2; projects/pec/execution/_Decomposition/SOFTWARE_DECOMP.md rev1.3; D-PEC-69 frozen basis,ALIGNED,NO,NONE,source_commit=404e47c16a88e7ffdc6d1fc5fac61ebb6864211e; contract_sha256=5e63c9ff6e2846e93c8e1941d79f7f64a9888c83f16074d7ff404c8806da2be5; status_sha256=24030ebc3d4badfce74149e729a67b6a525522ccd08f048dd4d31811d57905a3,No v2.2/SCA-003 incompatibility found at ScopeOfWork.md line 348.
DEL-10-10-041,DEL-10-10,projects/pec/execution/PKG-10_Validation_Measurement/1_Working/DEL-10-10_Directed_bootstrap_self_ingest_validation/ScopeOfWork.md,Completion and Reliance Basis — Epistemology,AC-001,AC,"- AC-001 — The record identifies the accepted dependency-DAG basis it ingested, the loop that DAG describes, and where in the progression the ingestion occurred, and each is resolvable to its live source.",ScopeOfWork.md embedded citations; projects/pec/docs/PRD.md v2.2; projects/pec/execution/_Decomposition/SOFTWARE_DECOMP.md rev1.3; D-PEC-69 frozen basis,ALIGNED,NO,NONE,source_commit=404e47c16a88e7ffdc6d1fc5fac61ebb6864211e; contract_sha256=5e63c9ff6e2846e93c8e1941d79f7f64a9888c83f16074d7ff404c8806da2be5; status_sha256=24030ebc3d4badfce74149e729a67b6a525522ccd08f048dd4d31811d57905a3,No v2.2/SCA-003 incompatibility found at ScopeOfWork.md line 350.
DEL-10-10-042,DEL-10-10,projects/pec/execution/PKG-10_Validation_Measurement/1_Working/DEL-10-10_Directed_bootstrap_self_ingest_validation/ScopeOfWork.md,Completion and Reliance Basis — Epistemology,AC-002,AC,"- AC-002 — Every capability cutover in the record names the capability, the predecessor whose acceptance it relied on, and that acceptance's evidence; no cutover entry relies on a capability its own node was creating; and the record contains no cutover authorization, assignment, sequencing instruction, or withholding.",ScopeOfWork.md embedded citations; projects/pec/docs/PRD.md v2.2; projects/pec/execution/_Decomposition/SOFTWARE_DECOMP.md rev1.3; D-PEC-69 frozen basis,ALIGNED,NO,NONE,source_commit=404e47c16a88e7ffdc6d1fc5fac61ebb6864211e; contract_sha256=5e63c9ff6e2846e93c8e1941d79f7f64a9888c83f16074d7ff404c8806da2be5; status_sha256=24030ebc3d4badfce74149e729a67b6a525522ccd08f048dd4d31811d57905a3,No v2.2/SCA-003 incompatibility found at ScopeOfWork.md line 351.
DEL-10-10-043,DEL-10-10,projects/pec/execution/PKG-10_Validation_Measurement/1_Working/DEL-10-10_Directed_bootstrap_self_ingest_validation/ScopeOfWork.md,Completion and Reliance Basis — Epistemology,AC-003,AC,"- AC-003 — Every friction observation in the record is attributed to the occasion observed and to supporting evidence, and no observation is recorded without both.",ScopeOfWork.md embedded citations; projects/pec/docs/PRD.md v2.2; projects/pec/execution/_Decomposition/SOFTWARE_DECOMP.md rev1.3; D-PEC-69 frozen basis,ALIGNED,NO,NONE,source_commit=404e47c16a88e7ffdc6d1fc5fac61ebb6864211e; contract_sha256=5e63c9ff6e2846e93c8e1941d79f7f64a9888c83f16074d7ff404c8806da2be5; status_sha256=24030ebc3d4badfce74149e729a67b6a525522ccd08f048dd4d31811d57905a3,No v2.2/SCA-003 incompatibility found at ScopeOfWork.md line 352.
DEL-10-10-044,DEL-10-10,projects/pec/execution/PKG-10_Validation_Measurement/1_Working/DEL-10-10_Directed_bootstrap_self_ingest_validation/ScopeOfWork.md,Completion and Reliance Basis — Epistemology,AC-004,AC,"- AC-004 — The record contains proposed, rejected, and unnecessary function dispositions with their bases; removing a disposition because it produced no work is detectable as a gap against the record's own prior state.",ScopeOfWork.md embedded citations; projects/pec/docs/PRD.md v2.2; projects/pec/execution/_Decomposition/SOFTWARE_DECOMP.md rev1.3; D-PEC-69 frozen basis,ALIGNED,NO,NONE,source_commit=404e47c16a88e7ffdc6d1fc5fac61ebb6864211e; contract_sha256=5e63c9ff6e2846e93c8e1941d79f7f64a9888c83f16074d7ff404c8806da2be5; status_sha256=24030ebc3d4badfce74149e729a67b6a525522ccd08f048dd4d31811d57905a3,No v2.2/SCA-003 incompatibility found at ScopeOfWork.md line 353.
DEL-10-10-045,DEL-10-10,projects/pec/execution/PKG-10_Validation_Measurement/1_Working/DEL-10-10_Directed_bootstrap_self_ingest_validation/ScopeOfWork.md,Completion and Reliance Basis — Epistemology,AC-005,AC,"- AC-005 — For the occasions the record covers, it evidences that governed work proceeded without requiring a PEC read or write, rather than asserting fallback operability once and generally.",ScopeOfWork.md embedded citations; projects/pec/docs/PRD.md v2.2; projects/pec/execution/_Decomposition/SOFTWARE_DECOMP.md rev1.3; D-PEC-69 frozen basis,ALIGNED,NO,NONE,source_commit=404e47c16a88e7ffdc6d1fc5fac61ebb6864211e; contract_sha256=5e63c9ff6e2846e93c8e1941d79f7f64a9888c83f16074d7ff404c8806da2be5; status_sha256=24030ebc3d4badfce74149e729a67b6a525522ccd08f048dd4d31811d57905a3,No v2.2/SCA-003 incompatibility found at ScopeOfWork.md line 354.
DEL-10-10-046,DEL-10-10,projects/pec/execution/PKG-10_Validation_Measurement/1_Working/DEL-10-10_Directed_bootstrap_self_ingest_validation/ScopeOfWork.md,Completion and Reliance Basis — Epistemology,AC-006,AC,"- AC-006 — Every observation that led anywhere carries its route and that route's state; and no statement in the record presents an observation as granting authority, expanding scope, or changing accepted state.",ScopeOfWork.md embedded citations; projects/pec/docs/PRD.md v2.2; projects/pec/execution/_Decomposition/SOFTWARE_DECOMP.md rev1.3; D-PEC-69 frozen basis,ALIGNED,NO,NONE,source_commit=404e47c16a88e7ffdc6d1fc5fac61ebb6864211e; contract_sha256=5e63c9ff6e2846e93c8e1941d79f7f64a9888c83f16074d7ff404c8806da2be5; status_sha256=24030ebc3d4badfce74149e729a67b6a525522ccd08f048dd4d31811d57905a3,No v2.2/SCA-003 incompatibility found at ScopeOfWork.md line 355.
DEL-10-10-047,DEL-10-10,projects/pec/execution/PKG-10_Validation_Measurement/1_Working/DEL-10-10_Directed_bootstrap_self_ingest_validation/ScopeOfWork.md,Completion and Reliance Basis — Epistemology,AC-007,AC,"- AC-007 — The record has no terminal or ""complete"" state: it remains appendable and re-runnable, each entry is scoped to the progression state it observed, and no entry or check result is expressible as completion of this deliverable.",ScopeOfWork.md embedded citations; projects/pec/docs/PRD.md v2.2; projects/pec/execution/_Decomposition/SOFTWARE_DECOMP.md rev1.3; D-PEC-69 frozen basis,ALIGNED,NO,NONE,source_commit=404e47c16a88e7ffdc6d1fc5fac61ebb6864211e; contract_sha256=5e63c9ff6e2846e93c8e1941d79f7f64a9888c83f16074d7ff404c8806da2be5; status_sha256=24030ebc3d4badfce74149e729a67b6a525522ccd08f048dd4d31811d57905a3,No v2.2/SCA-003 incompatibility found at ScopeOfWork.md line 356.
DEL-10-10-048,DEL-10-10,projects/pec/execution/PKG-10_Validation_Measurement/1_Working/DEL-10-10_Directed_bootstrap_self_ingest_validation/ScopeOfWork.md,Completion and Reliance Basis — Epistemology,AC-008,AC,"- AC-008 — The record carries its declared maintenance-and-rerun statement as a component, naming where it lives, what appends to it, and at what occasions it is re-run; and that statement matches the record's actual location and maintenance.",ScopeOfWork.md embedded citations; projects/pec/docs/PRD.md v2.2; projects/pec/execution/_Decomposition/SOFTWARE_DECOMP.md rev1.3; D-PEC-69 frozen basis,ALIGNED,NO,NONE,source_commit=404e47c16a88e7ffdc6d1fc5fac61ebb6864211e; contract_sha256=5e63c9ff6e2846e93c8e1941d79f7f64a9888c83f16074d7ff404c8806da2be5; status_sha256=24030ebc3d4badfce74149e729a67b6a525522ccd08f048dd4d31811d57905a3,No v2.2/SCA-003 incompatibility found at ScopeOfWork.md line 357.
