AtomicUnitID,LocalSeq,UnitStatement,SourceRef,ContentHash,InOutStatus,SectionID,DispatchUnitID,Corrects,Notes
HBA-DG005-00001,1,The PRD is derived from repository-local sources only.,@repo/docs/PRD_CANDIDATE.md:L0013|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-PRD-CANDIDATE.html#SEC-DG005-0002,a6e649a13b92,IN,SEC-DG005-0002,UNIT-DG005-0001,,
HBA-DG005-00086,86,OPERATIVE matrix cells route to PIPELINE.,@repo/docs/PRD_CANDIDATE.md:L0185|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-PRD-CANDIDATE.html#SEC-DG005-0020,ca31f50a558b,IN,SEC-DG005-0020,UNIT-DG005-0001,,
HBA-DG005-00087,87,Disabled or unsupported matrix variants remain visible as coming soon rather than silently disappearing.,@repo/docs/PRD_CANDIDATE.md:L0186|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-PRD-CANDIDATE.html#SEC-DG005-0020,4e690832d5f2,IN,SEC-DG005-0020,UNIT-DG005-0001,,
HBA-DG005-00088,88,Execution-root scaffolding starts after the user selects a working root.,@repo/docs/PRD_CANDIDATE.md:L0190|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-PRD-CANDIDATE.html#SEC-DG005-0021,e7466d19b20b,IN,SEC-DG005-0021,UNIT-DG005-0001,,
HBA-DG005-00089,89,The user provides a decomposition markdown path and coordination mode before scaffolding.,@repo/docs/PRD_CANDIDATE.md:L0192|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-PRD-CANDIDATE.html#SEC-DG005-0021,ba49c4781890,IN,SEC-DG005-0021,UNIT-DG005-0001,,
HBA-DG005-00090,90,The app calls POST /api/harness/scaffold to scaffold an execution root.,@repo/docs/PRD_CANDIDATE.md:L0193|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-PRD-CANDIDATE.html#SEC-DG005-0021,0ad19c192f8f,IN,SEC-DG005-0021,UNIT-DG005-0001,,
HBA-DG005-00091,91,"The scaffold runtime parses package and deliverable tables, creates tool roots, copies decomposition, writes INIT.md, writes coordination metadata, creates folders, and returns validation summaries.",@repo/docs/PRD_CANDIDATE.md:L0194|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-PRD-CANDIDATE.html#SEC-DG005-0021,d6bacb5eabec,IN,SEC-DG005-0021,UNIT-DG005-0001,,
HBA-DG005-00092,92,Scaffolding is idempotent for existing directories and files.,@repo/docs/PRD_CANDIDATE.md:L0198|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-PRD-CANDIDATE.html#SEC-DG005-0021,d1fabab502a7,IN,SEC-DG005-0021,UNIT-DG005-0001,,
HBA-DG005-00093,93,"Scaffolding failures are fail-fast and include stage, target path, and created paths for recovery.",@repo/docs/PRD_CANDIDATE.md:L0199|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-PRD-CANDIDATE.html#SEC-DG005-0021,0cdaf1169ca5,IN,SEC-DG005-0021,UNIT-DG005-0001,,
HBA-DG005-00094,94,PREPARATION compatibility is reported before the user proceeds with scaffolding.,@repo/docs/PRD_CANDIDATE.md:L0200|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-PRD-CANDIDATE.html#SEC-DG005-0021,4b54b81e396c,IN,SEC-DG005-0021,UNIT-DG005-0001,,
HBA-DG005-00095,95,Workbench persona sessions begin when the user routes to WORKBENCH with an agent persona.,@repo/docs/PRD_CANDIDATE.md:L0204|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-PRD-CANDIDATE.html#SEC-DG005-0022,7f5cd20f04f3,IN,SEC-DG005-0022,UNIT-DG005-0001,,
HBA-DG005-00096,96,The chat panel resolves persona aliases to instruction-file names.,@repo/docs/PRD_CANDIDATE.md:L0205|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-PRD-CANDIDATE.html#SEC-DG005-0022,d9f154a4befd,IN,SEC-DG005-0022,UNIT-DG005-0001,,
HBA-DG005-00097,97,The user can send a prompt with optional runtime options and attachments.,@repo/docs/PRD_CANDIDATE.md:L0206|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-PRD-CANDIDATE.html#SEC-DG005-0022,8a407cb5ba4d,IN,SEC-DG005-0022,UNIT-DG005-0001,,
HBA-DG005-00098,98,The app creates or boots a harness session when needed.,@repo/docs/PRD_CANDIDATE.md:L0207|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-PRD-CANDIDATE.html#SEC-DG005-0022,db5f06d8cba0,IN,SEC-DG005-0022,UNIT-DG005-0001,,
HBA-DG005-00099,99,The runtime streams turn events to the UI.,@repo/docs/PRD_CANDIDATE.md:L0208|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-PRD-CANDIDATE.html#SEC-DG005-0022,885530f4d482,IN,SEC-DG005-0022,UNIT-DG005-0001,,
HBA-DG005-00100,100,The user may interrupt a running turn.,@repo/docs/PRD_CANDIDATE.md:L0209|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-PRD-CANDIDATE.html#SEC-DG005-0022,748df27dea6a,IN,SEC-DG005-0022,UNIT-DG005-0001,,
HBA-DG005-00101,101,"Session identity is preserved across turns for the same root, persona, and mode.",@repo/docs/PRD_CANDIDATE.md:L0213|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-PRD-CANDIDATE.html#SEC-DG005-0022,cd67e3a693dc,IN,SEC-DG005-0022,UNIT-DG005-0001,,
HBA-DG005-00102,102,Runtime errors preserve the draft and attachments for retry.,@repo/docs/PRD_CANDIDATE.md:L0214|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-PRD-CANDIDATE.html#SEC-DG005-0022,46e9b6d480c2,IN,SEC-DG005-0022,UNIT-DG005-0001,,
HBA-DG005-00103,103,Interrupt returns a terminal process:exit event and updates UI state.,@repo/docs/PRD_CANDIDATE.md:L0215|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-PRD-CANDIDATE.html#SEC-DG005-0022,edabd5f5f1cb,IN,SEC-DG005-0022,UNIT-DG005-0001,,
HBA-DG005-00104,104,Operative pipeline intent starts when the user opens PIPELINE.,@repo/docs/PRD_CANDIDATE.md:L0219|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-PRD-CANDIDATE.html#SEC-DG005-0023,76e3d26a6bae,IN,SEC-DG005-0023,UNIT-DG005-0001,,
HBA-DG005-00105,105,"The user selects one of DECOMP, PREP, TASK, or AUDIT in PIPELINE.",@repo/docs/PRD_CANDIDATE.md:L0220|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-PRD-CANDIDATE.html#SEC-DG005-0023,2495ee0d3999,IN,SEC-DG005-0023,UNIT-DG005-0001,,
HBA-DG005-00106,106,The user selects a category-specific agent or lane in PIPELINE.,@repo/docs/PRD_CANDIDATE.md:L0221|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-PRD-CANDIDATE.html#SEC-DG005-0023,680256c4802b,IN,SEC-DG005-0023,UNIT-DG005-0001,,
HBA-DG005-00107,107,"For TASK, the user selects scope mode and dynamic scope from the working root.",@repo/docs/PRD_CANDIDATE.md:L0222|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-PRD-CANDIDATE.html#SEC-DG005-0023,7ea9b60a97f4,IN,SEC-DG005-0023,UNIT-DG005-0001,,
HBA-DG005-00108,108,The user can inspect deliverable status and dependency contract snapshots and apply allowed lifecycle transitions.,@repo/docs/PRD_CANDIDATE.md:L0223|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-PRD-CANDIDATE.html#SEC-DG005-0023,f211bb2e63a1,IN,SEC-DG005-0023,UNIT-DG005-0001,,
HBA-DG005-00109,109,Deliverable selections reset when the project root or scan results become stale.,@repo/docs/PRD_CANDIDATE.md:L0227|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-PRD-CANDIDATE.html#SEC-DG005-0023,99f73b2af85e,IN,SEC-DG005-0023,UNIT-DG005-0001,,
HBA-DG005-00110,110,KNOWLEDGE_TYPES mode is shown only when a knowledge decomposition marker is detected.,@repo/docs/PRD_CANDIDATE.md:L0228|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-PRD-CANDIDATE.html#SEC-DG005-0023,c38043f4f85a,IN,SEC-DG005-0023,UNIT-DG005-0001,,
HBA-DG005-00111,111,Lifecycle transitions enforce authorized actors and approval SHA requirements for human gate states.,@repo/docs/PRD_CANDIDATE.md:L0229|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-PRD-CANDIDATE.html#SEC-DG005-0023,5eea89063dfd,IN,SEC-DG005-0023,UNIT-DG005-0001,,
HBA-DG005-00112,112,File attachment starts when the user opens the file picker from Chat Panel.,@repo/docs/PRD_CANDIDATE.md:L0233|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-PRD-CANDIDATE.html#SEC-DG005-0024,8f5dcbd39813,IN,SEC-DG005-0024,UNIT-DG005-0001,,
HBA-DG005-00113,113,The user selects supported files by absolute path.,@repo/docs/PRD_CANDIDATE.md:L0234|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-PRD-CANDIDATE.html#SEC-DG005-0024,1eb992b96cbb,IN,SEC-DG005-0024,UNIT-DG005-0001,,
HBA-DG005-00114,114,The UI previews attachments as non-authoritative client metadata.,@repo/docs/PRD_CANDIDATE.md:L0235|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-PRD-CANDIDATE.html#SEC-DG005-0024,d80db9442599,IN,SEC-DG005-0024,UNIT-DG005-0001,,
HBA-DG005-00115,115,"The server validates, classifies, and reads attachments.",@repo/docs/PRD_CANDIDATE.md:L0236|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-PRD-CANDIDATE.html#SEC-DG005-0024,15e0cdc01a26,IN,SEC-DG005-0024,UNIT-DG005-0001,,
HBA-DG005-00116,116,A turn proceeds if user text exists or at least one valid attachment resolves.,@repo/docs/PRD_CANDIDATE.md:L0237|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-PRD-CANDIDATE.html#SEC-DG005-0024,ba699a89685a,IN,SEC-DG005-0024,UNIT-DG005-0001,,
HBA-DG005-00117,117,"Allowed attachment extensions are png, jpg, jpeg, gif, webp, pdf, txt, md, and csv.",@repo/docs/PRD_CANDIDATE.md:L0241|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-PRD-CANDIDATE.html#SEC-DG005-0024,2a9377849b6b,IN,SEC-DG005-0024,UNIT-DG005-0001,,
HBA-DG005-00118,118,"Symlinks, directories, special files, unsupported extensions, unreadable files, files over 10 MB, and total raw bytes over 18 MB are rejected.",@repo/docs/PRD_CANDIDATE.md:L0242|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-PRD-CANDIDATE.html#SEC-DG005-0024,3e9fa48819f4,IN,SEC-DG005-0024,UNIT-DG005-0001,,
HBA-DG005-00119,119,Partial attachment failure is non-fatal when executable content remains.,@repo/docs/PRD_CANDIDATE.md:L0243|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-PRD-CANDIDATE.html#SEC-DG005-0024,b000baebf7a4,IN,SEC-DG005-0024,UNIT-DG005-0001,,
HBA-DG005-00120,120,"If all attachments fail and text is empty, the request fails with ATTACHMENT_FAILURE.",@repo/docs/PRD_CANDIDATE.md:L0244|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-PRD-CANDIDATE.html#SEC-DG005-0024,5c98d92da2ca,IN,SEC-DG005-0024,UNIT-DG005-0001,,
HBA-DG005-00121,121,API key storage starts when the user opens API key settings.,@repo/docs/PRD_CANDIDATE.md:L0248|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-PRD-CANDIDATE.html#SEC-DG005-0025,6c11cb634c80,IN,SEC-DG005-0025,UNIT-DG005-0001,,
HBA-DG005-00122,122,The user stores an API key through Electron IPC.,@repo/docs/PRD_CANDIDATE.md:L0249|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-PRD-CANDIDATE.html#SEC-DG005-0025,d4878137447e,IN,SEC-DG005-0025,UNIT-DG005-0001,,
HBA-DG005-00123,123,Electron encrypts API key material with safeStorage outside the working root.,@repo/docs/PRD_CANDIDATE.md:L0250|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-PRD-CANDIDATE.html#SEC-DG005-0025,35df7460264d,IN,SEC-DG005-0025,UNIT-DG005-0001,,
HBA-DG005-00124,124,The server runtime reads the UI key from process global and otherwise uses ANTHROPIC_API_KEY or CHIRALITY_ANTHROPIC_API_KEY.,@repo/docs/PRD_CANDIDATE.md:L0251|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-PRD-CANDIDATE.html#SEC-DG005-0025,3b7c5fd55d60,IN,SEC-DG005-0025,UNIT-DG005-0001,,
HBA-DG005-00125,125,API key material is never written to working-root files.,@repo/docs/PRD_CANDIDATE.md:L0255|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-PRD-CANDIDATE.html#SEC-DG005-0025,95fd59f56aa5,IN,SEC-DG005-0025,UNIT-DG005-0001,,
HBA-DG005-00126,126,The UI API key takes precedence over environment keys.,@repo/docs/PRD_CANDIDATE.md:L0256|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-PRD-CANDIDATE.html#SEC-DG005-0025,551b6ac98086,IN,SEC-DG005-0025,UNIT-DG005-0001,,
HBA-DG005-00127,127,"API key status can report source as ui, env, or none.",@repo/docs/PRD_CANDIDATE.md:L0257|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-PRD-CANDIDATE.html#SEC-DG005-0025,6b1528999b3a,IN,SEC-DG005-0025,UNIT-DG005-0001,,
HBA-DG005-00128,128,"If secure storage is unavailable, the UI reports an error.",@repo/docs/PRD_CANDIDATE.md:L0258|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-PRD-CANDIDATE.html#SEC-DG005-0025,0186609db4ee,IN,SEC-DG005-0025,UNIT-DG005-0001,,
HBA-DG005-00129,129,Release validation starts when the release operator installs dependencies in frontend.,@repo/docs/PRD_CANDIDATE.md:L0262|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-PRD-CANDIDATE.html#SEC-DG005-0026,3c687019fd1e,IN,SEC-DG005-0026,UNIT-DG005-0001,,
HBA-DG005-00130,130,"The release operator runs tests, typecheck, and harness validation.",@repo/docs/PRD_CANDIDATE.md:L0263|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-PRD-CANDIDATE.html#SEC-DG005-0026,bf4b8dcd2e63,IN,SEC-DG005-0026,UNIT-DG005-0001,,
HBA-DG005-00131,131,The release operator runs the desktop distribution build.,@repo/docs/PRD_CANDIDATE.md:L0264|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-PRD-CANDIDATE.html#SEC-DG005-0026,ef567fc903e8,IN,SEC-DG005-0026,UNIT-DG005-0001,,
HBA-DG005-00132,132,The build packages app resources and verifies instruction-root integrity.,@repo/docs/PRD_CANDIDATE.md:L0265|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-PRD-CANDIDATE.html#SEC-DG005-0026,b5617556895b,IN,SEC-DG005-0026,UNIT-DG005-0001,,
HBA-DG005-00133,133,The packaging acceptance output includes frontend/dist/Chirality-0.1.0-arm64.dmg for macOS arm64.,@repo/docs/PRD_CANDIDATE.md:L0269|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-PRD-CANDIDATE.html#SEC-DG005-0026,c3399eab8367,IN,SEC-DG005-0026,UNIT-DG005-0001,,
HBA-DG005-00134,134,The app bundle includes agents and docs.,@repo/docs/PRD_CANDIDATE.md:L0270|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-PRD-CANDIDATE.html#SEC-DG005-0026,8cc7e4db1d88,IN,SEC-DG005-0026,UNIT-DG005-0001,,
HBA-DG005-00135,135,The app minimum macOS target is 15.0.0 or later.,@repo/docs/PRD_CANDIDATE.md:L0271|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-PRD-CANDIDATE.html#SEC-DG005-0026,7f6ec6889edf,IN,SEC-DG005-0026,UNIT-DG005-0001,,
HBA-DG005-00136,136,The build is unsigned or adhoc by design.,@repo/docs/PRD_CANDIDATE.md:L0272|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-PRD-CANDIDATE.html#SEC-DG005-0026,54c4d8cbf97b,IN,SEC-DG005-0026,UNIT-DG005-0001,,
HBA-DG005-00137,137,P0 priority means required for current release usefulness and safety.,@repo/docs/PRD_CANDIDATE.md:L0280|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-PRD-CANDIDATE.html#SEC-DG005-0027,9727cf2cf8df,IN,SEC-DG005-0027,UNIT-DG005-0001,,
HBA-DG005-00138,138,P1 priority means important for current release quality or governed operation.,@repo/docs/PRD_CANDIDATE.md:L0281|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-PRD-CANDIDATE.html#SEC-DG005-0027,0e808722c976,IN,SEC-DG005-0027,UNIT-DG005-0001,,
HBA-DG005-00139,139,P2 priority means desirable or future hardening.,@repo/docs/PRD_CANDIDATE.md:L0282|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-PRD-CANDIDATE.html#SEC-DG005-0027,34ff5c1a6b9b,IN,SEC-DG005-0027,UNIT-DG005-0001,,
HBA-DG005-00140,140,"FR-001 P0 requires a desktop shell with PORTAL, PIPELINE, and WORKBENCH navigation and active-route indication.",@repo/docs/PRD_CANDIDATE.md:L0288|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-PRD-CANDIDATE.html#SEC-DG005-0028,42fe2ca2229f,IN,SEC-DG005-0028,UNIT-DG005-0001,,
HBA-DG005-00141,141,"FR-002 P0 requires global working-root selection with type, folder choose, apply, and clear controls.",@repo/docs/PRD_CANDIDATE.md:L0289|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-PRD-CANDIDATE.html#SEC-DG005-0028,77dd6c3aeb33,IN,SEC-DG005-0028,UNIT-DG005-0001,,
HBA-DG005-00142,142,"FR-003 P0 requires working-root validation to fail typed errors for non-absolute, missing, inaccessible, non-directory, or instruction-root-contained paths.",@repo/docs/PRD_CANDIDATE.md:L0290|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-PRD-CANDIDATE.html#SEC-DG005-0028,a75fbc1fa909,IN,SEC-DG005-0028,UNIT-DG005-0001,,
HBA-DG005-00143,143,"FR-004 P0 requires a selected-root file tree that skips excluded build and dependency directories, bounds depth, and marks inaccessible directory truncation.",@repo/docs/PRD_CANDIDATE.md:L0291|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-PRD-CANDIDATE.html#SEC-DG005-0028,f2713380c558,IN,SEC-DG005-0028,UNIT-DG005-0001,,
HBA-DG005-00144,144,"FR-005 P1 requires resizable and collapsible File Tree, Toolkit, and Chat panes with drag, keyboard resize, Home collapse, End expand, and local persistence.",@repo/docs/PRD_CANDIDATE.md:L0292|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-PRD-CANDIDATE.html#SEC-DG005-0028,973c1a5c7c68,IN,SEC-DG005-0028,UNIT-DG005-0001,,
HBA-DG005-00145,145,"FR-006 P1 requires a calm, professional, dense-but-readable UI with no regression against the UI polish acceptance plan or harness behavior.",@repo/docs/PRD_CANDIDATE.md:L0293|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-PRD-CANDIDATE.html#SEC-DG005-0028,d530a2c8c077,IN,SEC-DG005-0028,UNIT-DG005-0001,,
HBA-DG005-00146,146,"FR-007 P0 requires PORTAL to render the 3x4 agent matrix using NORMATIVE, OPERATIVE, EVALUATIVE rows and GUIDING, APPLYING, JUDGING, REVIEWING columns.",@repo/docs/PRD_CANDIDATE.md:L0299|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-PRD-CANDIDATE.html#SEC-DG005-0029,321e3e2e253e,IN,SEC-DG005-0029,UNIT-DG005-0001,,
HBA-DG005-00147,147,FR-008 P0 requires matrix routing to follow docs/SPEC with NORMATIVE and EVALUATIVE cells opening WORKBENCH and OPERATIVE cells opening PIPELINE categories.,@repo/docs/PRD_CANDIDATE.md:L0300|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-PRD-CANDIDATE.html#SEC-DG005-0029,e2b0dc938759,IN,SEC-DG005-0029,UNIT-DG005-0001,,
HBA-DG005-00148,148,"FR-009 P0 requires WORKBENCH to present selected agent, row, and column from query params with sensible defaults.",@repo/docs/PRD_CANDIDATE.md:L0301|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-PRD-CANDIDATE.html#SEC-DG005-0029,175549bc3e6b,IN,SEC-DG005-0029,UNIT-DG005-0001,,
HBA-DG005-00149,149,"FR-010 P1 requires WORKBENCH to consume deliverable contract APIs for read-only checks and permitted lifecycle transitions, disabling unsupported-agent controls.",@repo/docs/PRD_CANDIDATE.md:L0302|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-PRD-CANDIDATE.html#SEC-DG005-0029,e53404506f9e,IN,SEC-DG005-0029,UNIT-DG005-0001,,
HBA-DG005-00150,150,"FR-011 P0 requires PIPELINE to expose DECOMP, PREP, TASK, and AUDIT category controls with documented options and disabled coming-soon unsupported options.",@repo/docs/PRD_CANDIDATE.md:L0303|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-PRD-CANDIDATE.html#SEC-DG005-0029,e383003584b6,IN,SEC-DG005-0029,UNIT-DG005-0001,,
HBA-DG005-00151,151,"FR-012 P0 requires PIPELINE TASK to use split selectors for task agent and scope, with scope mode DELIVERABLES or KNOWLEDGE_TYPES.",@repo/docs/PRD_CANDIDATE.md:L0304|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-PRD-CANDIDATE.html#SEC-DG005-0029,ced256956d68,IN,SEC-DG005-0029,UNIT-DG005-0001,,
HBA-DG005-00152,152,"FR-013 P1 requires dynamic scope scan to reset invalid selections after root changes, removed deliverables, disabled knowledge markers, or stale knowledge targets.",@repo/docs/PRD_CANDIDATE.md:L0305|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-PRD-CANDIDATE.html#SEC-DG005-0029,890e4c3b5e67,IN,SEC-DG005-0029,UNIT-DG005-0001,,
HBA-DG005-00153,153,"FR-014 P0 requires create, list, resume, save, and delete harness sessions stored as JSON under .chirality/sessions or CHIRALITY_SESSION_ROOT and filtered by normalized project root.",@repo/docs/PRD_CANDIDATE.md:L0311|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-PRD-CANDIDATE.html#SEC-DG005-0030,96b7d4951a9d,IN,SEC-DG005-0030,UNIT-DG005-0001,,
HBA-DG005-00154,154,"FR-015 P0 requires session creation to bind projectRoot, persona, and mode while rejecting invalid project roots and defaulting missing persona or mode.",@repo/docs/PRD_CANDIDATE.md:L0312|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-PRD-CANDIDATE.html#SEC-DG005-0030,784742914221,IN,SEC-DG005-0030,UNIT-DG005-0001,,
HBA-DG005-00155,155,FR-016 P0 requires session boot to accept runtime options and record boot metadata.,@repo/docs/PRD_CANDIDATE.md:L0313|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-PRD-CANDIDATE.html#SEC-DG005-0030,a4ba9f7f5a32,IN,SEC-DG005-0030,UNIT-DG005-0001,,
HBA-DG005-00156,156,"FR-017 P0 requires turn execution to stream Server-Sent Events including session, chat, tool, error, and process-exit events.",@repo/docs/PRD_CANDIDATE.md:L0314|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-PRD-CANDIDATE.html#SEC-DG005-0030,ed262d5783d3,IN,SEC-DG005-0030,UNIT-DG005-0001,,
HBA-DG005-00157,157,"FR-018 P0 requires only one active turn per session, with concurrent attempts returning TURN_IN_PROGRESS.",@repo/docs/PRD_CANDIDATE.md:L0315|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-PRD-CANDIDATE.html#SEC-DG005-0030,0f512058fb5d,IN,SEC-DG005-0030,UNIT-DG005-0001,,
HBA-DG005-00158,158,"FR-019 P0 requires users to interrupt active turns through POST /api/harness/interrupt, aborting the provider request and yielding interrupted process:exit.",@repo/docs/PRD_CANDIDATE.md:L0316|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-PRD-CANDIDATE.html#SEC-DG005-0030,91619d1162cd,IN,SEC-DG005-0030,UNIT-DG005-0001,,
HBA-DG005-00159,159,FR-020 P1 requires typed actionable runtime errors in the UI and draft preservation for retry.,@repo/docs/PRD_CANDIDATE.md:L0317|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-PRD-CANDIDATE.html#SEC-DG005-0030,caf42f4c85a3,IN,SEC-DG005-0030,UNIT-DG005-0001,,
HBA-DG005-00160,160,"FR-021 P0 requires deterministic runtime option fallback chains for model, tools, and max turns.",@repo/docs/PRD_CANDIDATE.md:L0323|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-PRD-CANDIDATE.html#SEC-DG005-0031,cd4e2354df86,IN,SEC-DG005-0031,UNIT-DG005-0001,,
HBA-DG005-00161,161,FR-022 P0 requires unknown runtime option keys to be ignored with warnings without breaking turns or silently mutating behavior.,@repo/docs/PRD_CANDIDATE.md:L0324|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-PRD-CANDIDATE.html#SEC-DG005-0031,857524da4cbb,IN,SEC-DG005-0031,UNIT-DG005-0001,,
HBA-DG005-00162,162,FR-023 P0 requires persona names to resolve to agents/AGENT_*.md and missing personas to return PERSONA_NOT_FOUND.,@repo/docs/PRD_CANDIDATE.md:L0325|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-PRD-CANDIDATE.html#SEC-DG005-0031,aba870e17f47,IN,SEC-DG005-0031,UNIT-DG005-0001,,
HBA-DG005-00163,163,"FR-024 P0 requires persona aliases to map UI labels to canonical agents including HELP, ORCHESTRATE, AGGREGATE, RECONCILING, and AGENTS.",@repo/docs/PRD_CANDIDATE.md:L0326|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-PRD-CANDIDATE.html#SEC-DG005-0031,9dfce4d21549,IN,SEC-DG005-0031,UNIT-DG005-0001,,
HBA-DG005-00164,164,FR-025 P0 requires production provider mode to support the Anthropic SDK while preserving default or stub testability.,@repo/docs/PRD_CANDIDATE.md:L0327|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-PRD-CANDIDATE.html#SEC-DG005-0031,a4ccf7bdd81c,IN,SEC-DG005-0031,UNIT-DG005-0001,,
HBA-DG005-00165,165,FR-026 P1 requires provider requests to include selected agent instruction and root context plus working-root constraints.,@repo/docs/PRD_CANDIDATE.md:L0328|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-PRD-CANDIDATE.html#SEC-DG005-0031,148f1b9ca6d1,IN,SEC-DG005-0031,UNIT-DG005-0001,,
HBA-DG005-00166,166,"FR-027 P0 requires Anthropic API key resolution to prefer UI safeStorage key, then ANTHROPIC_API_KEY, then CHIRALITY_ANTHROPIC_API_KEY.",@repo/docs/PRD_CANDIDATE.md:L0334|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-PRD-CANDIDATE.html#SEC-DG005-0032,8c49261cdb70,IN,SEC-DG005-0032,UNIT-DG005-0001,,
HBA-DG005-00167,167,"FR-028 P0 requires key material to remain non-project-truth convenience state and avoid working root, docs, logs, and git-tracked execution files.",@repo/docs/PRD_CANDIDATE.md:L0335|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-PRD-CANDIDATE.html#SEC-DG005-0032,c333ae020fb9,IN,SEC-DG005-0032,UNIT-DG005-0001,,
HBA-DG005-00168,168,FR-029 P0 requires the Anthropic base URL allowlist to accept only https://api.anthropic.com with no credentials and empty or 443 port.,@repo/docs/PRD_CANDIDATE.md:L0336|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-PRD-CANDIDATE.html#SEC-DG005-0032,15fce0f0a061,IN,SEC-DG005-0032,UNIT-DG005-0001,,
