AtomicUnitID,SourceDoc,SourcePrefix,LocalSeq,UnitStatement,SourceRef,ContentHash,InOutStatus,SectionID,DispatchUnitID,Corrects,Notes,CategoryID,CategoryAssignmentStatus,CategoryAssignmentMethod,CategoryAssignmentConfidence,CategoryCandidateIDs,CategoryAssignmentRationale,KnowledgeTypeIDs,SubjectIDs,DecisionRef,OpenIssue,PrimaryKnowledgeTypeID,PrimarySubjectID,AssociatedCategoryIDs,AssociatedKnowledgeTypeIDs,AssociatedSubjectIDs,CrossCategoryAssociationRationale,Gate4AssignmentStatus,Gate4AssignmentMethod,Gate4AssignmentConfidence,Gate4CandidateSubjectIDs,Gate4AssignmentRationale
HBA-TL001-00001,SRC-TOOLS-REGISTRY,TL001,1,"Chirality deterministic tools codify repeatable, LLM-independent operations for agents to invoke during pipeline execution.",@repo/tools/REGISTRY.md:L0003|domains/chirality/_Decomposition/source_review_html/SRC-TOOLS-REGISTRY.html#SEC-TL001-0001,c77e754147a9,IN,SEC-TL001-0001,UNIT-TL001-0001,,,CAT-004,PROPOSED_GATE3,SOURCE_DEFAULT_PLUS_KEYWORD_RULES,LOW,CAT-004:3;CAT-005:2;CAT-008:2,Assigned by SOURCE_DEFAULT_PLUS_KEYWORD_RULES; top_score=3; second_score=2; matched=deterministic tool.,KTY-04-03_Deterministic-Tooling,SUB-04-03-02_Tool-Registry,GATE3_CATEGORY_PROPOSAL;GATE4_KTY_PROPOSAL;GATE4_KTY_ACCEPTANCE,FALSE,KTY-04-03_Deterministic-Tooling,SUB-04-03-02_Tool-Registry,,,,,ACCEPTED_GATE4,KEYWORD_SOURCE_RULES,MEDIUM,SUB-04-03-02_Tool-Registry:6;SUB-04-03-01_Toolmaker-Contracts:2;SUB-04-01-01_TASK-Brief-Schema:1,Assigned by KEYWORD_SOURCE_RULES; score=6; candidates=SUB-04-03-02_Tool-Registry:6;SUB-04-03-01_Toolmaker-Contracts:2;SUB-04-01-01_TASK-Brief-Schema:1.
HBA-TL001-00032,SRC-TOOLS-REGISTRY,TL001,32,`postprocess_page.py` applies ten deterministic cleanup rules to VLM-generated markdown.,@repo/tools/REGISTRY.md:L0062|domains/chirality/_Decomposition/source_review_html/SRC-TOOLS-REGISTRY.html#SEC-TL001-0006,3fce5aa14bf6,IN,SEC-TL001-0006,UNIT-TL001-0001,,,CAT-008,REFINED_GATE3,BOUNDARY_RULE_REFINEMENT,MEDIUM,CAT-005:2,G3BR-005: Extraction mechanics route to CAT-008.,KTY-08-01_PDF2MD-Extraction,SUB-08-01-01_Page-Transcription,GATE3_CATEGORY_PROPOSAL;G3BR-005;GATE4_KTY_PROPOSAL;GATE4_KTY_ACCEPTANCE,FALSE,KTY-08-01_PDF2MD-Extraction,SUB-08-01-01_Page-Transcription,,,,,ACCEPTED_GATE4,KEYWORD_SOURCE_RULES,LOW,SUB-08-01-01_Page-Transcription:3,Assigned by KEYWORD_SOURCE_RULES; score=3; candidates=SUB-08-01-01_Page-Transcription:3.
HBA-TL001-00033,SRC-TOOLS-REGISTRY,TL001,33,`assemble_markdown.py` joins per-page markdown files into one assembled document with configurable separators and page filename templates.,@repo/tools/REGISTRY.md:L0063|domains/chirality/_Decomposition/source_review_html/SRC-TOOLS-REGISTRY.html#SEC-TL001-0006,079d6944ba94,IN,SEC-TL001-0006,UNIT-TL001-0001,,,CAT-008,REFINED_GATE3,BOUNDARY_RULE_REFINEMENT,MEDIUM,CAT-005:2,G3BR-005: Extraction mechanics route to CAT-008.,KTY-08-01_PDF2MD-Extraction,SUB-08-01-01_Page-Transcription,GATE3_CATEGORY_PROPOSAL;G3BR-005;GATE4_KTY_PROPOSAL;GATE4_KTY_ACCEPTANCE,FALSE,KTY-08-01_PDF2MD-Extraction,SUB-08-01-01_Page-Transcription,,,,,ACCEPTED_GATE4,KEYWORD_SOURCE_RULES,MEDIUM,SUB-08-01-01_Page-Transcription:5,Assigned by KEYWORD_SOURCE_RULES; score=5; candidates=SUB-08-01-01_Page-Transcription:5.
HBA-TL001-00034,SRC-TOOLS-REGISTRY,TL001,34,`build_page_brief.py` renders one INIT-TASK brief for a `pdf2md-page` dispatch.,@repo/tools/REGISTRY.md:L0064|domains/chirality/_Decomposition/source_review_html/SRC-TOOLS-REGISTRY.html#SEC-TL001-0006,4ca1533a133d,IN,SEC-TL001-0006,UNIT-TL001-0001,,,CAT-008,PROPOSED_GATE3,SOURCE_DEFAULT_PLUS_KEYWORD_RULES,HIGH,CAT-008:8;CAT-009:3;CAT-004:2;CAT-005:2,"Assigned by SOURCE_DEFAULT_PLUS_KEYWORD_RULES; top_score=8; second_score=3; matched=pdf2md,pdf.",KTY-08-01_PDF2MD-Extraction,SUB-08-01-01_Page-Transcription,GATE3_CATEGORY_PROPOSAL;GATE4_KTY_PROPOSAL;GATE4_KTY_ACCEPTANCE,FALSE,KTY-08-01_PDF2MD-Extraction,SUB-08-01-01_Page-Transcription,,,,,ACCEPTED_GATE4,KEYWORD_SOURCE_RULES,LOW,SUB-08-01-01_Page-Transcription:1,Assigned by KEYWORD_SOURCE_RULES; score=1; candidates=SUB-08-01-01_Page-Transcription:1.
HBA-TL001-00035,SRC-TOOLS-REGISTRY,TL001,35,`build_page_assets_brief.py` renders one INIT-TASK brief for a `pdf2md-page-assets` dispatch.,@repo/tools/REGISTRY.md:L0065|domains/chirality/_Decomposition/source_review_html/SRC-TOOLS-REGISTRY.html#SEC-TL001-0006,858675d53f0f,IN,SEC-TL001-0006,UNIT-TL001-0001,,,CAT-008,PROPOSED_GATE3,SOURCE_DEFAULT_PLUS_KEYWORD_RULES,HIGH,CAT-008:8;CAT-009:3;CAT-004:2;CAT-005:2,"Assigned by SOURCE_DEFAULT_PLUS_KEYWORD_RULES; top_score=8; second_score=3; matched=pdf2md,pdf.",KTY-08-01_PDF2MD-Extraction,SUB-08-01-01_Page-Transcription,GATE3_CATEGORY_PROPOSAL;GATE4_KTY_PROPOSAL;GATE4_KTY_ACCEPTANCE,FALSE,KTY-08-01_PDF2MD-Extraction,SUB-08-01-01_Page-Transcription,,,,,ACCEPTED_GATE4,KEYWORD_SOURCE_RULES,LOW,SUB-08-01-01_Page-Transcription:1,Assigned by KEYWORD_SOURCE_RULES; score=1; candidates=SUB-08-01-01_Page-Transcription:1.
HBA-TL001-00036,SRC-TOOLS-REGISTRY,TL001,36,"`materialize_page_assets.py` crops page assets from VLM bounding-box JSON, renders table XLSX files, records hashes, and appends deterministic asset references to anchored page markdown.",@repo/tools/REGISTRY.md:L0066|domains/chirality/_Decomposition/source_review_html/SRC-TOOLS-REGISTRY.html#SEC-TL001-0006,cc10e9983fd3,IN,SEC-TL001-0006,UNIT-TL001-0001,,,CAT-008,PROPOSED_GATE3,SOURCE_DEFAULT_PLUS_KEYWORD_RULES,LOW,CAT-008:5;CAT-005:4,"Assigned by SOURCE_DEFAULT_PLUS_KEYWORD_RULES; top_score=5; second_score=4; matched=table,crop.",KTY-08-01_PDF2MD-Extraction,SUB-08-01-01_Page-Transcription,GATE3_CATEGORY_PROPOSAL;GATE4_KTY_PROPOSAL;GATE4_KTY_ACCEPTANCE,FALSE,KTY-08-01_PDF2MD-Extraction,SUB-08-01-01_Page-Transcription,,,,,ACCEPTED_GATE4,KEYWORD_SOURCE_RULES,MEDIUM,SUB-08-01-01_Page-Transcription:5;SUB-08-02-02_Figures-Tables-Images:4;SUB-08-05-02_Extraction-Artifacts:2,Assigned by KEYWORD_SOURCE_RULES; score=5; candidates=SUB-08-01-01_Page-Transcription:5;SUB-08-02-02_Figures-Tables-Images:4;SUB-08-05-02_Extraction-Artifacts:2.
HBA-TL001-00037,SRC-TOOLS-REGISTRY,TL001,37,`render_table_xlsx.py` deterministically renders one `pdf2md-table/v1` table_data block into a pinned-timestamp XLSX workbook.,@repo/tools/REGISTRY.md:L0067|domains/chirality/_Decomposition/source_review_html/SRC-TOOLS-REGISTRY.html#SEC-TL001-0006,34b73467fa45,IN,SEC-TL001-0006,UNIT-TL001-0001,,,CAT-008,PROPOSED_GATE3,SOURCE_DEFAULT_PLUS_KEYWORD_RULES,HIGH,CAT-008:10;CAT-005:2,"Assigned by SOURCE_DEFAULT_PLUS_KEYWORD_RULES; top_score=10; second_score=2; matched=pdf2md,pdf,table.",KTY-08-01_PDF2MD-Extraction,SUB-08-01-01_Page-Transcription,GATE3_CATEGORY_PROPOSAL;GATE4_KTY_PROPOSAL;GATE4_KTY_ACCEPTANCE,FALSE,KTY-08-01_PDF2MD-Extraction,SUB-08-01-01_Page-Transcription,,,,,ACCEPTED_GATE4,KEYWORD_SOURCE_RULES,LOW,SUB-08-01-01_Page-Transcription:1,Assigned by KEYWORD_SOURCE_RULES; score=1; candidates=SUB-08-01-01_Page-Transcription:1.
HBA-TL001-00038,SRC-TOOLS-REGISTRY,TL001,38,"`rewrite_inline_asset_refs.py` rewrites inline figure, table, and image placeholders in per-page Markdown to point at materialized asset paths.",@repo/tools/REGISTRY.md:L0068|domains/chirality/_Decomposition/source_review_html/SRC-TOOLS-REGISTRY.html#SEC-TL001-0006,6a368d3b6b82,IN,SEC-TL001-0006,UNIT-TL001-0001,,,CAT-008,PROPOSED_GATE3,SOURCE_DEFAULT_PLUS_KEYWORD_RULES,MEDIUM,CAT-008:7;CAT-005:2,"Assigned by SOURCE_DEFAULT_PLUS_KEYWORD_RULES; top_score=7; second_score=2; matched=figure,table,image.",KTY-08-02_Asset-and-Equation-Extraction,SUB-08-02-02_Figures-Tables-Images,GATE3_CATEGORY_PROPOSAL;GATE4_KTY_PROPOSAL;GATE4_KTY_ACCEPTANCE,FALSE,KTY-08-02_Asset-and-Equation-Extraction,SUB-08-02-02_Figures-Tables-Images,,,,,ACCEPTED_GATE4,KEYWORD_SOURCE_RULES,MEDIUM,SUB-08-02-02_Figures-Tables-Images:8;SUB-08-01-01_Page-Transcription:3,Assigned by KEYWORD_SOURCE_RULES; score=8; candidates=SUB-08-02-02_Figures-Tables-Images:8;SUB-08-01-01_Page-Transcription:3.
HBA-TL001-00039,SRC-TOOLS-REGISTRY,TL001,39,`aggregate_asset_manifest.py` merges per-page asset materialization manifests into a document-level public asset manifest with page label fields.,@repo/tools/REGISTRY.md:L0069|domains/chirality/_Decomposition/source_review_html/SRC-TOOLS-REGISTRY.html#SEC-TL001-0006,16df0b0d0007,IN,SEC-TL001-0006,UNIT-TL001-0001,,,CAT-008,REFINED_GATE3,BOUNDARY_RULE_REFINEMENT,MEDIUM,CAT-005:5;CAT-007:3;CAT-006:1,G3BR-005: Extraction mechanics route to CAT-008.,KTY-08-01_PDF2MD-Extraction,SUB-08-01-02_Folios-and-Assembly,GATE3_CATEGORY_PROPOSAL;G3BR-005;GATE4_KTY_PROPOSAL;GATE4_KTY_ACCEPTANCE,FALSE,KTY-08-01_PDF2MD-Extraction,SUB-08-01-02_Folios-and-Assembly,,,,,ACCEPTED_GATE4,KEYWORD_SOURCE_RULES,MEDIUM,SUB-08-01-02_Folios-and-Assembly:4;SUB-08-01-01_Page-Transcription:3;SUB-08-02-02_Figures-Tables-Images:2;SUB-08-05-02_Extraction-Artifacts:2,Assigned by KEYWORD_SOURCE_RULES; score=4; candidates=SUB-08-01-02_Folios-and-Assembly:4;SUB-08-01-01_Page-Transcription:3;SUB-08-02-02_Figures-Tables-Images:2;SUB-08-05-02_Extraction-Artifacts:2.
HBA-TL001-00040,SRC-TOOLS-REGISTRY,TL001,40,`build_folio_extract_brief.py` renders one INIT-TASK brief for a `pdf2md-folio-extract` dispatch.,@repo/tools/REGISTRY.md:L0070|domains/chirality/_Decomposition/source_review_html/SRC-TOOLS-REGISTRY.html#SEC-TL001-0006,cdc8c79b3f7e,IN,SEC-TL001-0006,UNIT-TL001-0001,,,CAT-008,PROPOSED_GATE3,SOURCE_DEFAULT_PLUS_KEYWORD_RULES,HIGH,CAT-008:15;CAT-009:3;CAT-004:2;CAT-005:2,"Assigned by SOURCE_DEFAULT_PLUS_KEYWORD_RULES; top_score=15; second_score=3; matched=pdf2md,pdf,folio,extract.",KTY-08-01_PDF2MD-Extraction,SUB-08-01-01_Page-Transcription,GATE3_CATEGORY_PROPOSAL;GATE4_KTY_PROPOSAL;GATE4_KTY_ACCEPTANCE,FALSE,KTY-08-01_PDF2MD-Extraction,SUB-08-01-01_Page-Transcription,,,,,ACCEPTED_GATE4,KEYWORD_SOURCE_RULES,LOW,SUB-08-01-01_Page-Transcription:1,Assigned by KEYWORD_SOURCE_RULES; score=1; candidates=SUB-08-01-01_Page-Transcription:1.
HBA-TL001-00041,SRC-TOOLS-REGISTRY,TL001,41,`run_folio_extraction.py` aggregates per-page folio JSON files into a page_folios.json keyed by physical page number.,@repo/tools/REGISTRY.md:L0071|domains/chirality/_Decomposition/source_review_html/SRC-TOOLS-REGISTRY.html#SEC-TL001-0006,f24e092eb239,IN,SEC-TL001-0006,UNIT-TL001-0001,,,CAT-008,PROPOSED_GATE3,SOURCE_DEFAULT_PLUS_KEYWORD_RULES,HIGH,CAT-008:10;CAT-007:3;CAT-005:2;CAT-006:1,"Assigned by SOURCE_DEFAULT_PLUS_KEYWORD_RULES; top_score=10; second_score=3; matched=folio,extract,extraction.",KTY-08-01_PDF2MD-Extraction,SUB-08-01-02_Folios-and-Assembly,GATE3_CATEGORY_PROPOSAL;GATE4_KTY_PROPOSAL;GATE4_KTY_ACCEPTANCE,FALSE,KTY-08-01_PDF2MD-Extraction,SUB-08-01-02_Folios-and-Assembly,,,,,ACCEPTED_GATE4,KEYWORD_SOURCE_RULES,MEDIUM,SUB-08-01-02_Folios-and-Assembly:6;SUB-08-01-01_Page-Transcription:3;SUB-08-05-02_Extraction-Artifacts:2,Assigned by KEYWORD_SOURCE_RULES; score=6; candidates=SUB-08-01-02_Folios-and-Assembly:6;SUB-08-01-01_Page-Transcription:3;SUB-08-05-02_Extraction-Artifacts:2.
HBA-TL001-00042,SRC-TOOLS-REGISTRY,TL001,42,`migrate_csv_assets_to_archive.py` moves legacy table CSV assets into `.archive/` only when paired XLSX files exist.,@repo/tools/REGISTRY.md:L0072|domains/chirality/_Decomposition/source_review_html/SRC-TOOLS-REGISTRY.html#SEC-TL001-0006,6a0f797a3cc6,IN,SEC-TL001-0006,UNIT-TL001-0001,,,CAT-008,REFINED_GATE3,BOUNDARY_RULE_REFINEMENT,MEDIUM,CAT-005:2;CAT-008:2,G3BR-005: Extraction mechanics route to CAT-008.,KTY-08-02_Asset-and-Equation-Extraction,SUB-08-02-02_Figures-Tables-Images,GATE3_CATEGORY_PROPOSAL;G3BR-005;GATE4_KTY_PROPOSAL;GATE4_KTY_ACCEPTANCE,FALSE,KTY-08-02_Asset-and-Equation-Extraction,SUB-08-02-02_Figures-Tables-Images,,,,,ACCEPTED_GATE4,KEYWORD_SOURCE_RULES,LOW,SUB-08-02-02_Figures-Tables-Images:2;SUB-08-05-02_Extraction-Artifacts:2;SUB-08-01-01_Page-Transcription:1,Assigned by KEYWORD_SOURCE_RULES; score=2; candidates=SUB-08-02-02_Figures-Tables-Images:2;SUB-08-05-02_Extraction-Artifacts:2;SUB-08-01-01_Page-Transcription:1.
HBA-TL001-00043,SRC-TOOLS-REGISTRY,TL001,43,"`redispatch_csv_text_tables.py` enumerates pages with legacy csv_text tables, renders redispatch briefs, and emits an orchestrator queue JSON.",@repo/tools/REGISTRY.md:L0073|domains/chirality/_Decomposition/source_review_html/SRC-TOOLS-REGISTRY.html#SEC-TL001-0006,e6e41caf68ab,IN,SEC-TL001-0006,UNIT-TL001-0001,,,CAT-009,PROPOSED_GATE3,SOURCE_DEFAULT_PLUS_KEYWORD_RULES,LOW,CAT-009:4;CAT-005:2;CAT-008:2,Assigned by SOURCE_DEFAULT_PLUS_KEYWORD_RULES; top_score=4; second_score=2; matched=orchestrator.,KTY-09-01_Orchestration-and-Assistance,SUB-09-01-01_Orchestrator-Control,GATE3_CATEGORY_PROPOSAL;GATE4_KTY_PROPOSAL;GATE4_KTY_ACCEPTANCE,FALSE,KTY-09-01_Orchestration-and-Assistance,SUB-09-01-01_Orchestrator-Control,,,,,ACCEPTED_GATE4,KEYWORD_SOURCE_RULES,LOW,SUB-09-01-01_Orchestrator-Control:3,Assigned by KEYWORD_SOURCE_RULES; score=3; candidates=SUB-09-01-01_Orchestrator-Control:3.
HBA-TL001-00044,SRC-TOOLS-REGISTRY,TL001,44,"`validate_asset_resume.py` validates existing asset materialization manifests against current page rasters, anchored Markdown, and asset files before reuse.",@repo/tools/REGISTRY.md:L0074|domains/chirality/_Decomposition/source_review_html/SRC-TOOLS-REGISTRY.html#SEC-TL001-0006,3c257263d4fb,IN,SEC-TL001-0006,UNIT-TL001-0001,,,CAT-008,PROPOSED_GATE3,SOURCE_DEFAULT_PLUS_KEYWORD_RULES,MEDIUM,CAT-008:7;CAT-005:5;CAT-006:2,"Assigned by SOURCE_DEFAULT_PLUS_KEYWORD_RULES; top_score=7; second_score=5; matched=page raster,raster.",KTY-08-01_PDF2MD-Extraction,SUB-08-01-01_Page-Transcription,GATE3_CATEGORY_PROPOSAL;GATE4_KTY_PROPOSAL;GATE4_KTY_ACCEPTANCE,FALSE,KTY-08-01_PDF2MD-Extraction,SUB-08-01-01_Page-Transcription,,,,,ACCEPTED_GATE4,KEYWORD_SOURCE_RULES,MEDIUM,SUB-08-01-01_Page-Transcription:5;SUB-08-02-02_Figures-Tables-Images:2,Assigned by KEYWORD_SOURCE_RULES; score=5; candidates=SUB-08-01-01_Page-Transcription:5;SUB-08-02-02_Figures-Tables-Images:2.
HBA-TL001-00045,SRC-TOOLS-REGISTRY,TL001,45,`validate_assets.py` validates assembled Markdown asset links against the public asset manifest and files on disk.,@repo/tools/REGISTRY.md:L0075|domains/chirality/_Decomposition/source_review_html/SRC-TOOLS-REGISTRY.html#SEC-TL001-0006,96a3697ed072,IN,SEC-TL001-0006,UNIT-TL001-0001,,,CAT-008,REFINED_GATE3,BOUNDARY_RULE_REFINEMENT,MEDIUM,CAT-005:5;CAT-006:2,G3BR-005: Extraction mechanics route to CAT-008.,KTY-08-01_PDF2MD-Extraction,SUB-08-01-01_Page-Transcription,GATE3_CATEGORY_PROPOSAL;G3BR-005;GATE4_KTY_PROPOSAL;GATE4_KTY_ACCEPTANCE,FALSE,KTY-08-01_PDF2MD-Extraction,SUB-08-01-01_Page-Transcription,,,,,ACCEPTED_GATE4,KEYWORD_SOURCE_RULES,LOW,SUB-08-01-01_Page-Transcription:3;SUB-08-02-02_Figures-Tables-Images:2;SUB-08-05-02_Extraction-Artifacts:2,Assigned by KEYWORD_SOURCE_RULES; score=3; candidates=SUB-08-01-01_Page-Transcription:3;SUB-08-02-02_Figures-Tables-Images:2;SUB-08-05-02_Extraction-Artifacts:2.
HBA-TL001-00046,SRC-TOOLS-REGISTRY,TL001,46,"Equation Audit tools live under `tools/equation_audit/`; their state lives under `_Sources/<book>/audit/equations/{working,snapshots,_LATEST.md}`.",@repo/tools/REGISTRY.md:L0079|domains/chirality/_Decomposition/source_review_html/SRC-TOOLS-REGISTRY.html#SEC-TL001-0007,e0708aa8e843,IN,SEC-TL001-0007,UNIT-TL001-0001,,,CAT-006,PROPOSED_GATE3,SOURCE_DEFAULT_PLUS_KEYWORD_RULES,LOW,CAT-006:4;CAT-008:4;CAT-005:2,Assigned by SOURCE_DEFAULT_PLUS_KEYWORD_RULES; top_score=4; second_score=4; matched=audit.,KTY-06-01_Audit-Agent-Checks,SUB-06-01-01_Decomposition-and-Governance-Audits,GATE3_CATEGORY_PROPOSAL;GATE4_KTY_PROPOSAL;GATE4_KTY_ACCEPTANCE,FALSE,KTY-06-01_Audit-Agent-Checks,SUB-06-01-01_Decomposition-and-Governance-Audits,,,,,ACCEPTED_GATE4,KEYWORD_SOURCE_RULES,LOW,SUB-06-01-01_Decomposition-and-Governance-Audits:1,Assigned by KEYWORD_SOURCE_RULES; score=1; candidates=SUB-06-01-01_Decomposition-and-Governance-Audits:1.
HBA-TL001-00047,SRC-TOOLS-REGISTRY,TL001,47,Equation Audit deterministic tools reserve LLM reasoning for the `equation-flag-interpret` and `equation-bbox-detect` skills.,@repo/tools/REGISTRY.md:L0079|domains/chirality/_Decomposition/source_review_html/SRC-TOOLS-REGISTRY.html#SEC-TL001-0007,425bb84e3237,IN,SEC-TL001-0007,UNIT-TL001-0001,,,CAT-008,PROPOSED_GATE3,SOURCE_DEFAULT_PLUS_KEYWORD_RULES,MEDIUM,CAT-008:8;CAT-004:6;CAT-006:4;CAT-005:2,"Assigned by SOURCE_DEFAULT_PLUS_KEYWORD_RULES; top_score=8; second_score=6; matched=equation,bbox.",KTY-08-02_Asset-and-Equation-Extraction,SUB-08-02-01_Equations,GATE3_CATEGORY_PROPOSAL;GATE4_KTY_PROPOSAL;GATE4_KTY_ACCEPTANCE,FALSE,KTY-08-02_Asset-and-Equation-Extraction,SUB-08-02-01_Equations,,,,,ACCEPTED_GATE4,KEYWORD_SOURCE_RULES,MEDIUM,SUB-08-02-01_Equations:6;SUB-08-01-01_Page-Transcription:1,Assigned by KEYWORD_SOURCE_RULES; score=6; candidates=SUB-08-02-01_Equations:6;SUB-08-01-01_Page-Transcription:1.
HBA-TL001-00048,SRC-TOOLS-REGISTRY,TL001,48,`migrate_audit_layout.py` relocates legacy flat equation audit artifacts into the versioned snapshot layout under `audit/equations/`.,@repo/tools/REGISTRY.md:L0083|domains/chirality/_Decomposition/source_review_html/SRC-TOOLS-REGISTRY.html#SEC-TL001-0007,6a62b020c73e,IN,SEC-TL001-0007,UNIT-TL001-0001,,,CAT-006,PROPOSED_GATE3,SOURCE_DEFAULT_PLUS_KEYWORD_RULES,LOW,CAT-006:4;CAT-008:4;CAT-005:2,Assigned by SOURCE_DEFAULT_PLUS_KEYWORD_RULES; top_score=4; second_score=4; matched=audit.,KTY-06-01_Audit-Agent-Checks,SUB-06-01-01_Decomposition-and-Governance-Audits,GATE3_CATEGORY_PROPOSAL;GATE4_KTY_PROPOSAL;GATE4_KTY_ACCEPTANCE,FALSE,KTY-06-01_Audit-Agent-Checks,SUB-06-01-01_Decomposition-and-Governance-Audits,,,,,ACCEPTED_GATE4,KEYWORD_SOURCE_RULES,LOW,SUB-06-01-01_Decomposition-and-Governance-Audits:1,Assigned by KEYWORD_SOURCE_RULES; score=1; candidates=SUB-06-01-01_Decomposition-and-Governance-Audits:1.
HBA-TL001-00049,SRC-TOOLS-REGISTRY,TL001,49,"`scan_equation_audit_state.py` summarizes one equation audit working folder by verification state, page breakdown, overlap detection, and orphan-sidecar warnings.",@repo/tools/REGISTRY.md:L0084|domains/chirality/_Decomposition/source_review_html/SRC-TOOLS-REGISTRY.html#SEC-TL001-0007,e0aa69e18611,IN,SEC-TL001-0007,UNIT-TL001-0001,,,CAT-006,PROPOSED_GATE3,SOURCE_DEFAULT_PLUS_KEYWORD_RULES,LOW,CAT-006:4;CAT-008:4;CAT-005:2,Assigned by SOURCE_DEFAULT_PLUS_KEYWORD_RULES; top_score=4; second_score=4; matched=audit.,KTY-06-01_Audit-Agent-Checks,SUB-06-01-01_Decomposition-and-Governance-Audits,GATE3_CATEGORY_PROPOSAL;GATE4_KTY_PROPOSAL;GATE4_KTY_ACCEPTANCE,FALSE,KTY-06-01_Audit-Agent-Checks,SUB-06-01-01_Decomposition-and-Governance-Audits,,,,,ACCEPTED_GATE4,KEYWORD_SOURCE_RULES,LOW,SUB-06-01-01_Decomposition-and-Governance-Audits:1,Assigned by KEYWORD_SOURCE_RULES; score=1; candidates=SUB-06-01-01_Decomposition-and-Governance-Audits:1.
HBA-TL001-00050,SRC-TOOLS-REGISTRY,TL001,50,`validate_flagged_schema.py` schema-validates flagged.json and fails fast when descriptions are prose-shaped rather than structured corrections.,@repo/tools/REGISTRY.md:L0085|domains/chirality/_Decomposition/source_review_html/SRC-TOOLS-REGISTRY.html#SEC-TL001-0007,3bf60bb681c9,IN,SEC-TL001-0007,UNIT-TL001-0001,,,CAT-004,REFINED_GATE3,BOUNDARY_RULE_REFINEMENT,MEDIUM,CAT-005:2;CAT-006:2;CAT-002:1,G3BR-004: Generic deterministic tool mechanics route to CAT-004.,KTY-04-03_Deterministic-Tooling,SUB-04-03-02_Tool-Registry,GATE3_CATEGORY_PROPOSAL;G3BR-004;GATE4_KTY_PROPOSAL;GATE4_KTY_ACCEPTANCE,FALSE,KTY-04-03_Deterministic-Tooling,SUB-04-03-02_Tool-Registry,,,,,ACCEPTED_GATE4,KEYWORD_SOURCE_RULES,MEDIUM,SUB-04-03-02_Tool-Registry:6;SUB-04-01-01_TASK-Brief-Schema:1,Assigned by KEYWORD_SOURCE_RULES; score=6; candidates=SUB-04-03-02_Tool-Registry:6;SUB-04-01-01_TASK-Brief-Schema:1.
HBA-TL001-00051,SRC-TOOLS-REGISTRY,TL001,51,`build_equation_interpret_brief.py` renders one INIT-TASK brief for an `equation-flag-interpret` dispatch keyed by equation hash.,@repo/tools/REGISTRY.md:L0086|domains/chirality/_Decomposition/source_review_html/SRC-TOOLS-REGISTRY.html#SEC-TL001-0007,bece5406c894,IN,SEC-TL001-0007,UNIT-TL001-0001,,,CAT-005,PROPOSED_GATE3,SOURCE_DEFAULT_PLUS_KEYWORD_RULES,LOW,CAT-005:4;CAT-008:4;CAT-009:3;CAT-004:2,"Assigned by SOURCE_DEFAULT_PLUS_KEYWORD_RULES; top_score=4; second_score=4; matched=hash,source-default.",KTY-05-01_SourceRef-and-Hash-Provenance,SUB-05-01-02_ContentHash-Discipline,GATE3_CATEGORY_PROPOSAL;GATE4_KTY_PROPOSAL;GATE4_KTY_ACCEPTANCE,FALSE,KTY-05-01_SourceRef-and-Hash-Provenance,SUB-05-01-02_ContentHash-Discipline,,,,,ACCEPTED_GATE4,KEYWORD_SOURCE_RULES,LOW,SUB-05-01-02_ContentHash-Discipline:2;SUB-05-01-01_SourceRef-Forms:1,Assigned by KEYWORD_SOURCE_RULES; score=2; candidates=SUB-05-01-02_ContentHash-Discipline:2;SUB-05-01-01_SourceRef-Forms:1.
HBA-TL001-00052,SRC-TOOLS-REGISTRY,TL001,52,`build_equation_bbox_brief.py` renders one INIT-TASK brief for an `equation-bbox-detect` dispatch for a page raster and Markdown page.,@repo/tools/REGISTRY.md:L0087|domains/chirality/_Decomposition/source_review_html/SRC-TOOLS-REGISTRY.html#SEC-TL001-0007,fab00453e871,IN,SEC-TL001-0007,UNIT-TL001-0001,,,CAT-008,PROPOSED_GATE3,SOURCE_DEFAULT_PLUS_KEYWORD_RULES,HIGH,CAT-008:15;CAT-009:3;CAT-004:2;CAT-005:2,"Assigned by SOURCE_DEFAULT_PLUS_KEYWORD_RULES; top_score=15; second_score=3; matched=page raster,raster,equation,bbox.",KTY-08-01_PDF2MD-Extraction,SUB-08-01-01_Page-Transcription,GATE3_CATEGORY_PROPOSAL;GATE4_KTY_PROPOSAL;GATE4_KTY_ACCEPTANCE,FALSE,KTY-08-01_PDF2MD-Extraction,SUB-08-01-01_Page-Transcription,,,,,ACCEPTED_GATE4,KEYWORD_SOURCE_RULES,MEDIUM,SUB-08-01-01_Page-Transcription:7,Assigned by KEYWORD_SOURCE_RULES; score=7; candidates=SUB-08-01-01_Page-Transcription:7.
