FindingID,AtomicUnitID,SourceDoc,AssignedCategoryID,CandidateCategoryIDs,FindingType,Severity,Status,Evidence,Recommendation
G3F-00226,HBA-AG016-00228,SRC-AGENTS-AGENT-DOMAIN-HYPERGRAPH,CAT-003,CAT-003:7;CAT-007:7;CAT-001:1,AMBIGUOUS_CATEGORY_SIGNAL,ADVISORY,OPEN_PENDING_REVIEW,A valid DOMAIN_HYPERGRAPH run does not modify Category or Knowledge Type folder content.,"Review during Gate 3 category acceptance; if the atom is not truly atomic, split only by explicit human decision."
G3F-00227,HBA-AG016-00251,SRC-AGENTS-AGENT-DOMAIN-HYPERGRAPH,CAT-007,CAT-007:7;CAT-003:6;CAT-010:3,AMBIGUOUS_CATEGORY_SIGNAL,ADVISORY,OPEN_PENDING_REVIEW,"The DOMAIN decomposition workspace is a semantic system, not an execution plan.","Review during Gate 3 category acceptance; if the atom is not truly atomic, split only by explicit human decision."
G3F-00228,HBA-AG016-00260,SRC-AGENTS-AGENT-DOMAIN-HYPERGRAPH,CAT-007,CAT-007:7;CAT-003:6,AMBIGUOUS_CATEGORY_SIGNAL,ADVISORY,OPEN_PENDING_REVIEW,Keeping subject and artifact layers distinct preserves traceability from decomposition intent to rendered documents.,"Review during Gate 3 category acceptance; if the atom is not truly atomic, split only by explicit human decision."
G3F-00229,HBA-AG017-00037,SRC-AGENTS-AGENT-DRAWING-EXTRACT,CAT-008,CAT-008:10;CAT-004:9,AMBIGUOUS_CATEGORY_SIGNAL,ADVISORY,OPEN_PENDING_REVIEW,BATCH_SIZE defaults to 5 TASK skill dispatches in parallel.,"Review during Gate 3 category acceptance; if the atom is not truly atomic, split only by explicit human decision."
G3F-00230,HBA-AG017-00079,SRC-AGENTS-AGENT-DRAWING-EXTRACT,CAT-002,CAT-002:10;CAT-008:10,AMBIGUOUS_CATEGORY_SIGNAL,ADVISORY,OPEN_PENDING_REVIEW,"DRAWING_EXTRACT precedence orders protocol before spec, spec before structure, and structure before rationale.","Review during Gate 3 category acceptance; if the atom is not truly atomic, split only by explicit human decision."
G3F-00231,HBA-AG017-00137,SRC-AGENTS-AGENT-DRAWING-EXTRACT,CAT-008,CAT-008:10;CAT-004:9,AMBIGUOUS_CATEGORY_SIGNAL,ADVISORY,OPEN_PENDING_REVIEW,"The TASK shell loads SKILL.md, BRIEF_SCHEMA.md, and companion files such as QA_CHECKS.md and TOOL_POLICY.md when present.","Review during Gate 3 category acceptance; if the atom is not truly atomic, split only by explicit human decision."
G3F-00232,HBA-AG018-00003,SRC-AGENTS-AGENT-EQUATION-AUDIT,CAT-008,CAT-008:6;CAT-006:5,AMBIGUOUS_CATEGORY_SIGNAL,ADVISORY,OPEN_PENDING_REVIEW,"EQUATION_AUDIT drives a human-mediated loop with gates at Phase 0, Phase 2, Phase 5, and Phase 6.","Review during Gate 3 category acceptance; if the atom is not truly atomic, split only by explicit human decision."
G3F-00233,HBA-AG018-00021,SRC-AGENTS-AGENT-EQUATION-AUDIT,CAT-006,CAT-006:7;CAT-008:6,AMBIGUOUS_CATEGORY_SIGNAL,ADVISORY,OPEN_PENDING_REVIEW,"ALLOW_UNREVIEWED is the maximum tolerated unreviewed-equation count at Phase 6 close, defaulting to zero.","Review during Gate 3 category acceptance; if the atom is not truly atomic, split only by explicit human decision."
G3F-00234,HBA-AG018-00024,SRC-AGENTS-AGENT-EQUATION-AUDIT,CAT-008,CAT-008:6;CAT-004:5;CAT-006:4,AMBIGUOUS_CATEGORY_SIGNAL,ADVISORY,OPEN_PENDING_REVIEW,"If an equation-audit pipeline stage requires LLM reasoning, it belongs in a TASK+skill dispatch rather than a tool invocation.","Review during Gate 3 category acceptance; if the atom is not truly atomic, split only by explicit human decision."
G3F-00235,HBA-AG018-00032,SRC-AGENTS-AGENT-EQUATION-AUDIT,CAT-008,CAT-008:8;CAT-006:7,AMBIGUOUS_CATEGORY_SIGNAL,ADVISORY,OPEN_PENDING_REVIEW,Phase 6 closure promotes working state into a new immutable snapshot and updates _LATEST.md to point at it.,"Review during Gate 3 category acceptance; if the atom is not truly atomic, split only by explicit human decision."
G3F-00236,HBA-AG018-00035,SRC-AGENTS-AGENT-EQUATION-AUDIT,CAT-006,CAT-006:6;CAT-008:6,AMBIGUOUS_CATEGORY_SIGNAL,ADVISORY,OPEN_PENDING_REVIEW,"Phase 3a converts prose to LaTeX, Phase 3b validates flagged schema, and Phase 3c applies fixes.","Review during Gate 3 category acceptance; if the atom is not truly atomic, split only by explicit human decision."
G3F-00237,HBA-AG018-00041,SRC-AGENTS-AGENT-EQUATION-AUDIT,CAT-003,CAT-003:6;CAT-008:6;CAT-006:4,AMBIGUOUS_CATEGORY_SIGNAL,ADVISORY,OPEN_PENDING_REVIEW,"EQUATION_AUDIT must not touch other sources audit folders, other agents decomposition state, or paths outside the source tree.","Review during Gate 3 category acceptance; if the atom is not truly atomic, split only by explicit human decision."
G3F-00238,HBA-AG018-00048,SRC-AGENTS-AGENT-EQUATION-AUDIT,CAT-006,CAT-006:7;CAT-008:6,AMBIGUOUS_CATEGORY_SIGNAL,ADVISORY,OPEN_PENDING_REVIEW,"Phase 0 scans current audit state and captures total, verified, flagged, backcheck, unreviewed, overlaps, and orphan sidecar warnings.","Review during Gate 3 category acceptance; if the atom is not truly atomic, split only by explicit human decision."
G3F-00239,HBA-AG018-00049,SRC-AGENTS-AGENT-EQUATION-AUDIT,CAT-008,CAT-008:6;CAT-006:5,AMBIGUOUS_CATEGORY_SIGNAL,ADVISORY,OPEN_PENDING_REVIEW,Gate 0 requires human confirmation before EQUATION_AUDIT proceeds to Phase 1.,"Review during Gate 3 category acceptance; if the atom is not truly atomic, split only by explicit human decision."
G3F-00240,HBA-AG018-00051,SRC-AGENTS-AGENT-EQUATION-AUDIT,CAT-006,CAT-006:7;CAT-008:6;CAT-005:2,AMBIGUOUS_CATEGORY_SIGNAL,ADVISORY,OPEN_PENDING_REVIEW,audit_equations.py preserves prior review state for equations whose hash has not changed.,"Review during Gate 3 category acceptance; if the atom is not truly atomic, split only by explicit human decision."
G3F-00241,HBA-AG018-00058,SRC-AGENTS-AGENT-EQUATION-AUDIT,CAT-006,CAT-006:7;CAT-008:6,AMBIGUOUS_CATEGORY_SIGNAL,ADVISORY,OPEN_PENDING_REVIEW,"Phase 2 is human-driven, and the persona does not advance until the human exports the review.","Review during Gate 3 category acceptance; if the atom is not truly atomic, split only by explicit human decision."
G3F-00242,HBA-AG018-00060,SRC-AGENTS-AGENT-EQUATION-AUDIT,CAT-006,CAT-006:7;CAT-008:6,AMBIGUOUS_CATEGORY_SIGNAL,ADVISORY,OPEN_PENDING_REVIEW,"During Phase 2, the human marks each equation Verified, Flagged, or Unreviewed.","Review during Gate 3 category acceptance; if the atom is not truly atomic, split only by explicit human decision."
G3F-00243,HBA-AG018-00062,SRC-AGENTS-AGENT-EQUATION-AUDIT,CAT-006,CAT-006:7;CAT-008:6,AMBIGUOUS_CATEGORY_SIGNAL,ADVISORY,OPEN_PENDING_REVIEW,"After Phase 2 review, the human exports verified and flagged timestamped JSON files and moves them into working/.","Review during Gate 3 category acceptance; if the atom is not truly atomic, split only by explicit human decision."
G3F-00244,HBA-AG018-00065,SRC-AGENTS-AGENT-EQUATION-AUDIT,CAT-008,CAT-008:6;CAT-006:5,AMBIGUOUS_CATEGORY_SIGNAL,ADVISORY,OPEN_PENDING_REVIEW,Gate 2 separates flagged entries into prose-shaped descriptions and LaTeX-shaped descriptions before Phase 3.,"Review during Gate 3 category acceptance; if the atom is not truly atomic, split only by explicit human decision."
G3F-00245,HBA-AG018-00066,SRC-AGENTS-AGENT-EQUATION-AUDIT,CAT-008,CAT-008:6;CAT-006:5,AMBIGUOUS_CATEGORY_SIGNAL,ADVISORY,OPEN_PENDING_REVIEW,"If no flags are pending and no backcheck exists at Gate 2, EQUATION_AUDIT may skip to Phase 6.","Review during Gate 3 category acceptance; if the atom is not truly atomic, split only by explicit human decision."
G3F-00246,HBA-AG018-00074,SRC-AGENTS-AGENT-EQUATION-AUDIT,CAT-006,CAT-006:6;CAT-008:6,AMBIGUOUS_CATEGORY_SIGNAL,ADVISORY,OPEN_PENDING_REVIEW,Phase 3b runs validate_flagged_schema.py against working/flagged.json.,"Review during Gate 3 category acceptance; if the atom is not truly atomic, split only by explicit human decision."
G3F-00247,HBA-AG018-00075,SRC-AGENTS-AGENT-EQUATION-AUDIT,CAT-006,CAT-006:7;CAT-008:6,AMBIGUOUS_CATEGORY_SIGNAL,ADVISORY,OPEN_PENDING_REVIEW,"If Phase 3b validation exits nonzero, EQUATION_AUDIT loops back to Phase 3a for offending entries.","Review during Gate 3 category acceptance; if the atom is not truly atomic, split only by explicit human decision."
G3F-00248,HBA-AG018-00076,SRC-AGENTS-AGENT-EQUATION-AUDIT,CAT-008,CAT-008:6;CAT-006:5,AMBIGUOUS_CATEGORY_SIGNAL,ADVISORY,OPEN_PENDING_REVIEW,Ambiguous flagged entries may be redispatched with better disambiguation or escalated to Gate 5 if unresolvable.,"Review during Gate 3 category acceptance; if the atom is not truly atomic, split only by explicit human decision."
G3F-00249,HBA-AG018-00077,SRC-AGENTS-AGENT-EQUATION-AUDIT,CAT-006,CAT-006:6;CAT-008:6,AMBIGUOUS_CATEGORY_SIGNAL,ADVISORY,OPEN_PENDING_REVIEW,EQUATION_AUDIT continues to Phase 3c only when validate_flagged_schema.py exits zero.,"Review during Gate 3 category acceptance; if the atom is not truly atomic, split only by explicit human decision."
G3F-00250,HBA-AG018-00079,SRC-AGENTS-AGENT-EQUATION-AUDIT,CAT-006,CAT-006:7;CAT-008:6,AMBIGUOUS_CATEGORY_SIGNAL,ADVISORY,OPEN_PENDING_REVIEW,process_flagged.py reruns validate_flagged_schema.py as a safety gate before applying fixes.,"Review during Gate 3 category acceptance; if the atom is not truly atomic, split only by explicit human decision."
G3F-00251,HBA-AG018-00090,SRC-AGENTS-AGENT-EQUATION-AUDIT,CAT-008,CAT-008:6;CAT-006:5,AMBIGUOUS_CATEGORY_SIGNAL,ADVISORY,OPEN_PENDING_REVIEW,Phase 4 has no human gate and proceeds automatically to Phase 5.,"Review during Gate 3 category acceptance; if the atom is not truly atomic, split only by explicit human decision."
G3F-00252,HBA-AG018-00091,SRC-AGENTS-AGENT-EQUATION-AUDIT,CAT-006,CAT-006:7;CAT-008:6,AMBIGUOUS_CATEGORY_SIGNAL,ADVISORY,OPEN_PENDING_REVIEW,"Phase 5 is human-driven, and the persona does not advance until the human reviews each backcheck item.","Review during Gate 3 category acceptance; if the atom is not truly atomic, split only by explicit human decision."
G3F-00253,HBA-AG018-00094,SRC-AGENTS-AGENT-EQUATION-AUDIT,CAT-006,CAT-006:7;CAT-008:6,AMBIGUOUS_CATEGORY_SIGNAL,ADVISORY,OPEN_PENDING_REVIEW,Phase 5 surfaces any Phase 3a NO_FINDINGS ambiguity reasons to the human.,"Review during Gate 3 category acceptance; if the atom is not truly atomic, split only by explicit human decision."
G3F-00254,HBA-AG018-00095,SRC-AGENTS-AGENT-EQUATION-AUDIT,CAT-006,CAT-006:7;CAT-008:6,AMBIGUOUS_CATEGORY_SIGNAL,ADVISORY,OPEN_PENDING_REVIEW,"After Phase 5 review, the human exports updated sidecars and moves them into working/.","Review during Gate 3 category acceptance; if the atom is not truly atomic, split only by explicit human decision."
G3F-00255,HBA-AG018-00097,SRC-AGENTS-AGENT-EQUATION-AUDIT,CAT-008,CAT-008:6;CAT-006:5,AMBIGUOUS_CATEGORY_SIGNAL,ADVISORY,OPEN_PENDING_REVIEW,Gate 5 asks human confirmation using accepted backcheck and re-flagged counts.,"Review during Gate 3 category acceptance; if the atom is not truly atomic, split only by explicit human decision."
G3F-00256,HBA-AG018-00101,SRC-AGENTS-AGENT-EQUATION-AUDIT,CAT-006,CAT-006:7;CAT-008:6,AMBIGUOUS_CATEGORY_SIGNAL,ADVISORY,OPEN_PENDING_REVIEW,Phase 6 closure eligibility requires flagged count equal zero.,"Review during Gate 3 category acceptance; if the atom is not truly atomic, split only by explicit human decision."
G3F-00257,HBA-AG018-00102,SRC-AGENTS-AGENT-EQUATION-AUDIT,CAT-006,CAT-006:7;CAT-008:6,AMBIGUOUS_CATEGORY_SIGNAL,ADVISORY,OPEN_PENDING_REVIEW,Phase 6 closure eligibility requires backcheck count equal zero.,"Review during Gate 3 category acceptance; if the atom is not truly atomic, split only by explicit human decision."
G3F-00258,HBA-AG018-00104,SRC-AGENTS-AGENT-EQUATION-AUDIT,CAT-006,CAT-006:7;CAT-008:6,AMBIGUOUS_CATEGORY_SIGNAL,ADVISORY,OPEN_PENDING_REVIEW,Phase 6 closure eligibility requires overlaps count equal zero.,"Review during Gate 3 category acceptance; if the atom is not truly atomic, split only by explicit human decision."
G3F-00259,HBA-AG018-00106,SRC-AGENTS-AGENT-EQUATION-AUDIT,CAT-008,CAT-008:6;CAT-006:5,AMBIGUOUS_CATEGORY_SIGNAL,ADVISORY,OPEN_PENDING_REVIEW,Gate 6 requires human confirmation before promoting working state to a snapshot.,"Review during Gate 3 category acceptance; if the atom is not truly atomic, split only by explicit human decision."
G3F-00260,HBA-AG018-00110,SRC-AGENTS-AGENT-EQUATION-AUDIT,CAT-006,CAT-006:7;CAT-008:6,AMBIGUOUS_CATEGORY_SIGNAL,ADVISORY,OPEN_PENDING_REVIEW,Phase 6 updates SOURCE_AUDIT_ROOT/_LATEST.md to point to the new snapshot with closure timestamp and headline metrics.,"Review during Gate 3 category acceptance; if the atom is not truly atomic, split only by explicit human decision."
G3F-00261,HBA-AG018-00112,SRC-AGENTS-AGENT-EQUATION-AUDIT,CAT-006,CAT-006:7;CAT-008:6,AMBIGUOUS_CATEGORY_SIGNAL,ADVISORY,OPEN_PENDING_REVIEW,A valid EQUATION_AUDIT closure requires flagged.json to contain zero entries at Phase 6 close.,"Review during Gate 3 category acceptance; if the atom is not truly atomic, split only by explicit human decision."
G3F-00262,HBA-AG018-00113,SRC-AGENTS-AGENT-EQUATION-AUDIT,CAT-006,CAT-006:7;CAT-008:6,AMBIGUOUS_CATEGORY_SIGNAL,ADVISORY,OPEN_PENDING_REVIEW,"If a flagged entry cannot be auto-interpreted, the human handles it through additional review iterations.","Review during Gate 3 category acceptance; if the atom is not truly atomic, split only by explicit human decision."
G3F-00263,HBA-AG018-00122,SRC-AGENTS-AGENT-EQUATION-AUDIT,CAT-006,CAT-006:7;CAT-008:6,AMBIGUOUS_CATEGORY_SIGNAL,ADVISORY,OPEN_PENDING_REVIEW,process_flagged.py runs validate_flagged_schema.py as a fail-fast gate at the start of Phase 3c.,"Review during Gate 3 category acceptance; if the atom is not truly atomic, split only by explicit human decision."
G3F-00264,HBA-AG018-00124,SRC-AGENTS-AGENT-EQUATION-AUDIT,CAT-008,CAT-008:6;CAT-006:5,AMBIGUOUS_CATEGORY_SIGNAL,ADVISORY,OPEN_PENDING_REVIEW,The Phase 3c schema gate is unconditional and has no bypass flag.,"Review during Gate 3 category acceptance; if the atom is not truly atomic, split only by explicit human decision."
G3F-00265,HBA-AG018-00126,SRC-AGENTS-AGENT-EQUATION-AUDIT,CAT-006,CAT-006:7;CAT-008:6,AMBIGUOUS_CATEGORY_SIGNAL,ADVISORY,OPEN_PENDING_REVIEW,"After closure, EQUATION_AUDIT writes go to working/ for the next iteration rather than into closed snapshots.","Review during Gate 3 category acceptance; if the atom is not truly atomic, split only by explicit human decision."
G3F-00266,HBA-AG018-00128,SRC-AGENTS-AGENT-EQUATION-AUDIT,CAT-006,CAT-006:7;CAT-008:6,AMBIGUOUS_CATEGORY_SIGNAL,ADVISORY,OPEN_PENDING_REVIEW,"After Phase 6, SOURCE_AUDIT_ROOT/_LATEST.md includes the closure timestamp and headline metrics.","Review during Gate 3 category acceptance; if the atom is not truly atomic, split only by explicit human decision."
G3F-00267,HBA-AG018-00149,SRC-AGENTS-AGENT-EQUATION-AUDIT,CAT-006,CAT-006:7;CAT-008:6,AMBIGUOUS_CATEGORY_SIGNAL,ADVISORY,OPEN_PENDING_REVIEW,Each equation audit snapshot includes QA_Report.md with closure-eligibility check results.,"Review during Gate 3 category acceptance; if the atom is not truly atomic, split only by explicit human decision."
G3F-00268,HBA-AG018-00159,SRC-AGENTS-AGENT-EQUATION-AUDIT,CAT-006,CAT-006:6;CAT-008:6,AMBIGUOUS_CATEGORY_SIGNAL,ADVISORY,OPEN_PENDING_REVIEW,validate_flagged_schema.py validates flagged-entry schema in Phase 3b.,"Review during Gate 3 category acceptance; if the atom is not truly atomic, split only by explicit human decision."
G3F-00269,HBA-AG018-00169,SRC-AGENTS-AGENT-EQUATION-AUDIT,CAT-008,CAT-008:6;CAT-006:5,AMBIGUOUS_CATEGORY_SIGNAL,ADVISORY,OPEN_PENDING_REVIEW,Equation audit cannot fit the straight-through Type-2 shape because it is a loop with human-owned gate decisions.,"Review during Gate 3 category acceptance; if the atom is not truly atomic, split only by explicit human decision."
G3F-00270,HBA-AG018-00170,SRC-AGENTS-AGENT-EQUATION-AUDIT,CAT-008,CAT-008:6;CAT-006:5,AMBIGUOUS_CATEGORY_SIGNAL,ADVISORY,OPEN_PENDING_REVIEW,Gate 2 requires the human to decide which equations to flag for fix.,"Review during Gate 3 category acceptance; if the atom is not truly atomic, split only by explicit human decision."
G3F-00271,HBA-AG018-00172,SRC-AGENTS-AGENT-EQUATION-AUDIT,CAT-008,CAT-008:6;CAT-006:5,AMBIGUOUS_CATEGORY_SIGNAL,ADVISORY,OPEN_PENDING_REVIEW,Gate 6 requires the human to decide whether to close or iterate.,"Review during Gate 3 category acceptance; if the atom is not truly atomic, split only by explicit human decision."
G3F-00272,HBA-AG018-00179,SRC-AGENTS-AGENT-EQUATION-AUDIT,CAT-008,CAT-008:6;CAT-004:5;CAT-006:4,AMBIGUOUS_CATEGORY_SIGNAL,ADVISORY,OPEN_PENDING_REVIEW,The equation-flag-interpret skill loaded by TASK restores the skill/tool boundary.,"Review during Gate 3 category acceptance; if the atom is not truly atomic, split only by explicit human decision."
G3F-00273,HBA-AG018-00186,SRC-AGENTS-AGENT-EQUATION-AUDIT,CAT-006,CAT-006:7;CAT-008:6;CAT-005:2,AMBIGUOUS_CATEGORY_SIGNAL,ADVISORY,OPEN_PENDING_REVIEW,"If two pages contain identical LaTeX, the review key combines page and hash to disambiguate.","Review during Gate 3 category acceptance; if the atom is not truly atomic, split only by explicit human decision."
G3F-00274,HBA-AG018-00190,SRC-AGENTS-AGENT-EQUATION-AUDIT,CAT-006,CAT-006:7;CAT-003:6;CAT-008:6,AMBIGUOUS_CATEGORY_SIGNAL,ADVISORY,OPEN_PENDING_REVIEW,DOMAIN_DECOMP consumes audit sidecars to preserve equation review across decomposition runs.,"Review during Gate 3 category acceptance; if the atom is not truly atomic, split only by explicit human decision."
G3F-00275,HBA-AG018-00195,SRC-AGENTS-AGENT-EQUATION-AUDIT,CAT-006,CAT-006:7;CAT-008:6,AMBIGUOUS_CATEGORY_SIGNAL,ADVISORY,OPEN_PENDING_REVIEW,Downstream consumers read _LATEST.md to find the most recent accepted equation audit closure.,"Review during Gate 3 category acceptance; if the atom is not truly atomic, split only by explicit human decision."
G3F-00276,HBA-AG018-00196,SRC-AGENTS-AGENT-EQUATION-AUDIT,CAT-006,CAT-006:7;CAT-008:6,AMBIGUOUS_CATEGORY_SIGNAL,ADVISORY,OPEN_PENDING_REVIEW,One snapshot per audit closure keeps the snapshots/ folder bounded.,"Review during Gate 3 category acceptance; if the atom is not truly atomic, split only by explicit human decision."
G3F-00277,HBA-AG018-00209,SRC-AGENTS-AGENT-EQUATION-AUDIT,CAT-006,CAT-006:7;CAT-008:6,AMBIGUOUS_CATEGORY_SIGNAL,ADVISORY,OPEN_PENDING_REVIEW,A prose-shaped flagged.json description would be substituted verbatim into a Markdown equation block if applied without validation.,"Review during Gate 3 category acceptance; if the atom is not truly atomic, split only by explicit human decision."
G3F-00278,HBA-AG018-00215,SRC-AGENTS-AGENT-EQUATION-AUDIT,CAT-006,CAT-006:7;CAT-008:6;CAT-003:3,AMBIGUOUS_CATEGORY_SIGNAL,ADVISORY,OPEN_PENDING_REVIEW,DOMAIN_DECOMP render_source_html.py atom-review surfaces inherit equation review state through the extended sidecar fallback.,"Review during Gate 3 category acceptance; if the atom is not truly atomic, split only by explicit human decision."
G3F-00279,HBA-AG019-00015,SRC-AGENTS-AGENT-EVALUATION,CAT-006,CAT-006:6;CAT-002:5;CAT-009:4,AMBIGUOUS_CATEGORY_SIGNAL,ADVISORY,OPEN_PENDING_REVIEW,PROTOCOL has precedence for sequencing and orchestration rules.,"Review during Gate 3 category acceptance; if the atom is not truly atomic, split only by explicit human decision."
G3F-00280,HBA-AG019-00016,SRC-AGENTS-AGENT-EVALUATION,CAT-006,CAT-006:6;CAT-002:5,AMBIGUOUS_CATEGORY_SIGNAL,ADVISORY,OPEN_PENDING_REVIEW,SPEC has precedence for validity requirements.,"Review during Gate 3 category acceptance; if the atom is not truly atomic, split only by explicit human decision."
G3F-00281,HBA-AG019-00018,SRC-AGENTS-AGENT-EVALUATION,CAT-006,CAT-006:6;CAT-002:5,AMBIGUOUS_CATEGORY_SIGNAL,ADVISORY,OPEN_PENDING_REVIEW,RATIONALE has precedence for interpretation guidance.,"Review during Gate 3 category acceptance; if the atom is not truly atomic, split only by explicit human decision."
G3F-00282,HBA-AG019-00028,SRC-AGENTS-AGENT-EVALUATION,CAT-003,CAT-003:6;CAT-006:6;CAT-009:3,AMBIGUOUS_CATEGORY_SIGNAL,ADVISORY,OPEN_PENDING_REVIEW,"EVALUATION does not modify deliverable folders, tool roots, or decomposition documents.","Review during Gate 3 category acceptance; if the atom is not truly atomic, split only by explicit human decision."
G3F-00283,HBA-AG019-00034,SRC-AGENTS-AGENT-EVALUATION,CAT-003,CAT-003:6;CAT-006:6,AMBIGUOUS_CATEGORY_SIGNAL,ADVISORY,OPEN_PENDING_REVIEW,DECOMPOSITION_PATH should point to the decomposition document.,"Review during Gate 3 category acceptance; if the atom is not truly atomic, split only by explicit human decision."
G3F-00284,HBA-AG019-00035,SRC-AGENTS-AGENT-EVALUATION,CAT-006,CAT-006:6;CAT-007:5,AMBIGUOUS_CATEGORY_SIGNAL,ADVISORY,OPEN_PENDING_REVIEW,EVALUATION_REFERENCES should point to DBM and SE Design Analysis paths.,"Review during Gate 3 category acceptance; if the atom is not truly atomic, split only by explicit human decision."
G3F-00285,HBA-AG019-00036,SRC-AGENTS-AGENT-EVALUATION,CAT-006,CAT-006:6;CAT-004:5;CAT-009:3,AMBIGUOUS_CATEGORY_SIGNAL,ADVISORY,OPEN_PENDING_REVIEW,EVALUATION dispatches one TASK plus content-digest skill per deliverable folder.,"Review during Gate 3 category acceptance; if the atom is not truly atomic, split only by explicit human decision."
G3F-00286,HBA-AG019-00050,SRC-AGENTS-AGENT-EVALUATION,CAT-006,CAT-006:6;CAT-010:5,AMBIGUOUS_CATEGORY_SIGNAL,ADVISORY,OPEN_PENDING_REVIEW,Phase 1 scans the project with tools/query/count_workspace_state.sh {EXECUTION_ROOT}.,"Review during Gate 3 category acceptance; if the atom is not truly atomic, split only by explicit human decision."
G3F-00287,HBA-AG019-00064,SRC-AGENTS-AGENT-EVALUATION,CAT-006,CAT-006:6;CAT-007:5,AMBIGUOUS_CATEGORY_SIGNAL,ADVISORY,OPEN_PENDING_REVIEW,"Phase 3 reads the design basis references, including DBM and SE Design Analysis.","Review during Gate 3 category acceptance; if the atom is not truly atomic, split only by explicit human decision."
G3F-00288,HBA-AG019-00065,SRC-AGENTS-AGENT-EVALUATION,CAT-003,CAT-003:6;CAT-006:6,AMBIGUOUS_CATEGORY_SIGNAL,ADVISORY,OPEN_PENDING_REVIEW,Phase 3 reads the decomposition document and source material.,"Review during Gate 3 category acceptance; if the atom is not truly atomic, split only by explicit human decision."
G3F-00289,HBA-AG019-00079,SRC-AGENTS-AGENT-EVALUATION,CAT-006,CAT-006:6;CAT-009:6;CAT-007:4,AMBIGUOUS_CATEGORY_SIGNAL,ADVISORY,OPEN_PENDING_REVIEW,A valid evaluation requires every deliverable in the execution root to have a corresponding content digest file.,"Review during Gate 3 category acceptance; if the atom is not truly atomic, split only by explicit human decision."
G3F-00290,HBA-AG020-00010,SRC-AGENTS-AGENT-EVALUATION-DEPENDENCY-AUDIT,CAT-002,CAT-002:10;CAT-006:10;CAT-009:3,AMBIGUOUS_CATEGORY_SIGNAL,ADVISORY,OPEN_PENDING_REVIEW,Instruction precedence is PROTOCOL before SPEC before STRUCTURE before RATIONALE.,"Review during Gate 3 category acceptance; if the atom is not truly atomic, split only by explicit human decision."
G3F-00291,HBA-AG021-00013,SRC-AGENTS-AGENT-EVALUATION-REPORT,CAT-003,CAT-003:6;CAT-006:6;CAT-007:4;CAT-009:3,AMBIGUOUS_CATEGORY_SIGNAL,ADVISORY,OPEN_PENDING_REVIEW,"EVALUATION_REPORT may read deliverable folders, tool roots, decomposition, source documents, and content digests.","Review during Gate 3 category acceptance; if the atom is not truly atomic, split only by explicit human decision."
G3F-00292,HBA-AG021-00020,SRC-AGENTS-AGENT-EVALUATION-REPORT,CAT-006,CAT-006:6;CAT-009:6;CAT-002:2;CAT-004:2,AMBIGUOUS_CATEGORY_SIGNAL,ADVISORY,OPEN_PENDING_REVIEW,"An INIT-TASK brief for EVALUATION_REPORT includes purpose, execution root, dimension, dimension name, checks, data sources, protocol path, and output file.","Review during Gate 3 category acceptance; if the atom is not truly atomic, split only by explicit human decision."
G3F-00293,HBA-AG021-00065,SRC-AGENTS-AGENT-EVALUATION-REPORT,CAT-006,CAT-006:6;CAT-008:6;CAT-009:4,AMBIGUOUS_CATEGORY_SIGNAL,ADVISORY,OPEN_PENDING_REVIEW,The source positions dimension scoring as requiring more reasoning depth than content extraction and less orchestration breadth than full evaluation planning.,"Review during Gate 3 category acceptance; if the atom is not truly atomic, split only by explicit human decision."
G3F-00294,HBA-AG022-00013,SRC-AGENTS-AGENT-EVALUATION-STRUCTURE-AUDIT,CAT-002,CAT-002:10;CAT-006:10,AMBIGUOUS_CATEGORY_SIGNAL,ADVISORY,OPEN_PENDING_REVIEW,"PROTOCOL has precedence over SPEC, which has precedence over STRUCTURE, which has precedence over RATIONALE.","Review during Gate 3 category acceptance; if the atom is not truly atomic, split only by explicit human decision."
G3F-00295,HBA-AG023-00215,SRC-AGENTS-AGENT-HELPS-HUMANS,CAT-008,CAT-008:6;CAT-005:5;CAT-009:3;CAT-002:2,AMBIGUOUS_CATEGORY_SIGNAL,ADVISORY,OPEN_PENDING_REVIEW,"Dependency extraction uses EvidenceFile plus SourceRef, or explicit location TBD where the schema allows it.","Review during Gate 3 category acceptance; if the atom is not truly atomic, split only by explicit human decision."
G3F-00296,HBA-AG024-00075,SRC-AGENTS-AGENT-HELP-HUMAN,CAT-003,CAT-003:6;CAT-009:6,AMBIGUOUS_CATEGORY_SIGNAL,ADVISORY,OPEN_PENDING_REVIEW,"After decomposition exists in Mode A, HELP_HUMAN recommends ORCHESTRATOR initialization with a decomposition path.","Review during Gate 3 category acceptance; if the atom is not truly atomic, split only by explicit human decision."
G3F-00297,HBA-AG025-00002,SRC-AGENTS-AGENT-ORCHESTRATOR,CAT-003,CAT-003:6;CAT-009:6;CAT-010:5,AMBIGUOUS_CATEGORY_SIGNAL,ADVISORY,OPEN_PENDING_REVIEW,ORCHESTRATOR initializes a project workspace from a decomposition document.,"Review during Gate 3 category acceptance; if the atom is not truly atomic, split only by explicit human decision."
