LocalSeq,UnitStatement,SourceRef,ContentHash,InOutStatus,SectionID,DispatchUnitID,Corrects,Notes
1,design_workspace/engine.py provides deterministic design-authoring and comparison workspace records for DEL-07-08.,@repo/core/gui/design_workspace/engine.py:L1|_Decomposition/source_review_html/SRC-CODE-CORE.html#SEC-CC001-0013,1f5d55213f47,IN,SEC-CC001-0013,UNIT-CC001-0002,,
90,"_value_record validates a result value, emitting RESULT_VALUE_NONFINITE (blocking) for non-finite numeric values and RESULT_VALUE_OR_UNIT_UNRESOLVED (warning) for missing value/unit.",@repo/core/gui/results_viewer/engine.py:L103|_Decomposition/source_review_html/SRC-CODE-CORE.html#SEC-CC001-0020,ced176ff768e,IN,SEC-CC001-0020,UNIT-CC001-0002,,
91,solve_execution package exposes solve execution UX contracts for DEL-07-07.,@repo/core/gui/solve_execution/__init__.py:L1|_Decomposition/source_review_html/SRC-CODE-CORE.html#SEC-CC001-0021,049f3d8bcfc1,IN,SEC-CC001-0021,UNIT-CC001-0002,,
92,solve_execution/__init__ exports build_solve_execution_ux and canonical_json.,@repo/core/gui/solve_execution/__init__.py:L5|_Decomposition/source_review_html/SRC-CODE-CORE.html#SEC-CC001-0021,4a86c7df2edb,IN,SEC-CC001-0021,UNIT-CC001-0002,,
93,solve_execution/engine.py provides deterministic solve execution UX records for DEL-07-07.,@repo/core/gui/solve_execution/engine.py:L1|_Decomposition/source_review_html/SRC-CODE-CORE.html#SEC-CC001-0022,7c7723df3f12,IN,SEC-CC001-0022,UNIT-CC001-0002,,
94,"Solve execution VALID_STATES are queued, running, cancelling, cancelled, completed, and failed; TERMINAL_STATES are cancelled, completed, and failed.",@repo/core/gui/solve_execution/engine.py:L19|_Decomposition/source_review_html/SRC-CODE-CORE.html#SEC-CC001-0022,cb339c7b6786,IN,SEC-CC001-0022,UNIT-CC001-0002,,
95,"build_solve_execution_ux builds a deterministic solve-execution UX timeline keyed by run_panel_id, emitting SOLVE_UX_TERMINAL_STATE_PENDING (warning) when the final state is not terminal.",@repo/core/gui/solve_execution/engine.py:L23|_Decomposition/source_review_html/SRC-CODE-CORE.html#SEC-CC001-0022,1471cbf9c81a,IN,SEC-CC001-0022,UNIT-CC001-0002,,
96,Solve execution UX records solver_execution as not_performed_by_gui_contract and job_orchestration as invented_state_transitions_only.,@repo/core/gui/solve_execution/engine.py:L40|_Decomposition/source_review_html/SRC-CODE-CORE.html#SEC-CC001-0022,08f7c1a633ce,IN,SEC-CC001-0022,UNIT-CC001-0002,,
97,"_event_record validates a timeline event, emitting SOLVE_UX_STATE_UNSUPPORTED (blocking) for invalid states and SOLVE_UX_PROGRESS_INVALID (blocking) for out-of-range progress.",@repo/core/gui/solve_execution/engine.py:L58|_Decomposition/source_review_html/SRC-CODE-CORE.html#SEC-CC001-0022,65133d42d155,IN,SEC-CC001-0022,UNIT-CC001-0002,,
98,_event_record emits SOLVE_UX_HASH_EVIDENCE_MISSING and SOLVE_UX_PROVENANCE_REF_MISSING warnings when a result-available event lacks hashes or provenance refs.,@repo/core/gui/solve_execution/engine.py:L78|_Decomposition/source_review_html/SRC-CODE-CORE.html#SEC-CC001-0022,106bc1b82d9e,IN,SEC-CC001-0022,UNIT-CC001-0002,,
99,_cancellation summarizes cancellation requests and asserts the UX does not mutate the solver process directly.,@repo/core/gui/solve_execution/engine.py:L105|_Decomposition/source_review_html/SRC-CODE-CORE.html#SEC-CC001-0022,f11f30481d64,IN,SEC-CC001-0022,UNIT-CC001-0002,,
100,"viewport_editor crate is open_pipe_stress_viewport_editor version 0.1.0 (edition 2021), an unpublished library providing viewport editor command-intent support.",@repo/core/gui/viewport_editor/Cargo.toml:L1|_Decomposition/source_review_html/SRC-CODE-CORE.html#SEC-CC001-0023,88f14c778892,IN,SEC-CC001-0023,UNIT-CC001-0002,,
101,viewport_editor lib.rs models bounded in-memory viewport state for the first centerline-editor slice and prepares deterministic application-service command intents and view primitives.,@repo/core/gui/viewport_editor/src/lib.rs:L1|_Decomposition/source_review_html/SRC-CODE-CORE.html#SEC-CC001-0024,7d7a80a0af8d,IN,SEC-CC001-0024,UNIT-CC001-0002,,
102,"The viewport editor crate does not render Three.js scenes, parse project files, mutate persisted project payloads directly, access host resources, provide protected engineering data, or make professional/code-compliance claims.",@repo/core/gui/viewport_editor/src/lib.rs:L5|_Decomposition/source_review_html/SRC-CODE-CORE.html#SEC-CC001-0024,0916fbc8987c,IN,SEC-CC001-0024,UNIT-CC001-0002,,
103,"PrimitiveType enum includes Node, PipeRun, BendArc, BranchSymbol, ValveSymbol, FlangeSymbol, ReducerSymbol, ExpansionJointSymbol, SupportSymbol, and Label.",@repo/core/gui/viewport_editor/src/lib.rs:L11|_Decomposition/source_review_html/SRC-CODE-CORE.html#SEC-CC001-0024,65e2817c30d3,IN,SEC-CC001-0024,UNIT-CC001-0002,,
104,"CommandType enum includes CreateNode, ConnectPipeRun, InsertBend, InsertBranchSymbol, InsertComponentSymbol, SelectEntities, and ClearSelection.",@repo/core/gui/viewport_editor/src/lib.rs:L25|_Decomposition/source_review_html/SRC-CODE-CORE.html#SEC-CC001-0024,540f269e036e,IN,SEC-CC001-0024,UNIT-CC001-0002,,
105,"ValidationState enum includes Valid, BlockedByMissingData, BlockedByUnitMismatch, and PendingServiceValidation.",@repo/core/gui/viewport_editor/src/lib.rs:L36|_Decomposition/source_review_html/SRC-CODE-CORE.html#SEC-CC001-0024,db54e4753bf4,IN,SEC-CC001-0024,UNIT-CC001-0002,,
106,"DiagnosticClass enum includes SolveBlocking, RuleCheckBlocking, ProvenanceWarning, AssumptionWarning, NonlinearWarning, IpBoundaryWarning, UnitWarning, and GuiStateWarning.",@repo/core/gui/viewport_editor/src/lib.rs:L44|_Decomposition/source_review_html/SRC-CODE-CORE.html#SEC-CC001-0024,f1b22d9f32ca,IN,SEC-CC001-0024,UNIT-CC001-0002,,
107,"DiagnosticSeverity enum includes Info, Warning, and Blocking.",@repo/core/gui/viewport_editor/src/lib.rs:L56|_Decomposition/source_review_html/SRC-CODE-CORE.html#SEC-CC001-0024,6a5f5a3193a2,IN,SEC-CC001-0024,UNIT-CC001-0002,,
108,"Tool enum includes Select, CreateNode, ConnectPipeRun, InsertBend, InsertBranchSymbol, InsertComponentSymbol, and PanOrbit.",@repo/core/gui/viewport_editor/src/lib.rs:L63|_Decomposition/source_review_html/SRC-CODE-CORE.html#SEC-CC001-0024,722c627f36a5,IN,SEC-CC001-0024,UNIT-CC001-0002,,
109,"Point3 is a 3D coordinate struct (x, y, z: f64) with an is_finite check across all components.",@repo/core/gui/viewport_editor/src/lib.rs:L74|_Decomposition/source_review_html/SRC-CODE-CORE.html#SEC-CC001-0024,f939ba755d34,IN,SEC-CC001-0024,UNIT-CC001-0002,,
110,"Reference is a (ref_type, ref_id) struct; is_complete requires both fields non-empty after trimming.",@repo/core/gui/viewport_editor/src/lib.rs:L91|_Decomposition/source_review_html/SRC-CODE-CORE.html#SEC-CC001-0024,342b0a251866,IN,SEC-CC001-0024,UNIT-CC001-0002,,
111,"Provenance struct carries source_name, source_location, source_license, contributor, contributor_certification, redistribution_status, review_status, and privacy_classification; is_complete requires all fields populated.",@repo/core/gui/viewport_editor/src/lib.rs:L110|_Decomposition/source_review_html/SRC-CODE-CORE.html#SEC-CC001-0024,4997e788ddaa,IN,SEC-CC001-0024,UNIT-CC001-0002,,
112,ProfessionalBoundary struct; project_default sets human_review_required true and all software claim flags false; preserves_boundary verifies that invariant.,@repo/core/gui/viewport_editor/src/lib.rs:L135|_Decomposition/source_review_html/SRC-CODE-CORE.html#SEC-CC001-0024,e722c82fac75,IN,SEC-CC001-0024,UNIT-CC001-0002,,
113,"ViewportStatus.bounded_contract pins frontend_app_shell, command_transport, and dependency_versions to TBD, with durable state mutation routed through application-service command intents only and transient state not persisted as project payload.",@repo/core/gui/viewport_editor/src/lib.rs:L167|_Decomposition/source_review_html/SRC-CODE-CORE.html#SEC-CC001-0024,ed414e6da632,IN,SEC-CC001-0024,UNIT-CC001-0002,,
114,"Diagnostic struct carries diagnostic_id, code, class, severity, affected_ref, message, remediation, and provenance; gui_warning builds a GuiStateWarning warning routed through application-service validation before durable mutation.",@repo/core/gui/viewport_editor/src/lib.rs:L205|_Decomposition/source_review_html/SRC-CODE-CORE.html#SEC-CC001-0024,a970a21ec4c1,IN,SEC-CC001-0024,UNIT-CC001-0002,,
115,"ViewPrimitive struct carries primitive_id, primitive_type, source_ref, points, unit, diagnostic_refs, and provenance, ordered by (primitive_type, primitive_id).",@repo/core/gui/viewport_editor/src/lib.rs:L237|_Decomposition/source_review_html/SRC-CODE-CORE.html#SEC-CC001-0024,f93031c1bd72,IN,SEC-CC001-0024,UNIT-CC001-0002,,
116,"CommandIntent struct carries intent_id, command_type, target_ref, payload_refs, unit_policy, reversible flag, validation_state, diagnostic_refs, and provenance.",@repo/core/gui/viewport_editor/src/lib.rs:L254|_Decomposition/source_review_html/SRC-CODE-CORE.html#SEC-CC001-0024,2d25f8c996f0,IN,SEC-CC001-0024,UNIT-CC001-0002,,
117,"ViewportSession aggregates session_id, model_ref, active_tool, view primitives, selected refs, command intents, diagnostics, and provenance; new() defaults active_tool to Select.",@repo/core/gui/viewport_editor/src/lib.rs:L273|_Decomposition/source_review_html/SRC-CODE-CORE.html#SEC-CC001-0024,8e1d5737620f,IN,SEC-CC001-0024,UNIT-CC001-0002,,
118,"create_node_intent produces a CreateNode command intent with unit_policy 'unit_aware_domain_validation_required', validating point finiteness and unit.",@repo/core/gui/viewport_editor/src/lib.rs:L313|_Decomposition/source_review_html/SRC-CODE-CORE.html#SEC-CC001-0024,7cd541217fa8,IN,SEC-CC001-0024,UNIT-CC001-0002,,
119,"connect_pipe_run_intent requires complete distinct endpoint refs and a complete pipe ref, else emits VIEWPORT_COMMAND_REQUIRES_SERVICE_VALIDATION and BlockedByMissingData.",@repo/core/gui/viewport_editor/src/lib.rs:L339|_Decomposition/source_review_html/SRC-CODE-CORE.html#SEC-CC001-0024,c023588dbf2c,IN,SEC-CC001-0024,UNIT-CC001-0002,,
120,"insert_component_symbol_intent allows only simple symbolic primitives (bend, branch, valve, flange, reducer, expansion joint, support); otherwise emits VIEWPORT_COMPONENT_DATA_MISSING and BlockedByMissingData.",@repo/core/gui/viewport_editor/src/lib.rs:L382|_Decomposition/source_review_html/SRC-CODE-CORE.html#SEC-CC001-0024,0ada8dea42ed,IN,SEC-CC001-0024,UNIT-CC001-0002,,
121,"select() filters to complete refs, sorts selected refs deterministically, and produces a non-reversible SelectEntities intent.",@repo/core/gui/viewport_editor/src/lib.rs:L434|_Decomposition/source_review_html/SRC-CODE-CORE.html#SEC-CC001-0024,db3e6924b30d,IN,SEC-CC001-0024,UNIT-CC001-0002,,
122,"is_valid_contract_state requires a non-empty session id, complete model ref and provenance, all command intents carrying the unit-aware validation policy, and complete diagnostic and primitive provenance.",@repo/core/gui/viewport_editor/src/lib.rs:L459|_Decomposition/source_review_html/SRC-CODE-CORE.html#SEC-CC001-0024,57908154d935,IN,SEC-CC001-0024,UNIT-CC001-0002,,
123,"validate_point_intent returns PendingServiceValidation for finite points with an explicit non-TBD unit, otherwise emits VIEWPORT_UNIT_MISMATCH and BlockedByUnitMismatch.",@repo/core/gui/viewport_editor/src/lib.rs:L476|_Decomposition/source_review_html/SRC-CODE-CORE.html#SEC-CC001-0024,7e4dba0b970d,IN,SEC-CC001-0024,UNIT-CC001-0002,,
124,"invented_provenance returns the OpenPipeStress invented GUI fixture provenance certifying invented non-engineering interaction data not copied from protected standards, vendor catalogs, or private projects.",@repo/core/gui/viewport_editor/src/lib.rs:L509|_Decomposition/source_review_html/SRC-CODE-CORE.html#SEC-CC001-0024,92bbbe07c00b,IN,SEC-CC001-0024,UNIT-CC001-0002,,
125,Test viewport_status_preserves_bounded_contract asserts the bounded ViewportStatus stays bounded with human review required and no compliance claim.,@repo/core/gui/viewport_editor/src/lib.rs:L528|_Decomposition/source_review_html/SRC-CODE-CORE.html#SEC-CC001-0024,8dd2450f56a1,IN,SEC-CC001-0024,UNIT-CC001-0002,,unit test
126,Test invalid_point_becomes_diagnostic_not_silent_default asserts an invalid point yields a VIEWPORT_UNIT_MISMATCH warning rather than a silent default.,@repo/core/gui/viewport_editor/src/lib.rs:L557|_Decomposition/source_review_html/SRC-CODE-CORE.html#SEC-CC001-0024,12f9d0b3cf3d,IN,SEC-CC001-0024,UNIT-CC001-0002,,unit test
127,warnings package exposes missing-data warning and blocking UX contracts for DEL-07-04.,@repo/core/gui/warnings/__init__.py:L1|_Decomposition/source_review_html/SRC-CODE-CORE.html#SEC-CC001-0025,82464b69e11a,IN,SEC-CC001-0025,UNIT-CC001-0002,,
128,warnings/__init__ exports build_warning_ux_contract and canonical_json.,@repo/core/gui/warnings/__init__.py:L5|_Decomposition/source_review_html/SRC-CODE-CORE.html#SEC-CC001-0025,613dc56e03c0,IN,SEC-CC001-0025,UNIT-CC001-0002,,
129,warnings/engine.py provides warning and blocking state contracts for DEL-07-04.,@repo/core/gui/warnings/engine.py:L1|_Decomposition/source_review_html/SRC-CODE-CORE.html#SEC-CC001-0026,beec2a2fa92a,IN,SEC-CC001-0026,UNIT-CC001-0002,,
130,"WARNING_CLASSES are solve_required, code_check_required, provenance_missing, assumption, incomplete_data, diagnostic, and professional_boundary.",@repo/core/gui/warnings/engine.py:L17|_Decomposition/source_review_html/SRC-CODE-CORE.html#SEC-CC001-0026,ea7b66aae4c1,IN,SEC-CC001-0026,UNIT-CC001-0002,,
131,"BLOCKING_CLASSES are solve_required, code_check_required, and incomplete_data.",@repo/core/gui/warnings/engine.py:L26|_Decomposition/source_review_html/SRC-CODE-CORE.html#SEC-CC001-0026,7aa9922061a9,IN,SEC-CC001-0026,UNIT-CC001-0002,,
132,"WARNING_CLASS_STATUS_MAP maps each warning class to its DEL-02-03 analysis statuses (e.g. solve_required -> MODEL_INCOMPLETE, HUMAN_REVIEW_REQUIRED).",@repo/core/gui/warnings/engine.py:L27|_Decomposition/source_review_html/SRC-CODE-CORE.html#SEC-CC001-0026,b59a0deb24d1,IN,SEC-CC001-0026,UNIT-CC001-0002,,
133,"build_warning_ux_contract builds deterministic warning records keyed by warning_set_id for DEL-07-04 / PKG-07 / SOW-022, with auto_fill_missing_data False and no professional acceptance claim.",@repo/core/gui/warnings/engine.py:L38|_Decomposition/source_review_html/SRC-CODE-CORE.html#SEC-CC001-0026,0dd8b620d193,IN,SEC-CC001-0026,UNIT-CC001-0002,,
134,_warning_record emits WARNING_CLASS_UNSUPPORTED (blocking) for unknown warning class and WARNING_SOURCE_STATUS_UNRESOLVED (warning) for missing source status outside provenance_missing.,@repo/core/gui/warnings/engine.py:L72|_Decomposition/source_review_html/SRC-CODE-CORE.html#SEC-CC001-0026,9cfc210d8761,IN,SEC-CC001-0026,UNIT-CC001-0002,,
135,A warning's blocks_progress defaults to whether its class is in BLOCKING_CLASSES.,@repo/core/gui/warnings/engine.py:L96|_Decomposition/source_review_html/SRC-CODE-CORE.html#SEC-CC001-0026,a550cf1ed962,IN,SEC-CC001-0026,UNIT-CC001-0002,,
136,"_severity returns 'blocking' for blocking warning classes, else 'warning', unless an explicit severity is provided.",@repo/core/gui/warnings/engine.py:L107|_Decomposition/source_review_html/SRC-CODE-CORE.html#SEC-CC001-0026,b18629afa461,IN,SEC-CC001-0026,UNIT-CC001-0002,,
137,caepipe_external package provides the CAEPIPE external-run evidence foundation.,@repo/core/handoff/caepipe_external/__init__.py:L1|_Decomposition/source_review_html/SRC-CODE-CORE.html#SEC-CC001-0027,a90182059af5,IN,SEC-CC001-0027,UNIT-CC001-0002,,
138,"caepipe_external/__init__ exports CAEPIPE_EXTERNAL_RUN_VERSION and the build, parse, diagnostics, canonical, and write helpers for external-run packages.",@repo/core/handoff/caepipe_external/__init__.py:L3|_Decomposition/source_review_html/SRC-CODE-CORE.html#SEC-CC001-0027,68a37d4a4700,IN,SEC-CC001-0027,UNIT-CC001-0002,,
139,"caepipe_external/run.py records deterministic evidence for skipped, parser-only, or user-owned external CAEPIPE run attempts for DEL-17-05.",@repo/core/handoff/caepipe_external/run.py:L1|_Decomposition/source_review_html/SRC-CODE-CORE.html#SEC-CC001-0028,fb94e64a8a99,IN,SEC-CC001-0028,UNIT-CC001-0002,,
140,"The CAEPIPE external-run module does not discover, install, bundle, license, or invoke CAEPIPE itself, and does not treat parsed output as compatibility, validation, code-compliance, or professional evidence.",@repo/core/handoff/caepipe_external/run.py:L3|_Decomposition/source_review_html/SRC-CODE-CORE.html#SEC-CC001-0028,5b30b95371ad,IN,SEC-CC001-0028,UNIT-CC001-0002,,
141,CAEPIPE_EXTERNAL_RUN_VERSION is '0.1.0'.,@repo/core/handoff/caepipe_external/run.py:L24|_Decomposition/source_review_html/SRC-CODE-CORE.html#SEC-CC001-0028,1cf496bca828,IN,SEC-CC001-0028,UNIT-CC001-0002,,
142,"PACKAGE_STATUSES are skipped_no_executable, parser_only_evidence, external_run_evidence_blocked, and external_run_evidence_recorded.",@repo/core/handoff/caepipe_external/run.py:L26|_Decomposition/source_review_html/SRC-CODE-CORE.html#SEC-CC001-0028,96020189be6f,IN,SEC-CC001-0028,UNIT-CC001-0002,,
143,"CAEPIPE PROFESSIONAL_BOUNDARY supports regression/handoff evidence but disclaims bundling CAEPIPE, invoking it without user configuration, and release/compatibility/solver-validation/compliance/certification/professional-reliance claims.",@repo/core/handoff/caepipe_external/run.py:L44|_Decomposition/source_review_html/SRC-CODE-CORE.html#SEC-CC001-0028,7e551a636d39,IN,SEC-CC001-0028,UNIT-CC001-0002,,
144,"Default boundary notes state CAEPIPE external execution is optional and user-owned, public tests use skipped or parser-only evidence, and parsed CSV is regression/handoff evidence only.",@repo/core/handoff/caepipe_external/run.py:L70|_Decomposition/source_review_html/SRC-CODE-CORE.html#SEC-CC001-0028,b15fa169af9d,IN,SEC-CC001-0028,UNIT-CC001-0002,,
145,DEFAULT_PARSER_COVERAGE covers invented public fixture sections NODE_DISPLACEMENTS and ELEMENT_FORCES with parser_only_supported status and diagnostic_warning policy for unmapped rows.,@repo/core/handoff/caepipe_external/run.py:L77|_Decomposition/source_review_html/SRC-CODE-CORE.html#SEC-CC001-0028,7c995ebe6cd7,IN,SEC-CC001-0028,UNIT-CC001-0002,,
146,"build_skipped_caepipe_external_run_package builds deterministic skip evidence (status skipped_no_executable, not invoked) when no user executable is configured.",@repo/core/handoff/caepipe_external/run.py:L101|_Decomposition/source_review_html/SRC-CODE-CORE.html#SEC-CC001-0028,fc9c4f1a4ae8,IN,SEC-CC001-0028,UNIT-CC001-0002,,
147,"build_caepipe_external_run_package builds a deterministic DEL-17-05 CAEPIPE external-run evidence package with normalized config, command profile, run directory, execution result, parser coverage, parsed CSV, diagnostics, and checksums.",@repo/core/handoff/caepipe_external/run.py:L152|_Decomposition/source_review_html/SRC-CODE-CORE.html#SEC-CC001-0028,549e49ea2199,IN,SEC-CC001-0028,UNIT-CC001-0002,,
148,"parse_caepipe_csv_text parses the invented DEL-17-05 CSV evidence fixture into neutral rows, marking each row correlation_status canonical_id_map or weak_or_unmapped.",@repo/core/handoff/caepipe_external/run.py:L204|_Decomposition/source_review_html/SRC-CODE-CORE.html#SEC-CC001-0028,891275f51614,IN,SEC-CC001-0028,UNIT-CC001-0002,,
149,parse_caepipe_csv_text emits CAEPIPE-CSV-UNKNOWN-SECTION warnings for sections other than NODE_DISPLACEMENTS or ELEMENT_FORCES.,@repo/core/handoff/caepipe_external/run.py:L246|_Decomposition/source_review_html/SRC-CODE-CORE.html#SEC-CC001-0028,78009f6b22d5,IN,SEC-CC001-0028,UNIT-CC001-0002,,
150,"parse_caepipe_csv_text emits CAEPIPE-CSV-UNMAPPED-ROW warnings for rows not bound to a known canonical stable ID, requiring DEL-17-04 sidecar stable-ID mapping before treating rows as correlated.",@repo/core/handoff/caepipe_external/run.py:L258|_Decomposition/source_review_html/SRC-CODE-CORE.html#SEC-CC001-0028,16b23f8ef364,IN,SEC-CC001-0028,UNIT-CC001-0002,,
151,parse_caepipe_csv_text emits CAEPIPE-CSV-NO-ROWS (blocking) when no data rows are found.,@repo/core/handoff/caepipe_external/run.py:L271|_Decomposition/source_review_html/SRC-CODE-CORE.html#SEC-CC001-0028,41a1c6da4401,IN,SEC-CC001-0028,UNIT-CC001-0002,,
152,diagnostics_for_caepipe_external_run_package returns deterministic diagnostics for CAEPIPE external-run evidence.,@repo/core/handoff/caepipe_external/run.py:L299|_Decomposition/source_review_html/SRC-CODE-CORE.html#SEC-CC001-0028,a0867e47f50b,IN,SEC-CC001-0028,UNIT-CC001-0002,,
153,An external-run package with status outside PACKAGE_STATUSES gets CAEPIPE-RUN-STATUS-UNSUPPORTED (blocking).,@repo/core/handoff/caepipe_external/run.py:L306|_Decomposition/source_review_html/SRC-CODE-CORE.html#SEC-CC001-0028,ad0e0d0970c9,IN,SEC-CC001-0028,UNIT-CC001-0002,,
154,External-run evidence missing an MBF package ref gets CAEPIPE-RUN-MBF-REF-MISSING (blocking); a non-DEL-17-04 MBF ref gets CAEPIPE-RUN-MBF-REF-UNSAFE (blocking).,@repo/core/handoff/caepipe_external/run.py:L318|_Decomposition/source_review_html/SRC-CODE-CORE.html#SEC-CC001-0028,3da51f6d1054,IN,SEC-CC001-0028,UNIT-CC001-0002,,
155,Execution marked attempted without a present user-owned executable path gets CAEPIPE-RUN-EXECUTABLE-NOT-PRESENT (blocking).,@repo/core/handoff/caepipe_external/run.py:L348|_Decomposition/source_review_html/SRC-CODE-CORE.html#SEC-CC001-0028,0ff47ae51a63,IN,SEC-CC001-0028,UNIT-CC001-0002,,
156,Attempted execution without acknowledged license responsibility gets CAEPIPE-RUN-LICENSE-RESPONSIBILITY-MISSING (blocking); without acknowledged environment responsibility gets CAEPIPE-RUN-ENVIRONMENT-RESPONSIBILITY-MISSING (blocking).,@repo/core/handoff/caepipe_external/run.py:L360|_Decomposition/source_review_html/SRC-CODE-CORE.html#SEC-CC001-0028,e12432988630,IN,SEC-CC001-0028,UNIT-CC001-0002,,
157,A skipped_no_executable package that records an attempted execution gets CAEPIPE-RUN-SKIP-ATTEMPTED (blocking).,@repo/core/handoff/caepipe_external/run.py:L384|_Decomposition/source_review_html/SRC-CODE-CORE.html#SEC-CC001-0028,df5f3b83cc15,IN,SEC-CC001-0028,UNIT-CC001-0002,,
158,A non-skipped external-run package with no parsed CSV rows gets CAEPIPE-RUN-PARSED-ROWS-MISSING (blocking).,@repo/core/handoff/caepipe_external/run.py:L396|_Decomposition/source_review_html/SRC-CODE-CORE.html#SEC-CC001-0028,c1ab9b10eaa9,IN,SEC-CC001-0028,UNIT-CC001-0002,,
159,Authority wording in command-profile or execution-result free metadata gets CAEPIPE-RUN-AUTHORITY-TERM / CAEPIPE-RUN-RESULT-AUTHORITY-TERM (blocking) via contains_prohibited_authority_term.,@repo/core/handoff/caepipe_external/run.py:L410|_Decomposition/source_review_html/SRC-CODE-CORE.html#SEC-CC001-0028,00ac2b9f2074,IN,SEC-CC001-0028,UNIT-CC001-0002,,
160,"canonical_csv normalizes CSV text to ASCII-compatible LF records, trimming trailing whitespace and blank lines.",@repo/core/handoff/caepipe_external/run.py:L443|_Decomposition/source_review_html/SRC-CODE-CORE.html#SEC-CC001-0028,0fe86982e145,IN,SEC-CC001-0028,UNIT-CC001-0002,,
161,"write_caepipe_external_run_package writes run_metadata, parsed_csv, diagnostics, and checksums JSON members deterministically.",@repo/core/handoff/caepipe_external/run.py:L452|_Decomposition/source_review_html/SRC-CODE-CORE.html#SEC-CC001-0028,0570d3c8c76c,IN,SEC-CC001-0028,UNIT-CC001-0002,,
162,_checksum produces a sha256 JCS-compatible JSON payload hash with payload ref and scope.,@repo/core/handoff/caepipe_external/run.py:L584|_Decomposition/source_review_html/SRC-CODE-CORE.html#SEC-CC001-0028,8a6437ea221b,IN,SEC-CC001-0028,UNIT-CC001-0002,,
163,"_privacy_diagnostics emits CAEPIPE-RUN-PRIVACY-BOUNDARY-VIOLATION (blocking) when private, protected, commercial, or telemetry privacy fields are True.",@repo/core/handoff/caepipe_external/run.py:L611|_Decomposition/source_review_html/SRC-CODE-CORE.html#SEC-CC001-0028,de52c35695e5,IN,SEC-CC001-0028,UNIT-CC001-0002,,
164,caepipe_mbf package provides the CAEPIPE MBF export package foundation.,@repo/core/handoff/caepipe_mbf/__init__.py:L1|_Decomposition/source_review_html/SRC-CODE-CORE.html#SEC-CC001-0029,f6f3aa18bc97,IN,SEC-CC001-0029,UNIT-CC001-0002,,
165,"caepipe_mbf/__init__ exports CAEPIPE_MBF_EXPORT_VERSION and the build, render, diagnostics, canonical, and write helpers for MBF export packages.",@repo/core/handoff/caepipe_mbf/__init__.py:L3|_Decomposition/source_review_html/SRC-CODE-CORE.html#SEC-CC001-0029,75b3969b5ff8,IN,SEC-CC001-0029,UNIT-CC001-0002,,
