LocalSeq,UnitStatement,SourceRef,ContentHash,InOutStatus,SectionID,DispatchUnitID,Corrects,Notes
88,"An import outcome is one of QUARANTINE, REJECTED, REVIEW_REQUIRED, PRIVATE_LOCAL_ONLY, or ACCEPTED_PUBLIC, in that severity precedence order.",@repo/core/library_import/library_import_document/README.md:L35|_Decomposition/source_review_html/SRC-CODE-CORE.html#SEC-CC001-0053,abca99d347e7,IN,SEC-CC001-0053,UNIT-CC001-0004,,
89,"tests/provenance_parity.rs mirrors tests/test_library_import_provenance.py one-for-one over the same invented fixtures, guarding against silent divergence between the Rust and Python implementations.",@repo/core/library_import/library_import_document/README.md:L40|_Decomposition/source_review_html/SRC-CODE-CORE.html#SEC-CC001-0054,94b5e7953cec,IN,SEC-CC001-0054,UNIT-CC001-0004,,
90,The library-import provenance validation seam (lib.rs) is the runtime port of DEL-03-07 validating already-parsed material/section/component import payloads at the import boundary.,@repo/core/library_import/library_import_document/src/lib.rs:L1|_Decomposition/source_review_html/SRC-CODE-CORE.html#SEC-CC001-0055,a90ea4c06fbf,IN,SEC-CC001-0055,UNIT-CC001-0004,,
91,"Like the Python contract, the Rust crate does not parse external file formats or make legal license/redistribution determinations, and emits only software findings, not professional/certification/sealing/authentication/code-compliance claims.",@repo/core/library_import/library_import_document/src/lib.rs:L12|_Decomposition/source_review_html/SRC-CODE-CORE.html#SEC-CC001-0055,c158ff2ceeee,IN,SEC-CC001-0055,UNIT-CC001-0004,,
92,"REQUIRED_PROVENANCE_FIELDS are the seven fields source_name, source_location, source_license, contributor, contributor_certification, redistribution_status, and review_status, mirroring the Python contract.",@repo/core/library_import/library_import_document/src/lib.rs:L25|_Decomposition/source_review_html/SRC-CODE-CORE.html#SEC-CC001-0055,65c0fdf89d7e,IN,SEC-CC001-0055,UNIT-CC001-0004,,
93,"Redistribution status constants: PUBLIC_OK_REDIS_STATUS is public_permissive, PRIVATE_REDIS_STATUS is private_only, and PROTECTED_REDIS_STATUS is protected_suspected.",@repo/core/library_import/library_import_document/src/lib.rs:L35|_Decomposition/source_review_html/SRC-CODE-CORE.html#SEC-CC001-0055,b14926bdd181,IN,SEC-CC001-0055,UNIT-CC001-0004,,
94,"LibraryKind enum (Material, Section, Component) mirrors the Python RECORD_KEYS dispatch table.",@repo/core/library_import/library_import_document/src/lib.rs:L46|_Decomposition/source_review_html/SRC-CODE-CORE.html#SEC-CC001-0055,7e146acd7a6a,IN,SEC-CC001-0055,UNIT-CC001-0004,,
95,LibraryKind::from_token parses material/section/component tokens and returns None for unsupported kinds rather than guessing.,@repo/core/library_import/library_import_document/src/lib.rs:L60|_Decomposition/source_review_html/SRC-CODE-CORE.html#SEC-CC001-0055,355eec71e0e0,IN,SEC-CC001-0055,UNIT-CC001-0004,,
96,"Each LibraryKind maps to a (library_metadata_key, records_array_key) pair, e.g. material_library/material_records.",@repo/core/library_import/library_import_document/src/lib.rs:L70|_Decomposition/source_review_html/SRC-CODE-CORE.html#SEC-CC001-0055,69055b39fb76,IN,SEC-CC001-0055,UNIT-CC001-0004,,
97,"IntendedVisibility enum (Public, Private) mirrors the Python intended_visibility argument and parses public/private tokens.",@repo/core/library_import/library_import_document/src/lib.rs:L92|_Decomposition/source_review_html/SRC-CODE-CORE.html#SEC-CC001-0055,611dfe190af3,IN,SEC-CC001-0055,UNIT-CC001-0004,,
98,"ImportFinding carries code, severity (blocking|quarantine|review_required), path, message, and remediation, mirroring the Python ImportFinding dataclass.",@repo/core/library_import/library_import_document/src/lib.rs:L113|_Decomposition/source_review_html/SRC-CODE-CORE.html#SEC-CC001-0055,daa428859dd4,IN,SEC-CC001-0055,UNIT-CC001-0004,,
99,ImportFinding::to_diagnostic projects a finding into the PKG-02 import-boundary diagnostic envelope shape.,@repo/core/library_import/library_import_document/src/lib.rs:L136|_Decomposition/source_review_html/SRC-CODE-CORE.html#SEC-CC001-0055,f0f5d2338f12,IN,SEC-CC001-0055,UNIT-CC001-0004,,
100,"ImportValidationResult carries outcome, library_kind, intended_visibility, accepted, and findings, mirroring the Python ImportValidationResult.",@repo/core/library_import/library_import_document/src/lib.rs:L179|_Decomposition/source_review_html/SRC-CODE-CORE.html#SEC-CC001-0055,869ea9926e71,IN,SEC-CC001-0055,UNIT-CC001-0004,,
101,"validate_library_import validates provenance and redistribution controls; public imports must carry accepted public-permissive provenance, while private imports may remain local but cannot bypass protected-content quarantine or missing-provenance findings.",@repo/core/library_import/library_import_document/src/lib.rs:L204|_Decomposition/source_review_html/SRC-CODE-CORE.html#SEC-CC001-0055,1fc30ad5b7d5,IN,SEC-CC001-0055,UNIT-CC001-0004,,
102,provenance_parity.rs cross-language parity tests mirror test_library_import_provenance.py one-for-one over the same invented fixtures so the Rust port and Python contract agree on outcome and finding codes.,@repo/core/library_import/library_import_document/tests/provenance_parity.rs:L1|_Decomposition/source_review_html/SRC-CODE-CORE.html#SEC-CC001-0056,f3f4c5a901ee,IN,SEC-CC001-0056,UNIT-CC001-0004,,
103,Test: a public component import with accepted public-permissive provenance is accepted with outcome ACCEPTED_PUBLIC and no findings.,@repo/core/library_import/library_import_document/tests/provenance_parity.rs:L92|_Decomposition/source_review_html/SRC-CODE-CORE.html#SEC-CC001-0056,5db8226f1b27,IN,SEC-CC001-0056,UNIT-CC001-0004,,
104,Test: a public material import with TBD redistribution rights is REJECTED with findings IMPORT_REDIS_RIGHTS_MISSING and IMPORT_REVIEW_REQUIRED.,@repo/core/library_import/library_import_document/tests/provenance_parity.rs:L108|_Decomposition/source_review_html/SRC-CODE-CORE.html#SEC-CC001-0056,5b46d01c03b2,IN,SEC-CC001-0056,UNIT-CC001-0004,,
105,Test: a private material import with TBD rights can remain local with outcome PRIVATE_LOCAL_ONLY and no IMPORT_REDIS_RIGHTS_MISSING.,@repo/core/library_import/library_import_document/tests/provenance_parity.rs:L122|_Decomposition/source_review_html/SRC-CODE-CORE.html#SEC-CC001-0056,e7bc9610a92d,IN,SEC-CC001-0056,UNIT-CC001-0004,,
106,Test: missing record provenance blocks import (outcome REJECTED) with IMPORT_PROVENANCE_MISSING and no silent defaults.,@repo/core/library_import/library_import_document/tests/provenance_parity.rs:L134|_Decomposition/source_review_html/SRC-CODE-CORE.html#SEC-CC001-0056,3ffc3f510e68,IN,SEC-CC001-0056,UNIT-CC001-0004,,
107,Test: protected_suspected redistribution metadata quarantines the import (outcome QUARANTINE) with IMPORT_PROTECTED_CONTENT_SUSPECTED.,@repo/core/library_import/library_import_document/tests/provenance_parity.rs:L148|_Decomposition/source_review_html/SRC-CODE-CORE.html#SEC-CC001-0056,a2be89789206,IN,SEC-CC001-0056,UNIT-CC001-0004,,
108,Test: removing unit metadata from an imported value yields outcome REJECTED with IMPORT_UNIT_METADATA_MISSING.,@repo/core/library_import/library_import_document/tests/provenance_parity.rs:L159|_Decomposition/source_review_html/SRC-CODE-CORE.html#SEC-CC001-0056,0d8899a40d87,IN,SEC-CC001-0056,UNIT-CC001-0004,,
109,"Test: import findings map to the PKG-02 diagnostic envelope with class import_boundary, the diagnostic source, an affected_object path, non-empty remediation, and provenance source_name library_import_payload.",@repo/core/library_import/library_import_document/tests/provenance_parity.rs:L173|_Decomposition/source_review_html/SRC-CODE-CORE.html#SEC-CC001-0056,d52767839f12,IN,SEC-CC001-0056,UNIT-CC001-0004,,
110,"provenance_checker.py validates already-parsed material, section, and component library payloads and does not parse external file formats or make legal license determinations.",@repo/core/library_import/provenance_checker.py:L1|_Decomposition/source_review_html/SRC-CODE-CORE.html#SEC-CC001-0057,2f627ae4ff3d,IN,SEC-CC001-0057,UNIT-CC001-0004,,
111,"REQUIRED_PROVENANCE_FIELDS (Python) are source_name, source_location, source_license, contributor, contributor_certification, redistribution_status, and review_status.",@repo/core/library_import/provenance_checker.py:L14|_Decomposition/source_review_html/SRC-CODE-CORE.html#SEC-CC001-0057,3710ebca4c83,IN,SEC-CC001-0057,UNIT-CC001-0004,,
112,"Redistribution status values: PUBLIC_OK_REDIS_STATUS public_permissive, PRIVATE_REDIS_STATUSES {private_only}, UNKNOWN_REDIS_STATUSES {unknown, TBD, None}, PROTECTED_REDIS_STATUS protected_suspected.",@repo/core/library_import/provenance_checker.py:L24|_Decomposition/source_review_html/SRC-CODE-CORE.html#SEC-CC001-0057,e561f1332fe1,IN,SEC-CC001-0057,UNIT-CC001-0004,,
113,"RECORD_KEYS maps each library kind to its (library_metadata, records) key pair: material, section, and component.",@repo/core/library_import/provenance_checker.py:L29|_Decomposition/source_review_html/SRC-CODE-CORE.html#SEC-CC001-0057,e373c2d36a32,IN,SEC-CC001-0057,UNIT-CC001-0004,,
114,"ImportFinding dataclass carries code, severity, path, message, remediation, diagnostic_class (default import_boundary), source, affected_object, and provenance.",@repo/core/library_import/provenance_checker.py:L36|_Decomposition/source_review_html/SRC-CODE-CORE.html#SEC-CC001-0057,c221520273f0,IN,SEC-CC001-0057,UNIT-CC001-0004,,
115,ImportFinding.to_diagnostic maps an import finding into the PKG-02 diagnostic envelope shape.,@repo/core/library_import/provenance_checker.py:L48|_Decomposition/source_review_html/SRC-CODE-CORE.html#SEC-CC001-0057,4bb1db586cee,IN,SEC-CC001-0057,UNIT-CC001-0004,,
116,ImportValidationResult carries outcome and findings; accepted is true only for ACCEPTED_PUBLIC or PRIVATE_LOCAL_ONLY outcomes.,@repo/core/library_import/provenance_checker.py:L68|_Decomposition/source_review_html/SRC-CODE-CORE.html#SEC-CC001-0057,39a61287f595,IN,SEC-CC001-0057,UNIT-CC001-0004,,
117,"validate_library_import raises ValueError for unsupported library_kind or intended_visibility, validating provenance and redistribution controls per public/private intent.",@repo/core/library_import/provenance_checker.py:L82|_Decomposition/source_review_html/SRC-CODE-CORE.html#SEC-CC001-0057,3ba54f6a6c2c,IN,SEC-CC001-0057,UNIT-CC001-0004,,
118,Finding IMPORT_LIBRARY_METADATA_MISSING (blocking) fires when the library metadata object is missing.,@repo/core/library_import/provenance_checker.py:L104|_Decomposition/source_review_html/SRC-CODE-CORE.html#SEC-CC001-0057,7785c9608db0,IN,SEC-CC001-0057,UNIT-CC001-0004,,
119,Finding IMPORT_RECORD_SET_MISSING (blocking) fires when the library record array is missing.,@repo/core/library_import/provenance_checker.py:L126|_Decomposition/source_review_html/SRC-CODE-CORE.html#SEC-CC001-0057,c993aa1d20ab,IN,SEC-CC001-0057,UNIT-CC001-0004,,
120,Finding IMPORT_RECORD_INVALID (blocking) fires when a library record is not an object.,@repo/core/library_import/provenance_checker.py:L139|_Decomposition/source_review_html/SRC-CODE-CORE.html#SEC-CC001-0057,1ff12594b174,IN,SEC-CC001-0057,UNIT-CC001-0004,,
121,Finding IMPORT_PROVENANCE_MISSING (blocking) fires when the required provenance object is missing.,@repo/core/library_import/provenance_checker.py:L170|_Decomposition/source_review_html/SRC-CODE-CORE.html#SEC-CC001-0057,9ce792db51cb,IN,SEC-CC001-0057,UNIT-CC001-0004,,
122,Finding IMPORT_PROVENANCE_INCOMPLETE (blocking) fires when required provenance fields are missing.,@repo/core/library_import/provenance_checker.py:L183|_Decomposition/source_review_html/SRC-CODE-CORE.html#SEC-CC001-0057,8cd1e3b507ca,IN,SEC-CC001-0057,UNIT-CC001-0004,,
123,Finding IMPORT_PROTECTED_CONTENT_SUSPECTED (quarantine) fires when metadata indicates suspected protected content (protected_suspected redistribution or quarantined review).,@repo/core/library_import/provenance_checker.py:L200|_Decomposition/source_review_html/SRC-CODE-CORE.html#SEC-CC001-0057,d18e3fe7e0b2,IN,SEC-CC001-0057,UNIT-CC001-0004,,
124,Finding IMPORT_REJECTED_SOURCE (blocking) fires when redistribution or review status is rejected.,@repo/core/library_import/provenance_checker.py:L210|_Decomposition/source_review_html/SRC-CODE-CORE.html#SEC-CC001-0057,ff8651c4f93d,IN,SEC-CC001-0057,UNIT-CC001-0004,,
125,Finding IMPORT_PRIVATE_DATA_PUBLIC_BLOCKED (blocking) fires when private-only library data is imported as public.,@repo/core/library_import/provenance_checker.py:L241|_Decomposition/source_review_html/SRC-CODE-CORE.html#SEC-CC001-0057,a02217b58dc7,IN,SEC-CC001-0057,UNIT-CC001-0004,,
126,Finding IMPORT_REDIS_RIGHTS_MISSING (blocking) fires when redistribution rights are missing or unresolved for a public import.,@repo/core/library_import/provenance_checker.py:L253|_Decomposition/source_review_html/SRC-CODE-CORE.html#SEC-CC001-0057,c4a22876b8d0,IN,SEC-CC001-0057,UNIT-CC001-0004,,
127,Finding IMPORT_REDIS_RIGHTS_UNACCEPTED (blocking) fires when redistribution status is not public_permissive for public import.,@repo/core/library_import/provenance_checker.py:L263|_Decomposition/source_review_html/SRC-CODE-CORE.html#SEC-CC001-0057,591fe9cf4387,IN,SEC-CC001-0057,UNIT-CC001-0004,,
128,Finding IMPORT_REVIEW_REQUIRED (review_required) fires when a public import lacks an accepted review disposition.,@repo/core/library_import/provenance_checker.py:L274|_Decomposition/source_review_html/SRC-CODE-CORE.html#SEC-CC001-0057,70feed529070,IN,SEC-CC001-0057,UNIT-CC001-0004,,
129,Finding IMPORT_UNIT_METADATA_MISSING (blocking) fires when a unit-bearing imported value (with magnitude) is missing unit or dimension metadata.,@repo/core/library_import/provenance_checker.py:L290|_Decomposition/source_review_html/SRC-CODE-CORE.html#SEC-CC001-0057,82fe06cc4ea0,IN,SEC-CC001-0057,UNIT-CC001-0004,,
130,Finding IMPORT_VALUE_PROVENANCE_MISSING (blocking) fires when an imported value is missing value-level provenance.,@repo/core/library_import/provenance_checker.py:L302|_Decomposition/source_review_html/SRC-CODE-CORE.html#SEC-CC001-0057,03b513f41c1a,IN,SEC-CC001-0057,UNIT-CC001-0004,,
131,_has_unit_metadata accepts a material unit (unit_ref + dimension_id) or a component unit (unit + dimension).,@repo/core/library_import/provenance_checker.py:L325|_Decomposition/source_review_html/SRC-CODE-CORE.html#SEC-CC001-0057,0f297e4935f4,IN,SEC-CC001-0057,UNIT-CC001-0004,,
132,"_determine_outcome precedence: quarantine -> QUARANTINE, blocking -> REJECTED, review_required -> REVIEW_REQUIRED, else PRIVATE_LOCAL_ONLY for private or ACCEPTED_PUBLIC.",@repo/core/library_import/provenance_checker.py:L331|_Decomposition/source_review_html/SRC-CODE-CORE.html#SEC-CC001-0057,f97f00fd3979,IN,SEC-CC001-0057,UNIT-CC001-0004,,
133,"The open_pipe_stress_load_case_algebra crate (version 0.1.0, edition 2021) provides code-neutral load case algebra for OpenPipeStress and depends on open_pipe_stress_primitive_loads.",@repo/core/loads/load_case_algebra/Cargo.toml:L2|_Decomposition/source_review_html/SRC-CODE-CORE.html#SEC-CC001-0058,49707ca43a7c,IN,SEC-CC001-0058,UNIT-CC001-0004,,
134,The load_case_algebra crate is the bounded implementation slice for DEL-05-02 that combines explicit mechanics operands from primitive load cases or result states.,@repo/core/loads/load_case_algebra/README.md:L3|_Decomposition/source_review_html/SRC-CODE-CORE.html#SEC-CC001-0060,73fab08d90e4,IN,SEC-CC001-0060,UNIT-CC001-0004,,
135,"Load case algebra provides no protected design-code combinations, public default factors, rule-pack expression evaluation, stress recovery, or professional/code-compliance claims.",@repo/core/loads/load_case_algebra/README.md:L4|_Decomposition/source_review_html/SRC-CODE-CORE.html#SEC-CC001-0060,4c5636b33860,IN,SEC-CC001-0060,UNIT-CC001-0004,,
136,Load case algebra scope includes user-defined linear combination terms with explicit numeric factors.,@repo/core/loads/load_case_algebra/README.md:L10|_Decomposition/source_review_html/SRC-CODE-CORE.html#SEC-CC001-0061,5fdc53cbeb3a,IN,SEC-CC001-0061,UNIT-CC001-0004,,
137,Load case algebra scope includes result-state subtraction and min/max range envelopes over compatible mechanics quantities.,@repo/core/loads/load_case_algebra/README.md:L11|_Decomposition/source_review_html/SRC-CODE-CORE.html#SEC-CC001-0061,100ba1f4c7d8,IN,SEC-CC001-0061,UNIT-CC001-0004,,
138,Load case algebra performs dimension compatibility checks using the existing primitive-load dimension vocabulary.,@repo/core/loads/load_case_algebra/README.md:L13|_Decomposition/source_review_html/SRC-CODE-CORE.html#SEC-CC001-0061,2fabec8deb3d,IN,SEC-CC001-0061,UNIT-CC001-0004,,
139,"Load case algebra result boundary records require explicit unit metadata, provenance reference, result-schema binding, JCS payload reference, and payload-hash reference before quantities are handed to persistence or result envelopes.",@repo/core/loads/load_case_algebra/README.md:L15|_Decomposition/source_review_html/SRC-CODE-CORE.html#SEC-CC001-0061,e40ca6dd88cd,IN,SEC-CC001-0061,UNIT-CC001-0004,,
140,"Load case algebra preserves analysis status for mechanics-solved, rule-input-incomplete, user-rule-checked, user-rule-failed, and human-review-required states.",@repo/core/loads/load_case_algebra/README.md:L19|_Decomposition/source_review_html/SRC-CODE-CORE.html#SEC-CC001-0061,a5638be66b10,IN,SEC-CC001-0061,UNIT-CC001-0004,,
141,"Load case algebra emits deterministic findings for missing operands, non-finite factors, unsupported expression shapes, dimension mismatches, duplicate operands, missing result states, and professional-boundary violations.",@repo/core/loads/load_case_algebra/README.md:L21|_Decomposition/source_review_html/SRC-CODE-CORE.html#SEC-CC001-0061,7f75a674fca0,IN,SEC-CC001-0061,UNIT-CC001-0004,,
142,"Load case algebra does not implement a general expression parser, the rule-pack expression evaluator, code-specific load-combination defaults, wind/seismic procedures, stress-recovery formulas, protected standards content, proprietary project data, report rendering, GUI behavior, or headless execution.",@repo/core/loads/load_case_algebra/README.md:L27|_Decomposition/source_review_html/SRC-CODE-CORE.html#SEC-CC001-0062,9e1be0d2fe23,IN,SEC-CC001-0062,UNIT-CC001-0004,,
143,"Load case algebra inputs are explicit mechanics/result quantities already governed by upstream schemas, units, provenance, and load/status boundaries; unsupported semantics remain deterministic findings or TBD decisions, not silent defaults.",@repo/core/loads/load_case_algebra/README.md:L32|_Decomposition/source_review_html/SRC-CODE-CORE.html#SEC-CC001-0062,af473870041a,IN,SEC-CC001-0062,UNIT-CC001-0004,,
144,The load case algebra API rejects load-record schema bindings for result quantities; successful result boundary records bind to the canonical model result value or schema-first result-envelope quantity surface.,@repo/core/loads/load_case_algebra/README.md:L37|_Decomposition/source_review_html/SRC-CODE-CORE.html#SEC-CC001-0062,b83077fa539d,IN,SEC-CC001-0062,UNIT-CC001-0004,,
145,"Load case algebra records payload and hash references only; it does not compute hashes, choose conversion constants, or define code-specific calculation units.",@repo/core/loads/load_case_algebra/README.md:L40|_Decomposition/source_review_html/SRC-CODE-CORE.html#SEC-CC001-0062,cc00cee91786,IN,SEC-CC001-0062,UNIT-CC001-0004,,
146,"Load case algebra unit tests cover linear combinations, result-state subtraction, range envelopes, dimension compatibility, missing/invalid operands, duplicate operands, result boundary metadata, status propagation, and rejection of human-approval status as an automatic software result.",@repo/core/loads/load_case_algebra/README.md:L46|_Decomposition/source_review_html/SRC-CODE-CORE.html#SEC-CC001-0063,08b41df4a388,IN,SEC-CC001-0063,UNIT-CC001-0004,,
