ClaimKey,DeliverableID,UnitKind,ClaimType,ClaimClass,ClaimSummary,NormativeSource,DecisionBasis,DeclaredState,RecordedRemaining,ImplementationEvidence,VerificationEvidence,VerificationClass,ValidationEvidence,SourceReliability,LifecycleState,Disposition,Confidence,CauseTag,AuthorityTier,BaselineClass,DivergenceLayers,ContextRefs,RemainingWork,AuthorityNeeded,SelectableUnderCurrentLoop,Notes,SourceStateSHA
DEL-17-05:SOW#CLM-012/DEL-17-05-REQ-003,DEL-17-05,ITEM,REQUIREMENT,INTEROP,First invocation profile remains TBD until documentation or support reconciles command-line and batch patterns.,SOW#L167,DEL-17-01 CQ-17-01-004,TBD carried,,projects/chirality-piping/core/handoff/caepipe_external/run.py#L125-130;projects/chirality-piping/core/handoff/caepipe_external/run.py#L499-507;projects/chirality-piping/apps/desktop/src/features/caepipe-external/CaepipeExternalHarnessPanel.tsx,projects/chirality-piping/apps/desktop/src/App.test.tsx,UNIT,NOT_APPLICABLE,NOT_APPLICABLE,IN_PROGRESS,ALIGNED,HIGH,,,,NONE,,,NO,NOT_APPLICABLE,Profile id TBD-17-05-invocation-profile in core and desktop; CONF-001 still unruled.,00115c71931bcae79909602d653740d3bb72dfa1
DEL-17-05:SOW#CLM-012/DEL-17-05-REQ-004,DEL-17-05,ITEM,REQUIREMENT,INTEROP,"Harness records command shape, working directory, MBF path, expected and observed CSV paths, exit status, stdout/stderr if available, diagnostics.",SOW#L168,local design,requirement,,projects/chirality-piping/core/handoff/caepipe_external/run.py#L499-531;projects/chirality-piping/schemas/caepipe_external_run.schema.json,projects/chirality-piping/tests/test_caepipe_external_run_package.py::test_fixture_and_builder_validate_against_schema;projects/chirality-piping/tests/test_caepipe_external_run_package.py::test_writer_outputs_run_metadata_and_sidecars,UNIT,NOT_APPLICABLE,NOT_APPLICABLE,IN_PROGRESS,ALIGNED,MEDIUM,,,,NONE,"GATE_EVIDENCE/B4_4_SWEEP_9D55 (python_pytest PASS, desktop PASS); GATE_EVIDENCE/PR834_CI (8 checks success)",,NO,NOT_APPLICABLE,All fields exist in the schema and builder. Nothing live fills them; values are caller-supplied.,00115c71931bcae79909602d653740d3bb72dfa1
DEL-17-05:SOW#CLM-012/DEL-17-05-REQ-005,DEL-17-05,ITEM,REQUIREMENT,INTEROP,MBF input is a DEL-17-04 output; if the MBF profile is unresolved the run record carries that TBD.,SOW#L169,local design; DEL-17-04 TBD-17-04-001,requirement,,projects/chirality-piping/core/handoff/caepipe_external/run.py#L320-346;projects/chirality-piping/schemas/caepipe_external_run.schema.json,projects/chirality-piping/tests/test_caepipe_external_run_package.py::test_attempted_external_run_requires_del_17_04_binding_and_user_acknowledgement,UNIT,NOT_APPLICABLE,NOT_APPLICABLE,IN_PROGRESS,PARTIALLY_IMPLEMENTED,HIGH,PARTIAL_SLICE,LOCAL_DESIGN,NONE,CLAIMS,,"Add an MBF profile id (or TBD) field to the run record, or narrow the text.",OWNER,NOT_APPLICABLE,DEL-17-04 binding is checked on mbf_package_ref. No MBF profile field exists; the closed schema (additionalProperties false) cannot carry it.,00115c71931bcae79909602d653740d3bb72dfa1
DEL-17-05:SOW#CLM-012/DEL-17-05-REQ-006,DEL-17-05,ITEM,REQUIREMENT,INTEROP,"Run directory contract includes or references export manifest, ID map, loss report, MBF input, CSV output and run metadata.",SOW#L170,local design; DEL-17-02 export package contract,requirement,,projects/chirality-piping/core/handoff/caepipe_external/run.py#L454-485;projects/chirality-piping/core/handoff/caepipe_external/run.py#L510-519,projects/chirality-piping/tests/test_caepipe_external_run_package.py::test_writer_outputs_run_metadata_and_sidecars,UNIT,NOT_APPLICABLE,NOT_APPLICABLE,IN_PROGRESS,PARTIALLY_IMPLEMENTED,HIGH,PARTIAL_SLICE,LOCAL_DESIGN,NONE,CLAIMS,,Same as CLM-006.s02.,OWNER,NOT_APPLICABLE,"MBF, CSV and metadata covered; manifest/ID-map/loss-report only indirectly via mbf_package_ref.",00115c71931bcae79909602d653740d3bb72dfa1
DEL-17-05:SOW#CLM-012/DEL-17-05-REQ-007,DEL-17-05,ITEM,REQUIREMENT,INTEROP,"Harness verifies only operational evidence: input presence, invocation attempt, CSV discovery, parser execution, source-confirmed counts, diagnostics.",SOW#L171,local design,requirement,,projects/chirality-piping/core/handoff/caepipe_external/run.py#L301-436,projects/chirality-piping/tests/test_caepipe_external_run_package.py,UNIT,NOT_APPLICABLE,NOT_APPLICABLE,IN_PROGRESS,ALIGNED,MEDIUM,,,,NONE,"GATE_EVIDENCE/B4_4_SWEEP_9D55 (python_pytest PASS, desktop PASS); GATE_EVIDENCE/PR834_CI (8 checks success)",,NO,NOT_APPLICABLE,Diagnostics are operational and boundary checks only; no solver-result judgement. Input-file presence is not checked (no file I/O on inputs).,00115c71931bcae79909602d653740d3bb72dfa1
DEL-17-05:SOW#CLM-012/DEL-17-05-REQ-008,DEL-17-05,ITEM,EXCLUSION,GOVERNANCE,"A successful run or parsed CSV is never classified as professional acceptance, code compliance, formal validation or compatibility proof.",SOW#L172,F-PIP-2; DEC-081; docs/PROFESSIONAL_BOUNDARY.md,requirement,,projects/chirality-piping/core/handoff/caepipe_external/run.py#L45-59;projects/chirality-piping/core/handoff/caepipe_external/run.py#L412-435;projects/chirality-piping/apps/desktop/src/features/caepipe-external/CaepipeExternalHarnessPanel.tsx,projects/chirality-piping/tests/test_caepipe_external_run_package.py::test_privacy_and_authority_boundary_diagnostics_are_blocking;projects/chirality-piping/apps/desktop/src/App.test.tsx,UNIT,NOT_APPLICABLE,NOT_APPLICABLE,IN_PROGRESS,ALIGNED,HIGH,,,,NONE,"GATE_EVIDENCE/B4_4_SWEEP_9D55 (python_pytest PASS, desktop PASS); GATE_EVIDENCE/PR834_CI (8 checks success)",,NO,NOT_APPLICABLE,,00115c71931bcae79909602d653740d3bb72dfa1
DEL-17-05:SOW#CLM-012/DEL-17-05-REQ-009,DEL-17-05,ITEM,REQUIREMENT,INTEROP,"Parser parses only source- or fixture-confirmed sections and marks unsupported, unrecognized, unstable, missing or unmapped sections as diagnostics or TBD.",SOW#L173,local design; DEL-17-01 TBD-17-01-004,requirement,,projects/chirality-piping/core/handoff/caepipe_external/run.py#L78-97;projects/chirality-piping/core/handoff/caepipe_external/run.py#L206-298,projects/chirality-piping/tests/test_caepipe_external_run_package.py::test_parser_records_unknown_sections_and_unmapped_rows_as_warnings;projects/chirality-piping/tests/test_caepipe_external_run_package.py::test_parser_boundary_preserves_supported_mapping_units_and_diagnostics,UNIT,NOT_APPLICABLE,NOT_APPLICABLE,IN_PROGRESS,PARTIALLY_IMPLEMENTED,HIGH,PARTIAL_SLICE,LOCAL_DESIGN,NONE,CLAIMS,,Same as CLM-006.s03.,OWNER,NOT_APPLICABLE,"Supported sections are hard-coded invented-fixture sections, not source-confirmed CAEPIPE sections. Missing-section diagnostics absent; unknown-section rows are still parsed into rows.",00115c71931bcae79909602d653740d3bb72dfa1
DEL-17-05:SOW#CLM-012/DEL-17-05-REQ-010,DEL-17-05,ITEM,REQUIREMENT,INTEROP,Result correlation uses canonical IDs via DEL-17-02/DEL-17-04 sidecars where possible; row-order or name-only correlation is marked weak or TBD.,SOW#L174,local design,requirement,,projects/chirality-piping/core/handoff/caepipe_external/run.py#L234;projects/chirality-piping/core/handoff/caepipe_external/run.py#L577-585,projects/chirality-piping/tests/test_caepipe_external_run_package.py::test_parser_only_package_binds_rows_to_sidecar_stable_ids;projects/chirality-piping/tests/test_caepipe_external_run_package.py::test_parser_records_unknown_sections_and_unmapped_rows_as_warnings,UNIT,NOT_APPLICABLE,NOT_APPLICABLE,IN_PROGRESS,ALIGNED,MEDIUM,,,,NONE,"GATE_EVIDENCE/B4_4_SWEEP_9D55 (python_pytest PASS, desktop PASS); GATE_EVIDENCE/PR834_CI (8 checks success)",,NO,NOT_APPLICABLE,stable_id_map is caller-supplied; the module does not read DEL-17-04 sidecar files itself.,00115c71931bcae79909602d653740d3bb72dfa1
DEL-17-05:SOW#CLM-012/DEL-17-05-REQ-011,DEL-17-05,ITEM,REQUIREMENT,INTEROP,"Parser results are bound to source model, export and run metadata before use as regression or handoff evidence.",SOW#L175,local design,requirement,,projects/chirality-piping/core/handoff/caepipe_external/run.py#L153-203;projects/chirality-piping/apps/desktop/src/features/caepipe-external/CaepipeExternalHarnessPanel.tsx#L139-200,projects/chirality-piping/tests/test_caepipe_external_run_package.py;projects/chirality-piping/apps/desktop/src/App.test.tsx,UNIT,NOT_APPLICABLE,NOT_APPLICABLE,IN_PROGRESS,PARTIALLY_IMPLEMENTED,MEDIUM,PARTIAL_SLICE,LOCAL_DESIGN,NONE,CLAIMS,,Decide whether core packages carry a source model/state ref as the desktop preview does.,OWNER,NOT_APPLICABLE,"Core binds run_id, mbf_package_ref, source_csv_ref and checksums, but no source model ref. Desktop preview adds source_model_ref, model_state_ref and analysis_run_ref, outside the closed schema.",00115c71931bcae79909602d653740d3bb72dfa1
DEL-17-05:SOW#CLM-012/DEL-17-05-REQ-012,DEL-17-05,ITEM,REQUIREMENT,WORKFLOW,Tests needing the external executable skip when no path is configured and report the skip reason without failing public CI.,SOW#L176,local design,requirement,,projects/chirality-piping/core/handoff/caepipe_external/run.py#L102-150;projects/chirality-piping/fixtures/caepipe_external/invented/skipped_run_package.json,projects/chirality-piping/tests/test_caepipe_external_run_package.py::test_skipped_without_executable_is_nonblocking_and_deterministic,UNIT,NOT_APPLICABLE,NOT_APPLICABLE,IN_PROGRESS,IMPLEMENTED_DIFFERENTLY,MEDIUM,PARTIAL_SLICE,LOCAL_DESIGN,NONE,CLAIMS,"GATE_EVIDENCE/B4_4_SWEEP_9D55 (python_pytest PASS, desktop PASS); GATE_EVIDENCE/PR834_CI (8 checks success)","Either add a config-gated live test that skips, or restate the requirement as skip-evidence packages.",OWNER,NOT_APPLICABLE,"No test requires an executable, so there is nothing to skip; skip is modelled as a 'skipped_no_executable' evidence package with skip_reason. Public CI passes per gate evidence.",00115c71931bcae79909602d653740d3bb72dfa1
DEL-17-05:SOW#CLM-012/DEL-17-05-REQ-013,DEL-17-05,ITEM,REQUIREMENT,SECURITY,"Public parser fixtures are invented, project-owned or rights-cleared; no proprietary examples, private projects or protected standards data.",SOW#L177,F-PIP-1; docs/IP_AND_DATA_BOUNDARY.md,requirement,,projects/chirality-piping/fixtures/caepipe_external/invented/caepipe_results.csv;projects/chirality-piping/fixtures/caepipe_external/invented/skipped_run_package.json;projects/chirality-piping/fixtures/caepipe_external/invented/parser_only_run_package.json,projects/chirality-piping/tests/test_caepipe_external_run_package.py::test_fixtures_contain_no_private_or_protected_payload_text,UNIT,NOT_APPLICABLE,NOT_APPLICABLE,IN_PROGRESS,ALIGNED,HIGH,,,,NONE,"GATE_EVIDENCE/B4_4_SWEEP_9D55 (python_pytest PASS, desktop PASS); GATE_EVIDENCE/PR834_CI (8 checks success)",,NO,NOT_APPLICABLE,,00115c71931bcae79909602d653740d3bb72dfa1
DEL-17-05:SOW#CLM-012/DEL-17-05-REQ-014,DEL-17-05,ITEM,REQUIREMENT,SECURITY,User-provided CAEPIPE CSV outputs default to private user-controlled handling unless provenance and redistribution rights are documented.,SOW#L178,DEC-074 PDU-016; F-PIP-1,requirement,,projects/chirality-piping/core/handoff/caepipe_external/run.py#L61-69;projects/chirality-piping/core/handoff/caepipe_external/run.py#L622-657;projects/chirality-piping/core/handoff/caepipe_external/run.py#L454-485,projects/chirality-piping/tests/test_caepipe_external_run_package.py::test_user_csv_privacy_cannot_be_bypassed_by_partial_override;projects/chirality-piping/tests/test_caepipe_external_run_package.py::test_writer_creates_no_directory_without_wrapper_owned_intent,UNIT,NOT_APPLICABLE,NOT_APPLICABLE,IN_PROGRESS,ALIGNED,HIGH,,,,NONE,"GATE_EVIDENCE/B4_4_SWEEP_9D55 (python_pytest PASS, desktop PASS); GATE_EVIDENCE/PR834_CI (8 checks success)",,NO,NOT_APPLICABLE,"No rights-documented public path exists (override is blocked). Desktop preview labels its synthesized invented rows invented_public_example; those are not user CAEPIPE output, but they carry the user's model node/pipe IDs.",00115c71931bcae79909602d653740d3bb72dfa1
DEL-17-05:SOW#CLM-012/DEL-17-05-REQ-015,DEL-17-05,ITEM,REQUIREMENT,INTEROP,"Diagnostics preserve unit, coordinate, ID-map, loss-report and parser-coverage uncertainty instead of silently normalizing target output.",SOW#L179,OPS-K-UNIT-1; local design,requirement,,projects/chirality-piping/core/handoff/caepipe_external/run.py#L206-298;projects/chirality-piping/apps/desktop/src/features/caepipe-external/CaepipeExternalHarnessPanel.tsx#L387-420,"projects/chirality-piping/tests/test_caepipe_external_run_package.py::test_parser_boundary_preserves_supported_mapping_units_and_diagnostics;projects/chirality-piping/apps/desktop/e2e/r2-smoke.spec.ts::R2 desktop preview smoke covers solve, results, report, and viewport overlay",UNIT,NOT_APPLICABLE,NOT_APPLICABLE,IN_PROGRESS,PARTIALLY_IMPLEMENTED,HIGH,PARTIAL_SLICE,LOCAL_DESIGN,NONE,CLAIMS,,"Add coordinate and loss-report uncertainty diagnostics, or narrow the text.",OWNER,NOT_APPLICABLE,Units preserved per row without conversion (desktop adds unit witnesses); ID-map and coverage uncertainty diagnosed. No coordinate or loss-report uncertainty handling.,00115c71931bcae79909602d653740d3bb72dfa1
DEL-17-05:SOW#CLM-012/DEL-17-05-REQ-016,DEL-17-05,ITEM,REQUIREMENT,INTEROP,External-run evidence binds to a DEL-17-04 MBF package reference; attempted execution blocks unless license and environment responsibility are acknowledged.,SOW#L180,local design,requirement,,projects/chirality-piping/core/handoff/caepipe_external/run.py#L320-385,projects/chirality-piping/tests/test_caepipe_external_run_package.py::test_attempted_external_run_requires_del_17_04_binding_and_user_acknowledgement,UNIT,NOT_APPLICABLE,NOT_APPLICABLE,IN_PROGRESS,PARTIALLY_IMPLEMENTED,MEDIUM,PARTIAL_SLICE,LOCAL_DESIGN,NONE,CLAIMS,projects/chirality-piping/execution/PKG-17_Export Format Interoperability/1_Working/DEL-17-05_CAEPIPE external run harness and CSV parser/_run_records/TASK_RUN_2026-06-04_DEL-17-05_source-basis-boundary-guardrails.md,"Resolve the reference against a DEL-17-04 manifest, or record the substring check as the accepted binding rule.",OWNER,NOT_APPLICABLE,Binding is a substring test for 'del-17-04' on the ref plus object_type; REQUIRED_MBF_REF (L99) is unused. Blocking is a diagnostic; package_status is not changed. Desktop preview synthesizes a ref that passes the check.,00115c71931bcae79909602d653740d3bb72dfa1
DEL-17-05:SOW#CLM-013,DEL-17-05,BLOCK,CONTAINER,INTEROP,Placeholders PH-001 to PH-004 defining the evidence shape a later tranche must fill; they do not close the TBDs.,SOW#L183-196,,,,NOT_APPLICABLE,NOT_APPLICABLE,NONE,NOT_APPLICABLE,NOT_APPLICABLE,IN_PROGRESS,COVERED_BY_CHILDREN,HIGH,,,,NONE,,,NO,NOT_APPLICABLE,,00115c71931bcae79909602d653740d3bb72dfa1
DEL-17-05:SOW#CLM-013/DEL-17-05-PH-001,DEL-17-05,ITEM,REQUIREMENT,INTEROP,"Executable-path configuration surface stays TBD until a later tranche picks env var, config key, CLI option, GUI field or equivalent.",SOW#L191,local design,TBD placeholder,,projects/chirality-piping/core/handoff/caepipe_external/run.py#L119;projects/chirality-piping/core/handoff/caepipe_external/run.py#L491;projects/chirality-piping/apps/desktop/src/features/caepipe-external/CaepipeExternalHarnessPanel.tsx,projects/chirality-piping/apps/desktop/src/App.test.tsx,UNIT,NOT_APPLICABLE,NOT_APPLICABLE,IN_PROGRESS,ALIGNED,HIGH,,,,NONE,,,NO,NOT_APPLICABLE,Carried as literal TBD-17-05-PH-001 in core and desktop; no surface selected.,00115c71931bcae79909602d653740d3bb72dfa1
DEL-17-05:SOW#CLM-013/DEL-17-05-PH-002,DEL-17-05,ITEM,REQUIREMENT,INTEROP,"Run-directory record shape: TBD filenames or manifest links for MBF, manifest, ID map, loss report, target CSV, metadata, diagnostics.",SOW#L192,local design,TBD placeholder,,projects/chirality-piping/core/handoff/caepipe_external/run.py#L454-485;projects/chirality-piping/core/handoff/caepipe_external/run.py#L513,projects/chirality-piping/tests/test_caepipe_external_run_package.py::test_writer_outputs_run_metadata_and_sidecars,UNIT,NOT_APPLICABLE,NOT_APPLICABLE,IN_PROGRESS,PARTIALLY_IMPLEMENTED,HIGH,PARTIAL_SLICE,LOCAL_DESIGN,NONE,CLAIMS,,Record which filenames are now fixed and which remain TBD.,OWNER,NOT_APPLICABLE,"Writer fixes run_metadata.json, parsed_csv.json, diagnostics.json, checksums.json; manifest, ID-map and loss-report names not defined; default run_directory_ref TBD-17-05-PH-002.",00115c71931bcae79909602d653740d3bb72dfa1
DEL-17-05:SOW#CLM-013/DEL-17-05-PH-003,DEL-17-05,ITEM,REQUIREMENT,INTEROP,"Parser coverage register shape: section, basis, support status, expected row/field handling, unmapped-row handling, severity, fixture provenance.",SOW#L193,local design,TBD placeholder,,projects/chirality-piping/core/handoff/caepipe_external/run.py#L78-97;projects/chirality-piping/core/handoff/caepipe_external/run.py#L559-574;projects/chirality-piping/schemas/caepipe_external_run.schema.json,projects/chirality-piping/tests/test_caepipe_external_run_package.py::test_fixture_and_builder_validate_against_schema,UNIT,NOT_APPLICABLE,NOT_APPLICABLE,IN_PROGRESS,ALIGNED,HIGH,,,,NONE,,,NO,NOT_APPLICABLE,Register fields match the placeholder one for one; the placeholder is filled for invented-fixture sections.,00115c71931bcae79909602d653740d3bb72dfa1
DEL-17-05:SOW#CLM-013/DEL-17-05-PH-004,DEL-17-05,ITEM,REQUIREMENT,WORKFLOW,"Skip evidence fields: config key checked, path absence/invalidity, skip reason, public-CI nonfailure class, parser-only tests executed, boundary note.",SOW#L194,local design,TBD placeholder,,projects/chirality-piping/core/handoff/caepipe_external/run.py#L102-150;projects/chirality-piping/fixtures/caepipe_external/invented/skipped_run_package.json,projects/chirality-piping/tests/test_caepipe_external_run_package.py::test_skipped_without_executable_is_nonblocking_and_deterministic,UNIT,NOT_APPLICABLE,NOT_APPLICABLE,IN_PROGRESS,PARTIALLY_IMPLEMENTED,HIGH,PARTIAL_SLICE,LOCAL_DESIGN,NONE,CLAIMS,,Add the missing two fields or drop them from the placeholder.,OWNER,NOT_APPLICABLE,"configuration_surface, configured_path_state, skip_reason and boundary_notes present. No public-CI nonfailure classification field and no record that parser-only tests ran.",00115c71931bcae79909602d653740d3bb72dfa1
DEL-17-05:SOW#CLM-014,DEL-17-05,BLOCK,REQUIREMENT,INTEROP,"TBD closure gates: invocation profile, parser section coverage and first live MBF profile leave TBD only on stated evidence.",SOW#L197-207,local design,gates open,,projects/chirality-piping/core/handoff/caepipe_external/run.py#L78-97;projects/chirality-piping/core/handoff/caepipe_external/run.py#L125-130,projects/chirality-piping/tests/test_caepipe_external_run_package.py,UNIT,NOT_APPLICABLE,NOT_APPLICABLE,IN_PROGRESS,ALIGNED,HIGH,,,,NONE,,,NO,NOT_APPLICABLE,"Invocation and MBF profile remain TBD. Parser sections are marked parser_only_supported on invented-fixture basis with provenance, which the gate permits; no CAEPIPE section is source-confirmed.",00115c71931bcae79909602d653740d3bb72dfa1
DEL-17-05:SOW#CLM-015,DEL-17-05,BLOCK,REQUIREMENT,GOVERNANCE,"Standards: named CONTRACT invariants, IP boundary, DEL-17-01/02/04 contracts and public CAEPIPE docs govern the harness.",SOW#L208-221,docs/CONTRACT.md,requirement,,projects/chirality-piping/docs/CONTRACT.md;projects/chirality-piping/docs/IP_AND_DATA_BOUNDARY.md,NOT_APPLICABLE,NONE,NOT_APPLICABLE,NOT_APPLICABLE,IN_PROGRESS,ALIGNED,MEDIUM,,,,NONE,,,NO,NOT_APPLICABLE,All cited OPS-K clause IDs occur in CONTRACT.md at the freeze.,00115c71931bcae79909602d653740d3bb72dfa1
DEL-17-05:SOW#CLM-016,DEL-17-05,BLOCK,CONTAINER,VALIDATION,Verification table VER-001 to VER-008.,SOW#L222-237,,,,NOT_APPLICABLE,NOT_APPLICABLE,NONE,NOT_APPLICABLE,NOT_APPLICABLE,IN_PROGRESS,COVERED_BY_CHILDREN,HIGH,,,,NONE,,,NO,NOT_APPLICABLE,,00115c71931bcae79909602d653740d3bb72dfa1
DEL-17-05:SOW#CLM-016/VER-001,DEL-17-05,ITEM,ACCEPTANCE,DOCUMENTATION,"Four-document review confirms default sections exist and CAEPIPE claims cite DEL-17-01 IDs, DEL-17-02/04 contracts or public pages.",SOW#L228,four-documents skill (setup era),Phase A check,,projects/chirality-piping/execution/PKG-17_Export Format Interoperability/1_Working/DEL-17-05_CAEPIPE external run harness and CSV parser/ScopeOfWork.md,projects/chirality-piping/execution/PKG-17_Export Format Interoperability/1_Working/DEL-17-05_CAEPIPE external run harness and CSV parser/_run_records/TASK_RUN_2026-06-04_DEL-17-05_formal-review.md,STATIC_CHECK,NOT_APPLICABLE,NOT_APPLICABLE,IN_PROGRESS,STALE_SETUP_SPECIFICATION,HIGH,OTHER,LOCAL_DESIGN,NONE,CLAIMS,PR #235,Restate against the ScopeOfWork representation.,OWNER,NOT_APPLICABLE,The four documents (Datasheet/Specification/Guidance/Procedure) were replaced by ScopeOfWork.md in PR #235; no cause tag covers representation migration.,00115c71931bcae79909602d653740d3bb72dfa1
DEL-17-05:SOW#CLM-016/VER-002,DEL-17-05,ITEM,ACCEPTANCE,GOVERNANCE,"Boundary review confirms no bundled executable, proprietary example, protected data, license bypass, or compatibility/release/compliance/professional/validation claim.",SOW#L229,F-PIP-1; F-PIP-2,check,,projects/chirality-piping/core/handoff/caepipe_external/run.py#L45-59;projects/chirality-piping/fixtures/caepipe_external/invented/caepipe_results.csv,projects/chirality-piping/tests/test_caepipe_external_run_package.py::test_fixtures_contain_no_private_or_protected_payload_text;projects/chirality-piping/tests/test_caepipe_external_run_package.py::test_privacy_and_authority_boundary_diagnostics_are_blocking;projects/chirality-piping/execution/PKG-17_Export Format Interoperability/1_Working/DEL-17-05_CAEPIPE external run harness and CSV parser/_run_records/TASK_RUN_2026-06-04_DEL-17-05_formal-review.md,UNIT,NOT_APPLICABLE,NOT_APPLICABLE,IN_PROGRESS,ALIGNED,HIGH,,,,NONE,"GATE_EVIDENCE/B4_4_SWEEP_9D55 (python_pytest PASS, desktop PASS); GATE_EVIDENCE/PR834_CI (8 checks success)",,NO,NOT_APPLICABLE,,00115c71931bcae79909602d653740d3bb72dfa1
DEL-17-05:SOW#CLM-016/VER-003,DEL-17-05,ITEM,ACCEPTANCE,INTEROP,"TBD review confirms target version/profile, invocation profile, stable CSV sections and ID correlation are not overstated.",SOW#L230,local design,check,,projects/chirality-piping/core/handoff/caepipe_external/run.py#L78-97;projects/chirality-piping/core/handoff/caepipe_external/run.py#L125-130,projects/chirality-piping/execution/PKG-17_Export Format Interoperability/1_Working/DEL-17-05_CAEPIPE external run harness and CSV parser/Review_Findings.csv,STATIC_CHECK,NOT_APPLICABLE,NOT_APPLICABLE,IN_PROGRESS,ALIGNED,HIGH,,,,NONE,,,NO,NOT_APPLICABLE,RF-002 records the TBDs as open and non-overstated.,00115c71931bcae79909602d653740d3bb72dfa1
DEL-17-05:SOW#CLM-016/VER-004,DEL-17-05,ITEM,ACCEPTANCE,WORKFLOW,"Future review confirms skip-without-executable behaviour and no executable in public CI, with config field, absence evidence, skip reason, parser-only continuation, nonfailure class.",SOW#L231,local design,future check,,projects/chirality-piping/core/handoff/caepipe_external/run.py#L102-150;projects/chirality-piping/fixtures/caepipe_external/invented/skipped_run_package.json,projects/chirality-piping/tests/test_caepipe_external_run_package.py::test_skipped_without_executable_is_nonblocking_and_deterministic,UNIT,NOT_APPLICABLE,NOT_APPLICABLE,IN_PROGRESS,PARTIALLY_IMPLEMENTED,MEDIUM,PARTIAL_SLICE,LOCAL_DESIGN,NONE,CLAIMS,"GATE_EVIDENCE/B4_4_SWEEP_9D55 (python_pytest PASS, desktop PASS); GATE_EVIDENCE/PR834_CI (8 checks success)",Same as PH-004.,OWNER,NOT_APPLICABLE,No executable in public CI (gate evidence). Nonfailure classification and parser-only continuation are not recorded fields.,00115c71931bcae79909602d653740d3bb72dfa1
DEL-17-05:SOW#CLM-016/VER-005,DEL-17-05,ITEM,ACCEPTANCE,INTEROP,"Future parser tests use invented or rights-cleared fixtures and record coverage by section, basis, status, unmapped handling, severity and provenance.",SOW#L232,local design,future check,,projects/chirality-piping/fixtures/caepipe_external/invented/caepipe_results.csv;projects/chirality-piping/core/handoff/caepipe_external/run.py#L78-97,projects/chirality-piping/tests/test_caepipe_external_run_package.py::test_parser_boundary_preserves_supported_mapping_units_and_diagnostics;projects/chirality-piping/tests/test_caepipe_external_run_package.py::test_parser_records_unknown_sections_and_unmapped_rows_as_warnings,UNIT,NOT_APPLICABLE,NOT_APPLICABLE,IN_PROGRESS,ALIGNED,HIGH,,,,NONE,"GATE_EVIDENCE/B4_4_SWEEP_9D55 (python_pytest PASS, desktop PASS); GATE_EVIDENCE/PR834_CI (8 checks success)",,NO,NOT_APPLICABLE,,00115c71931bcae79909602d653740d3bb72dfa1
DEL-17-05:SOW#CLM-016/VER-006,DEL-17-05,ITEM,ACCEPTANCE,VALIDATION,"Future harness tests with a user-provided executable stay opt-in and record run metadata, output discovery, parser diagnostics and evidence class.",SOW#L233,DEC-080 (activation owner-gated); PRD §22.5,future check,R01,NONE_FOUND,NONE_FOUND,NONE,NONE_FOUND,NOT_APPLICABLE,IN_PROGRESS,DOCUMENTED_UNIMPLEMENTED,HIGH,DEFERRED_BY_RULING,PROJECT_BASELINE,OWNER_HOLD,VALIDATION,projects/chirality-piping/execution/PKG-17_Export Format Interoperability/1_Working/DEL-17-05_CAEPIPE external run harness and CSV parser/_run_records/WORKING_ITEMS_RUN_2026-07-12_D41-R5-T6-PDU050-HOLD.md,None until the owner activates prover procurement under DEC-080.,OWNER,NOT_APPLICABLE,No live-executable test exists. DEC-080 keeps prover activation owner-gated on lawful tool access.,00115c71931bcae79909602d653740d3bb72dfa1
DEL-17-05:SOW#CLM-016/VER-007,DEL-17-05,ITEM,ACCEPTANCE,INTEROP,Future regression comparison binds parsed rows to canonical IDs or marks weak/unmapped evidence.,SOW#L234,local design,future check,,projects/chirality-piping/core/handoff/caepipe_external/run.py#L234,projects/chirality-piping/tests/test_caepipe_external_run_package.py::test_parser_records_unknown_sections_and_unmapped_rows_as_warnings,UNIT,NOT_APPLICABLE,NOT_APPLICABLE,IN_PROGRESS,PARTIALLY_IMPLEMENTED,HIGH,DEFERRED_BY_RULING,PROJECT_BASELINE,OWNER_HOLD,VALIDATION,,None until comparison work is authorized.,OWNER,NOT_APPLICABLE,Per-row correlation status exists; no regression comparison against internal results exists (PRD §22.5 comparison fields absent).,00115c71931bcae79909602d653740d3bb72dfa1
DEL-17-05:SOW#CLM-016/VER-008,DEL-17-05,ITEM,ACCEPTANCE,SECURITY,"Future acceptance review confirms executable path, license/environment responsibility and chosen config surface are recorded before any live execution.",SOW#L235,local design,future check,,projects/chirality-piping/core/handoff/caepipe_external/run.py#L347-385,projects/chirality-piping/tests/test_caepipe_external_run_package.py::test_attempted_external_run_requires_del_17_04_binding_and_user_acknowledgement,UNIT,NOT_APPLICABLE,NOT_APPLICABLE,IN_PROGRESS,PARTIALLY_IMPLEMENTED,MEDIUM,PARTIAL_SLICE,LOCAL_DESIGN,NONE,CLAIMS,,Select the configuration surface (PH-001) before any live-run tranche.,OWNER,NOT_APPLICABLE,"Path state and acknowledgements are checked on attempted records; the configuration surface is still TBD, so it cannot be recorded as selected.",00115c71931bcae79909602d653740d3bb72dfa1
