ResidualID,DeliverableID,Route,ClaimIDs,ProposedText,Depends,ItemGate,PacketApplicationGate,PreparationState,ClosureEvidence
DEL-03-02-REM-007,DEL-03-02,EVIDENCE,DEL-03-02::REQ-007;DEL-03-02::AC-007;DEL-03-02::VER-007,"Inspect and map existing source-state-bound evidence for upstream-only write set under the accepted DEL-03-02 incremental reconcile contract. Cover the exact linked claims; distinguish observed implementation, bounded local absence, missing/unmapped evidence, finite method execution and historical acceptance. Retain UNKNOWN where evidence is unavailable and return exact unresolved obligations for owner disposition. This item is read-only inquiry and a derivative evidence report; any new contract, implementation, test, measurement run, acceptance or production act requires a separate ruling.",NONE,(gated: owner authorizes the exact linked evidence-only read scope and creation of the derivative report/evidence manifest under projects/pec/execution/PKG-03_Reconciliation_Parity/1_Working/DEL-03-02_Incremental_reconcile_on_Git_delta/_run_records/REMAINING_EVIDENCE_DEL-03-02-REM-007/; current exact-target reliance preflight),NOT_SELECTABLE_UNTIL: owner separately approves and applies the exact status application manifest; this preparation is not authority,CANDIDATE_PENDING_APPLICATION,"Dated derivative map covers every linked claim with exact source/hash, evidence strength and unresolved-owner routes; no manufactured production result."
DEL-03-02-REM-008,DEL-03-02,EVIDENCE,DEL-03-02::REQ-008;DEL-03-02::AC-008;DEL-03-02::VER-008,"Inspect and map existing source-state-bound evidence for selected-feed limitations and baseline holdback under the accepted DEL-03-02 incremental reconcile contract. Cover the exact linked claims; distinguish observed implementation, bounded local absence, missing/unmapped evidence, finite method execution and historical acceptance. Retain UNKNOWN where evidence is unavailable and return exact unresolved obligations for owner disposition. This item is read-only inquiry and a derivative evidence report; any new contract, implementation, test, measurement run, acceptance or production act requires a separate ruling.",NONE,(gated: owner authorizes the exact linked evidence-only read scope and creation of the derivative report/evidence manifest under projects/pec/execution/PKG-03_Reconciliation_Parity/1_Working/DEL-03-02_Incremental_reconcile_on_Git_delta/_run_records/REMAINING_EVIDENCE_DEL-03-02-REM-008/; current exact-target reliance preflight),NOT_SELECTABLE_UNTIL: owner separately approves and applies the exact status application manifest; this preparation is not authority,CANDIDATE_PENDING_APPLICATION,"Dated derivative map covers every linked claim with exact source/hash, evidence strength and unresolved-owner routes; no manufactured production result."
DEL-03-02-REM-009,DEL-03-02,EVIDENCE,DEL-03-02::REQ-009;DEL-03-02::AC-009;DEL-03-02::VER-009,"Inspect and map existing source-state-bound evidence for determinism and empty-delta idempotence under the accepted DEL-03-02 incremental reconcile contract. Cover the exact linked claims; distinguish observed implementation, bounded local absence, missing/unmapped evidence, finite method execution and historical acceptance. Retain UNKNOWN where evidence is unavailable and return exact unresolved obligations for owner disposition. This item is read-only inquiry and a derivative evidence report; any new contract, implementation, test, measurement run, acceptance or production act requires a separate ruling.",NONE,(gated: owner authorizes the exact linked evidence-only read scope and creation of the derivative report/evidence manifest under projects/pec/execution/PKG-03_Reconciliation_Parity/1_Working/DEL-03-02_Incremental_reconcile_on_Git_delta/_run_records/REMAINING_EVIDENCE_DEL-03-02-REM-009/; current exact-target reliance preflight),NOT_SELECTABLE_UNTIL: owner separately approves and applies the exact status application manifest; this preparation is not authority,CANDIDATE_PENDING_APPLICATION,"Dated derivative map covers every linked claim with exact source/hash, evidence strength and unresolved-owner routes; no manufactured production result."
DEL-03-02-REM-010,DEL-03-02,EVIDENCE,DEL-03-02::REQ-010;DEL-03-02::AC-010;DEL-03-02::VER-010,"Inspect and map existing source-state-bound evidence for file-derived provenance and tier separation under the accepted DEL-03-02 incremental reconcile contract. Cover the exact linked claims; distinguish observed implementation, bounded local absence, missing/unmapped evidence, finite method execution and historical acceptance. Retain UNKNOWN where evidence is unavailable and return exact unresolved obligations for owner disposition. This item is read-only inquiry and a derivative evidence report; any new contract, implementation, test, measurement run, acceptance or production act requires a separate ruling.",NONE,(gated: owner authorizes the exact linked evidence-only read scope and creation of the derivative report/evidence manifest under projects/pec/execution/PKG-03_Reconciliation_Parity/1_Working/DEL-03-02_Incremental_reconcile_on_Git_delta/_run_records/REMAINING_EVIDENCE_DEL-03-02-REM-010/; current exact-target reliance preflight),NOT_SELECTABLE_UNTIL: owner separately approves and applies the exact status application manifest; this preparation is not authority,CANDIDATE_PENDING_APPLICATION,"Dated derivative map covers every linked claim with exact source/hash, evidence strength and unresolved-owner routes; no manufactured production result."
DEL-03-02-REM-011,DEL-03-02,EVIDENCE,DEL-03-02::REQ-011;DEL-03-02::AC-011;DEL-03-02::VER-011,"Inspect and map existing source-state-bound evidence for adjacent-deliverable scope exclusion under the accepted DEL-03-02 incremental reconcile contract. Cover the exact linked claims; distinguish observed implementation, bounded local absence, missing/unmapped evidence, finite method execution and historical acceptance. Retain UNKNOWN where evidence is unavailable and return exact unresolved obligations for owner disposition. This item is read-only inquiry and a derivative evidence report; any new contract, implementation, test, measurement run, acceptance or production act requires a separate ruling.",NONE,(gated: owner authorizes the exact linked evidence-only read scope and creation of the derivative report/evidence manifest under projects/pec/execution/PKG-03_Reconciliation_Parity/1_Working/DEL-03-02_Incremental_reconcile_on_Git_delta/_run_records/REMAINING_EVIDENCE_DEL-03-02-REM-011/; current exact-target reliance preflight),NOT_SELECTABLE_UNTIL: owner separately approves and applies the exact status application manifest; this preparation is not authority,CANDIDATE_PENDING_APPLICATION,"Dated derivative map covers every linked claim with exact source/hash, evidence strength and unresolved-owner routes; no manufactured production result."
DEL-03-02-REM-012,DEL-03-02,EVIDENCE,DEL-03-02::REQ-012;DEL-03-02::AC-012;DEL-03-02::VER-012,"Inspect and map existing source-state-bound evidence for upstream entity-type boundary under the accepted DEL-03-02 incremental reconcile contract. Cover the exact linked claims; distinguish observed implementation, bounded local absence, missing/unmapped evidence, finite method execution and historical acceptance. Retain UNKNOWN where evidence is unavailable and return exact unresolved obligations for owner disposition. This item is read-only inquiry and a derivative evidence report; any new contract, implementation, test, measurement run, acceptance or production act requires a separate ruling.",NONE,(gated: owner authorizes the exact linked evidence-only read scope and creation of the derivative report/evidence manifest under projects/pec/execution/PKG-03_Reconciliation_Parity/1_Working/DEL-03-02_Incremental_reconcile_on_Git_delta/_run_records/REMAINING_EVIDENCE_DEL-03-02-REM-012/; current exact-target reliance preflight),NOT_SELECTABLE_UNTIL: owner separately approves and applies the exact status application manifest; this preparation is not authority,CANDIDATE_PENDING_APPLICATION,"Dated derivative map covers every linked claim with exact source/hash, evidence strength and unresolved-owner routes; no manufactured production result."
DEL-03-02-REM-013,DEL-03-02,EVIDENCE,DEL-03-02::REQ-013;DEL-03-02::AC-013;DEL-03-02::VER-013,"Inspect and map existing source-state-bound evidence for zero runtime dependencies and external egress under the accepted DEL-03-02 incremental reconcile contract. Cover the exact linked claims; distinguish observed implementation, bounded local absence, missing/unmapped evidence, finite method execution and historical acceptance. Retain UNKNOWN where evidence is unavailable and return exact unresolved obligations for owner disposition. This item is read-only inquiry and a derivative evidence report; any new contract, implementation, test, measurement run, acceptance or production act requires a separate ruling.",NONE,(gated: owner authorizes the exact linked evidence-only read scope and creation of the derivative report/evidence manifest under projects/pec/execution/PKG-03_Reconciliation_Parity/1_Working/DEL-03-02_Incremental_reconcile_on_Git_delta/_run_records/REMAINING_EVIDENCE_DEL-03-02-REM-013/; current exact-target reliance preflight),NOT_SELECTABLE_UNTIL: owner separately approves and applies the exact status application manifest; this preparation is not authority,CANDIDATE_PENDING_APPLICATION,"Dated derivative map covers every linked claim with exact source/hash, evidence strength and unresolved-owner routes; no manufactured production result."
DEL-03-02-REM-014,DEL-03-02,EVIDENCE,DEL-03-02::REQ-014;DEL-03-02::AC-014;DEL-03-02::VER-014;DEL-03-02::OUT-002,"Inspect and map existing source-state-bound evidence for contract-derived executing automated tests under the accepted DEL-03-02 incremental reconcile contract. Cover the exact linked claims; distinguish observed implementation, bounded local absence, missing/unmapped evidence, finite method execution and historical acceptance. Retain UNKNOWN where evidence is unavailable and return exact unresolved obligations for owner disposition. This item is read-only inquiry and a derivative evidence report; any new contract, implementation, test, measurement run, acceptance or production act requires a separate ruling.",NONE,(gated: owner authorizes the exact linked evidence-only read scope and creation of the derivative report/evidence manifest under projects/pec/execution/PKG-03_Reconciliation_Parity/1_Working/DEL-03-02_Incremental_reconcile_on_Git_delta/_run_records/REMAINING_EVIDENCE_DEL-03-02-REM-014/; current exact-target reliance preflight),NOT_SELECTABLE_UNTIL: owner separately approves and applies the exact status application manifest; this preparation is not authority,CANDIDATE_PENDING_APPLICATION,"Dated derivative map covers every linked claim with exact source/hash, evidence strength and unresolved-owner routes; no manufactured production result."
DEL-03-02-REM-016,DEL-03-02,DOCUMENTARY,DEL-03-02::CLM-007,"Prepare bounded owner-scoped documentary correction only of CLM-007's current Dependencies.csv DEP-03-02-003 paraphrase: EvidenceFile, SourceRef and EvidenceQuote now cite docs/PRD.md, PRD.md §9.2 requirement PEC-RCN-003 and its full quote. Preserve dated authoring/pointer history, accepted edge and stratum, frozen DAG BasisCitation, and PENDING satisfaction.",NONE,"(gated: owner accepts exact bounded documentary wording and authorizes only the named current-source paraphrase loci in projects/pec/execution/PKG-03_Reconciliation_Parity/1_Working/DEL-03-02_Incremental_reconcile_on_Git_delta/ScopeOfWork.md; preserve lifecycle, accepted history, completed ordinary currency and current dependency topology/status)",NOT_SELECTABLE_UNTIL: owner separately approves and applies the exact status application manifest; this preparation is not authority,CANDIDATE_PENDING_APPLICATION,"Exact separately owner-approved SOW postimage and claim multiset/semantic backcheck limited to current dependency evidence-cell paraphrases; unchanged dependency/status registers, accepted history, scope and product requirements."
DEL-03-03-REM-001,DEL-03-03,EVIDENCE,DEL-03-03::OUT-001;DEL-03-03::OUT-002;DEL-03-03::REQ-001;DEL-03-03::REQ-002;DEL-03-03::REQ-003;DEL-03-03::REQ-004;DEL-03-03::REQ-005;DEL-03-03::REQ-006;DEL-03-03::REQ-007;DEL-03-03::REQ-008;DEL-03-03::REQ-009;DEL-03-03::REQ-010;DEL-03-03::REQ-011;DEL-03-03::REQ-012;DEL-03-03::REQ-013;DEL-03-03::REQ-014,"Inspect and map existing source-state-bound evidence for drift-classifier implementation and REQ-001..014, retaining unresolved upstream schema/snapshot questions for their owners. Cover the exact linked claims; distinguish observed implementation, bounded local absence, missing/unmapped evidence, finite method execution and historical acceptance. Retain UNKNOWN where evidence is unavailable and return exact unresolved obligations for owner disposition. This item is read-only inquiry and a derivative evidence report; any new contract, implementation, test, measurement run, acceptance or production act requires a separate ruling.",NONE,(gated: owner authorizes the exact linked evidence-only read scope and creation of the derivative report/evidence manifest under projects/pec/execution/PKG-03_Reconciliation_Parity/1_Working/DEL-03-03_Drift_classification/_run_records/REMAINING_EVIDENCE_DEL-03-03-REM-001/; current exact-target reliance preflight),NOT_SELECTABLE_UNTIL: owner separately approves and applies the exact status application manifest; this preparation is not authority,CANDIDATE_PENDING_APPLICATION,"Dated derivative map covers every linked claim with exact source/hash, evidence strength and unresolved-owner routes; no manufactured production result."
DEL-03-03-REM-002,DEL-03-03,EVIDENCE,DEL-03-03::AC-001;DEL-03-03::AC-002;DEL-03-03::AC-003;DEL-03-03::AC-004;DEL-03-03::AC-005;DEL-03-03::AC-006;DEL-03-03::AC-007;DEL-03-03::AC-008;DEL-03-03::AC-009;DEL-03-03::AC-010;DEL-03-03::AC-011;DEL-03-03::AC-012;DEL-03-03::AC-013;DEL-03-03::AC-014;DEL-03-03::VER-001;DEL-03-03::VER-002;DEL-03-03::VER-003;DEL-03-03::VER-004;DEL-03-03::VER-005;DEL-03-03::VER-006;DEL-03-03::VER-007;DEL-03-03::VER-008;DEL-03-03::VER-009;DEL-03-03::VER-010;DEL-03-03::VER-011;DEL-03-03::VER-012;DEL-03-03::VER-013;DEL-03-03::VER-014,"Inspect and map existing source-state-bound evidence for existing VER-001..014 and AC-001..014 claim-mapped execution records, finite fixture limits and live upstream integration versus stand-ins. Cover the exact linked claims; distinguish observed implementation, bounded local absence, missing/unmapped evidence, finite method execution and historical acceptance. Retain UNKNOWN where evidence is unavailable and return exact unresolved obligations for owner disposition. This item is read-only inquiry and a derivative evidence report; any new contract, implementation, test, measurement run, acceptance or production act requires a separate ruling.",NONE,(gated: owner authorizes the exact linked evidence-only read scope and creation of the derivative report/evidence manifest under projects/pec/execution/PKG-03_Reconciliation_Parity/1_Working/DEL-03-03_Drift_classification/_run_records/REMAINING_EVIDENCE_DEL-03-03-REM-002/; current exact-target reliance preflight),NOT_SELECTABLE_UNTIL: owner separately approves and applies the exact status application manifest; this preparation is not authority,CANDIDATE_PENDING_APPLICATION,"Dated derivative map covers every linked claim with exact source/hash, evidence strength and unresolved-owner routes; no manufactured production result."
DEL-03-03-REM-004,DEL-03-03,DOCUMENTARY,DEL-03-03::CLM-008;DEL-03-03::AX-009,"Prepare bounded owner-scoped documentary correction only of CLM-008 and AX-009 current Dependencies.csv DEP-03-03-003 evidence paraphrases: EvidenceFile, SourceRef and EvidenceQuote now cite docs/PRD.md, PRD.md §9.2 requirement PEC-RCN-004 and its full quote. Preserve dated authoring/pointer history, accepted edges and strata, frozen DAG BasisCitation, and PENDING satisfaction.",NONE,"(gated: owner accepts exact bounded documentary wording and authorizes only the named current-source paraphrase loci in projects/pec/execution/PKG-03_Reconciliation_Parity/1_Working/DEL-03-03_Drift_classification/ScopeOfWork.md; preserve lifecycle, accepted history, completed ordinary currency and current dependency topology/status)",NOT_SELECTABLE_UNTIL: owner separately approves and applies the exact status application manifest; this preparation is not authority,CANDIDATE_PENDING_APPLICATION,"Exact separately owner-approved SOW postimage and claim multiset/semantic backcheck limited to current dependency evidence-cell paraphrases; unchanged dependency/status registers, accepted history, scope and product requirements."
DEL-03-04-REM-001,DEL-03-04,EVIDENCE,DEL-03-04::OUT-001;DEL-03-04::OUT-002;DEL-03-04::REQ-001;DEL-03-04::REQ-002;DEL-03-04::REQ-003;DEL-03-04::REQ-004;DEL-03-04::REQ-005;DEL-03-04::REQ-006;DEL-03-04::REQ-007;DEL-03-04::REQ-008;DEL-03-04::REQ-009;DEL-03-04::REQ-010;DEL-03-04::REQ-011;DEL-03-04::REQ-012;DEL-03-04::REQ-013;DEL-03-04::REQ-014;DEL-03-04::REQ-015;DEL-03-04::AC-001;DEL-03-04::AC-002;DEL-03-04::AC-003;DEL-03-04::AC-004;DEL-03-04::AC-005;DEL-03-04::AC-006;DEL-03-04::AC-007;DEL-03-04::AC-008;DEL-03-04::AC-009;DEL-03-04::AC-010;DEL-03-04::AC-011;DEL-03-04::AC-012;DEL-03-04::AC-013;DEL-03-04::AC-014;DEL-03-04::AC-015;DEL-03-04::VER-001;DEL-03-04::VER-002;DEL-03-04::VER-003;DEL-03-04::VER-004;DEL-03-04::VER-005;DEL-03-04::VER-006;DEL-03-04::VER-007;DEL-03-04::VER-008;DEL-03-04::VER-009;DEL-03-04::VER-010;DEL-03-04::VER-011;DEL-03-04::VER-012;DEL-03-04::VER-013;DEL-03-04::VER-014;DEL-03-04::VER-015;DEL-03-04::REMAINING_COMPLETENESS,"Inspect and map existing source-state-bound evidence for SOW-020 parity comparison tool, findings, source boundaries, limitations, declared equivalence, standing registration and VER-001..015; upstream harness tests are not downstream parity proof. Cover the exact linked claims; distinguish observed implementation, bounded local absence, missing/unmapped evidence, finite method execution and historical acceptance. Retain UNKNOWN where evidence is unavailable and return exact unresolved obligations for owner disposition. This item is read-only inquiry and a derivative evidence report; any new contract, implementation, test, measurement run, acceptance or production act requires a separate ruling.",NONE,(gated: owner authorizes the exact linked evidence-only read scope and creation of the derivative report/evidence manifest under projects/pec/execution/PKG-03_Reconciliation_Parity/1_Working/DEL-03-04_Practitioner_harness_parity_diff/_run_records/REMAINING_EVIDENCE_DEL-03-04-REM-001/; current exact-target reliance preflight),NOT_SELECTABLE_UNTIL: owner separately approves and applies the exact status application manifest; this preparation is not authority,CANDIDATE_PENDING_APPLICATION,"Dated derivative map covers every linked claim with exact source/hash, evidence strength and unresolved-owner routes; no manufactured production result."
DEL-03-05-REM-001,DEL-03-05,EVIDENCE,DEL-03-05::SOW-038-RECOVERY;DEL-03-05::SOW-038-SUPREMACY;DEL-03-05::FALLBACK-ARTIFACTS,"Inspect and map existing source-state-bound evidence for SOW-038 recovery by reconciliation, no stream-only record facts, bounded gap-recovery method and limits; preserve PKG-07 ingest and DEL-10-08 demonstration ownership. Cover the exact linked claims; distinguish observed implementation, bounded local absence, missing/unmapped evidence, finite method execution and historical acceptance. Retain UNKNOWN where evidence is unavailable and return exact unresolved obligations for owner disposition. This item is read-only inquiry and a derivative evidence report; any new contract, implementation, test, measurement run, acceptance or production act requires a separate ruling.",NONE,(gated: owner authorizes the exact linked evidence-only read scope and creation of the derivative report/evidence manifest under projects/pec/execution/PKG-03_Reconciliation_Parity/1_Working/DEL-03-05_Stream_loss_recovery_guarantee/_run_records/REMAINING_EVIDENCE_DEL-03-05-REM-001/; current exact-target reliance preflight),NOT_SELECTABLE_UNTIL: owner separately approves and applies the exact status application manifest; this preparation is not authority,CANDIDATE_PENDING_APPLICATION,"Dated derivative map covers every linked claim with exact source/hash, evidence strength and unresolved-owner routes; no manufactured production result."
DEL-03-06-REM-001,DEL-03-06,EVIDENCE,DEL-03-06::OUT-001;DEL-03-06::OUT-002;DEL-03-06::CLM-020;DEL-03-06::REQ-001;DEL-03-06::REQ-002;DEL-03-06::REQ-003;DEL-03-06::REQ-004;DEL-03-06::REQ-005;DEL-03-06::REQ-006;DEL-03-06::REQ-007;DEL-03-06::REQ-008;DEL-03-06::REQ-009;DEL-03-06::REQ-010;DEL-03-06::REQ-011;DEL-03-06::REQ-012;DEL-03-06::REQ-013;DEL-03-06::REQ-014;DEL-03-06::AC-001;DEL-03-06::AC-002;DEL-03-06::AC-003;DEL-03-06::AC-004;DEL-03-06::AC-005;DEL-03-06::AC-006;DEL-03-06::AC-007;DEL-03-06::AC-008;DEL-03-06::AC-009;DEL-03-06::AC-010;DEL-03-06::AC-011;DEL-03-06::AC-012;DEL-03-06::AC-013;DEL-03-06::VER-001;DEL-03-06::VER-002;DEL-03-06::VER-003;DEL-03-06::VER-004;DEL-03-06::VER-005;DEL-03-06::VER-006;DEL-03-06::VER-007;DEL-03-06::VER-008;DEL-03-06::VER-009;DEL-03-06::VER-010;DEL-03-06::VER-011;DEL-03-06::VER-012;DEL-03-06::VER-013,"Inspect and map existing source-state-bound evidence for performance suite and recorded bound against REQ-001..014, AC-001..013 and VER-001..013, real upstream invocation, corpus/conditions/coverage/baseline/delta/fallback, own writes, content minimality, repeatability and method mapping; stand-in timings cannot establish real performance. Cover the exact linked claims; distinguish observed implementation, bounded local absence, missing/unmapped evidence, finite method execution and historical acceptance. Retain UNKNOWN where evidence is unavailable and return exact unresolved obligations for owner disposition. This item is read-only inquiry and a derivative evidence report; any new contract, implementation, test, measurement run, acceptance or production act requires a separate ruling.",NONE,(gated: owner authorizes the exact linked evidence-only read scope and creation of the derivative report/evidence manifest under projects/pec/execution/PKG-03_Reconciliation_Parity/1_Working/DEL-03-06_Rebuild_performance_bounds/_run_records/REMAINING_EVIDENCE_DEL-03-06-REM-001/; current exact-target reliance preflight),NOT_SELECTABLE_UNTIL: owner separately approves and applies the exact status application manifest; this preparation is not authority,CANDIDATE_PENDING_APPLICATION,"Dated derivative map covers every linked claim with exact source/hash, evidence strength and unresolved-owner routes; no manufactured production result."
DEL-03-06-REM-004,DEL-03-06,DOCUMENTARY,DEL-03-06::CLM-009;DEL-03-06::AX-009,"Prepare the exact documentary reconciliation of CLM-009 and AX-009 to the D-PEC-65 repaired DEP-03-06-003/-004 evidence fields, retaining the former empty cells as explicitly dated provenance and preserving the frozen DAG exhibit empty BasisCitation, topology and PENDING status.",NONE,"(gated: owner accepts exact bounded documentary wording and authorizes only the named current-source paraphrase loci in projects/pec/execution/PKG-03_Reconciliation_Parity/1_Working/DEL-03-06_Rebuild_performance_bounds/ScopeOfWork.md; preserve lifecycle, accepted history, completed ordinary currency and current dependency topology/status)",NOT_SELECTABLE_UNTIL: owner separately approves and applies the exact status application manifest; this preparation is not authority,CANDIDATE_PENDING_APPLICATION,Exact before/after claim diff and source-hash backcheck show current local EvidenceFile/SourceRef/EvidenceQuote accurately distinguished from historical seeded register/exhibit values.
DEL-04-01-REM-001,DEL-04-01,PRODUCT_OBLIGATION,DEL-04-01::OUT-001;DEL-04-01::REQ-001;DEL-04-01::REQ-002;DEL-04-01::REQ-003;DEL-04-01::REQ-004;DEL-04-01::REQ-005;DEL-04-01::REQ-006;DEL-04-01::REQ-007;DEL-04-01::REQ-008;DEL-04-01::REQ-009;DEL-04-01::REQ-010;DEL-04-01::REQ-011;DEL-04-01::REQ-012;DEL-04-01::REQ-013;DEL-04-01::REQ-014;DEL-04-01::AC-001;DEL-04-01::AC-002;DEL-04-01::AC-003;DEL-04-01::AC-004;DEL-04-01::AC-005;DEL-04-01::AC-006;DEL-04-01::AC-007;DEL-04-01::AC-008;DEL-04-01::AC-009;DEL-04-01::AC-010;DEL-04-01::AC-011;DEL-04-01::AC-012;DEL-04-01::AC-013;DEL-04-01::AC-014,"Produce the SOW-004 six-component, read-only, on-request in-process orientation builder with its declared component-derivation record, provenance and explicit absence semantics, satisfying REQ-001 through REQ-014 and AC-001 through AC-014 within the accepted adjacent-scope exclusions.",DEL-10-01;DEL-01-01;DEL-03-01,"(gated: separate exact owner-ruled DEL-04-01 production packet on origin/main opening the named source/test paths, acts, verification and rollback under F-PEC-1; WORKING_ITEMS activation; current reliance preflight)",NOT_SELECTABLE_UNTIL: owner separately approves and applies the exact status application manifest; this preparation is not authority,CANDIDATE_PENDING_APPLICATION,"Exact owner-authorized builder/method evidence against linked contract claims and independent REVIEW; immutable claim/method mapping, tests and source hashes; no all-input guarantee."
DEL-04-01-REM-002,DEL-04-01,PRODUCT_OBLIGATION,DEL-04-01::OUT-002;DEL-04-01::REQ-015;DEL-04-01::AC-015;DEL-04-01::VER-001;DEL-04-01::VER-002;DEL-04-01::VER-003;DEL-04-01::VER-004;DEL-04-01::VER-005;DEL-04-01::VER-006;DEL-04-01::VER-007;DEL-04-01::VER-008;DEL-04-01::VER-009;DEL-04-01::VER-010;DEL-04-01::VER-011;DEL-04-01::VER-012;DEL-04-01::VER-013;DEL-04-01::VER-014;DEL-04-01::VER-015,"Implement and execute the orientation test suite mapping VER-001 through VER-015 to the accepted AC-001 through AC-015 methods; retain finite fixture limits, captured write/provenance evidence, and the required DEL-01-05 enforcement check when applicable.",DEL-10-01;DEL-01-01;DEL-03-01,"(gated: separate exact owner-ruled DEL-04-01 production packet on origin/main opening the named source/test paths, acts, verification and rollback under F-PEC-1; WORKING_ITEMS activation; current reliance preflight)",NOT_SELECTABLE_UNTIL: owner separately approves and applies the exact status application manifest; this preparation is not authority,CANDIDATE_PENDING_APPLICATION,"Exact owner-authorized builder/method evidence against linked contract claims and independent REVIEW; immutable claim/method mapping, tests and source hashes; no all-input guarantee."
DEL-04-02-REM-001,DEL-04-02,EVIDENCE,DEL-04-02::OUT-001;DEL-04-02::OUT-002;DEL-04-02::TBD-002;DEL-04-02::TBD-003;DEL-04-02::TBD-004;DEL-04-02::REQ-001;DEL-04-02::REQ-002;DEL-04-02::REQ-003;DEL-04-02::REQ-004;DEL-04-02::REQ-005;DEL-04-02::REQ-006;DEL-04-02::REQ-007;DEL-04-02::REQ-008;DEL-04-02::REQ-009;DEL-04-02::REQ-010;DEL-04-02::REQ-011;DEL-04-02::REQ-012;DEL-04-02::REQ-013;DEL-04-02::REQ-014;DEL-04-02::REQ-015;DEL-04-02::AC-001;DEL-04-02::AC-002;DEL-04-02::AC-003;DEL-04-02::AC-004;DEL-04-02::AC-005;DEL-04-02::AC-006;DEL-04-02::AC-007;DEL-04-02::AC-008;DEL-04-02::AC-009;DEL-04-02::AC-010;DEL-04-02::AC-011;DEL-04-02::AC-012;DEL-04-02::AC-013;DEL-04-02::AC-014;DEL-04-02::AC-015;DEL-04-02::AC-016;DEL-04-02::CON-001;DEL-04-02::CON-002;DEL-04-02::CON-003;DEL-04-02::CON-004;DEL-04-02::CON-005;DEL-04-02::VER-001;DEL-04-02::VER-002;DEL-04-02::VER-003;DEL-04-02::VER-004;DEL-04-02::VER-005;DEL-04-02::VER-006;DEL-04-02::VER-007;DEL-04-02::VER-008;DEL-04-02::VER-009;DEL-04-02::VER-010;DEL-04-02::VER-011;DEL-04-02::VER-012;DEL-04-02::VER-013;DEL-04-02::VER-014;DEL-04-02::VER-015,"Inspect and map existing source-state-bound evidence for delta-service OUT-001/002, REQ-001..015, existing VER-001..015 execution and AC-001..016 acceptance records; preserve CON-001..005/TBD-002..004, delta composition, caller anchor, record-tier and ownership boundaries. Cover the exact linked claims; distinguish observed implementation, bounded local absence, missing/unmapped evidence, finite method execution and historical acceptance. Retain UNKNOWN where evidence is unavailable and return exact unresolved obligations for owner disposition. This item is read-only inquiry and a derivative evidence report; any new contract, implementation, test, measurement run, acceptance or production act requires a separate ruling.",NONE,(gated: owner authorizes the exact linked evidence-only read scope and creation of the derivative report/evidence manifest under projects/pec/execution/PKG-04_Orientation_Services/1_Working/DEL-04-02_Delta_service_since_SHA/_run_records/REMAINING_EVIDENCE_DEL-04-02-REM-001/; current exact-target reliance preflight),NOT_SELECTABLE_UNTIL: owner separately approves and applies the exact status application manifest; this preparation is not authority,CANDIDATE_PENDING_APPLICATION,"Dated derivative map covers every linked claim with exact source/hash, evidence strength and unresolved-owner routes; no manufactured production result."
DEL-04-02-REM-002,DEL-04-02,DOCUMENTARY,DEL-04-02::CLM-008;DEL-04-02::AX-010;DEL-04-02::BASIS-001,"Reconcile SOW CLM-008 and AX-010 present-register evidence descriptions, AC-016 review framing and current-basis opening with D-PEC-65 repaired DEP-04-02-003 and revision 1.4 references. Preserve original empty DAG exhibit cells as dated provenance; do not rewrite dependency state, reopen completed ordinary currency, or infer acceptance reversal.",NONE,"(gated: owner accepts exact bounded documentary wording and authorizes only the named current-source paraphrase loci in projects/pec/execution/PKG-04_Orientation_Services/1_Working/DEL-04-02_Delta_service_since_SHA/ScopeOfWork.md; preserve lifecycle, accepted history, completed ordinary currency and current dependency topology/status)",NOT_SELECTABLE_UNTIL: owner separately approves and applies the exact status application manifest; this preparation is not authority,CANDIDATE_PENDING_APPLICATION,Source-bound claim/evidence multiset backcheck and exact owner accepted artifact; no finite suite alone proves all-input compliance
