PackageID,DeliverableID,DeliverableName,DigestPath,DeliverablePath,LifecycleState,DependenciesRows,QualityFlags,SourcePath
PKG-12,DEL-12-05,Security threat model,execution/_Evaluation/content-digests/PKG-12/DEL-12-05.md,"execution/PKG-12_Security, Privacy, and Private Data Handling/1_Working/DEL-12-05_Security threat model",IN_PROGRESS,23,8,"execution/PKG-12_Security, Privacy, and Private Data Handling/1_Working/DEL-12-05_Security threat model/_CONTEXT.md"
PKG-13,DEL-13-01,Design knowledge schema and provenance model,execution/_Evaluation/content-digests/PKG-13/DEL-13-01.md,execution/PKG-13_Physical Design Knowledge and Constraint Engine/1_Working/DEL-13-01_Design knowledge schema and provenance model,IN_PROGRESS,13,8,execution/PKG-13_Physical Design Knowledge and Constraint Engine/1_Working/DEL-13-01_Design knowledge schema and provenance model/_CONTEXT.md
PKG-13,DEL-13-02,Constraint entity and provenance model,execution/_Evaluation/content-digests/PKG-13/DEL-13-02.md,execution/PKG-13_Physical Design Knowledge and Constraint Engine/1_Working/DEL-13-02_Constraint entity and provenance model,IN_PROGRESS,18,8,execution/PKG-13_Physical Design Knowledge and Constraint Engine/1_Working/DEL-13-02_Constraint entity and provenance model/_CONTEXT.md
PKG-13,DEL-13-03,Constraint validation engine,execution/_Evaluation/content-digests/PKG-13/DEL-13-03.md,execution/PKG-13_Physical Design Knowledge and Constraint Engine/1_Working/DEL-13-03_Constraint validation engine,IN_PROGRESS,14,7,execution/PKG-13_Physical Design Knowledge and Constraint Engine/1_Working/DEL-13-03_Constraint validation engine/_CONTEXT.md
PKG-13,DEL-13-04,Physical-to-analytical transformation contract,execution/_Evaluation/content-digests/PKG-13/DEL-13-04.md,execution/PKG-13_Physical Design Knowledge and Constraint Engine/1_Working/DEL-13-04_Physical-to-analytical transformation contract,IN_PROGRESS,19,8,execution/PKG-13_Physical Design Knowledge and Constraint Engine/1_Working/DEL-13-04_Physical-to-analytical transformation contract/_CONTEXT.md
PKG-14,DEL-14-01,Immutable model state records,execution/_Evaluation/content-digests/PKG-14/DEL-14-01.md,"execution/PKG-14_Model States, Analysis Runs, and Comparison/1_Working/DEL-14-01_Immutable model state records",IN_PROGRESS,13,8,"execution/PKG-14_Model States, Analysis Runs, and Comparison/1_Working/DEL-14-01_Immutable model state records/_CONTEXT.md"
PKG-14,DEL-14-02,Analysis run records,execution/_Evaluation/content-digests/PKG-14/DEL-14-02.md,"execution/PKG-14_Model States, Analysis Runs, and Comparison/1_Working/DEL-14-02_Analysis run records",IN_PROGRESS,14,8,"execution/PKG-14_Model States, Analysis Runs, and Comparison/1_Working/DEL-14-02_Analysis run records/_CONTEXT.md"
PKG-14,DEL-14-03,Model-state comparison engine,execution/_Evaluation/content-digests/PKG-14/DEL-14-03.md,"execution/PKG-14_Model States, Analysis Runs, and Comparison/1_Working/DEL-14-03_Model-state comparison engine",IN_PROGRESS,15,7,"execution/PKG-14_Model States, Analysis Runs, and Comparison/1_Working/DEL-14-03_Model-state comparison engine/_CONTEXT.md"
PKG-14,DEL-14-04,Analysis-run comparison engine,execution/_Evaluation/content-digests/PKG-14/DEL-14-04.md,"execution/PKG-14_Model States, Analysis Runs, and Comparison/1_Working/DEL-14-04_Analysis-run comparison engine",IN_PROGRESS,17,7,"execution/PKG-14_Model States, Analysis Runs, and Comparison/1_Working/DEL-14-04_Analysis-run comparison engine/_CONTEXT.md"
PKG-14,DEL-14-05,"Comparison mapping, tolerance, and export contracts",execution/_Evaluation/content-digests/PKG-14/DEL-14-05.md,"execution/PKG-14_Model States, Analysis Runs, and Comparison/1_Working/DEL-14-05_Comparison mapping, tolerance, and export contracts",IN_PROGRESS,13,8,"execution/PKG-14_Model States, Analysis Runs, and Comparison/1_Working/DEL-14-05_Comparison mapping, tolerance, and export contracts/_CONTEXT.md"
PKG-15,DEL-15-01,Canonical handoff package schema and manifest,execution/_Evaluation/content-digests/PKG-15/DEL-15-01.md,execution/PKG-15_Handoff and External Prover Workflow/1_Working/DEL-15-01_Canonical handoff package schema and manifest,IN_PROGRESS,15,7,execution/PKG-15_Handoff and External Prover Workflow/1_Working/DEL-15-01_Canonical handoff package schema and manifest/_CONTEXT.md
PKG-15,DEL-15-02,Target mapping and unsupported-behavior contract,execution/_Evaluation/content-digests/PKG-15/DEL-15-02.md,execution/PKG-15_Handoff and External Prover Workflow/1_Working/DEL-15-02_Target mapping and unsupported-behavior contract,IN_PROGRESS,18,7,execution/PKG-15_Handoff and External Prover Workflow/1_Working/DEL-15-02_Target mapping and unsupported-behavior contract/_CONTEXT.md
PKG-15,DEL-15-03,Downstream modeling export workflow,execution/_Evaluation/content-digests/PKG-15/DEL-15-03.md,execution/PKG-15_Handoff and External Prover Workflow/1_Working/DEL-15-03_Downstream modeling export workflow,IN_PROGRESS,16,8,execution/PKG-15_Handoff and External Prover Workflow/1_Working/DEL-15-03_Downstream modeling export workflow/_CONTEXT.md
PKG-15,DEL-15-04,External prover boundary metadata,execution/_Evaluation/content-digests/PKG-15/DEL-15-04.md,execution/PKG-15_Handoff and External Prover Workflow/1_Working/DEL-15-04_External prover boundary metadata,IN_PROGRESS,15,8,execution/PKG-15_Handoff and External Prover Workflow/1_Working/DEL-15-04_External prover boundary metadata/_CONTEXT.md
PKG-16,DEL-16-01,Structured model operation schema,execution/_Evaluation/content-digests/PKG-16/DEL-16-01.md,execution/PKG-16_Model Operation and Agent Proposal Framework/1_Working/DEL-16-01_Structured model operation schema,IN_PROGRESS,16,8,execution/PKG-16_Model Operation and Agent Proposal Framework/1_Working/DEL-16-01_Structured model operation schema/_CONTEXT.md
PKG-16,DEL-16-02,Operation validation and diff preview,execution/_Evaluation/content-digests/PKG-16/DEL-16-02.md,execution/PKG-16_Model Operation and Agent Proposal Framework/1_Working/DEL-16-02_Operation validation and diff preview,IN_PROGRESS,14,7,execution/PKG-16_Model Operation and Agent Proposal Framework/1_Working/DEL-16-02_Operation validation and diff preview/_CONTEXT.md
PKG-16,DEL-16-03,User acceptance and operation audit trail,execution/_Evaluation/content-digests/PKG-16/DEL-16-03.md,execution/PKG-16_Model Operation and Agent Proposal Framework/1_Working/DEL-16-03_User acceptance and operation audit trail,IN_PROGRESS,16,8,execution/PKG-16_Model Operation and Agent Proposal Framework/1_Working/DEL-16-03_User acceptance and operation audit trail/_CONTEXT.md
PKG-16,DEL-16-04,Agent rationale and professional-boundary controls,execution/_Evaluation/content-digests/PKG-16/DEL-16-04.md,execution/PKG-16_Model Operation and Agent Proposal Framework/1_Working/DEL-16-04_Agent rationale and professional-boundary controls,IN_PROGRESS,13,8,execution/PKG-16_Model Operation and Agent Proposal Framework/1_Working/DEL-16-04_Agent rationale and professional-boundary controls/_CONTEXT.md
